 December 2022,5,"Comfortable Central Accommodation...staffed with helpful, kind & friendly people","Maybe the hotel is 3-star but the 5-star rating from me is for Mohammed from breakfast as I promised! Also a big Thank-You & 5* to Ahmed my big man at reception and ichrak & karima who turned over cleaned my room. The bed was extremely comfortable. It's central, I stayed at this Ibis hotel for 1 week.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 January 2015,4,Nice hotel in a nice city,"The hotel is good, typical new Ibis. It has pleasant and big reception area, wi-fi, clean rooms. The breakfast was good, the personnel were nice and helpful. The hotel is situated close to the railway station (you can walk there), it was convenient for us, as we arrived in Tangier from Rabat by train. The hotel is also not far from the bus station (we took a taxi there, as we were going to Chefchaouen by bus). To the beach you can walk for about 10 min; if you're going to the old city, it takes 25-30 minutes on foot. We had a very nice impression of the city and the hotel. We stayed there for 1 night in January.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,4,Tanger City,"Great Hotel, great staff, Great Breakfast, great Position, can walk to the Old Port in about an hour, that's where the good value restaurants are right by the Old Dock Station that was,,,Also a 5 minute walk takes you to the Station, which is closed at the moment to get it ready for the High Speed Train,,,but at the roundabout catch No.20 bus for the 2nd. Tangier station, cost 3.50 DH and not 50 DH that the taxi's charge.Over the other side off the roundabout the No.20 goes to the New Port,,Mediterrane, for the ferries to Spain....",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,4,Typical IBIS Hotel,"If you have stayed at a Ibis Hotel, it looks very similar. The room are clean and tidy but they need thicker wall. You can heard the rooms next door and what ever is going in the hall. If you are a light sleeper ask to be in the most quiet room possible. Breakfast is a buffet, aka English breakfast with French pastries. The food is fresh and nice, the service is great. Wifi is available using the code they give you but those with Blackberry service might encounter issue. my Blackberry did not recognised the login and had no access to the WIFI.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,4,No complaints,Nice room nice staff hospitality was good and had a good night sleep here. Only thing which stopped me from giving it a 5 was the amount of women who were clearly not staying at the hotel were entering and it seemed like they were escorts. Did not ruin or affect me though just seems the security needs to pay a bit more attention Good hotel nevertheless rooms were clean and spot on.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,1,Very bad service,"I really dont know what to start with. Very noisy room 405 facing west even in the fourth floor. The WiFi code was expired. We had to call again to get another code. I tried to take a shower and guess what, only three towels, medium size and so not soft. The big discovery was hair everywhere on the shower walls. I dont think they bother themselves to clean the shower walls. Water is not hot. It is only warm. At the bed headboard there is multiple oily spots. The white bed comforter has a black shoe print. Overall, a hotel not to be recommended at all.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2014,1,Scam artists and crooks,"The hotel is overall nice and fairly new, with small European style rooms and cheaply built. The staff though are all crooks and scam artists. The Ibis is very close to the train station which is really convenient, however there are much better hotels that are only a cheap grand taxi away. When asking about transport to Tangier Med the front desk staff (we asked three separate ones) said the only way possible to get there was by a grand taxi 400 MAD and since we were six we would need to grande taxis so 800MAD, When we asked about the train (which is why we stayed at this hotel) they said there was nor, and when we questioned it they stated that they were sure that there is no train or bus and a grand taxi was the only way. So after spending three weeks in Morocco I learned…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2015,2,Just ok,"Stayed one night. Checkin was fairly fast. The lobby was nice. The room not so nice. There were streaks of some type of liquid on the wall, it was cold in the room due to Acorr's commitment to reduce energy at the expense of its guests. Free wifi and breakfast. Had dinner, the waiter was the only redeeming person for not giving a lower star rating, he was fantastic, personable and a great smile.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2014,4,Good choice to escape the city bustle,This is your standard IBIS hotel which can be a relief after too many Riads. This hotel is near to the train station and about 40 minutes walk from the town centre (or 8 Dihrams in a taxi). There is a strip of restaurants on the beach nearby so lots of food choices. Avoid the expensive breakfast and go out for better choice and cheaper prices. Overall a good choice if you want a reasonable priced escape from the hustle and bustle.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2014,4,Excellent overnight for rail travellers,"Standard ibis experience. Clean, efficient, wifi ok, staff all right, breakfast ok. Came by ship and left by train, location was perfect and continued towards the south of Morocco well rested. Restaurant had pasta and similar mediterranean dishes, was ok. Moroccan wine available, price/quality of which seems to be good everywhere, ibis city center too. Would stay again for a layover, not necessarily for a longer stay as there are affordable seaview hotels on Mohamed V.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2014,5,Thanks!,"Although I finally did not stay at the hotel, the staff was really helpful. They let us stay at the lobby, charge phones and connect to wifi network. Also share some tips about the city. Thank you for your hospitality!",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2014,3,Correct,"Good stay in the Ibis Tanger City Centre. short walk from downtown. The room was clean, the beds comfortable and the climatisation works good. The breakfast also was correct. Breakfast: only one machine to make coffe sometimes was to less and the guests had to queue. Internet was Ok in all hotel",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2014,4,Good value,I have stayed in many a hotel and a lot of budget ones as well. After all we all like to save money. It's a while since I have been to Morocco and I am always a little dubious when in developing countries. I must admit though the standards of good and drink were top quality. Shame about the building works in the city but the hotel was an oasis. If you are in the city try this hotel all the staff happy to help so are the cab drivers. However I don't think they have MOT's out there.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2014,3,Handy for the station,large hotel placed on a major junction about 200 metres from the main railway station . Room looked over the main road and has an enourmous building project going up on the right hand side looking up the main road consisting of two Hilton hotels one 4 star and the other 5 star and a shopping mall and cinema complex which should have been completed by October 2014 but is clearly several months behind schedule . Hotel itself is ok in that it is a typical Ibis built facility with clean bedding and whilst the towels were clean they were threadbare and thats your lot no hand towels just a bath towel . We dined in the hotel and found the food tasty though they seemed to scrimp a bit on the servings . The hotel is only about 150 yards from the front nd the sandy beach and has a…,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2014,3,ok and good price !! best deal in town thinks me,"just the right price and the right comfort ! been to loads of hotels in tangier and this is the best beyond doubt, by malabata and good restuarants and the rooms are clean as the sheets, just right for the price of £25 !!",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2014,4,Pleasant Stay,"A good, reasonably smart hotel. Excellent rooms for the price and good breakfasts for small additional cost. Some of the staff members were very friendly and helpful, others were pretty miserable. You can change currency at the hotel, but they don't publish exchange rates or give receipts. Perhaps this is normal in Tangier?",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2014,4,Impressiv,"good location, near train station and beach internet for free and works fantastic (all over hotel) swimmingpool very small and therefor crowded helpful reception and general good atmosphere will come again",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2014,4,2 nights in Tanger,"Very good stay in the Ibis Tanger City Centre. Just a short walk from the station and the generous hotel welcomes you. The rooms are clean, the beds comfortable and the climatisation works good. The breakfast also was good, just only one machine to making coffe sometimes was to less and the guests had to queue for longer times.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2014,4,Good enough,"it was our first time in Morocco and our expectations were low.Ibis provided cheap and decent enough accommodation. Food at the restaurant below was better than the stuff we ate at other local places, and the waiter was honest and friendly, recommend it. Rooms can be cleaner, but we the hotel was the cleanest place we have been to while we were there we think. Reception staff was helpful and courteous, they worked hard and long hours by the look of things.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2013,3,No frills basic hotel,"A bit off the city center, the hotel is relatively clean and nice, although very basic. Near the train station, where you'll either be taking a taxi downtown or a train to some other part or Morocco. Tanger old town is worth a visit, the rest of it not so much.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2014,3,Basic hotel.,"Nothing special. In a good way. It works, sort of clean. Service is ok. Hot water in a shower. So, everything you need about hotel. Same time it is boring. Location is bad, middle of construction site and quite far from city. And there is no interesting restaurant nearby. Would I go again? Probably no.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2014,4,Nice stay in Ibis Tanger,"Very nice stay in this hotel near the center of Tanger. Clean rooms,good service and gentle people to serve you .The breakfast is in buffet ,with every day fresh bread,croissant and some morocan specialities best quality -price .",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2014,3,Neat and clean,"Standard hotel located in the new area of the city, a walk from the beach and 10 Dhs by cab from the city centre. It's new and clean, nothing special. Wifi usually doesn't work. We were awaken but the fire alarm on the first night, around 4am, wich was ridiculously loud, so quite stressful, apparently someone was smoking inside one of the rooms, so he got everyone up... Not the hotel fault's, but they just smiled when we asked about the incident, didn't even apologize.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2014,5,inexpensive experience,"After arriving at Tangier med by ferry from Gibraltar (rus Fridays) and negotiating a price with a taxi driver, their is a bus for 2 euro but it's an hour wait and it drops you at the bus station!, anyway check in, room, bed, shower and staff speaking English was exceptional, nothing was a problem even when we returned from having a meal they provided us with glasses an a bucket of ice for our night cap! We were only going to stay 1 night has we were heading to Marrakech, but ended up staying 3, must say Tangier is a great place to visit and explore, and with the staff and the service they provide at the ibis hotel itself is worth visit. Yes their is building works an some pavements are not finished but look beyond that and I'm sure you want find a lot better for value for…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2014,4,Ibis Tanger,"Nice clean Ibis, 5 minuite walk from the Gare de Tanger tho you have to walk on the road side to get to it, which can be a bit dangerous. Its about a 10 min walk from la playa where you will find plenty of cafes restaurants and night life. The location is slightly isolated, there is a swimming pool for you to relax. The room views aren't fantastic but it fine for the price and short stop over. Outside there are grand taxis to take you around, by the station you shall find more. Breakfast is good buffet style, tea coffee, cereal cold milk, fruit etc. Overall a nice experience and I would recommend this hotel for short stays.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2014,4,Correct hotel good breakfast (very close to trainstation),"Nothing bad to say about this hotel. Very correct rooms, as well as the service The breakfast was good as well. The best thing about the hotel is that you are at walking distance from the trainstation.( 3 minutes) So if you have to take a train next morning i really recommend this hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2014,4,A positive stay,"Stayed at this hotel for a few nights earlier this month. The hotel is perfectly located for access to beach and is close an excellent cafe/restaurant right by the sea. Multiple ATMs and fastfood places are similarly close. The overall standard of the hotel exceeded what I expected given the low price. Staff were warm, friendly, and helpful, and while the room I stayed was basic, it was a good size and was clean and comfortable. Cleaning staff were non-intrusive and cleaned to a high standard daily. Breakfast was of a good standard. Internet access (Wifi) was consistently good, though there were a few issues when I needed to make an international phone call, as the system was down for quite some time. That said, I spoke with the staff and manager on evening of Tuesday 18th…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2014,4,Ibis Tanger,"Nice clean Ibis Hotel, friendly staff, nice rooms, big beds, flat screen tv various language channels. Very close to the station, grand taxis outside hotel to take you to the airport. No shops nearby, lots of building work,.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2014,4,As expected,"The Good Standard Ibis. Clean, comfortable rooms. Near the train station. Walking distance to the old town and near the water. The Bad Restaurant and breakfast both over priced. While there were many cafés and restaurants within a few blocks walk the immediate vicinity of the hotel was less than inviting.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2013,4,Good quality/price,"Very interesting hotel for 28€/night price. Clear, contamporain and chip. The only negative point is kind of reception :) Any way, I passed an amazing holyday in tangier... want to return asap I recommend everybody to go there",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2013,4,Good for One Night,"The hotel is closed to train station, even you can see it from the station. It is very convenient if ypu plan traveling by train. It's closed to corniched and the beach, it is nly 300 meters something (in walking distance). It's not difficult to find taxi to bring everywhere I want. Breakfast is buffet and the food was OK. The staffs are friendly and informative. The room was clean and the bed was so comfortable. But, the towels are looked old. I think management is supposed to think for changing the. It's perfect for one night stay.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2013,3,An Average Stay,"The breakfast was good and the service was acceptable. The room was relatively clean, but the hotel needs new bath towels. They are so think it takes two after a shower to become dry. For those of us who speak neither French or Arabic, the front desk staff need to be better at English. They also can be more helpful with directions and local transportation, such as how to use the mini-taxis.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2013,3,It would be nice if they could fix 2 or 3 things,"It is located next to the train station and it is easy to find a cab to drive you anywhere you want, but if you really like to walk, it won't be difficult for you to get to the Medina by yourself.The check-in went smoothly, the room was ok as well as the bathroom ( which wasn't cleaned thoroughly as i found a lot of short hair on the floor, which is gross even if it were yours), i noticed also a lot of dust in the room, around the cupboard. Also, if you look closely at the parquet floor, you will see that it is a bit dirty (the wood comes in a dark color so it's convenient not to clean it!!!). As mentioned in other reviews, the towels were hideous and looked more like floorcloth. It's a shame as the hotel has several upsides: a big and confortable bed, a large choice of tv…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2013,4,Perfect choice for an overnight,"Good infrastructure and excellent location. A well maintained hotel that combines good customer service and the usual Ibis accomodation facilities that you will find elsewhere. Lobby and breakfast area were very nice. Room was what we expected; clean, with a nice view from Tangier city and fitted with a TV and air-conditioning. Bed was fantastic. Can only mention that towels need urgent replacement, as it seemed rather too old. Hotel is conveniently located close to Gare Tangier, where trains are fast and cheap. There are also a couple of good restaurants nearby.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2013,4,Good for a short trip,"Overall a fantastic hotel with great interior. Modern building as well. There was a good breakfast but was no hot options only cold muffins, quassants ect. The rooms were good, but small and wouldn't recommend for a family. I stayed there with one other person and was still a bit squashed mind you we pulled the beds apart to make two singles, but still little room. Not sure how other rooms vary. 7th floor view fantastic and even though busy traffic outside, slept well. Good tv, English channels! Large pall round the back, but all the lifeguards VERY strict!!!! Only problem was that in 3 nights we got through five electric key-cards and that was complicated. None of the other rooms had this problem! Overall you get what you pay for but good sleep. No bath, only shower but…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2013,3,It is morocco after all.......,"Good value for what you pay. Free parking out the front was no problem leaving our car there for the night. Rooms were ok could do with a spring clean and a spruce up- we did have a large area that the paint was scraped off the wall and it wouldn't take much to paint it over. Lovely high and comfortable queen bed. Blinds were ok but the condition was a bit shabby. Good shower that is fully enclosed so the water dosent wet the bathroom but again the bathroom needs a through clean. The towels were the worst towels I have ever encountered! They were grey, threadbare, shabby and basically disgusting. I thought they were cleaning rags they were that bad. I was surprised by the chain allowing these to be used. The hallway and foyer needing vacuuming and mopping and attention is…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2013,3,Towels,Basically an OK hotel for the money you are paying for it. Stayed in many Ibis hotels and this was on a par with them with the following exceptions. No towels in the room and when I requested them got them about an hour later. They were threadbare and thin and did not look too well washed. In short they were like the old towels I have for washing my dog. No one bothered to make up the room the second day. Do not know why. front desk staff were pleasant but seriously overworked with queues any time I past the front desk.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2013,3,"You get waht you pay! Good stay, great bed!","When one stays at an ibis one must adjust expectations to an ibis, right? Overall good stay, the room could have been cleaner but would go back again. Positives: Price (that's why I stayed there and not in more expensive place!), location (quiet area yet close to beach area and longish walk to Medina and Kasba but taxis are cheap and I like walking. It is true, there are a lot of construction sites around them but never heard noise or felt unsafe, maybe a lot of dust but you can keep the windows closed). Bed was great and staff overall very friendly and helpful. Negatives: The room was not very clean, floor could have done with an extra mopping and some hairs in the bathroom but again nothing terrible, the loo, basin and shower were very clean. WIFI: Not functioning all…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2013,1,Terrible experience from the staffs' side!!!,"Starting on a good note, average hotel with good location. To add, few of the staffs indeed were polite and helpful. But what ruined my stay was the other few staffs who totally do not know what service basically means. My friends who are African American were turned back saying there is no room available. And less then 10 mins we got a room without any trouble. The display sign says one price and what they charged us was way too much than what we were told in the phone. I asked to talk to the manager who ""was not there"". I asked if they have room service and the guy after realising its my first time in Morocco was like, well there is no room service but m willing to give you one. One of my friends was even invited to go to the beach. Its sad that you are with your friend…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2013,3,Great location,"This is an average Ibis hotel, but with a very good location. The sea front and main walking area with lots of restaurants and the beach is only a 5 minute walk away. The train station is also very close, though we didn't use the station while there. We had a car and there was lots of free, secure parking. The rooms and bathrooms were small and everything had a ""budget"" feel to it. The breakfast was average. The service from the hotel staff was atrocious. We had booked a bed and breakfast rate for our family of 4 but the staff argued with us that we did not have breakfast included in our rate. We had to show them our email confirmation before they believed us. We also asked for 2 connecting rooms because we have 2 kids. The staff assured us we could get that, but then changed…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2012,5,Good Hotel and Excellent Location,- Good Hotel and Excellent Location - Very near from train statios - like 200 meters. - Near of the beach of Tangier - like 500 meters. - Close to the Hotel have many restaurants and bars. - Best option when you need to travel by train.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2012,3,"Great hotel overall, but rooms are very small, located next to station and 5min walk to sea front","Overall good hotel, especially if you get it for anything cheaper than EUR 45.00. It will not be up to the European standard of IBIS chain, but they are trying their best. + value for money located next to train station friendly English speaking staff - Very tiny room",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2013,3,a 3star hotel no more,"in this Ibis hotel I found the staff are very friendly and helpful, and the hotel is clean, but the facilities in the Room is minimum I found there was no small fridge, so one can keep water or any refreshment over night in the room, without finding it hot in the morning I believe this should be giving a hard look at, specially in a hot country like morocco, and shower room doors are very hard to open. whatever happened to maintenance?",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2013,4,Nice hotel with good brekfast,"The rooms are not big, but nice and clean. The staff is very friendly and the hotel is situated right next to the train station. However I wouldn't say it's in the center, which the name suggests. There is a nice pool, but there weren't any deckchairs. The brekfast is good, especially the Moroccan pancakes.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2013,4,Lovely palce and good value for money,"An lovely place, next to the trainstation. Good value for money and a pititi taxi ride to bus station is about 6DH Beach, MacDonald and other good eating places. Ask for room at top floor due to noise on the road.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2013,4,Generally very good,"Clean, nice breakfast next to a lovely pool, near to train station, near to corniche and restaurants, nice receptionists, good although few tv channels, conceivable prices. Has no mini-cooler, and like some Moroccan hotels, it has no toilet-pipes to wash dirty (a vice for Muslims ) . Old Medina is app. 3.5 km far.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2013,2,"Decent hotel, poor location","As a hotel, its a generic Ibis, smart, unspectactular. The pool is a welcome addition, and not usual for Tangier. The restaurant is fine, small but reasonable selection and decent quality. The problem is the location, its near the train station, but otherwise its not walkable to town, and is not a lot nearby including needing to cross a very busy road. But in a couple of years, when the building work in the area is completed then it would become a much better prospecf If you need the station, its a good bet, otherwise I'd be wary of the location",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2013,3,Disappointing.,"The Ibis city centre is convenient in that it is near the train station in Tangier. However, the environs of the hotel resemble a business park and it is a fair walk to the seafront and restaurants. The hotel is a relatively modern Ibis. The rooms are typical Ibis. They are small and comfortable. We were surprised that the man on reception was very rude to us. The room he gave us was badly prepared. There was a wet towel lying beside the bed and no clean towels in the bathroom. The bed appeared to have been made in a rush. When we asked for another room, the man on the desk told us that we could not have one as we had not complained within seven minutes of arriving in the room. Incredible! It was offensive as the implication was that we had used the room and were responsible for…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2012,3,"everything ok, but poor breakfast","Everything ok, but poor breakfast compared with other IBIS. The room was ok and clean as other IBIS in the world. The hotel's surrounding are not the best because far from everything and people around not nice...but the location to go to the train station is pretty good",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2013,1,Avoid this hotel !!!,"Tanger is great city to visit but if you want to have a good time AVOID AT ALL COST THIS HOTEL!!! 1. before making the reservation I called to ask if I could paid in cash at the hotel so the bill didn't go to my credit card, they said yes but they didn't keep the promise, I changed money to pay and in the last day before leaving I found myself with money that I couldn't use at home and with no time to change it back... 2. The first day they gave me a dirty room but withing minutes they changed my room and it was ok but in the second day they didn't clean the room properly, when I called to talk to someone they said that they would send someone to clean it but after one 1.30hs it was still dirty!!! when I tried to talk to the manager she never came, the receptionist said that…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2013,4,A lovely place to stay,"Me and my friends stayed in Ibis Tanger City Center for a night in April 2013. The room is decent and clean, with free wifi available (but a weak one...just ok for instant message). The view from the room is great. If you're taking a train to Tangier, here is the place to stay - right next to the station! It takes around 10 mins grand taxi to the Medina which costs around 40 Dirhams. Good deal - you got more than what you paid for!",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2013,4,Good value for money except breakfast.,"This Ibis is nicely located close to the sea and a short cab drive to the old center. Value for money is definitely ok: clean rooms, good service overall. The only downside was the breakfast: overboiled tea, the harira was not good (while it is a traditional soup and easy to make - be proud of your culinary heritage !), sloppy and cold scrambled eggs... At 59 dirham you would expect a much better experience. But we would come back to stay here - very convenient - and would have breakfast around the corner with a view on the sea and pay less...",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2013,4,"Ibis standard quality, best breakfast in Morocco","The hotel follows Ibis' standards: comfortable bed, clean room and minimum service. The location is great, close to the train station and to the ocean front. The hotel is also a short walk from the medina and the bus station. The breakfast was the best part: it includes traditional dishes and typical breakfast. We were able to try some of the local breakfast delicacies, without giving up of our scrambled eggs! The only downside was proper information, although the lack of reliable information seems to be a generalized problem in Morocco. From every person we asked a question, we would get a different direction.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
