 December 2022,5,Luxury in Town,"Such a treat!!! The hotel is beautiful - the interior courtyard where breakfast is served & the rooftop terrace in particular. You don't want to miss sunset on the roof. The service we had was top notch. The food was excellent. It is in a great location, too, so that you can walk to everything in the old Medina and the beach.",hotelName,city
 April 2015,5,Outstanding Customer Service!,"We just spent 3 nights at L'Heure Blue, Essouria, Morroco. What a fantastic experience! As soon as a patron enters, he is swept into another world of luxury. The hotel is very atmospheric and elegantly decorated. However, it is the service that is truly superb. This starts with the check in when you are greeted with hot towels and appetizers while seated in a garden in the hotel’s center. So much nicer than standing in a reception line as you normally find at most hotels. The rooms, restaurant, hamman, pool, and breakfast buffet are all outstanding, but what makes this hotel really special is the staff. My husband became ill and desperately needed medical attention. When he was moved to a local hospital no less than 5 employees came to the hospital bringing sheets,…",L_Heure_Bleue_Palais,Essaouira
 April 2015,2,Dissapointment in a Relais & Chateaux in Essaouira,"We spent one night, Wednesday 15 April in suite 18 of this hotel. Problems: at three in the morning, trying to turn on the light we find out the suite was out of electricity. Calls to reception and visit by electrician who switching keys on and off made electricity return….for ten minutes and then blackout again; so, I did the same as the electrician but leaving a different key down (off) and we recovered our lights. The toilet door will not close, no matter what: it is not very delicate for anybody. There is no light in the seating part of the suite, only a picture lightly illuminated: impossible to read. There is no power outlet anywhere near the desk so you can’t plug your computer, phone and what have you. On the positive: staff is courteous and correct and the hotel…",L_Heure_Bleue_Palais,Essaouira
 April 2015,5,Very classy hotel,"An elegant hotel on the edge of the Medina, with great rooms and very frielndly, helpful staff. The food seems expensive, so we ate elsewhere, but it's a great place to stay and easy to access the highlights of Essaouira from there.",L_Heure_Bleue_Palais,Essaouira
 April 2015,5,Wonderful place!,"We spent four days in Essaouira at L'Heure Blue. The weather have not been fantastic, but this hotel made the stay something to remember: the room was very comfortable, well equipped and stylish in each detail; the lounge and the patio very warm, but the personnel is the real plus of this place: friendly, always ready to help and take care of the customer, charming, great group of people! The Restaurant as well is first class, very good choice of plates, Moroccan cuisine both traditional and revisited, very interesting Moroccan wines. A place to go!",L_Heure_Bleue_Palais,Essaouira
 March 2015,5,Stunning Hotel in an amazing location,"Hotel chosen from a brochure based on location and amenities.Hotel didn't disappoint in any way.The location in the Medina in Essaouira was very different from any other place we've ever visited.Entirely different culture from every aspect-language,people,life styles,cuisine,shopping etc.Service at the hotel was outstanding in every way,from the breakfast room in the riad up to the rooftop pool and grill bar.The premium restaurant on the ground floor was sumptuously furnished and the dishes were wonderfully prepared and served.The room was well appointed and serviced with soft comfortable beds.Even a log fire if required! This hotel's greatest asset was without exception,the wonderful attentive, and friendly staff.",L_Heure_Bleue_Palais,Essaouira
 March 2015,4,Loved the location,"Hotel is in the medina of Essaouira, easy walking to everything interesting. The hammam is exceptional. Breakfast is very French, including croissants...and pork products...but also included almond butter with argan oil, a local specialty. We were spoiled from staying in smaller riads, so this place didn't seem as special, because it is a bit larger. It is a lovely place, and the staff is extremely nice.",L_Heure_Bleue_Palais,Essaouira
 March 2015,5,Excellent & Amazing,"I decided to take 4 days off to manage to assume my heavy workload of the moment. When I arrived at l'Heure Bleue, I found a real harvest of peace and tranquility. Everything is made for you to be able to relax. Employees are so delicate in the way they treat you. Always a nice word, always very discreet as well. As I worked very efficiently for the 2 first days, I also have the opportunity to go on a fantastic road trip organized by the hotel, out of the traditional tourism paths : ""les moments d'exception"" We visited the Heure Bleue vineyard, and had lunch with local people : I will remember this forever. It was also the opportunity to find myself again, far away from everything I used to know, from everywhere I used to be.",L_Heure_Bleue_Palais,Essaouira
 March 2015,5,Wonderful Riad,"I can only sing the praises of this hotel. The location, right on the wall of the medina, was very convenient. It is only a 5 minute walk to the beach and around the same to be right in the centre of the medina. All the staff are very attentive and well mannered. We did not speak French, however we were still made to feel very welcome by both the staff and management. We ate in the restaurant one evening and on other evenings the staff booked us tables at local restaurants O'Bleu Mogador, Elizir and Silvestro, all of which were good. Breakfast was amazing with a vast array of fresh fruit, pastries and freshly cooked Moroccan pancakes. I would not hesitate in recommending this hotel to anyone.",L_Heure_Bleue_Palais,Essaouira
 March 2015,5,"Amazingly excellent, elegant hotel. My wife and I adored it.","I have read a number of other reviews of this hotel that are mixed. It is often said that he who critiques says more about himself than that which he is critiquing, and some of these reviews bear this out. One person, whose review is prominently highlighted, takes great exception to the noise and bustle and smells outside the hotel. There are La Quinta's in Las Vegas best suited for this individual. This is Morocco, and that's just how it is here. Another person objects to the fact that it was cold and windy. Certainly there are fancier hotels that can adjust the outside temperature and wind; go to them. Another person feels the hotel is too dark (despite the fact that there is a massive interior courtyard open to the sky and windows everywhere). Again, there are many…",L_Heure_Bleue_Palais,Essaouira
 March 2015,5,Perfect for exploring Essaouira,"We chose this hotel after considerable research and studying trip advisor! It is on the edge of the Medina- so we expected some noise, but staying in such a beautiful , traditionally designed house more than made up for it ... We found all staff to be friendly and responsive. A word of warning- it is still early in the year and breakfast is al fresco in the beautiful courtyard, designed to keep out the sun. Take a sweater ! The food was wonderful , both in the restaurant and the Terrace. We have stayed at many Relais and Chateaux and loved Heure Bleue for its Moroccan ambience.",L_Heure_Bleue_Palais,Essaouira
 March 2015,2,Oh dear!,"Right on the town walls/Medina, the hotel overlooked a busy (vehicle-wise) square and a pedestrian & motorcycle thoroughfare. The overall impression of the internal of the hotel was one of darkness – not unsurprising given that all the wood was black or thereabouts. The overpowering smell of drains resulted in us being moved - but still the Suite, through extremely small (single glazed) windows, overlooked the roof tops - piles of rotting rubbish and sat dishes. In spite of asking for a quiet room, the suite was anything but - with incessant traffic noise and at night, children playing. Incidentally, very limited tv channels but a dvd was available. At no time did we seen management! The staff themselves, particularly those on The Terrace (pool deck) were friendly and…",L_Heure_Bleue_Palais,Essaouira
 February 2015,4,Excellent location,"This hotel is situated on the edge of the Souk, convenient for the old town and the beachfront. Essaouira is very windy so it was nice to enter the palm-filled courtyard and relax. We were greeted by efficient, friendly staff with the usual orange juice and biscuits. Our room was on the second floor but there is a lift. It was spacious with a comfortable bed, large sitting area and bathroom with bath and separate shower. We only had to ask and our fire would have been lit but we were warm enough without. We went out to dinner but breakfast the next morning was the usual international fare, maybe a lttle disappointing as we had been used to typical Moroccan breakfasts in other hotels we had stayed in. A pleasant enough stay here but probably top-end prices for average…",L_Heure_Bleue_Palais,Essaouira
 February 2015,3,"Great location, beautiful old hotel, sadly without soul","We (family of five) stayed here for 2 nights. The location is perfect - right on the edge of the old town and the hotel itself is beautiful, however, the atmosphere and service disappointed. The only member of staff who genuinely charmed and interacted with us was the doorman. Management is helpful but heartless. Some Moroccans work in the hotel, but this place definitely does not communicate the usual Moroccan soul. Guests are made to feel like a paying guest, nothing more, and service at breakfast and during dinner is erratic and quite unfriendly. We had to wait for more than an hour for our room to be cleaned on arrival, although the hotel was expecting us. The room itself faced directly onto a brick wall (2m away) of a neighbouring house that was a building site at the…",L_Heure_Bleue_Palais,Essaouira
 January 2015,5,A secret palace,"From the simple wooden door on the street you cannot imagine the interior court yard furnished with tables and lush tropical plants. Each floor of the hotel looks down over pretty balconies into this courtyard.On the top floor is a sun deck and pool with a poolside restaurant offering lighter snacks that the main restaurant. Very attractive rooms some with working log fires. A very short walk in to the main Medina, and even closer to the harbour. Delicious fresh orange juice and pastries on arrival and extremely helpful friendly staff.",L_Heure_Bleue_Palais,Essaouira
 February 2015,4,Not quite as good as it should have been,"This is a very good hotel with a high reputation. The building is stunning, arranged around a large palm filled courtyard with the swimming pool and sun bathing terrace located on the roof. It is on the edge of the medina and an easy walk to the harbour and town centre. The bar is quite dark and can be a little gloomy. Our room was ok but nothing more than that and everything worked in the bathroom which is always helpful. We enjoyed the breakfasts and ate dinner twice in the restaurant, pricey but well cooked and presented. We enjoyed the hotel but in truth the service was just a bit lack lustre. Sometimes it was difficult when in the bar to attract anyones attention. We made a dinner reservation that didn't find its way to the restaurant and things generally moved fairly…",L_Heure_Bleue_Palais,Essaouira
 February 2015,4,"Beautiful building, friendly staff, fab hammam","Stayed for just one night on short trip away from hustle and bustle of Marrakech. Low key entrance just behind a square, lovely courtyard filled with palms and little pools, served freshly squeezed orange juice and pastries on arrival. Decided to brave a hammam experience with my partner- we were pampered with steam room, doused with warm water, covered in black soap, scrubbed intensley and left to soak in a soothing body mask before a quick but relaxing argon oil massage. Left feeling like newborns! Very nice room and big bathroom ( although shower over bath hard to clamber into and hand held shower) along with complimentary tea and more pastries! Only disappointment was advertised all year heated rooftop pool which was a main reason for going , to find it is generally not…",L_Heure_Bleue_Palais,Essaouira
 February 2015,5,"Fantastic place, brilliant staff","We stayed only one night as a day out from Marrakech. It's a very unassuming building on the outside, very close to town and docks, but once inside it's an amazing and beautiful Riad. We were upgraded to a suite which was very well appointed and comfortable. We spent a couple of hours lying by the pool in the afternoon (the pool was very cold as it was early Feb and pool not heated). In the evening we had a hammam which was fantastic. We didn't eat in the hotel in the evening but it looked very nice. The breakfast was a real treat and very nice to be able to sit in the open courtyard. All round a really enjoyable experience and highly recommended.",L_Heure_Bleue_Palais,Essaouira
 February 2015,5,great hotel and location,"Traveling with Abercrombie & Kent we stayed at some of the top hotels in Morocco and this was our favorite. The location is just inside the medina and the building is wonderful. Although the rooms were not very large, they had great attention to detail and were very well furnished. We were there in February and could not enjoy the roof top pool but see how it could be a great place to come and relax in warmer months. We also enjoyed the village within the medina. It is smaller than many of the famous medinas in Morocco but easy to get around with many choices of excellent restaurants within walking distance",L_Heure_Bleue_Palais,Essaouira
 January 2015,5,"Great hotel, best in town for sure!","Moved from another hotel to this one, no regrets at all! Great place, decoration and ambiance! Regular rooms are not big, but quite comfortable. Restaurant is great, as well as overall service. Just the restaurant on the terrace run out of food when we tried a late lunch on Sunday.",L_Heure_Bleue_Palais,Essaouira
 January 2015,4,Old school style and quality,"A perfect place from which to enjoy all that Essaouira has to offer. A welcome, serene retreat within the walls of the medina and only a short walk from the beach. Nothing here is too much trouble. The staff are wonderful, the food is outstanding. Breakfast being an absolute treat, dinner exquisite. Suites are cozy and spacious with real wood fires. The only negative would be the spa...didn't quite meet expectations, but a relaxing experience all the same.",L_Heure_Bleue_Palais,Essaouira
 January 2015,5,Quality,Everything about this fantastic riad is wonderful. The building is decorated in the old Moroccan style. Our room was a second floor suite which was spacious and comfortable. Staff is fastidious about opening doors and pushing elevator call buttons. Our dinner in the restaurant was delicious; served in front of a blazing fire. The only glitch was trying to find a bartender one night.,L_Heure_Bleue_Palais,Essaouira
 January 2015,5,Delightful hotel with genuinely hospitable and courteous staff.,"This was our fourth visit to L'Heure Bleue. Whilst the beach in Essaouira is stunning, it is perhaps the hotel which draws us back. It seems that this is a hotel which attracts loyal and dedicated staff, many of whom have been working in the hotel for some time and are genuinely welcoming. It is so delightful to return to the hotel after a walk on the beach: the central courtyard beautifully presented,all of the public areas are full of character and very attractive. If the weather is chilly sometimes (well, it was winter when we were there) there is a cosy fire in the bar. when tHhe sun shines there is a rooftop terrace where lunch can be so. There are comfortable but and a swimming pool (although we didn't try that in January!) The hotel is is extremely convenient for both…",L_Heure_Bleue_Palais,Essaouira
 December 2014,5,"Outstanding service, very attentive staff","A very quaint hotel with a beautiful courtyard. Excellent location in Essaouria. We were upgraded to suites which were large, not ultra luxurious but very nice nonetheless. Rooms were lit with candles every night for turndown. But the most amazing thing about the hotel was it's staff who were amongst the best i have come across anywhere, genuine, helpful , dedicated. There was pretty much no request that was turned down, whether it was fresh aloe vera juice in the morning or organising our very own Gnawa music ceremony. Housekeeping were great too, all our clothes etc were neatly folded and organised. We were a group of six(each with there own list of absurd demands!) and all of us thought that the staff at l'Heure Bleue were just excellent. I don't think there could…",L_Heure_Bleue_Palais,Essaouira
 December 2014,5,Just perfect,"Beautifully restored building at the entrance to medina - just in the center of town. Main Essaouira beach is just 10 minutes walking away. After arrival we were offered a welcome drink - superb experience. We stayed at the hotel during low season and got upgrade to Deluxe room (they have balconies facing outside of the hotel, all other rooms are facing to inner patio). Rooftop terrace is a world of its own. The pool was quite cold, but after my request the staff turned heating on and later the pool had 28 degrees (in December). Breakfast is also a nice experience, we had our private buffet... Staff is very kind and helpful. Hotel also has its own hammam, which is quite expensive (extra cost). All in all very nice experience (5 stars).",L_Heure_Bleue_Palais,Essaouira
 June 2014,5,Amazing Location,"This riad, more like a boutique hotel, is located just steps into the magical Essaouira medina. The staff is very nice, giving very helpful tips of where to go and what to do. The rooms very comfortable and nice, although be sure to close the shutters as the streets can get noisy at night. The spa here is also good, offering traditional treatments such as a Hammam.",L_Heure_Bleue_Palais,Essaouira
 December 2014,4,Slick and comfortable and very handy,"As seems to be so often the case in Morocco, noise and bustle (and large holes in the ground in this particular case) can be happening literally outside the door, but all remains calm and serene inside. This stately place worked its charms gradually.(It was always going to have a tough job coming after Kasbah Tamadot). Our upgraded room, with all its traditional shutters was lovely - a good roomy bath too. But what I remember most is the outstanding breakfasts. Quince jam, apple and saffron jam, delicious pastries... Service is excellent and turn right out of the front door and you are in the thick of things in moments. All in all, a very nice place to stay.",L_Heure_Bleue_Palais,Essaouira
 November 2014,5,Wonderful,"We thought this place was wonderful. Obviously it is expensive but We thought the staff were excellent, without exception. We stayed 3 nights. It is a Riad rather than a normal hotel but has everything you could wish for. The restaurant is expensive but we ate there 3 times and thought it delivered exquisite food - arguably 'fussy' or 'over engineered ' as a previous review said - but it probably deserves a Michelin star for food. If you want 'rustic' go into the Medina. Service is very good but some additional attention to detail required , eg: tell the guest something isn't available when he sits down, not when her orders. The hotel is in the Medina. A bonus in my opinion. Straight out of the door into the action.",L_Heure_Bleue_Palais,Essaouira
 October 2014,5,Wonderful Welcoming Hotel,"We stayed at L'Heure Bleue in the beginning of October for two nights. You walk through a tall door that opens onto a teaming street in the old part of the city, a short walk from the seaside. Inside you are greeted with a lushly planted courtyard decorated in an evocative Moroccan style. The rooms are comfortable, but you need to ask for one with a balcony. We ate dinner at the restaurant and it was superb. The staff were attentive and helpful. It is good to tour Essaouira with a private guide who can show you the magic of this city.",L_Heure_Bleue_Palais,Essaouira
 October 2014,5,lovley,Super happy to find this place after the disappointing villa Marco. Not cheap obviously but well worth the extra for a couple of peaceful nights in essouira great for kids as has lovely pool. Large family rooms well laid out. All the extras you would expect at this standard.,L_Heure_Bleue_Palais,Essaouira
 September 2014,3,Pretty good...,"I wish I could put 3.5. Nice enough, but we thought it was a riad. It was bigger and less personal than what we expected - not ridiculously clean, and slightly damp (likely owing to the proximity to the sea). But staff was friendly enough, it was clean enough... it was alright. It kind've felt like the style and feel of a nice all-inclusive in Mexico or Dominican.",L_Heure_Bleue_Palais,Essaouira
 October 2014,5,Excellent Riad,"We stayed at L'heure Bleue at the start of October. It has a beautiful courtyard where guests can peacefully eat meals, have a drink of choice or simply relax. The rooms are nice, though nothing special. What makes this riad special are the people, who are very helpful and attentive. Their recommendations for tourist services were excellent (with the exception of the surfing shop, which they should excise from their list of vendors). The food was superb. We especially recommend a lesson in Moroccan cooking from Chef Handour. It was one of the highlights of our two weeks in the country. It is located only about 10 meters inside of the walls oft the medina and so very easy to find, provided that you know which of the 4 gates it is near.",L_Heure_Bleue_Palais,Essaouira
 June 2014,4,Colonial charm,We visited this hotel as part of a 2 weeks holiday in Morocco with my wife and my 3.5 years old daughter. This hotel has a lot of colonial character and we liked it very much. All furnitures are in dark wood. The hotel offers a parking for the guests which is constantly monitored. We had a suite which was unfortunately facing the outside wall of the medina and that was a bit noisy at times. Breakfast was served in the internal yard and was very tasty and offered a good variety. The pool area located on the roof top provides a very good and quiet alternative to the at times chaotic life in the medina. The wifi while free of charge was a bit slow We used the restaurant only once and we found it totally overpriced and not that good (dishes were over engineered and spiced). The room…,L_Heure_Bleue_Palais,Essaouira
 October 2014,5,Elegant Oasis,Can't that there is anything here better than this. Rooms are spacious and very well appointed. Staff extremely warm and accommodating. Food well prepared and presented. A woman in native dress prepares crepe like pastries at breakfast to order. This is about 6 or 7 stars as far as I'm concerned. Comfortable pool area on rooftop terrace. VERY luxurious all in all. The ideal way to visit Essaouira.,L_Heure_Bleue_Palais,Essaouira
 October 2014,4,Highlight of our 2 week stay in Morocco,"3 of us spent an all too short 2 nights in this lovely hotel. The location is fantastic, at the edge of the medina. This is a great place to go shopping with the added benefit of a short trip back to the hotel to deposit the booty! From the minute we arrived to the time of departure we were treated with curtesy, friendliness and great professionalism. The open area is a lovely oasis. Check in, which wasn't a great experience in other hotels on our trip, was really well done. Being greeted by fresh orange juice and the nicest biscuits ever was lovely. The manager greeted us which made the experience even better. We were very kindly upgraded, the suites are absolutely gorgeous. The terrace was great- birds eye view of the medina and the sunsets. Lovely relaxing place. The bathroom…",L_Heure_Bleue_Palais,Essaouira
 October 2014,4,Great roof terrace,Stayed here for 3 nights on first floor overlooking atrium. We arrived here after 8 hour drive from Skoura frazzled! Cool towels and welcome drink hit the spot. Rooms and towels could do with TLC. Food and service here was very good. Having already contracted a tummy bug whilst eating outside our previous hotels decided to play safe and eat and drink in hotel we were not dissapointed nice choice of food and Moroccan wine good if a little pricey. Great roof terrace with really attentive staff on hand. All in all an enjoyable stay,L_Heure_Bleue_Palais,Essaouira
 September 2014,5,Should get a Michelin star,"In a two week Morocco stay this was our favorite hotel, and others were twice the price. The atrium setting is truly unique and an incredibly peaceful spot at any time of day. Our suite was uniquely Moroccan but comfortable for westerners. Do not miss dinner at threir wonderful restaurant with classical guitarist and great lighting. The cuisine was best in Morocco, continental with Moroccan hints. Definitely deserves one Michelin star!!!! Staff were all attentive and helpful and most hospitable. We hope to come back.",L_Heure_Bleue_Palais,Essaouira
 October 2014,5,Restful and charming,"I spent 2 nights in this typical Moroccan riad which is ideally located in the medina and also very close to the beach. It is a very quiet place where the manager and his staff obviously feel concerned by providing a lot of personal and delicate attention to the guests while remaining also nicely discreet. Breakfast is simply excellent just like the food I had for dinner. Special thanks to Naima at the reception who made her best to accomodate each of my requests, always smiling. Rooms are well equipped and nicely decorated. Congratulations to all the team! I highly recommend and for sure will return.",L_Heure_Bleue_Palais,Essaouira
 September 2014,3,Just a tad disappointing,"This was the second part of my visit to Morocco. After a three hour drive from Marrakech arrived to the hotel just after mid day. Reception staff were polite and I was offered tea whilst I waited for the room to be ready. The twin bedded room was on the first floor with ensuite shower and bathroom. The air conditioning is controlled centrally. So it was difficult to get the temperature right. It was a little noisy too as the service lift was just around the corner. Overall the room decor is a little tired, the towels need replacing. However on the upside the food was delicious. The breakfast buffet was sumptuous with lots of choice, fresh fruit, fresh juices, cold meats, cheese, pastries and delicious coffee. However the omelettes were not that good. The dinner menus,…",L_Heure_Bleue_Palais,Essaouira
 September 2014,3,Could be so much better,"Stayed at L'Heure Bleue for 4 nights - immediate reaction was good but soon found that this is not a typical Relais & Châteaux establishment. The twin room we shared was very small and smelled musty with poor air conditioning which was either on or off.... when we commented on this to the front desk we were advised that the AC was controlled centrally; maybe it needs to be updated? Bath and hand towels have seen distinctly better days - indeed the most shabby I have ever used in a hotel anywhere! The staff have a policy of greeting you as per their 'mission statement', just wish it felt sincere and not mechanical. The lady on the front desk was very abrupt - when we checked out and paid the bill she talked constantly on the phone throughout the transaction and did not even ask…",L_Heure_Bleue_Palais,Essaouira
 September 2014,5,Beautiful and attentive,"This is an exceptional boutique hotel. Situated right at the edge of the Medina just inside one of the gates. There is parking for your car and behind the blue double doors is a haven from the hustle and bustle of the crowded streets. The 3 story building is open on all sides to the tranquil inner courtyard where they took the weary travellers (Who had just braved Marrakech traffic and driven a further 150 odd miles) and set them down, whisking away their passports and luggage to fill in the required forms with the first and dispatch the latter to the room. Mint tea arrived with pastries and we were given a guided tour before going to the room. The room itself has a very comfortable bed and virtually all you could want, including a very nicely scented hand soap (It's on sale…",L_Heure_Bleue_Palais,Essaouira
 September 2014,5,Brilliant...true 5 star,"Having traipsed half-way through the Medina and then retracing our steps back to near where we started, we found this this wonderful hotel fronted by a barracks like facade and a small name sign. And on entering its portals....it had the wow effect....courtyard with a mini-forest through the reception area. Everything in the hotel was brilliant...with a couple of exceptions. Breakfast great, lovely staff, shower was brilliant...and roof terrace, with pool, is magnificent. We had dinner out each evening...as we wanted some authentic Moroccan, rather than hotel food. We arrrived an hour or two before checkin time, but we did not have to wait to get to our room. Two exceptions ....wi-fi a bit dodgy and slow at times. And the security safe in the room was a lightweight…",L_Heure_Bleue_Palais,Essaouira
 September 2014,4,Quiet haven.,"Stayed for 2 nights. Room was only ready some time after 15.00 so left us quite lost for lunch. Central courtyard with tropical plants is exotic and attractive. Room good, location just within the Medina and very close to the gate for taxi drop-offs and beach. Very wide choice during breakfast. Staff friendly and accommodating. Recommended.",L_Heure_Bleue_Palais,Essaouira
 September 2014,4,"Slightly Pricey, good but room for improvement","Stayed for 4 nights in a standard room - like other guests we had to wait for room to be ready, but drink and nibbles filled the gap. Staff all very friendly, helpful and welcoming. Only quibbles would be that snacks, e.g. at the pool are a bit pricey (approx £17 for a club sandwich). While you do get a reasonable amount and it is well presented, it makes lounging by the pool all day an expensive choice and also means not many takers - a slightly lower price may encourage more guests to eat there. Could also do with tea / coffee making facilities in the room as you don't always want to call room service or head downstairs for a coffee. Other than that a nice hotel and would consider staying again.",L_Heure_Bleue_Palais,Essaouira
 September 2014,5,Tranquil oasis in bustling medina,"This is a beautiful, old colonial style hotel with amazing suites and very friendly, attentive staff. Located just inside the Medina but close to the beach, it is ideally situated with the huge, added benefit of a massive swimming pool on the rooftop (especially as the beach can be windy). Our room was amazing but initially the a/c was not working and then never very effective which was a shame. The pool area was lovely but small gripe - there were insufficient sunbeds - this happened on 2 occasions although the staff were very good at identifying ones for us as people left. The lunches at the poolside were excellent as were the breakfasts.",L_Heure_Bleue_Palais,Essaouira
 August 2014,5,Best hotel experience I will probably ever have!,"This was the first hotel we stayed in on our honeymoon to Morocco, and although all three hotels we stayed in were amazing, L'Heure Bleue had the edge. From the moment we arrived and were treated to fresh orange juice and Moroccan nibbles, to the moment we left after five fabulous days, we couldn't fault a thing. The staff were attentive and really delightful; nothing was too much trouble. The room was spacious and characterful and the bathroom was great with a powerful shower and lovely Moroccan toiletries. The terrace and the pool were luxurious and beautiful; the bar, with its grand piano, great fun; and the cinema brilliant - we watched a film one afternoon and felt ourselves so special, having the cinema room to ourselves and having chosen our own film! The food was…",L_Heure_Bleue_Palais,Essaouira
 September 2014,5,Surprisingly close to perfection.,"We arrived early on a Friday to find our room wasn't yet ready. After being given a tour of the hotel, provided with complimentary pastries and drinks and finally brought to the roof top terrace for fruit skewers and sunshine we were asked to continue waiting. After a further 30 mins we enquired again at reception and were told the room was still not ready. We were not too bothered and knew they were doing their best but 10 mins later we were shown to our beautiful upgraded suite. A very welcome treat. The room itself was delightful and atmospheric with plenty of space, a very comfortable bed and a nice bathroom. The roof top terrace was a great place to lounge in the sun for hours on end and the staff were like busy bees always available to help and offering complimentary…",L_Heure_Bleue_Palais,Essaouira
 August 2014,5,Peaceful haven,"L'Heure Bleue is the ideal place to stay for your trip to Essaouira. Situated just inside the medina walls, nothing is more than a few minutes walk away. A wonderful selection at breakfast, clean and comfortable rooms, staff who cannot do enough for you and even classical oud music while you enjoy an evening drink in the courtyard. The rooftop swimming pool is ideal for cooling off after a hot day wandering through the souk. Loved it.",L_Heure_Bleue_Palais,Essaouira
 August 2014,5,"Great hotel, excellent service!","We spend 10 days at Huere Bleue and enjoyed ourselves considerably! The hotel is conveniently located just inside the medina within walking distance of the beach. The rooms were nice and spacious, where there was also a roof top terrace with a pool. The staff were all very friendly and could not have been more helpful in accommodating our various requests! They also have an excellent chef, where I might be so bold as to say that the vegetarian pasta dish on the menu, infused with Moroccan herbs and spices, is quite possibly the best pasta I have ever eaten : ) Our stay there could not have been more pleasant!",L_Heure_Bleue_Palais,Essaouira
 August 2014,2,Mostly Average - Good location though,"Overall a disappointing experience compared with other fabulous properties and Riads in Morocco, it's a shame to leave a negative review when the grounds and entrance are quite lovely. Our room was not cleaned properly, the bathtub was full of short and curly's! You would've had to be blind to miss them (cleaner did rectify as soon as I called). We had no shower which is fine, however the handheld head on the bath tap was a joke! The water dribbled out and fluctuated in temperature so much that you either got scolded or froze with no in between, it was impossible to wash my long hair, fine I thought I'll have a bath in stead.... Or maybe not it was still only half full 20 minutes later. All the tiles in the floor across were cracked and dirty. The size of the room was quite…",L_Heure_Bleue_Palais,Essaouira
 August 2014,5,Just as well!,"Beautiful and charming hotel, unable to criticise the wonderful facilities and service provided. Food and wine a little overpriced especially in the restaurant. Roof top terrace has a lovely atmosphere and provides some protection from the relentless winds.",L_Heure_Bleue_Palais,Essaouira
 June 2014,3,"Great Location, Average Accommodations","My friends and I stayed at the L'Heure Bleue on a recent trip to Essaouira. Recently restored to approximate its old glory, the hotel boasts of a great location and great surroundings. It's central patio is a peaceful oasis from the hustle and bustle of the medina and the winds of the beach town. Upon arrival, the team provides you with a delicious selection of Moroccan pastries, mint tea, and fresh squeezed orange juice. The team is very amiable, willing to help in any way, but expect the service will be similar to the pace of a beach town. Definitely a bit more relaxed. While the room service food options were good, the breakfast buffet does not offer as much optionality as you would expect from this R&C hotel chains. While the surroundings were beautifully cared for, the…",L_Heure_Bleue_Palais,Essaouira
 August 2014,5,Awesome Service in the heart of the medina.,This hotel from start to finish was excellent! The absolute highlight of the trip was the private cooking class with the Head Chef Ahmed. My son and I were treated to high expertise and a fun amazing meal. He was attentive and joyful and you can feel the pride in his cooking and teaching. We learned a new method for extracting seafood from crustaceans and its amazing. The property is in the heart of the medina with easy walking distance to a beautiful beach and beach boardwalk. You will also be at the beginning of shopping area. The room we were in faced the courtyard and was a comfortable room. The rooftop pool is great and the management was excellent and quite welcoming with mint tea. We will most definately be back.,L_Heure_Bleue_Palais,Essaouira
 August 2014,4,A taste of the colonial,"A delightful hotel, full of charm and elegance. A warm welcome with cold drinks and nibbles whilst porters sort your luggage and reception books you in. The internal courtyard is styled in a French colonial fashion, with rattan furniture with Palm trees towering up the centre. The rooms all open on to terraces that look down on to the central courtyard. On the roof, the sun terrace pool and bar provide a tranquil place to relax. The staff are very polite and helpful, and no worries about tipping every time as they have a box at reception when you leave. The restaurant is a bit pricy but the food and service were excellent . We enjoyed a lovely three nights there. The location just inside the medina is perfect for exploring and shopping. Everything is no more than ten minutes…",L_Heure_Bleue_Palais,Essaouira
 July 2014,5,Perfect hotel in Essaouria,"We stayed at this hotel for four nights whilst visiting Morocco with our two teenage daughters. It is right on the edge of the Medina near one of the old entry gates. It is quiet and tranquil when you come through the front door from the busy street outside. The rooms were great with very quiet air conditioning units and huge baths. The hotel has a colonial feel with lots of oak paneling and leather. The Pool on the roof has great views and lots of very comfortable loungers and shady areas. The staff were all very friendly and helpful, something we found in all the hotels we stayed in during our visit to Morocco. We didn't eat at the hotel as it worked out around £60 a head which was quite expensive for four of us. There are lots of good inexpensive hotels within walking…",L_Heure_Bleue_Palais,Essaouira
 July 2014,4,Grand old world charm French colonial palace,"A charming old grand colonial style hotel which makes you stepped back a century when you arrive. A great wow factor with the old charm and gentlemens club feel to it. The central topical plant courtyard is a delight, and a lovely place for your breakfast. The rooms are smaller and very French looking all facing into the courtyard but again charming. The roof top terrace is a beautiful spot for lunch and tanning although the poolside waiter needs to go to charm school and smile and be nice to his guests. He has that Parisienne pout! Breakfast is basic and disappointing. Looks impressive but really there is nothing much to eat. It is a wonderful little find for a few nights but it is very French in its running and appeal.",L_Heure_Bleue_Palais,Essaouira
 July 2014,5,CEO,"We have a house in Marrakech and escaped the July heat to beautiful Heure Bleu. It is a beautiful, fantastic hotel with best possible location. The staff was super friendly and the suite we had amazing! Fantastic suite with very much attention to details/decor. The restaurant served excellent food and the lounge/pool area on the roof was terrific. Great value for money and the only true 5 star establishment in Essaouira. Also great bar!",L_Heure_Bleue_Palais,Essaouira
