 October 2022,5,A Fabulous Stay,"We had a wonderful stay here at Riad Zahra. The staff are SO friendly and the Owners are just the loveliest: so attentive, polite and it was so nice to have been made to feel like a guest in a home rather than as a room number as hotels can make you feel. The riad is less than a 5 minute easy walk down to the beach, which was perfect! The vibe of the riad is so calming and relaxing, the rooms were kept immaculately clean and tidy and had all that we required. The garden area (with resident tortoise!) was probably our favourite, the pool was fabulous a lovely relaxing area, spacious enough to be comfortably used by multiple guests staying at the Riad. Breakfast was OUTSTANDING, the best breakfast out of the three stays we did during our Morocco trip. Walking down to…",hotelName,city
 June 2015,5,Very comfortable and welcoming,Lovely Riad spotlessly clean excellent food and friendly service. Very good location only a 5 min walk to the beach. 15 mins to the centre. The decor is Moroccon and very nice. Swimming pool is clean and a good size.,Riad_Zahra,Essaouira
 June 2015,5,"Personal service, perfect location, gorgeous building, great food...","Riad Zahra is a near perfect vacation spot. I spent my two days two nights eating great food in their restaurants, walking to the medina along the beach, and relaxing by the pool. It's really nice to stay someplace where the staff greet you personally every time they see you and make sure that you're as happy as possible. I booked close to last minute and they were extremely accommodating, offering me the choice of one room on the lower level or switching between two upper-level rooms. I'd recommend the upper level rooms--the sea breeze is incomparable and the light is better. Rooms were all spacious with large beds and at least a small desk and chair. It was nice that they had large closets to keep bags and such out of the way. The two restaurants are quite…",Riad_Zahra,Essaouira
 June 2015,4,Wonderful personal Service at Riad Zahra,"As soon as we walked in to this charming riad we were greeted like old friends. Xavier and his staff cannot do any more to welcome you further. The big plus in this place is the friendliness of the staff, the simple but delicious breakfasts which are served to you and the free resting pool. The jewel in the crown is the top floor restaurant, Zahra's grill. Outstanding quality lobster rice risotto /caldeteera. Yum! Rooms... Well a little shabby chic if one were being generous. Towels etc have seen better days and housekeeping is somewhat hit a day miss. The riad is 5 minutes walk if thT from. A excellent bea have bar which has has some great live music. Location,,.... approx 20 minutes walk from the media. A block or so from the beach. Note a building is going up in…",Riad_Zahra,Essaouira
 June 2015,5,Excellent Location and Seafood,My husband and I have just returned from this weekend retreat and we absolutely loved it. The staff and owners are so helpful and welcoming and the Seafood in the restaurants in the Riad and the rest of the resort is amazing. We will definitely be returning if only to revisit the poolside turtles!,Riad_Zahra,Essaouira
 June 2015,4,Ideal base in Essaouira,"Lovely hotel , great hosts and we had a lovely 3 days there. We really enjoyed the service we received and the staff paid great attention to the needs of the guests. Restaurant meal upstairs was lovely and we would recommend this hotel to anyone wanting to experience Moroccan hospitality!",Riad_Zahra,Essaouira
 June 2015,5,Great Riad by the beach,"Spent a few lovely nights at this Riad and can recommend it. Away from the medina, but only a 20 minute walk along the most amazing sandy beach to the old town. Room was huge and very clean. The staff were excellent and helpful and always pleasant. Breakfast was plentiful and the turtles and tortoises by the pool were a great addition! Now you can fly direct to essaouira from Luton will seriously look at this as an ideal holiday destination over the med!",Riad_Zahra,Essaouira
 February 2015,3,Nice place but nothing special,"It's a pretty hotel with nice rooms and a good restaurant on the ground floor with friendly staff and good (if relatively expensive) food. It's a good location out of the town centre, just a 20 minute walk down the beach. There's a tapas restaurant at the top of the building too, but unfortunately it was closed when we were there and is closed much of the year. There was also a great deal of construction work going on next door while we were there, which is obviously not the hotel's fault. It is worth noting though that this new build will probably block sea views for anyone with rooms on the sea-facing side of the hotel. Also, pet turtles in the pool!",Riad_Zahra,Essaouira
 May 2015,5,"Personable, warm, family-run hotel","Coming from Marakesh, we felt kind of harassed and exhausted, so were glad to have 4 nights in this charming refuge. This small hotel is graciously appointed with scroll iron work and colored glass skylight and Moroccan art. Staff are super-friendly and someone is always available to answer questions and help plan your trip. The two intimate restaurants make it easy to stay in after a long day out. Thanks for a relaxing stay!",Riad_Zahra,Essaouira
 May 2015,5,Great little hotel and great value,"This is a lovely family run riad. Excellent value, friendly and very helpful. It is a 25 minute walk to the medina but a lovely one and also convenient for the camels if you fancy a go! As other people have commented we appreciated Xavier's honesty about the building work and were glad we went ahead with the booking. A lovely and peaceful place to relax. My daughter loved the turtles in the well maintained and sparkling pool.",Riad_Zahra,Essaouira
 May 2015,5,Fantastic stay and very helpful staff,"Amazing stay in Riad Zahra with 3 other girl friends . Location is very good, nice 15-20 minute walk along the beach to the medina. We normally walk to the medina then take a taxi back (10 dirhams). It is really the staff and the service that makes us want to come back to this riad. Everyone in the riad is really helpful and friendly. Xavier very kindly helped us arrange a taxi to Imlil for us. One night we came back late and the restaurant is closing but they very kindly let us have a table and served us dinner even though it's past their normal opening hours. We had a nice afternoon chilling by the pool with the turtles. Very near the kite surfing and camel/ horse riding area. Thanks again team Riad Zahra! :)",Riad_Zahra,Essaouira
 May 2015,5,Fantastic,"we had a great time at Zahra, Xavier and the team were brilliant. Food was 1st rate as was the service from all the staff. Second time to Morocco and certainly our best trip by far. Xavier made us aware of the building works next door but that didn't bother us in any way. Highly recommended.",Riad_Zahra,Essaouira
 May 2015,5,"Family run, fabulous","Second visit, just as good as last year. It's a family run place with two good restaurants in house. Rooms are good and staff very friendly. There is a lovely swimming pool when the wind drops and the beach is too hot. Situated right next to the kite surfing beach. We will be back again next year.",Riad_Zahra,Essaouira
 May 2015,5,Thank you Riad Zahra !!,"we stayed for three nights in early May. We loved our ocean view room! Our room was very spacious and bright. The staff were very helpful and friendly and so kind! Breakfast was typical french/Moroccan ... And more than substantial. We loved the location... A pleasant 20 minute walk along the beach-side esplanade into the main medina of town. The pool was huge, clean and well maintained. We loved the resident turtles! Xavier was very honest with us when we made the booking about the building works being carried out next door. I was very appreciative of his honesty and am very happy that we proceeded with the booking. The building works didn't bother us at all! Highly recommend this hotel and imagine that it would be the perfect place for families and couples/friends or solo…",Riad_Zahra,Essaouira
 April 2015,5,Amazing - stay here,"The family who run this riad are so lovely, helpful, nothing was to much trouble, they gave us advise/ recommendations, drew us maps. We wish we had time to stay longer. Our room was gorgeous and well decorated with comfortable beds. It is a 1 minute walk around the building onto the beach and far enough from the medina to enjoy a 20 minute stroll on the sand which means its peaceful at night. The restaurants served lovely food and it was all very reasonably priced. We would definitely stay again.",Riad_Zahra,Essaouira
 May 2015,4,"Beautiful, friendly riad with plenty of character","We stayed in this riad for 2 nights at the end of our week's trip to Essaouira. The first 5 nights were spent in the medina, so we wanted to stay for a while at the other end of the long beach. Zahra and the riads at this end of the beach are better for people who want to enjoy the sporting activities on the beach (surfing, horse/camel riding, quad biking). If you would prefer to shop and eat, then stay in a riad within the medina at the other end. Zahra is a beautiful riad with very welcoming and friendly staff. Good breakfast although as I am gluten intolerant it was tough to find breakfast (lots of cakes, breads, pastries). But I am sure if you asked they would prepare something special. There is a lovely swimming pool of a good size. There are tortoises in the garden and…",Riad_Zahra,Essaouira
 April 2015,5,A Super Riad,"Never having been to Morocco before, we were not sure what to expect but we were more than pleasantly surprised by the wonderful welcome we received on arrival, the friendliness of the family ,Xavier, his wife and son, and the ambiance of the Riad. There are two restaurants both of which serve superb food. The staff were all so friendly and helpful and contributed immensely to the enjoyment of our stay. We loved it there and if we go back to Morocco we will certainly stay there again. Thank you Xavier, Edith, Joffre and all the lovely staff.",Riad_Zahra,Essaouira
 April 2015,5,Super friendly Riad,"From the moment we booked, on recommendations of trip advisor -Xavier looked after us. He came out to the taxi to meet us and greet us when we arrived. The whole family is very friendly and attentive and nothing is too much trouble.Xavier says he loves his life and it shows! The Riad is a beautiful building with large bedrooms and two wonderful restaurants, where they didn't mind going off the menu to create something for us if we so desired. We never did get to eat any of the starters as we were always given tapas as an aperitif and by the time we had eaten that then the brilliant main course there was just about enough room for a delicious pudding. We drank them out of Gin a few times, but no problem, they had replenished it by the next day. Riad Zahra must be the most…",Riad_Zahra,Essaouira
 March 2015,5,Excellent Riad,"Thank you to all the wonderful staff here for making us feel so welcome in this beautiful Riad, they were ready to reply all your questions, friendly people, very comfortable bedrooms and nice breakfast. Highly recommend riad in Mogador !",Riad_Zahra,Essaouira
 March 2015,5,Dont think twice ...book now !,"Just wanted to offer my compliments and thanks to the fabulous family who own this beautiful riad . We have been welcomed and attended to with 5 star treatment since we arrived in Essaouira. The location is wonderful and the riad is spectacular, but as most reviewers agree, it is the hosts that make your stay so special . they are just lovely people who want to ensure that their guests have absolutely everything they need whilst in their care . I would absolutely recommend you stay here if you are in Essaouira .",Riad_Zahra,Essaouira
 April 2015,5,Best of all worlds,"Our family of four has just completed a fabulous 10 nights at Riad Zahra. With two small children we wanted somewhere quiet, with a pool, where we could choose to spend the whole day relaxing if we wanted. The location is great - just 2 minutes onto the best beachside cafes, where you can do all the watersports you like, or just loaf about eating and drinking. Then it's only 15 minutes walk (or £1 / E1.20 taxi in 2 mins) from all the action in the main town of Essauoira. Some days we did sightseeing, others we were able to sip cold beer poolside whilst the children played. Bliss! Xavier and his family provide a massive, friendly welcome. They are Europeans (Spanish and French) but have lived here for 10 years. They can sort you out with anything you need for your trip, such…",Riad_Zahra,Essaouira
 April 2015,5,Accomodation for joy!,"Hi guys! I was travelling alone to Essaouira mainly for surfing. Riad Zahra Hotel I settled in was, I think, one of the best hotels I've ever lived in, not form the point of luxury accessories in rooms, but from the point of unforgettable atmosphere which you will for sure enjoy for the whole stay, and kind, happy locals working there. Rooms are in classical Moroccan style, well furnished. Hotel has two restaurants, one of them (Zahra's Grill), I guess, has one of the best cuisine in town. Ones I watched how chef was cooking - pure art in its excellence!",Riad_Zahra,Essaouira
 January 2015,5,Loved it,"Loved this place! We ate here most nights as we were too lazy to walk down to the medina, the food portions were huge and they had the best spaghetti Bolognese ever! The staff were very friendly, and helped us organise horse riding, boat trip and general stuff. It is not even a two minute walk from the beach. Will definitely stay here again when I go back :)",Riad_Zahra,Essaouira
 January 2015,5,Just the right place,"You will get what you have expected for a budgetable, comfortable, guest oriented, home alike accomodation. During our stay we came across to so many gestures that we felt as if we were in our friend's house. I haven't been accompanied to a dining room with greetings even in 5* hotels in every occasion. I hope this may give you the idea of fine management that they offer to their customers/guests (usually they call it as ""our families""). From top to bottom to all the stuff we are sending our best wishes and thanks for the invaluable attitude to ourselves during our stay. Don't miss it, do consider to reserve for a stay if you are planing to visit Essasouria/Morocco.",Riad_Zahra,Essaouira
 March 2015,4,3 nights,"Love this place, people, the staff everything is amazing. Some people have complained about breakfast which I fail to comprehend, if you want a 6star breakfast buffet then it's probably a good idea that you attend a 6star hotel and pay that price. Breakfast is sweet, one pancake, two bits of cake, some bread with the usual toppings and some fruit, I'm not aure what else you want with it? 20min walk to town which is cool (once you get over the fact that you'll have some scrote ask if you smoke or ""hashish?"") You get to pass all of the restaurant and surf shops allong the way which is very nice and even nicer are the people who work there. If you surf or do any such activities, this place is amazing for it, seing as they have a hose, drying room and erything that goes with…",Riad_Zahra,Essaouira
 March 2015,5,Lovely Riad and great hosts,"Loved this Riad and the hosts are very helpful. The room was nice and comfortable bed. Received an email after booking about the building site next door....we still decided to stay here and Im glad we did because apart from a bit of noise in the daytime around the pool the building site didn't bother us. It was too cold to swim in the pool anyway so we went exploring most days to the medina or beach bars. Its a 20 minute walk from the medina but we'd just had similar in Marrakech and actually preferred it because you get to see more and things you wouldn't see if you stayed right in the town. The food at Zahra's grill on the roof Is to die for. We had prawns, clams and the lobster of the day and OMG it was some of the best seafood Ive ever had. It was quiet and we were the…",Riad_Zahra,Essaouira
 November 2014,5,A change of pace.,"We stayed here after a bad night in an hotel in the old part of town. Well worth the money, a chance to sunbathe and swim without being sandblasted and annoyed by the beach peddlers. The lobby makes a great impression and the rooms are also impressive. Room had a view of a building site (can't be helped in some respects-progess!!!) but there was no noise or hindrance during our stay. Breakfast was standard Moroccan fare. But better. Nice coffee for example. Run by a lovely couple and yes, the pool area has turtles and tortoises.",Riad_Zahra,Essaouira
 August 2014,5,Very kind staff,"We stayed here for almost a week. After the chaos of Marrakech, it was very nice to relax here for a while. The owners are very friendly and made us feel at home. The pool is big and clean, the breakfast and Restaurant was perfect!",Riad_Zahra,Essaouira
 January 2015,5,"Warm welcome, excellent facilities","Had a very pleasant two night stay at Riad Zahra in January, low season. The first thing we noticed were how welcoming and helpful the staff were. The restaurant is very good and offers good value, with a different special each evening. We ate here both evenings. Breakfast was fine, nothing special but definitely satisfactory. Wifi was free, fast and reliable. Our room was spacious, clean and comfortable. The location is good, just across from a nice part of the beach and about 20 minute's walk to the medina and harbour. Highly recommended!",Riad_Zahra,Essaouira
 December 2014,4,first experience in a riad,Riad Zahra was our first experience staying in a riad. It was beautifully restored and the host was welcoming and very friendly. Unfortunately ours was only a one night stay so we had little time to enjoy the amenities. We arrived late in the afternoon and checked out early in the next day. The breakfast room was beautiful and the meal delicious. My husband and I had a room on the first floor while the rest of our family (4) had upstairs rooms. I can only report on ours which was very comfortable. Our family had our own minibus and driver so he drove us to the medina that evening and to the fishing peer the next morning. Neither is to be missed. We were a bit disappointed that the riad was not in the medina but it worked out very well since we had our personal transport.…,Riad_Zahra,Essaouira
 December 2014,5,Great week in Morocco and stay at Riad Zahra Essouira,"From the moment we entered the door it felt good at Riad Zahra. The owners are very friendly and hospitable. The villa is beautiful, in a quit place. Cross the street and you're on the great beach. Walk 20 mintes and your in the old fish harbour and medina. The bedroom in the Riad was great, the breakfast was excellent, the pool was great. I can't name anything bad, except for the rooster that kept on crowing at 4.30u in the morning. But after telling this, the next day it was gone (rooster tasted delicious). We stayed her for 4 nights, and felt like at home, but in a holiday way. The owners helped us well with the trips (camel ride, renting bike, reserving taxi)",Riad_Zahra,Essaouira
 January 2015,5,Fantastic,"My partner and myself had a great stay at the Riad Zahra. The location is perfect. Walkable but far enough away from the medina but close to the ocean and bars and restaurants. We were able to wake up and see the ocean from our room. The room was spacious, clean and nicely decorated. However, what really made the place special was the people working there from the owners onward. Everyone was willing to go the extra mile and help when it came down to issues with our boarding passes or managing to leave our iPad in the room at 5 in the morn!! Really special place and we would defo return again.",Riad_Zahra,Essaouira
 November 2014,5,Beautiful riad with a proper pool,"We weren't expecting to be in Essaouira at all but got diverted from our desert trip due to flooding! So this was a last minute booking by our local operator Atlas Trek Shop and we were extremely happy with their choice. Zahra is a lovely riad with huge rooms, beautiful furnishings and a courtyard/central staircase that would put many 5 star hotels to shame. The owners are a lovely Catalan couple - very friendly and helpful at all times. There is an excellent restaurant with reasonable prices and a decent selection of Moroccan wine. The early evening ""tapas special"" was a great deal. Its about a 20-25 minutes walk along the promenade to the gates of the Medina and the harbour - well lit and felt perfectly safe at night. All in all, highly recommended - and yes they really do…",Riad_Zahra,Essaouira
 July 2014,5,A great place to stay in Essaouira,"I stayed with a group for a few nights. The main spaces of the hotel are beautiful, be it the lobby/reception, to the dining areas, to the pool, or the rooftop restaurant. The food was great. The rooms were spacious and clean. The service was exceptional with everyone being very friendly. I enjoyed going to the restaurant on the rooftop and seeing the sunset. The Old Medina is a 15-20 minute walk that is quite nice as you go along the beach. The beach itself is not far from the hotel (a block, perhaps).",Riad_Zahra,Essaouira
 November 2014,5,Amazing Riad!,"Myself and my girlfriend had an incredible stay here for just one night - we would have loved to stay longer! The food was excellent, the service was amazing, and the room was gorgeous - highly reccomended!",Riad_Zahra,Essaouira
 November 2014,5,Awesome stay! Would love to visit again,"I really enjoyed my stay in Riad Zahra Mogador. The riad is a short 20-30 minute walk from the medina which we didn't mind walking since the weather was so nice and you could walk along the beach. There are turtles in the pool! Yes, turtles. The pool itself is very calm and relaxing with lots of greenery. The service was one of the highlights of the trip. Xavier helped us out a lot with directions, calling a cab for us, organizing excursions, etc. He's always smiling and was very friendly. Since our bus back to Marrakech was in the evening, he looked after our bags until then. The food was good too. The breakfast had an assortment of fruit, breads, jams, coffee, juice and yoghurt. We had dinner one night at the riad and that too was lovely -- hummus, monkfish and Moroccan…",Riad_Zahra,Essaouira
 October 2014,5,"Lovely Riad, Great location, will definitely return!!","We have just returned from a lovely weeks stay at Riad Zahra. We arrived after a busy 3 days in Marrakech and was looking forward to some relaxation...we weren't disappointed! Our room was big and clean, and had a lovely view over the swimming pool and across to the beach. After getting settled, we had a quick tour of the Riad, before my children could wait no longer and hit the pool!! The turtles and tortoises were very popular with the children, the staff in the kitchen handed out lettuce so we could feed them!! The staff were all very welcoming and friendly, able to offer suggestions and advice about activities on offer in the town. The location was fantastic, 5 minutes from the beach, and 30 - 40 minutes to the medina (2 small children make any walk longer!) We ate in…",Riad_Zahra,Essaouira
 November 2014,5,Lovely Riad with great staff,"We looked and looked in Essaouira before booking the Riad Zahra, and glad we did. The whole experience was great, very very pleasant owners who went above and beyond to make you feel welcome, very informative. I liked the way, they took to your room and let you settle in before you went out and explored. Breakfast was a great feature, filled you up for the day, drinks at pool were well priced and internet was good, loved the turtles at the pool. Would come back here for sure. It is about a 15 minute walk to centre of town, but the walk is along the beach, so it makes for an enjoyable walk.",Riad_Zahra,Essaouira
 September 2014,5,Honeymoon relaxing,"We spent 3 nights at the Riad Zahara in September after a manic 5 nights in Marrakech and I suspect it won't be long until we're back. We arrived off the Supratours bus (highly recommended!) and as we had rucksacks, decided not to get a taxi but instead walk along the waterfront. From the centre of town (next to the medina) it's about a 25 minute walk or so along the most beautiful seafront to the riad. It's easy to spot with lots of signs, set just off the main road and just a 2 minute walk from a gorgeous, long sandy beach. We were welcomed by the concierge and owner almost as soon as we arrived and after a quick tour were shown our room - a sea view on the first floor. The room was huge, clean with a big window overlooking the pool and over to the beach. It has a great shower…",Riad_Zahra,Essaouira
 October 2014,5,Great Riad,"A lovely quiet Riad close to the beach but within a 25 minute leisurely stroll along the attractive promenade to the Medina. The location could not have been better for us as we were kitesurfing and this riad is very close to a couple of hire places (we were with Explora). The owners and their son were kind and helpful, accommodating our extra nights stay with ease. The room (number 20) was big and comfortable in Moroccan style. The whole Riad had a lovely feel. It also has a pool (complete with turtles) and nice poolside area if you want to relax. Breakfast is big and filling and lunches good with large choice. We did not eat here in the evening but I understand it has a great reputation (it was fully booked the one night we did think about it). If back in Essaouira I would…",Riad_Zahra,Essaouira
 September 2014,5,Pleasant Dinner,"After looking up restaurants on Trip Advisor while in Essaoiura, we saw the Riad Zahra and made the short walk from our hotel along the beachfront. Upon arriving, we were greeted and told they have two restaurants. We opted for the fish restaurant, so were taken up to the top floor. A lovely restaurant overlooking the pool below (complete with turtles!) and beach; perfect to enjoy the sunset too! The food was fresh and very enjoyable and would recommend visiting. Service was prompt and friendly. Thank you for a pleasant evening.",Riad_Zahra,Essaouira
 June 2014,5,Home from home : a blissful break,We love this little family owned hotel so much we go back regularly. Delighfully designed and furnished the downstairs dining rooms can be intimate or more open. The top storey fish and meat grill restaurant is splendid with gorgeous views over the sea. Food in both excellent and service can't be faulted. You relax by the swimming pool or on the terrace overlooking it : accompanied by three small turtles ! And tapas snacks available all day. A range of bedrooms all well furnished and delightfully decorated (beds a tiny bit small and hard for us - but we're used to a very big one at home!); good shower/WC rooms. The entrance and public spaces are warm and friendly with great atmosphere. Everything is spotlessly clean. But top of everything is the welcome by the owners (and their…,Riad_Zahra,Essaouira
 August 2014,5,A relaxing stay outside the city center and its crowded Souk,"We really enjoyed our stay since its location is outside the noisy center of Essaouira, and only 3 mins away from the beach! We loved the big pool with its three little friendly turtles! This might sound like a tiny detail but they sell beers at the bar! Believe me we never enjoyed a beer that much especially since we had spent the two previous weeks in morocco drinking only soft beverage... The couple who runs this Riad is really nice and gave us great tips to help us to pursue our trip in the best conditions.",Riad_Zahra,Essaouira
 July 2014,5,Great hotel! Great location and just the way it should be,"I stayed in Riad Zahra on a short holiday in Essaouira. It was a last minute booking and we didnt expect too much but it certainly excided our expectations. The hotel was very clean and neat and the stuff super helpfull with every little thing we needed. Our room was on the ground floor which i didnt like at first but it was so big and nice and beautifully decorated that i didnt mind at all after all. The breakfast, the pool and the restaurants were great as well. Also it is just a short walk from the Medina, really close but far enough not to be in the fuss of the center. I would definetelly go back if I have the chance!",Riad_Zahra,Essaouira
 October 2013,5,Very nice place,This place is just a few minutes away from the beach. The room is confortable and clean and the view from the restaurant is amazing. The staff is fanstastic and they went well over any aspectative. I would raccomend this place!!!,Riad_Zahra,Essaouira
 July 2014,5,Nice place and good food,"This is a lovely Riad about 15 minutes sea front walk from the Medina. The hosts are very nice and friendly people and the service is great. It has two restaurants with very good food and breakfast is lovely, the best I had during my Moroccan tour. I would definitely recommend it to family and friends.",Riad_Zahra,Essaouira
 July 2014,5,Beautiful Riad,"We came to Essaouira for the main purpose of Kitesurfing, so decided to stay at this Riad as it was close to the kite school and had great reviews.It certainly didn't disappoint. The staff were very welcoming, friendly and helpful. The rooms were traditional and clean, the pool area was lovely - the turtles living around the pool were such a special touch! The restaurants were very nice and the food exceptional. It is around a 20 minute stroll to the Medina and just minutes to the beach. This stunning, traditional Riad lived up to my expectations and I would definitely recommend for people to stay! If I return to Essaouira I would definitely stay at the Riad Zahra :-)",Riad_Zahra,Essaouira
 July 2014,5,Riad Zahra 1-10 July 2014,"The primary reason for our trip was kitesurfing/surfing . I found the staff at this facility excellent , always there when you needed them and couldn't be more accommodating. there are two excellent restaurants on site which serve delicious food at a reasonable price.the included breakfast is basic but tastes great The rooms are cleaned daily and to a high standard Its a 2 minute walk to the beach and a 15 minute walk to the Medina. The Riad will also arrange excursions upon request The pool area is clean and well laid out , there are also resident turtles in/around the pool which is a nice touch. All in all I highly recommend this Riad to people looking to kitesurf and explore the Medina as well as families",Riad_Zahra,Essaouira
 June 2014,5,Stunning Riad and fabulous owners/staff,"I stayed in Riad Zahra with my mum in late June and I can't recommend it enough. From the moment we arrived we were made to feel incredibly welcome and every part of our experience was wonderful. I primarily came to kite surf in Essaouira and after being recommended Riad Zahra by the owners of Explora it exceeded our expectations. The Riad itself is beautiful, the owners are superbly friendly and the staff are exceptional. The whole place has an incredibly positive vibe and it was a fantastic experience. The food is sensational and it is easily one of the best experiences I have ever had on holiday and I have travelled a lot. I think the part I loved the most was the genuine warmth of each and every staff member we met... was a very refreshing experience. I 100%+…",Riad_Zahra,Essaouira
 July 2014,5,If you are thinking of Essaouira then stay at Riad Zahra,"After a four night stay in the heat and excitement of Marrakech we travelled to Essaouira in a private car organised for us by Xavier at Riad Zahra. We had stayed at the truly excellent and twice as expensive Riad Noga in Marrakech and expected a lower standard at the Zahra. Yes, the Noga was a more sumptuous property but the Zahra did not disappoint in any way at all. A low key but friendly welcome set the tone for a great five night stay for my wife and I together with our two sons. Our room (no.20) was side room with balcony and was spotless and tastefully decorated. Our lads had a smaller room but again it was excellent. We ate in the top floor restaurant on our first and last nights and the food is truly excellent. Run by the owners son it is a small but superb place…",Riad_Zahra,Essaouira
 June 2014,5,Beautiful riad with wonderful owners and delicious food!,"We arrived at the riad a few hours before check in and were greeted very warmly by the owner, given a tour of the grounds and made to feel very welcome by the pool whilst our room was prepared. The grounds are nicely planted and there is a sizeable swimming pool, which was normally dotted with three resident tortoises - quite the attraction in themselves! The room was on the ground floor and was spotlessly clean and tastefully decorated. Regarding meals, there was always a good choice at breakfast and we dined poolside most days as the lunch menu was delicious and the service was always impeccable. We took evening meals in the fish restaurant upstairs, where the dishes were always cooked to perfection and we ate some of the best fish courses we have ever eaten here. If you…",Riad_Zahra,Essaouira
 June 2014,5,quiet with beautiful views and an owner that cares.,We stayed here for 3 nights. Had a mini suite with a view of the ocean and pool. My partner was on crutches and they made us very comfortable. The owner and staff are always around making sure everything is perfect for your visit. The food in both restaurants was superb. This hotel is a 15 -20 min walk along a beautiful promanade to the medina. But the beach is right across the street. they have an unheated pool that is protected against the wind. Would definitely recomend this place to everyone. And make sure you eat upstairs at the grill restaurant. Beer is always cold!!!,Riad_Zahra,Essaouira
 May 2014,5,Wonderful hotel run by wonderful people,"We stayed here for a few relaxing days. Staff was present in a very pleasant way: always friendly & helpful taking care of us. The room was nice & spacious with ocean view. The swimming pool was great, especially with the turtles/tortoises around/in the pool. The kids really were enjoying being around these animals. Also nice to have a choice of two restaurants. A good restaurant next to the swimming pool, and a really excellent roof-top restaurant. The breakfast was very nice as well, with good/fresh food being served at the table. It was about 15 minutes walking next to (or on) the beach to the old city center. We really enjoyed our stay here and can definitely highly recommend it for a pleasant stay in Essaouira!",Riad_Zahra,Essaouira
 May 2014,3,Overall a good stay..,"We visited Essaouira at the beginning of May and stayed in Riad Zahra for 5 nights. We arrived quite late (around half 10pm) and were very pleased that we still could have a dinner in the spanish restaurant upstairs. The staff in Zahra is really helpful and lovely. The restaurant itself is fine, but the food was very plane and tasteless. We didn't give this restaurant another chance and were dining out every other night (there is a good bar on the beach,2min walk from the Riad, - The Beach with Friends - where you can chill with glass of wine and pizza). Our room was quite basic with very tiny TV, but very clean. There is a nice indoor and outdour launch/bar downstairs next to the pool where we spent majority of time reading books and drinking mint tea. Breakfast is average and…",Riad_Zahra,Essaouira
 May 2014,3,Not what we were expecting from a riad,"This is not a intimate riad, it's more a small hotel. The staff were very friendly and helpful but the room was a bit mean, and decoration sparse and uninspiring. Felt like it needed a good lick of paint and certainly the curtains did not keep out the light. Also no air con. Maybe we were spoiled buy having stayed at some fabulous riads in the country earlier on our trip and at the coast things are a bit different.",Riad_Zahra,Essaouira
 May 2014,5,Windsurfing in Essaouira,"We travel to Essaouira each year for a Windwise.net windsurfing trip and always use Riad Zahra as our base. It's a brilliantly run family hotel with a really warm welcome. The staff service is always superb and very personal, which makes our stay so much more welcoming. Whether it's tapas by the pool or sunset view for dinner, the food and atmosphere is superb after a full day no the water. Our clients love it and we look forward to return for many years to come!",Riad_Zahra,Essaouira
 April 2014,3,Riad Zahra,"We stayed at Riad Zahra in early April. We found the staff very pleasant and willing to assist. The room was a little basic and the plumbing could have been better, the shower kept changing temperature. The outdoor swimming was however a blessing and the restaurants and food were very appetizing, breakfast, lunch and dinner.",Riad_Zahra,Essaouira
 May 2014,5,Wonderful,"We liked the fact that this hotel was far enough away from the medina to be quiet and so close to the beach that we had some lovely walks there but what made it really special was the people. They were so friendly and welcoming that it made our lovely stay even better. They gave us a map and explained how to get to different places, greeted us every time we passed reception and even allowed us to check in for our flights and print off our boarding passes on our last day. They really do go above and beyond what is normally found in hotels. The pool area is lovely, although we weren't very lucky with the weather! We loved the tortoises and turtles around the pool - adorable! Thank you Riad Zahra - we loved our stay with you.",Riad_Zahra,Essaouira
 May 2014,5,Excellent hotel,"Our stay in Riad Zahra was truly wonderful. Clean spacious rooms, delicious breakfast and friendly staff and owners. The fish restaurant at the top of the hotel with views across the beach was immense and the food amazing. The hotel is a 2 min walk away from the kite surfing beach and the owners are happy to look after any kit. The town is about 20min walk away or a cheap taxi (8 dirhams).",Riad_Zahra,Essaouira
 April 2014,5,lovely hotel great people,"myself and friend where recommended the hotel through a friend. the main reason for our visit was for kitesurfing. I enquired by email (quite a few as I was undecided on dates) and each time I got a quick and helpful response. The hotel rates are very reasonable and exceeded all my expectations. The location was perfect for the beach and also a nice 15 minute walk to the town centre. All the staff were extremely helpful and friendly. The mini suite we stayed in was gorgeous. room was extremely clean. we ate in the restuarant and food was lovely, reasonable price and great service. I will definitely recommend this hotel and hopefully will be back some day. big thank you to Xavier, Edith, Jofre and all the staff. Aisling",Riad_Zahra,Essaouira
 April 2014,3,Very friendly - great for the beach,"We stayed at Riad Zara for 4 nights - it is close to the beach which is great and about 20/25 Min walk into town but taxis only cost 20 dirhams - but ....only take 3 passengers!! We enjoyed the walk. The owners were lovely and friendly- my daughter was fascinated by the turtles in the pool and the tortoises around the pool- some guests didnt notice the difference,,!! Our room was a big one for the 4 of us but on the ground floor right next to reception which actually was relatively quiet in the evenings but a bit noisy in the mornings. We didnt have an evening meal at the hotel - the menu looked nice but pricey. Breakfast was adequate but service quite poor- even though friendly.We had to ask for spoons every morning / the tea pot for 4 had 1 weak tea bag so we asked for…",Riad_Zahra,Essaouira
