 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 October 2014,5,A perfect stop on our honeymoon,"From the moment we walked through the door at Riad Le Calife we had an amazing stay. The correspondence prior to our stay was perfect and really put us at ease visiting Fes for the first time, we were met by the bell boy (who's smile and attentive service was one of the stand out aspects) at Cinema Amal and taken to the Riad. There we were met by Alexandre who was a perfect host (As was Yasmine) and shown to our suite which was perfect, leading out to the terrace. We ate at the Riad on our first night and the food was flawless and a perfect example of Moroccan cuisine. On the 2nd night we enjoyed the bar facilities on returning from our evening meal, and on our final night enjoyed a fantastic meal at the owners father in law's restaurant. Overall this Riad was one of the…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2014,5,Ancient Perfection,"Everything was perfect about our trip to Fes because of the extraordinary Riad Le Calife.All of our senses were indulged as we followed the guidance of our hosts Yasmine and Alexandre. The pick up at the train station, suggestions for lunches and dinners as well as our journey into the souks were ideal. The riad is worth spending some time in to appreciate the attention to detail as you notice the thoughtful decorating and precious antiques adorning every area. We feel as if the owners are new family members as we would be proud to show them our city as they did with Riad le Calife and Fes. Next time I'm taking a cooking class!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2014,5,The Place to stay in Fes,"This is a beautifully restored Riad - you can still see some of the original building on the courtyard facade. The Riad reveals itself slowly as you enter the nondescript front door through low ceiling spaces to arrive at the central courtyard open to the sky. The courtyard is the perfect spot to relax with a mint tea or a cold beer served from the ground floor lounge and bar. Meals are served on the open roof terrace with magnificent views over the bowl of the Fes Medina. The interior design, decoration and attention to detail is first class. Jasmine and Alex are delightful hosts and very generous with their time in particular suggestions on how to explore Fes and places of interest. The staff are also a delight especially Fatima the excellent cook. Highly recommended as the…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2014,5,A jewel in Fes,Recommended by friends we Spent 4 nights here. Jasmine and Alix are wonderful hosts. Our room was named Topaz and had a very nice blue theme and was stylish and welcoming.The evening meals cooked by Fatima were a true feast. We joined Fatima in the kitchen one day and cooked with her which was great fun and informative. The staff were lovely and made our stay fun and comfortable. Right in the heart of the Medina so eating dinner on their roof top restaurant was special. The Riad is a literal paradise. Will revisit and heartily recommend to others.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2014,5,Excellent riad,We have loved our stay here. The riad (and our room) has been decorated in the most beautiful style and we have been so well cared for. To be recommended is a cooking class with the very lovely Fatima. Fes medina can be a handful to find your way round so we were helped by the very kindly Yousef. A hamman and massage can also be arranged in a near by spa to revive tired muscles. Many thanks to Yasmin and Fatima for the lovely birthday meal and cake arranged for my husband. It made it a very special birthday. xx,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2014,5,Couldn't be Better!,"After the (amazing) chaos of Marrakesh, Fes was a welcome calm. The Riad is ideally located near Place R'Cif and I couldn't recommend it any higher. The riad itself is absolutely beautiful. Alex & Jasmine and all the staff made me feel immediately at home and made sure to help me make the best of my trip to Fes. If you're going to Fes, you really should treat yourself to Riad le Calife.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2014,5,A truly memorable holiday,"Fes is a beautiful, friendly city and Riad le Calife is a truly special place which ranks amongst the best places we have stayed worldwide! Alex, Jasmine and their staff are passionate about making your stay a memorable one, and take time and care to ensure this. All rooms and communal areas are designed and decorated with real flair and attention to detail and are spotlessly clean. Amazingly comfortable beds ensure a great sleep! Relax in the patio or on the roof top terrace and confident, smiling staff will swiftly appear to offer mint tea or an alcoholic beverage and will love to talk to you about your day. Breakfast and dinner here are superb. The set dinner is very generous so don't eat too much at lunchtime! If you prefer a lighter option just ask. We were served a…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2014,5,Superb Place To Stay,"Upon the moment we were met at the bus station, we knew we were going to experience something special. The owners welcome you as if you are family. They are truly passionate about their Riad and the people who stay here. The rooms are inviting, more than comfortable with beds that let you have a wonderful night sleep. No detail has been overlooked, even the quality of the shampoo and shower gel is top of the line. Room decor allows you to feel like royalty. They arranged a guided tour of the Medina where we learned so much about the history of Fes. They also arranged a traditional Spa day that was quite an experience. Every member of the staff is gracious and willing to go out of their way to make your stay memorable. The food, especially dinner is not to be missed. If…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 August 2014,5,Truly magical!,"This riad offers all the medieval charm and character of Fez itself, but with all the modern amenities you have to have when temperatures are over 100 degrees each day. The room was huge, the air-conditioning was powerful, and the bed was super comfortable with very soft sheets. We slept soundly, it was very quiet at night, and we were incredibly rested. In addition, the bathroom and minibar were well-stocked. Importantly, the rooftop restaurant served some of the best meals we had in Morocco. Sweeping views of the entire medina can be seen from the rooftop for breakfast and dinner. Yasmine and Alexandre were incredible hosts and the service from all the staff was impeccable. We felt completely at home even though it was our first time in Morocco. They also recommended excellent…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 August 2014,5,Very impressed with the Hospitality,"First time to stay in this hotel. Very impressed with the hospitality, dining, and the comfort and cleanliness of our room. Thank you for an enjoyable stay, as always consistant service and helpful staff",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2014,5,A Perfect Stay in Fes,"What a wonderful 3 nights we had in Le Calife. From the moment the bellboy met our grand-taxi in the square and brought us to the Riad desk where we were served delicious iced mint tea, while we filled out our paper work. we knew we were in a very special place. Our beautiful room had complimentary fruit, pastries, water and soda. The owners were most helpful with suggestions for restaurants, a guide and onward travel. Fatimah's breakfast and our one dinner on the lovely rooftop terrace were the best in our eight days in Morocco. When DH left his credit card in the room after checking out, the owner e-mailed him right away and left a message on our home phone. Truly excellent service. Alex, Yasmine and Douha are the perfect hosts.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2014,5,Fantastic Riad in Fez,"Words cannot describe the hospitality and warmth of Yasmine, Alex and Douha. We arrived at the Riad in the afternoon and were welcomed by Douha with a lovely mint tea. After checking in she took the time out to explain to us how to get around the town and things we needed to see during our short stay there. The rooms were quaint and nicely decorated. The riad itself is an oasis where you can relax after a long day. All the staff were helpful and took really good care of us. Yasmine and Alex the owners also came through the next day and welcomed us. We had lovely chats with them in terms of what to do, how to shop in the souks and whatever else we wanted to know. They are such genuine people and are excellent ambassadors of their Riad. We also went to dinner at Palais Faraj.…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2014,4,beautiful riad,"We had a beautiful time at the riad, where we spent 5 nights during our honeymoon. Pros: - We stayed in the Diamante room. It was absolutely gooooorgeous, with several stained glass windows and beautiful decor. You can tell they really pay attention to detail by the decorations throughout the riad. We have never stayed in such a beautiful room. Seriously, this is a gorgeous room. Look at the pictures. - Complimentary chilled waters, sodas, fresh fruit and snacks were stocked in the room every day and appreciated. - Good water pressure in the bathroom, with a big, separate tub. - The location is close to a square where you can easily hail taxis. - The location felt safe. - They have a lovely courtyard with a running fountain. We could hear them cleaning it every day. - We…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2014,5,Truly delightful,"We stayed at the riad for three days and our stay was truly delightful. We were collected from the airport and despite the unimpressive approach to the riad once we were in the door it was fantastic. Douane and Merjala could not have been kinder or more thoughtful and very sweet with two oldies. Our room had been upgraded and was spacious and charmingly decorated. Our first meal was so delicious we took all our evening meals there. Where else would you get home cooked meals by a great cook and different dishes every time to showcase some of Morocco's fabulous food? Try the nougat ice cream if you get the chance! We met Yasmine and Alexandre the owners the following morning and they were so welcoming and full of helpful suggestions, and organised an interesting tour with good…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2014,5,Amazing,"We visited the Riad for a quick Anniversary break and to visit the Music Festival. Everything was made easy and delightful from the airport pick up (do it) to the care and attention that Yasmine and the Team give to your comfort. We had a fantastic meal on arrival and then settled in to our lovely room. I had a fall and was nervous before the trip but Yasmine moved our room to help me manage and could not have been kinder. The directions and restaurant suggestions were spot on and exactly right for us. Yasmine even saved us time and hassle by booking tickets for the festival for us. All in all a beautiful, clean and wonderful Riad - amazing view from the roof terrace and staff that treat you with kindness and care. Perfect! We will definitely be back - asap A few days in Fez…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,Perfect!,"I have stayed in Riad le Calife for 3 nights with my father in the end of june, it was excellent. everything all the way from the service to the cooking class with the Riad chef Fatima. Everyone is so helpful and friendly and really treat you like family. I will definitely come again. Greatings to Yasmine and her husband from Zurich! :)",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,"Truly lovely service, rooms, ambience","We booked online only the day we planned to arrive and received a very quick reply giving clear assistance for parking near the Riad. On arrival and during our 4 day stay, everyone was very helpful, giving advice on things to see, offering to make reservations at restaurants etc. The owners are charming and clearly want their guests to enjoy both their establishment and Fez. A beautifully restored building, lovely decor and the bar is beautiful. Would not hesitate to return here and thoroughly recommend.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,Traditional Riad conveniently located with excellent friendly service,"We spent two nights at Riad le Calife and would have happily stayed for several more. The riad is in the medina convenient to explore different areas. The building is a traditional old private mansion which has been converted to a hotel. Our room was very large and faced the central courtyard which meant it was quiet and protected from street noise. The bath was also large and elegantly designed. On the rooftop is an attractive terrace with a great view over Fes for breakfast, dinner and relaxing after a day exploring. The staff is very warm and friendly, and made every effort to make our stay a pleasure. Highly recommended.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,Perfect location for exploring Fes,"We had wanted to stay in a riad and chose Riad Le Calife based on the Tripadvisor reviews. We traveled by train to Fes and arranged with the Riad to be met by a car and driver. It is well worth it. Not only were we met at the train station but when we arrived at the closest place to the Riad where a car could go - not the front door of the Riad - there was someone with a luggage cart to transport our bags to the Riad. Otherwise I am not sure we would have found the Riad from where cabs can drop you off. Everyone at the Riad is very helpful: Yasmine, Alex, Chaimae. Every day started with a conversaton with the owners, Yasmine and Alex ,where we discussed where we might go that day (we stayed four days, five nights) includng suggestions as to where to eat. While…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,"Top Riad, Well Deserved","This is the fifth of eleven reviews in Morroco, following our stay in Meknes, and to be followed by another in Fes. Stayed on 24th to 26th April, 2014. This is one of the top places we stayed in, and at the end of our trip, it has probably emerged as our favourite against some very tough choices. It is also rated the number one hotel (not B&B) in Trip Advisor, which is a significant achievement, since Fes has a larger pool of rated hotels, B&Bs and inns than everywhere except Marrakech. The Riad is technically a hotel, since it offers full meals cooked by a local lady who has been with the owner’s family throughout her career and whose cooking has become famous. But the hotel really looks and feels like an inn because of its intimacy and ambience; it is also superior to…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,A lovely place to stay,"Riad Le Calife is highly recommended. We booked on line and arranged to be met at the station and taken to the riad, which is recommended as you will otherwise have trouble finding it. Chaimae was very helpful with our email queries before we travelled, and was there to greet us on arrival, making us very welcome indeed. The room was lovely, and the whole riad beautifully decorated. Breakfast was excellent, and is taken on the roof terrace when the weather is OK. A cold beer on the terrace is also very welcome towards the end of the day, the views are good and the service excellent. We ate one evening and that was good too. Riad Le Calife is not cheap by Moroccan standards, but well worth its price!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,"Amazing, Relaxing, Delicious","My wife and I, and another couple, stayed at Riad Le Calife for three days. From the moment we arrived to the afternoon of our departure we felt like family. Yasmine and Alex took care of everything for us: a friendly tour guide through the labyrinth that is the Fes Medina (who helped us find amazing mementoes), dinner and lunch reservations at amazing restaurants (assisted by a guide there and back), delicious breakfast each morning and one of the best dinners (at the riad) we had while in Morocco, and even a private transport from Fes to Rabat so we could stay in Fes a little bit longer. Our rooms were nothing short of luxury (Emerald and Jewel Suites) and the rooftop terrace has the most beautiful panoramic views of Fes. Fruit, refreshments and even sweets were replenished…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,Absolutely charming riad with unparalleled customer service,"We had the pleasure of staying at Riad Le Calife for three incredible nights in the Emerald Suite. From the moment we stepped off the train in Fes, this riad was there to cater to our every need. They arranged for a driver to meet us at the train station, made dinner reservations at a phenomenal nearby restaurant, and had a guide ready to escort us there -- precisely what we needed after a long train ride from Tangier. Their attention to our needs continued throughout our stay. When we asked about a guide to take us through the medina, they set us up with a phenomenal guide, Hassan. He took us everywhere we wanted to go and gave us a wonderful and informative tour. When we asked about lunch and dinner recommendations, they directed us to Cafe Clock (great camel burger!)…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,Island of Peace in Fes,My girlfriend and I stayed for 2 nights in the Topaze room. This hotel is an island of peace and serenity in the middle of the chaos that is the medina of Fes. The staff was excellent. We had dinner on the beautiful terrace at the top of the Riad overlooking the city and spent a great evening. The food was good and the setting breathtaking. We arrived to the Riad with a rented car and had no problem finding a parking at the entrance of the Medina. From there it is a short walk to the Riad. The staff is also available to guide you and provided us with a easy to read map. Our stay at Riad Le Calife was definitely one of the highlight of our trip.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,"Enchanting & relaxing, an excellent vacation stay!!","My husband and I stayed here for 3 nights. 2 in the Amethyst room and one in the Diamond suite. The photos of the riad and rooms in their website speaks truthfully and is beautiful!!. The riad is charmingly and elegantly decorated with excellent staff, who make you feel comfortable and welcomed. Location is convenient, located in a square of the old town, just where the cars can drop you off (no vehicles are allowed further into the old city). It is just a few steps down the street if you want to explore the old markets and venture out yet the riad is tucked away and amazingly quiet from the hustle and bustle outside. Breakfast is served in the top balconies where you can enjoy the amazing view. We also took a guided tour offered by the riad by one of their 6 professional…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2014,5,Return to Le Calife,"I first visited Le Calife last October with a friend & couldn't wait to go back with my husband, who I knew would love it as much as I did! We spent 5 wonderful nights & are already looking forward to our next visit as soon as possible. Le Calife embodies hospitality, serenity & enchantment!! Yasmine & Alexandre have decorated it with taste & refinement & elegant attention to EVERY detail. They & their staff are the warmest & most attentive hosts we've ever come across in our extensive wordwide travels. Their riad is ideally located to explore the Medina & the rest of Fez, as well as the region, & they provide maps, advice & recommendations. Breakfast is copious (no lunch needed) & Fatima's 3-course dinners represent the best of Moroccan gastronomy, both served on a rooftop…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,A haven in the medina,"We were delighted to arrive at riad le Calife after travelling 5 days from Marrakech. We found the rooms to be truly amazing, pure luxury with every attention to detail. Perfect location to explore the medina, great views from the rooftop, yummy breakfast. The owner Alex and Yasmine and staff are helpful and extremely attentive, making the stay very personal. On suggestion we had dinner at Palais Faraj which had exceptional service and great views from terrace. A bit overpriced so I would suggest staying at the riad for dinner (based on other reviews) and perhaps visiting Palais for a drink. If traveling with kids note that there is no pool which the kids found disappointing. For us, it was by far our favourite riad in morocco and I would highly recommend staying here.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,Our favourite Riad of our trip,"We spent 2 nights of our 8 day travels through Morocco at Riad Le Calife, 6 different Riads and this one was our favourite. Fantastic views from the rooftop terrace, do book a dinner here, it is fantastic. Plus I am still dreaming of those amazing dates at breakfast.... Great location for exploring Fes. You will not find friendlier people, from the owners to the staff. Lots of nice personal touches that we did not experience anywhere else. If we are fortunate enough to return to Fes we will definitely book here again, and will recommend to friends.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2014,5,fantastic place fantastic people,"The Riad Le Calife is its own world - one of beauty and calm - in the midst of another world, the bustling, labyrinthine, challenging but fascinating old medina of Fez. The entire team at the Riad engage in a cheerful and helpful way to make your stay special from the moment you arrive to the time when you sadly must depart. We stayed in the Ruby suite and could not fault the room for size, decor or comfort. The attention to detail in furnishing the room is amazing.The room and indeed the entire Riad display the best of local artisans, antiquity and craft whilst still being comfortable and practical. However it is the the capacity of the owners and their staff to provide a friendly and genuine connection - great service without servitude - that ultimately makes this a special…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2014,5,Accolades Galore …Here is One More,"My trip from Sydney to Morocco was a spur of a moment decision and I made no firm arrangements. It was therefore pot luck that I picked Le Calife in Fes on the booking.com site once I completed my High Atlas and Erg Chebi desert adventure. I travelled to many other locations in Morocco over my four weeks there but Riad Le Calife remains my favourite place for sleeping, eating, day tripping and taking in the medina views from the rooftop terrace. The location is wonderful- close to the medina yet peaceful and easily accessible. I so enjoyed hearing the background story of the riad from Alex and Yasmine, its owners, and spent quite some time looking at the beautiful interiors and decorative pieces collected by them over the years in Paris and Morocco. The design and interior…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2014,5,Peace and calm in the centre of Fez!,"Superb accommodation that is peaceful and calm in the heart of Fez. A beautiful Riad, that is very clean and finished to a high standard with a excellent restaurant for evening meals. Spacious rooms, lovely courtyard and roof terrace. Excellent service from the staff and owners who are always around to help plan your day. Do not let the car parking arrangements put you off or you will a wonderful place to stay.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2014,5,An Oasis of Charm in the Medina,"All we can say is the owners, Jasmine and Alexandre have overlooked nothing when it comes to top notch customer service and satisfaction! Their entire staff follows up on every minute detail or possible concern. The riad is beautifully appointed and you can tell how much thought went in to making it special with all the beautiful antiques. After 11 days of all Moroccan food we expressed our need for something different. Their other family owned hotel/restaurant, Palais Faraj, is outside the medina situated on a hill overlooking the town and medina. Spectacular view and spot on customer service! The food was very good (my husband really enjoyed his sirloin steak with mashed potatoes) and he insisted I visit their spectacular bathrooms just to be wowed. If you don't want to stay…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,Phenomenal stay,"I do not think we could have chosen a more hospitable, more beautiful, more perfect riad for our stay in Fes. Sadly we were at Riad Le Calife for just two nights but with help from Alexandre and Yazmine, we made the most of our short time in this intriguing city. After staying in a couple of other lovely but more basic riads in Marrakech and Boumalne, we appreciated the more luxurious feel of Riad le Calife. Service was also a notch above our other experiences with a gracious staff happy to help in planning two perfect dinners and a walking tour that maximized our exposure to the many lovely parts of the medina. Our only regret is that we ran out of time at the end of our trip and did not have another night to spend in Fes. Un grand merci à toute l'équipe du Riad le…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2014,5,Believe all the hype!,"We booked the diamond suite which is literally breathtaking. The room is huge and wonderfully appointed with an eclectic mix of antiques--imagine an old radio, European side table and a wooden Occidental headboard. There is a lovely sitting area with almost floor to ceiling windows with stained glass. The bathroom has a huge tub, shower room, double sinks and a separate toilet room. We have two entrances. I could go on and on. Breakfast was lovely with too much food with lots of variety. If you want to splurge in Morocco, this is the place to do it. (I think it's my favorite hotel room.) The only downside is finding the place the first time. Try to get good directions before attempting it.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,Fantastic Riad,"We stayed at this wonderful Riad between 13th - 20th Feb 2014 & its was magnificent. We were in the Emerald room & decor was elegant . A lot of thought has gone into the room & attention to detail is amazing. We loved the variety at breakfast & the orange juice is best that i have ever tasted. On one of the days, we had dinner at the Riad & the food was exquisite . I had the lamb tagine & it was outstanding. I had lamb tagine at another restaurant but it was no where as good as what Fatima prepared for us. I would most definitely recommend this Riad & you feel right at home with the personal touch that you receive from Yasmine, Alex & all the staff at the Riad.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,Wonderful Guesthouse,"We were pleasantly surprised to find Riad Le Calife to be a four star accommodation. The Riad is absolutely beautiful. The architecture alone is amazing and the decorating impeccable. We had the Amber Room right off the courtyard and it was absolutely lovely and very comfortable. The owners, Jasmine and Alex are outstanding hosts. It is their mission to make you feel at home and they succeed with an A+! The rest of the staff is outstanding as well. Always making sure you have everything you need or want. Breakfast was very good with an assortment of breads, fruits, hard boiled eggs, olives, cheese and meats, fresh juice, coffee and tea. We also had dinner at the Riad, which again, was very good and not too expensive. They also have a full bar which is a great place to…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,Lovely Riad with Beautiful Decoration,"My husband and I stayed here for 3 nights. We found the Riad to be charming and unique even by Moroccan standards- it is clean and highly recommended. We found the breakfast to be truly outstanding. We arrived 1 day early and our room was not available, so we stayed in another suite. Both the suites (Ruby and Emerald) were immaculate and profusely charming. Decorating is exquisite here. The terrace was wonderful with great views. We watched the gold-medal Olympic game here with olives and beer - spectacular. Similarly, any questions/concerns were addressed right away. The young gentleman who serves as a waiter-bellboy deserves a mention - he is so friendly and hardworking. We ate dinner at the Riad and any further restaurant recommendations (2 nights) were wonderful…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 January 2014,5,Authentic riad.,We had an absolutely magnificent stay at Riad Le Calife. Yasmine and Alexandre provide a welcoming feel to this elegant and inviting riad. The entire staff is extremely polite and helpful. Our room was beautifully appointed with period pieces and careful attention to details and comfort. Dinner and breakfast were superb!,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,"A very nice riad run by some very, very nice people","Three of us stayed six nights at Riad Le Calife. We really enjoyed our stay. The previous reviews on TripAdvisor thoroughly cover the positives about Yasmine and Alex and Fatima and other members of the staff. I should mention, as another reviewer also noted, that the Wi-Fi internet is indeed spotty and intermittent. Also, their internet has significant limits as to the size of e-mail attachments. Although the Wi-Fi did cause some grief for one of us who was on a working vacation, the overwhelming experience at Riad le Calife was most excellent.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,We felt like family,Traditional luxurious riad. Nothing was a problem and very helpful. All staff were exceptional and we would not hesitate returning. All rooms were beautiful if not a bit dark with low lighting though this made it atmospheric. The location was excellent and easy to find. Darwin the family dog was delightful. The staff and family gave good recommendations.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2014,5,Magic!,"We spend two wonderful nights at Riad Le Calife. The welcome was warm, genuine and helpful and the transfer from the airport was most appreciated. Definitely have dinner in the Riad as Fatima's cooking is great! If possible ask to stay in the top suite ""Rubis"" The decor and attention to detail Yasmine and her team have made makes it a true oasis in the most wonderful city which Fez is.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2013,5,Lovely place to stay,"My partner booked a holiday for us to celebrate a 'big' birthday! Based on TA reviews he wisely picked Riad le Calife as I had previously mentioned I wanted to go to Fes. He did very well - couldn't have picked better. Yasmine and Alexandre were very helpful both before and during our stay. Originally 9 nights were booked, but the my partner was concerned this may be a bit long in one place. Even though they missed out on a couple of nights of occupancy Yasmine recommended a trip to Chefchauhen (a definite addition to our trip) and it was lovely to return on my birthday to the Riad. I was brought a cake and the staff arranged a car to fetch us and table at Yamine's parents' Palais Faraj for dinner. Here we were greeted as friends, given a drink and a birthday pastry, complete…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2013,5,"Wonderful Stay, Wonderful People","My wife and I had a lovely two night stay and were warmly greeted and received. All the positive reviews are right on. As a nice example of how friendly they are, Alexandre (the owner) came on the last morning to say good bye. He had been unable to say hello during our stay, due to some family issue; however, he still took the time to meet us, walk us down to our waiting tour and send us off safely. Very much appreciated. Thank you to everyone there. Shira and Ben",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2013,5,There aren't enough stars to describe how great this riad is,"We were bought to this Riad by our tour company (Highlights Of Morocco Tours) Riad Le Calife does not deserve 5 stars...it deserves a lot more. There aren't enough stars to describe how great this riad is. The staff, management, and owners can't do enough for you to make your stay the most comfortable ever. They are so attentive to everything. The rooms, service, and food are all great The hotel is very charming, ambience is good, the people we very friendly.. and we highly recommend having at least one dinner at the hotel because the food was excellent!! I would highly recommend a visit to this wonderful Riad. We will definitely return.thanks to our Tour Company!!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 January 2014,5,perfection,"Stay here! Not only was the riad beautiful, private, elegant, and located in a great spot.... the staff who run it go above and beyond to make you feel welcomed and looked after. Staying here was one of the highlights of our trip, and we traveled a lot through Morocco. It's a perfect place to unwind at the end of full walking days. Oh, and try the cooking class with Fatima. She's great and her food is wonderful! Thank you to Yasmine and Alex for everything! xo :)",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,Wonderful warm staff,"My husband and I stayed at this Riad in the Diamond Suite in early November of 2013. It was as beautiful as the pictures show and our room was enormous and luxurious. We were very impressed with all the staff who were, without exception, warm, helpful and very accommodating. The owners who were, unfortunately, tied up with a family emergency still made the effort to come by and greet us and welcome us to their small hotel. The breakfasts were plentiful and served with a smile. I was fortunate to spend several hours in the kitchen with Fatima learning how to make couscous and several other dishes which were served up for dinner that evening. She was a lovely girl who it was a pleasure to get to know. All in all, we thoroughly enjoyed our stay at this charming riad!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 January 2014,5,So nice,"This Riad is not only stunning looking but is full of lovely people working here, which is all very helpful, smiling and you just sense from the moment that you walk into the Riad, what this is a very special place. I had the opportunity to cook with Fatmina in the kitchen, and if you have time, do so, not only is it fun to make the food but it is also very tasty too. I will come back and I cannt recommend Riad Le Calife enough.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 January 2014,5,Hidden gem in Fes,"I chose this Riad after reading all the wonderful reviews on tripadvisor. There is a reason why Riad le Calife is number one and that is because everything is flawless. The location - is very good, very close to the main road in the medina, close to a parking place (if you arrive by car) and very easy to remember how to get there (unlike in Europe or USA, it is better not to be in the center of the medina). If you want to go out after it gets dark, they will ask someone to accompany you to the main road which is roughly 2 minutes walking distance. The riad - is fairy tale like, every little detail is perfect, a beautiful indoor garden, a breathtaking view on the 2 terraces above, 2 rooms to unwind and have a drink and nice music playing in the background. The rooms - i stayed…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
