 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 June 2017,5,Fabulous,Nothing better than short vacay with loved ones in a fabulous yet cozy hotel. My son loves the pool and especially MOHSSINE. The guy is soo friendly and can even take great photos for u if you want. I totally recommend it . Worth every penny 👍🏻,sofitel _rabat,rabat
 June 2017,4,Perfect 👍🏻and 5 stars Service,"I had a Great Iftar meal during Ramadan there. The buffet was big enough. Main dishes and the deserts were too delicious and could not get enough from it. The staff were too friendly, special thanks to B. Youness for his great hospitality 👌🏽",sofitel _rabat,rabat
 April 2017,4,Comfortable Hotel,"We stayed at this hotel as part of our Moroccan Tour. While everything was quite good, it didn't seem to have that extra spark that would have been needed for an excellent rating. My biggest annoyance is that they haven't caught up with the modern traveler - there were only a few electrical outlets, and they were all inconveniently low on the wall. I would also warn guests that the marble floors in the bathroom was extremely slippery - I took a nasty fall getting out of the tub. Fortunately nothing broke, but I was sore for the rest of the day.",sofitel _rabat,rabat
 May 2017,1,"Dreadful service, particularly in the restaurants","The restaurants, particularly the Moroccan-themed one, offer dreadful service and poor value for money; the staff is slovenly, and we had to wait for over 5 minutes at the entrance to one restaurant with nobody greeting us, before we were told by a passing-by porter (!) that the restaurant is ""shut"". Porters at the entrance are also running a racket with limousine cars; if you want a 'regular' taxi (about twice cheaper), they simply refuse to order one, claiming that none can be found",sofitel _rabat,rabat
 May 2017,5,A Great Spot,"My first trip to Morocoo centered on the magnificent Sofitel Hotel which was recommended to me by a Moroccan friend. The hotel is both modern (with many conveniences) and traditional (with a quiet garden and warm character). The staff is welcoming and knowledgable. My room, overlooking the garden, was spacious, well appointed, bright, and airy. I found the Sofitel very convenient for touring Rabat and even enjoyed a Rod Stewart concert on the adjoining lot one evening. I did not test the restaurants other than for a good breakfast with plenty of selections one morning. Karen Mayo runs a first class hotel and I look forward to returning.",sofitel _rabat,rabat
 May 2017,5,GREAT TIME,"We travel to Morocco about 3x a year we stayed at the Sofitel in Rabat the place was great, the staff was wonderful. I had some trouble with my phone as I got a Moroccan sim card for my phone, I could not get it to work it was mostly my fault as i don't speak french, The 2 very nice girls-Selma and Nouhaila at breakfast spent a few minutes and helped us get the phone to work and all was good. It was nice to see people so willing help. We had a great trip, We love the Food in the Sofitel and the SO next door. We will be back",sofitel _rabat,rabat
 March 2017,4,wonderful,"The staff is very welcoming, thanks to Mrs Ikram of the SPA who allowed me and my group to enjoy different services, for her professionalism and availability even though the prices are a little expensive (unlike us in Jordan) But the benefits were very good because Mrs Ikram has personally supervised our services throughout the stay . We thanked our embassy for choosing this hotel for us ,And we will recommend the sofitel flap all our friends desiserux to go to morocco",sofitel _rabat,rabat
 April 2017,3,"Beautiful gardens and pool area, comfortable room, terrible food service","Big, busy hotel. PROS: The gardens and pool area are stunning The room and beds are comfortable CONS: The service is mediocre. Concierge was never there. The food service was terrible. There was a large crowd at breakfast each morning (which they could have expected from the number of reservations) and they ran out of things and didn't replenish them. Tables weren't set. Not what you would expect at a hotel like Sofitel. Food a the Moroccan restaurant in the hotel was terrible -- tasteless or bitter tasting salads, dry and tasteless chicken tagine, tough lamb tagine.",sofitel _rabat,rabat
 May 2017,5,Nice food and great staff at Al Warda,"I decided to try to in-house restaurant in order to taste some local food. When you first enter the restaurant, the thing you notice is the dim light and background arabic music. It creases for a nice convivial atmosphere. The choice of the menu is quite good with multiple variations of tagine and a few other things. I had the Lamb tangia which was a very generous serving of slow cooked lamb. The staff were all very attentive and very friend. Saana in particular was very helpful and friendly. Keep up the good work all of you and thank you for making my dining experience a memorable one.",sofitel _rabat,rabat
 May 2017,5,Oasis of luxury ideal for work and leisure,"I come to Rabat for work and most of the time for between 6 and 8 weeks, which is often starting to be along time away from home and family. During my first trip to Morocco 3 years ago I went to another high-end hotel closer to downtown. All was fine during my stay and I was ready to return. But for some reason the hotel was full when I booked the second time therefore I switched to the Sofitel. It was actually the best thing that could happen to me! The Sofitel is gorgeous and the gardens are really (really!) impressive. The pool side is a great place to lounge after work whether you're still working or just relaxing. The rooms are comfortable. The beds are among my favorites (and I've done many luxury hotels!). Super comfy. Bathroom has appropriate size and exactly what I…",sofitel _rabat,rabat
 May 2017,4,An oasis of calm for an afternoon by the pool,"Came for a drink, lunch and an afternoon by the pool after a hectic day in the city (400dh to use the facilities, food and drinks extra). It was an oasis of calm with lovely gardens. Fairly standard style for a big chain hotel, you could be anywhere in the world which is hot and sunny. The drinks bar service was excellent, they even brought out a laptop stand to help posture whilst working. The coffee was good and the beer cold! The pool was lovely, clean and quiet. The service by the poor was extremely slow, we asked for drinks 4 times, each time we were told a waiter would come out, they didn't and we went to the first bar to order in the end. The drinks were well made, excellent mojito, food was fine but nothing special. International prices, alcohol expensive like…",sofitel _rabat,rabat
 April 2017,5,Rabat,Excellent location and service. The dining room was a lovely experience. Soufiane and his team gave a warm welcome to the dining room and looked after the whole evening. The food was well prepared and as requested. Bravo!,sofitel _rabat,rabat
 April 2017,5,High-quality for either conference or leisure,"Very good, but not quite perfect. Pluses: Excellent for food (both the food and the service) for our conference meals (3 lunches and one dinner). Multiple spacious conference rooms, and we could have our conference all on one floor. Two computers and one printer to use for free to check email. Comfortable bed in spacious clean room with balcony (and this was the cheapest class of room). Lovely garden to walk in just behind the hotel. Excellent breakfast buffet -- both quality and variety. Minuses: I asked for a wake-up call on 2 mornings; only 1 came (thank goodness I was restless and woke up anyway the morning of my flight out!). Bathtub has very wide ledge and there's slippery marble -- more grab bars PLEASE! When elevator comes, there's no ""ding"" for ""up"" and no…",sofitel _rabat,rabat
 April 2017,2,Beautiful place but this time it was disappointing,"This used to be one of my favorite places in Rabat before it became Sofitel. This time I went just for a drink and we weren't served because they were busy with some saudi arabians who came after us and served before us, so we just left. Even their menu is extremely limited.",sofitel _rabat,rabat
 April 2017,4,4 1/2 on everything,Excellent hotel Excellent service Nice backyard garden Great spa The restaurant breakfast I would say was probably 3 1-2 not too many choices that you usually expect Easy parking Throughout the day they sent snacks etc to the room as complimentary service,sofitel _rabat,rabat
 March 2017,4,Great Comfort and Service,"Stayed here for 3 nights on a business trip. Can't find anything to complain about. Spa and gym were great as well. Wifi service was always good. Room-keys a few times had to be reset so was an annoyance to go down to the reception, reset it and then back up. Breakfast area is simple. All in all service was great, I would recommend.",sofitel _rabat,rabat
 April 2017,5,"Friendly staff, wonderful food, good location",I stayed at Sofitel Rabat for a few days' business. The hotel is situated in a tranquil location - the garden is an easy walk and wonderful way to relax after a day of meetings. I found there to be a fantastic selection of breakfasts in the mornings. Excellent croissants and coffee! The rooms are spacious and comfortable - and boast beautiful views of Rabat.,sofitel _rabat,rabat
 February 2017,4,Nice Hotel,"Our first night in Morocco and this was a lovely hotel, very accomodating and the staff very prepared to help us with our needs. Rooms were ready, neat and clean. Breakfast was amazing and we enjoyed our stay at this hotel. enjoyed our stay at this hotel.",sofitel _rabat,rabat
 March 2017,4,Guest service staff were excellent! Fabulous breakfast and rooms good,Rooms were comfortable (especially the bed) although in need of some renovations and upgrades. Currently they are doing some renovations to the swimming pool. Breakfast had a large selection and was fresh and tasty. Be careful - always lock your door if in the room as the housekeeping staff tend to just knock and don't wait for you to answer and enter the room.,sofitel _rabat,rabat
 March 2017,4,Comfortable,Room relatively small but well designed Good lighting including night light Balcony overlooking front hotel Well appointed bathroom with NO towel hooks for damp towels or bathrobe Nest like comfortable bed Very accommodating room service,sofitel _rabat,rabat
 March 2017,5,Room house keeping services excellent,I was very happy with the services provided by Mrs. Nadia responsible of the floors house keeping and her team . I would like to express my gratitude for all . Thanks for all in this regards the services has been provide kindness it was op,sofitel _rabat,rabat
 March 2017,5,Jihane,"Amazing hotel sofitel and I will thank Salma for her massage, received, tea, sweets and all think in spa amazing girl i enjoyed so much it was very nice experience i hope to visit the hotel again good luck for all",sofitel _rabat,rabat
 March 2017,5,The amazing staff @So/Spa,This is one of the most amazing hammam Spa facilities in this part of the world. the staff was absolutely wonderful very helpful and amiable. if you're staying at the Sofitel in Rabat don't let your entire trip go by without visiting the so Spa .do yourself a favor.Loubna and Selma and Ekram are terrific and extremely professional! :) DG,sofitel _rabat,rabat
 February 2017,5,Very Clean and Modern Hotel,"We stayed one night at the Sofitel Rabat which was our first stop on a tour of 5 Moroccan cities. The hotel reception is huge, very modern and welcoming. The reception staff are very friendly. We had a room overlooking the garden at the rear of the hotel and the view was lovely. The garden itself is very well preserved and a pleasure to see and walk through. We had dinner at the Moroccan restaurant in the hotel and the food was very good. The live music was also a real treat. All in all a very nice first night in Morocco and we wished we had stayed longer.",sofitel _rabat,rabat
 February 2017,5,My recent Stay at Sofitel Rabat Jardin des roses,"Exceptional Team especially at the reception, restaurants and lounges. A very good housekeeping I would like to thank the overall team with a Special Thanks to Amine (From the reception) for his professionalism and dedication",sofitel _rabat,rabat
 February 2017,4,Greart birthday!,"While at the Sofitel for a long stay due to work, my colleagues and I were truly looked after by the restaurant staff. Abdel is always very courteous and Omar will remember everybody’s breakfast preference. On one of my colleague’s birthday Jamal and his team helped organise a surprise for him, which was very nice been away from home!",sofitel _rabat,rabat
 February 2017,4,Nice,"The hotel is nice, modern, but smells a lot like cigarette. In Morocco it is still ok to smoke anywhere, so when you walk in the smell is strong. The gardens looked beautiful, the Fish restaurant was very good and the service was great. The breakfast buffet was chaotic. The service very bad, as waiters seemed overwhelmed with many customers. The room was clean but a little too dark. The bed very confortable.",sofitel _rabat,rabat
 February 2017,5,Greetings SOFITEL level 5 (att. NAJAT),"Dear friends, It is avery high level quality of service. Very satisfied. Thanks to Mrs NAJAT level 5 room service. Did appreciate very much my stay that week. Valentines days also at So lounge was especially good. Choukran",sofitel _rabat,rabat
 February 2017,5,HAD GERAT TIME AND SERVICE 5 TIME AT THE SOFITEL,"When you walk in to the Sofitel it is like walking into your 2nd home. Everyone is always very nice and ready to help in any way. Its the 5th time i have stayed here. The food is always good, the place is neat and clean. Salma in the El-patio was a big help and very nice, many times as i don't speak French and she speaks French and English she was a big help to me. I will be going back to the Sofitel on my next visit to Morocco. Thank you to everyone in the Softel---- George",sofitel _rabat,rabat
 August 2016,5,A great hotel which smelled amazing!,"It was lovely - very clean, friendly staff and a delicious restaurant. The pool area was great and we lounged around with excellent service. The spa was incredible too. One request if anyone reads this - I'd love to buy some of the oud and rose diffusers that you have in the hotel, if this is possible do you have a contact email address?",sofitel _rabat,rabat
 January 2017,4,Very Goog,I have been there in 2014 for a business trip but this time i went there for a romantic trip as my wife received 2 nights there for her birthday. i love the bed and its confort. Didn't get a chance to try the spa though :(,sofitel _rabat,rabat
 January 2017,4,Really good but doesn't quite match other brands,"The Sofitel Rabat is a new and impressive hotel complex that clearly is the best available property in Rabat. Clean, new, contemporary and refreshing, the Sofitel is a first class property run by a management team that is not its equal but trying hard. Room rates are flexible and a deluxe room with a view of the incredible gardens runs around $350 USD right now. We booked in, were served a cold tea (which they then replaced), taken to our suite for a tour and were ready to chill onsite. The room while new and very nice had a few issues. First, the coffee and glasses were still empty and dirty from the previous guest. The concierge said they would clean and fill. The balcony terrace had two tables but only one chair. There is a bathtub with a long rinse hose but no ""shower""…",sofitel _rabat,rabat
 January 2017,1,Terrible afternoon at the worst spa,"Worst Hamam experience ever! My visit to the spa was extremely disappointing!!! The couches at the relaxing area are disgustingly old! I was given a bathrobe that had coffee stains! Add to that a ripped sleeve?!!! I was booked for a massage, as well, which i qualify as mediocre! It felt like i was just dipped in oil by what seemed to be a non professional masseuse!! As i was leaving my massage room i discovered that the towel on top of my massage table was filled with brownish disgusting spots!!!! It was honestly nauseating!!! When i complained to the person at the front desk she was just awkward and replied "" we ve been getting complaints, we told them ( don't know who ""them"" is) but they never listen"" seriously, talk about an apology!!!! Bottom line i m never going back!…",sofitel _rabat,rabat
 January 2017,5,Superb hotel.,This is a great hotel in Rabat from front of house to the restaurant staff and spa. The pool is amazing and enough sun loungers for all. The Sofitel beds are among the most comfortable beds I ever sleep on around the world. Lovely breakfast which is really fresh. Great location to navigate from around Rabat.,sofitel _rabat,rabat
 November 2016,5,Love this place!,"I've stayed here on 3 different occasions. I can't say enough about how beautiful the grounds are. They have a magnificent flower garden and 2 pools. One for lounging and the other a lap pool. The rooms are impressive. We've stayed in the suite and a regular room and both were very spacious. You never have to leave the hotel. They have great restaurants. One with local food and the other with more Americanized foods. They recently added a club on the grounds but don't worry the music is not loud enough to bother the hotel guest. They have live music most nights and sever dinner there, too. The staff is fantastic and Karen the manger could not be more helpful. She always takes care of all of our needs. This is the only place to stay if your Rabat..",sofitel _rabat,rabat
 November 2016,4,improved!,"Wow! I returned 2 years later, almost to the day, and what a difference! The service at the counter was outstanding! Lovely folks who were kind and had humor, very helpful even when it was clear they were super busy. I was there for a conference and the lady who took care of us, I forget her name, was terrific. She remembered dietary issues and brought snacks and food that suited those. We were moved to another room for on-going conference days and staff made sure we had the amenities we needed. They were very responsive to our questions and needs. I was able to stay there also, and the spa is fantastic. There is a swim class on Mon, Weds, and Fri in the evening that I highly recommend. Terrific visit this time. Look forward to more like it!",sofitel _rabat,rabat
 November 2016,5,Beautiful Hotel,"Had a quick one night stay upon arrival in Morocco. Classy, sophisticated, clean and overall impressive. Though our stay was brief, the room was clean, comfortable and the bed was really nice. The breakfast spread they had was incredible. I am an amateur baker, and the croissants they had were as good as I've had anywhere. Not generally the type of hotel I like to stay in (I usually stay in small, unique Luxury hotels), but this was a great substitute in a big city. Would stay again.",sofitel _rabat,rabat
 November 2016,4,Great hotel and beautiful garden area,My wife and I really enjoyed this hotel. Really friendly staff and room was very modern. I love the overhead shower option which makes it feel like a heavy rain. Breakfast was pretty expensive but enjoyable We would stay here again and definitely bring any visiting family to this hotel,sofitel _rabat,rabat
 December 2016,4,Very nice Hotel Incredible Odour,"The hotel is very nice sophisticated and the smells fantastic. There is a very big garden to enjoy, pool and a golf range Definitely recommended the breakfast buffet is also very rich and staff is helpful.",sofitel _rabat,rabat
 November 2016,4,Best Hotel in Town,I like the Hotel very much and again with Sofitel they have always a great team that they do the hotel company proud. The problem with the Hotel is it is a little old and shows in areas especially in the rooms and corridors. The Moroccan Restaurant is excellent and food & beverage do the place justice and the breakfast buffet at Le Patio is also very nice and the team do a great job. I would recommend it as a good place to stay if you are doing some work in the City or passing through.,sofitel _rabat,rabat
 November 2016,5,El Patio,"Excellent service, very good food. Front desk ladies staff always smiling and. the service of ANOUAR is excellent, mindful and very professional. SOUKAINA at the Moroccan restaurant is a pleasure to have as a waitress and service is great. The best person in our 2 weeks stay remains MERIEM: excellent customer service, assistance and, always with a big huge smile!!!",sofitel _rabat,rabat
 August 2016,5,Exclusive hotel,"The hotel location is lovely , it's surrounded by a forest . And the landscape of the garden is beautiful and relaxing. My fifth stay there and i adore everything about it from the hospitality of the staff and the elegance of the hotel to the the food that is beyond amazing . Looking forward to my next stay.",sofitel _rabat,rabat
 November 2016,5,Fantastic Hotel,"This is luxury at it's finest. The lobby is beautiful. The grounds are amazing with gardens, tennis courts, infinity pool. The restaurant, Golden Fish, is fantastic. The breakfast buffet is one of the most extensive I've seen. Great place to stay in Rabat.",sofitel _rabat,rabat
 October 2016,5,Wonderful hotel,"This hotel is magnificent. The rooms are so spacious and comfortable. The grounds are magnificent and the gardens worth a 39 minute walk to stop and enjoy their ambiance It is adjacent to a public park with running trails, gardens and a driving range. We highly recommend this hotel",sofitel _rabat,rabat
 December 2015,4,Official Visit,"I visited Rabat one time in an official visit and I really enjoyed the country,the city itself,The hotel and the people Very good hotel,staff are friendly and very kind.The country all over make you love everything there and the hotel is one of them",sofitel _rabat,rabat
 October 2016,5,The fish bar restaurant and the Moroccan restaurant,"The rooms are good and the beds excellent, with a lovely garden, the food is excellent , I come here about 5 times a year and the staff always remember me and even what food and drinks I have. Thank you",sofitel _rabat,rabat
 October 2016,3,"Lovely hotel, but rude, unfriendly and cold reception staff","I have traveled widely across the globe and even visited Morocco before. I was excited about visiting Rabat for the first time for work and thrilled to walk into this beautiful hotel. However, the reception staff greeted me with such arrogance and distance, that I was stunned. They did not check me and others in until 3:30 p.m., making us wait for over 3 1/2 hours. I stayed in this hotel for four nights and ever encounter with the front desk ladies was awful. They essentially behaved as if they were doing me a favor by allowing me to stay in the hotel. They were rude, unfriendly and cold. The check-in and check-out process was painful. In addition, any request for lost or misplaced keys was equally terrible. On the other hand, the concierge and the restaurant and cleaning staff…",sofitel _rabat,rabat
 January 2016,5,Exquisite Hotel,This is a hotel I cannot recommend enough. It has beautiful gardens and wonderful scenery. Staying at such a nice hotel was a pleasurable experience. The hotel restaurants are good and the staff are professional and courteous. It's definitely a hotel I would recommend you come to for relaxation. It is situated in a central location in the city and attractions are nearby. The views from the hotel are a delight.,sofitel _rabat,rabat
 July 2016,5,Superb Hotel,Nadia from Housekeeping is an outstanding employee. She is very friendly and courteous. Ikrame from the Spa is a great supervisor. She is a very professional. She has wonderful customer service skills.,sofitel _rabat,rabat
 October 2016,4,Perfect place to stay while on business,"Stayed in this hotel while on business and is recommendable! Standards are okay, with decent size rooms with private balcony, good choice of restaurants around and nice breakfast. However, the rooms need a bit of an upgrade (curtains are brown and stained, dilapidated table and chairs, no bath tub), gym requires more free weights and business centre needs to be properly set-up with a workable printer. Staff is helpful and easy to conversate in English",sofitel _rabat,rabat
 September 2016,4,Exquisite and great location in Rabat,"It's a beautiful hotel with a grand entrance that opens out to beautiful gardens. It's a relaxing and welcoming. I enjoyed my lunch which was laid out in a buffet style. The selection of desserts was impressive, it was certainly hard to pick my favourite. Waiters were quick to help.",sofitel _rabat,rabat
 September 2016,3,"A beautiful hotel, but only to look at","What a terrible disappointment! This is a magnificent looking hotel; beautiful gardens and public spaces, fantastic pool, comfortable spacious rooms. But oh how it is spoiled by the attitudes of the front desk and (especially) concierge staff, who either treat women with rudeness and contempt, or just completely ignore them. And it's not just the male staff, though they are worse than the women. Waiting to check in was fabulous, watching the women at reception fawning (and I mean fawning) all over the men while I waited. And waited. And waited. It's not at all subtle, not at all. Accor, I suggest you train your staff that such attitudes are unacceptable - or face the consequences. Despite being an Accor frequent flyer I for one wouldn't hesitate to abandon ship. Other issues…",sofitel _rabat,rabat
 August 2016,5,Live the Luxurious!,"If you visit AlRabat, spoil your self by staying in this beautiful charming hotel. Amazing views ( pool area and gardens area). Large rooms. Very clean rooms, Amazing staff ( Maryam and Hasna or Hafsa) Amazing pool area, it gave me a real feeling of luxury pool area. I really feel speechless... Keep it up...",sofitel _rabat,rabat
 September 2016,5,Excellent!,"Nice hotel and highly recommended. The service was excellent, the pool is clean and its area very relaxing. A particular thought to Bichraoui Mohamed and Znibar Abdessamad for their hospitality and sens of humour!",sofitel _rabat,rabat
 September 2016,5,Fantastic!,"We've stayed here 30 times and always an excellent experience. We arrived very late, but the reception staff was efficient and got us into our room within 10 minutes of arriving. The room was great, with nice view of the pool, Club also served a wonderful breakfast. We'll keep coming back!",sofitel _rabat,rabat
 September 2016,4,"Good, but broken at the edges","This hotel is good at the core, but there are too many issues, mostly minor, that make the experience less exciting. The service in the room was mostly without flaws, although every day there was a different number of towels in the bathroom. The controls of the lights in the rooms are overly complicated. Excellent WiFi, although it seems Skype calls are blocked. Pool closes at 6 pm, which is very early. Minibar items are excessively priced. Service overall is slow - called the reception for an ironing board and iron, took 45 min to be delivered, with a smile and courtesy. Bedding is excessively fluffy and soft, making for a (too) warm a nest, despite the AC at full power.",sofitel _rabat,rabat
 September 2016,5,5 star!,"Definately 5star rating. Surroundings- elegant, classy, flowers, good smell. Rooms- relaxing spacious, clean and housekeeping DETAILED and PERSONALIZED. They notice everything I liked without even meeting me. I was impressed. Food fresh and tasty. Service was good, could be better but when i remember the stay i dnt blame anyone.",sofitel _rabat,rabat
 July 2016,1,"A long stay in Sofitel, Rabat","This is a hotel in which I have spent a lot of time, usually in the past it has been for a week or two at a time. It is by far the best hotel I have stayed in while staying in Rabat but that isn't saying a lot really. The hotel is well laid out and has good facilities but what lets it down is the upkeep of those facilities. For example, on the last two stays in the hotel I have had to move rooms twice on the first stay and three times on the second. I have had rooms with no functioning AC, rooms with ac stuck at freezing and rooms with AC's that cause a leak in the hallway. The leaky AC i discovered when returning to the room after a day of work and someone had noticed the leak, the cleaning lady maybe, and had put a towel down. When I got back the town was in the middle of a…",sofitel _rabat,rabat
 September 2016,3,Below par for sofitel,"Was there for a conference, and facilities for that were good. Food was indifferent, breakfast lunch and dinner. Perhaps I had the runt room of the house, but I don't expect a shower without a tap nor naked electric cables in a Sofitel bathroom. Complaint to front desk delivered zero response.",sofitel _rabat,rabat
 September 2016,5,Marvelous Place - Friendly People,"Wonderful place for the conference which I attended. Fantastic garden and pool area, big and beautiful rooms! The range of choices for breakfast is fantastic. And the best of all: very friendly people like bagagiste Abdellah who helped to secure my transfer to Casablanca airport.",sofitel _rabat,rabat
 September 2016,3,"Was great, is going down every year which passes","I loved to go to this hotel, but staff and maintenance quality seem to decrease significantly over years: - bathtub needs an overhaul - service at breakfast is going loose (no napkins, fruits not ot the latest freshness...) - view degrades with junk on the lower rooftop Small details, but marking a clear frontier to so-called luxury... A 4* no more.",sofitel _rabat,rabat
 September 2016,1,Thieves!!!,My wife an I checked in to the hotel which we thought was really nice at first impressions but that soon changed as my card was charged 3 times for 1 night which I wasn't aware of when I checked out I was just checking my bank statement an noticed 3 translations of £233. I immediately called the hotel an was told by the 3 ladies at reception that I must of had another room which was not the case. This went on for a few hours being told somebody would call me back but I had to call myself the following day I managed to gat through to the accounts department where eventually after I emailed my bank statement an numerous calls the matter was resolved but the staff were not helping whatsoever My wife's gold bracelet was taken from the room which again we called several dozen…,sofitel _rabat,rabat
 September 2016,3,Wonderful hotel - at the contrary of the staff ...,"We have stayed in this hotel for one night during a week end. The hotel in itself is amazing. Wonderful garden/pool view from the room. The garden is amazing and well maintained. The food is excellent. However, being used to an excellent service in other Sofitel hotel, we were quite disappointed from this one. Despite having a gold accor card, granting a VIP treatment, we have waited too long for check in and check out, without any assistance. Also, the rooms phone was always busy to reach reception or concierge, which lead to 1h delay to have assistance with luggage at check out. We still recommend the hotel but strongly advise to be prepared for a very light service which i guess is dedicated to wealthy customers only ...",sofitel _rabat,rabat
 August 2016,3,I was expecting better,"A large, impressive looking hotel with a spacious lobby area. Sadly my room was not so impressive. After walking down a very poorly lit corridor I entered an equally badly lit room with a rather chaotic furniture arrangement. There were dead lit bulbs in the bathroom. I ordered room service and although the food was fine I think they forgot my order as it took over and hour and two phone calls. When it did arrive there was no salt or pepper on the tray but I was too exhausted to bother waiting longer for that to be delivered.",sofitel _rabat,rabat
 May 2016,3,Uneven service at the Sofitel,"I am a regular at the Sofitel as there are few options in Rabat for an hotel of this category. At first, the hotel seems to be worth its category: the lobby and the gardens are large and beautiful; the hotel offers different kind of restaurants; although the corridors in the hotel may need to be refreshed, rooms look quite comfortable and up to par of hotels in the same category; the problems in this hotel come essentially from a very uneven service: malfunctioning shower never repaired, towels or toiletries not systematically replaced, conflicting information from the staff, TV remote with low batteries ... It may look as some small stuff but when repeated, it demonstrates that the service level has to improve for this hotel to equal other sofitels in the world",sofitel _rabat,rabat
 August 2016,4,The only Rabat property managed by a luxury hotel chain,"The hotel occupies a unique niche all by itself in Rabat, both in terms of representing only luxury chain operating in Rabat and also of being located away from the tourist area where most hotels are located. Yet it is close to embassy residences and a number of other areas of interest other than the old city. As such, it is priced monopolistically, and will remain as such till competition appears in the same category. The grounds are amazing - a very well designed and maintained garden with beautiful foliage, and a very good hard product - the basic room design has not changed much from the days that this hotel was a hilton, and includes the usual Sofitel extra-comfortable bed. As far as the soft product goes, some of the staff are quite service-oriented and deliver beyond…",sofitel _rabat,rabat
 August 2016,2,Bad experience,"We arrived the hotel at 11pm after a booking made since a week. We have a special need boy and we requested a suite connected to a room. Our contact in Rabat contacted the hotel receptionist Soukayna who confirmed that the room is connected to the suite, unfortunately when we arrived we were surprised that the room is not connected, as it is a very sensitive and important matter for us to keep our special need boy next to us, we had to ask for a bigger suite with additional cost to ensure the room is connected to our suite. The suite was still dirty and housekeeping still cleaning the room while we arrived. No one told us or even escorted us to the suite and apology that the suite still to be cleaned. We had to wait two hours to get the very dirty suite done, I had another room…",sofitel _rabat,rabat
 August 2016,3,Not quite good enough,"I spend a lot of time traveling for business and pleasure and I was pleased by the standard of rooms and facilities at the hotel, but the service was clunky and sometimes impolite. I did not really feel welcome and that's despite there being lots of staff. It's an oasis in a pretty city, but I can feel that staff training and management needs work to really personalize the service. And some staff members need to clean their clothes more regularly.",sofitel _rabat,rabat
 June 2016,5,Great hotel!,I stayed at the hotel for 4 nights For business and the standard and service was 5 star! Well Done! Probably on of the best hotels I have stayed in. The lobby is massive with serveral restaurants. I ate at the buffet restaurant for all meals. Well prepared and presented,sofitel _rabat,rabat
 November 2015,5,Luxury Business Hotel,"I went for 15 days in this Hotel for business reasons and my wife joined me for the weekend, The rooms, the enviroment, the restaurant, the swimming pool all was served with great luxury. We spent amazing days in Rabat mostly thank to the service we were able to enjoy in this Hotel.",sofitel _rabat,rabat
 July 2016,1,Tired and dissapointing,"This hotel is really poor compared to other Sofitel hotels I have stayed in. No coffee machine, damp patches and stains everywhere in room 212. No notepad just a pencil. Stayed in Sofitel Vienna two weeks ago, which was in a different class. Won't be coming back.",sofitel _rabat,rabat
 July 2016,3,Very average service but nice hotel,"The place is really beautiful with nice gardens and large spaces. The breakfast is pretty good . Unfortunately, the service isn't great. It ruins the experience a bit. You won't find much better service anywhere else in Rabat anyway (except in ryads in the medina that are a lot smaller with more customized service). I do not recommend the spa at all. For a third of the price, you can get similar services in other places in Rabat. The massage wasn't very good and the entire experience wasn't relaxing because the staff just wasn't trained well to work in a five stars hotel. I still recommend staying there for the view and the location. The rooms are comfortable .",sofitel _rabat,rabat
 May 2016,3,the service is very bad,"I emailed Sofitel for a reservation, Leila first answered me, then disappeared for a very long time. I then telephoned and learn she is no longer with Sofitel. no one is willing to help me with this booking. I then get in touch with Taha, he finally helped me with this booking. I like rabat very much and decided to visit rabat again, so I emailed Taha. My God, he only emailed once, then disappeared again. I really had to telephone him from USA. this time he is not polite and very rude and liared. I will not go back to this hotel again Liang",sofitel _rabat,rabat
 May 2016,4,Stay in Sofitel Rabat,"Superb hotel, very nice location, good facilities and very nice staff. I took dinner on one night, which was quite OK as well. Hotel also arranged cabs for us, whenever it was needed. I went during cultural musical week and it was an ideal place to stay, as one of the major concerts was next to this hotel. Overall an excellent hotel and would visit it again.",sofitel _rabat,rabat
 July 2016,5,Wow!,"This is the place. City wonderful clean, safe, and a bargain. Sofitel very nice. Staff superb at desk. Rooms clean. Plenty of hot water. Good wifi. Shout out to Zahira M'hommed and Zahira Enwadi for great service two great young folks. Get the breakfast package! Need to mention a few other folks by name at the front desk who made my stay stress free. Thumbs up here! Thank you",sofitel _rabat,rabat
 June 2016,2,You would have better quality and service sleswhere,"I was the leader of a large group that spent 3-4 days at this hotel in the middle of June. It was a sad choice and far from wise-undoubtedly the hotel has seen better days and better service; but those days are long gone. Setting aside the fact that most staff spoke little to no English, the rooms were tired, mattresses were saggy and their deep indentations were covered up by mattress pads (which were also old), the telephone apparatuses in the rooms did not work, room service after hours had to be ordered through the reception and took a long time to arrive, and there was not enough soundproofing for both outside and between-room noises. The breakfast buffet was ok but the sandwiches for the group's lunch were made with stale bread, with the bare minimum of ingredients, no…",sofitel _rabat,rabat
