rating,new_reviews
1.0,moment tente unique
1.0,jour en famille
1.0,linda jean jacques jeanjacquesfradet com
1.0,calme et nit
1.0,excellente exp rience you get what you pay for
1.0,exp rience au spa mchlifen
1.0,un tel havre de paix
1.0,le repos total
1.0,jour en famille
1.0,hotel de lux
1.0,une exp rience exceptionnelle
1.0,papat et gege
1.0,tour sp cial
1.0,belle parenth se
1.0,apr midi spa au top
1.0,la suisse sur atlas
1.0,best hotel ever
1.0,parcours de golf poustouflant
0.0,tel plut tape il que ellement agr able
1.0,restaurant au tp
1.0,superbe week end
1.0,tres bel endroit
1.0,un endroit de ves
1.0,relaxing and peacefull
1.0,un cadre couper le souffre
1.0,tr bel tablissement
-1.0,service nul et plats diocres
1.0,un ner oriental au top
1.0,nous reviendrons en hiver
-1.0,toujours autant de pris pour les nationaux
1.0,une exp rience vivre au moins une fois dans la vie
1.0,un licieux petit
1.0,un jour de ve
0.0,oui mais peut mieux faire
1.0,un cadre exceptionnel et un havre de qui tude
1.0,quelle magnifique tel
-1.0,un traitement raciste
1.0,le luxe tat pur
1.0,un vrai palace
1.0,un hotel tjr present
1.0,tr bon jour
1.0,tr agr able
1.0,tres bel endroit avec quelques reserves
1.0,un week end de ve prolonge
1.0,tr agr able
-1.0,aux abonn absents
1.0,week end ifrane
-1.0,incomp tence des agents de curit
-1.0,tr grosse arnaque
-1.0,service de securite nul
1.0,un moment vasion
1.0,tres bel hotel avec qq ajustements au niveau du service
1.0,de la neige au maroc
1.0,attention la qualit de service
1.0,attention la qualit de service
0.0,qualit de service en baisse
1.0,tr bonnes prestations culinaires
1.0,une exp rience unique
1.0,connexion totale garantie
1.0,petit jour verdoyant
1.0,cadre magnifique mais
1.0,le luxe made in morocco
1.0,merveilleux et stup fiant
1.0,exp rience renouveler
1.0,un cadre magique avec un service professionnel
1.0,est ce que ici le pardis demanda mon fils de ans
1.0,chic royal en demi pas de palais royal
1.0,pas de neige mais les yeux pleins toiles
1.0,pur moment de tente
1.0,un endroit pour recharger nos
1.0,un palace hors norme
1.0,mr hulot la montagne
1.0,sejour de relaxation
1.0,jour en paradis
1.0,le prochain mondial
1.0,tout simplement magnifique
1.0,la perfection jusqu au bout des draps
1.0,une exp rience de ve
1.0,visite de ve
1.0,excellent jour en famille
1.0,la perle de atlas
1.0,raisonnable et agr able
1.0,un tel raffin
1.0,absolument irr prochable
1.0,palace fabuleux excellente gestion personnel unique au maroc
1.0,tr professionnel bravo
1.0,juste pour boire un caf tr beau
1.0,luxe et paysement total
1.0,est aussi le maroc
1.0,un vrai palace
1.0,hotel tr agr able
1.0,un jour extraordinaire
1.0,en amoureux la montagne
-1.0,mais pour qui se prennent ils
1.0,une vraie fiition du luxe
0.0,hotel exceptionnel mais restauration pas au niveau
1.0,un hotel de luxe et de charme
1.0,excellent mais petit probl me
1.0,tr bel tel
-1.0,cevant pour un palace
1.0,petite halte dans altlas
0.0,est vraiment dommage
0.0,hotel splendide mais dommage
1.0,un tel magnifique au service parfait
1.0,un havre de paix
1.0,chalet de luxe
-1.0,la comp tence ne suit pas
1.0,le luxe extra large
-1.0,mauvaise foi du service commercial
1.0,confortable eet service top niveau
1.0,tout simplement waou
1.0,tres bon week end
1.0,un jour de ve
-1.0,une grande ception
0.0,rien est la hauteur des attentes
0.0,us du service et des chambres
1.0,exceptionnel magique une qualite de service digne un grand palace
1.0,un havre de paix
1.0,un palace de charme au sein de la suisse marocaine
1.0,luxe et raffinement
-1.0,un bijou en plaqu or
1.0,un havre de paix
1.0,tr bon jour
1.0,un pur moment de bonheur
1.0,un hotel grand lux
1.0,ifrane la petite suisse marocaine son palace
1.0,jour de noce inoubliable
1.0,un sejour extraordinaire
1.0,un havre de paix et de luxe
1.0,la petite perle du maroc
1.0,un ritable havre de paix
1.0,magique et luxueux
1.0,un pur moment de plaisir
1.0,est le paradis
1.0,auparavant changement total
1.0,belle propri dans un bel endroit
-1.0,grande propri de vill giature personnel de premi re ligne difficile
1.0,retournerai en janvier
1.0,parfaite adresse pour se reposer
1.0,le meilleur service que aie jamais vu
0.0,laissent beaucoup sirer
1.0,belle et reposante suite
1.0,tout simplement parfait
1.0,bergement fantastique meilleur service
1.0,paix et tranquillit
1.0,tr bel tel dans ifrane neigeuse
-1.0,tel agr able mais le service est pas terrible
1.0,une exp rience inoubliable
1.0,couper le souffle
1.0,une exp rience vraiment unique
1.0,une excellente fin de semaine
1.0,nous avons appr ci le superbe spa
1.0,nous tions merveilleusement accueillis par fatima un tr bonne accueil est la signature sofitel jardins des roses la qualit de la literie typique sofitel ce qui nou garantie une bonne nuit merci pour tout
1.0,un accueil tr chaleureux de la part de madame fatima zohra et sp cialement son service et don engagement vis vis de la cliente une femme qui nous accabl avec son sourire et sa loyaut raison pour laquelle nous tenons retourn plus souvent merci fatima zohra pour ton service incomparable excellente service
1.0,jour tr agr able personnel accueillant et tr sympathique le club mill sime vip au eme tage est un must pour travailler rafra chissements et petits fours sal et sucr sont servis toute la journ une salle de union est me rvable la demande quelle fantastique exp rience
1.0,vraiment des gens accueillants merci affinement mme fatima zahra pour votre service et votre accueil chaleureux service agreable vraiment top et aussi oumaima pour votre service merci les filles excellent service
1.0,tr bon jour la diff rence avec autres tels toiles ou palace est un accueil des plus chaleureux dans un cadre tr tranquille et tr sobre tel est extr mement confortable et chaleureux je reviendrai
1.0,un garde tr tr jolie avec un personnel tr aimable et accueillant merci fatim zahra et toute quipe de la ception qui ont permis un jour des plus agr ables je recommande vivement cette tablissement
1.0,super bel accueil et surtout de la part de mlle amal et monsieur salif et le manager soufiane je remercie toute quipe de golden fish avoir participer me ter mon anniversaire tait sublime tr chaleureux et surtout tr bon et un excellent service et merci au chef rachid pour ses succulents plats
1.0,le ner dans ce restaurant et impeccable licieux et surtout avec les trois fille fatima et oumaima et sanae son aimable et professionnel et sourient et coute de est client merci beaucoup et en revient la prochaine fois
1.0,un tr bon ner au restaurant al warda le paule agneau et licieux je veux remercie le chef rachida et la serveuse oumaima avec son service impeccable et sa gentillesse vraiment est top top top son oubli le manager de restaurant madame fatima merci beaucoup
1.0,je veux donner mon avis sur ma satisfaction sur mon passage lors de mob diner vendredi dernier au restaurant warda mes sinceres gratitudes mme fatima zohra au restaurant warda qualite dz service top
1.0,ai pass un agr able jour surtout la journ au niveau du spa merci sana pour le massage relaxant tu as fait voyager tr belle journ pass au spa merci toute quipe je reviendrai est certain
1.0,on voulait sortir changer air on choisit de venir ici valu la peine notre arriv nous avons tr bien re et dirig vers le restaurant nous avons servi par salif et amal personel tr acceuillant et serviable service typique un grand restaurant enfin nous avons tr bien manger dans une endroit confortable et relax nous recommandons finitivement cet endroit
1.0,la soir si excellente que nous avons beaucoup appr ci et repos moi et mes amis et organisation tait bonne merci beaucoup mme amal abia pour ton acceille et ton professionnalisme elles nous bien accueilli et elle nous montr beaucoup de trucs merci beaucoup
1.0,accueil chaleureux apres un tournoi de golf mes plus grands remerciements madame jihane pour sa gentillesse et son accueil sans oublier le staff sp cifiquement nabil vous tes au top bravooooo
1.0,ai dinner dans le restaurant de tel tait vraiment licieux en pris le tajine royale et la tanjia est licieux madame oumaima tait gentille avec nous sourient et service professionnels merci pour tout
1.0,merci beaucoup les filles pour votre acceuil votre sourire mme fatima ezohra sanae oumaima sanae au restaurant marocain et aussi votre magnifique service professionnel et sans oublier les gens de la cuisine latifa et khadija un marilleur endroit al warda et magnifique atmosphere
1.0,ayoub bayard tr sympathique avec notre groupe amis nous avons appr ci le service nous reviendrons avec plaisir tel sofitel de rabat le golf est galement magnifique et tr agr able salif est tr sympa aussi
1.0,un tr bon dinner au restaurant marocaine je veux bien remercie madam oumaima avec son sourire sa gentillesse est son service professionnelle un licieux dinner je revient la prochaine fois avec la famille
1.0,je voulais laisser un avis histoire remercier quipe du restaurant marocain qui fait preuve de courtoisie et amabilit je salue madame fatimazora pour son accueil de la part de madame et monsieur mbany bient
1.0,je veux exprimer mes remerciements mme fatima zohra au niveau de votre restaurant warda pour la qualite de service et le gout des plats saveureux castrinomie marociane est genial et est magnifique
1.0,je veux pr senter mes remerciements mme fatima zohra restaurant warda pour hospitalit et la qualit de service fournis lors mon ner jeudi dernier bravo et bonne continuation dans votre travail
1.0,lors de mon ner de couple au restaurant warda le vendredi dernier ai trop appr ci la qualit service et de nourriture et plus pr cis ment mme fatima zohra pour son sens accueil et gentillesse
1.0,tr bonne exp rience au restaurant goldenfish de tel particuli rement avec le service de salif et amal et sallouane magnifique vue sur la piscine de tel repas rapidement servi et excellent la cave des vins est tr bonne aussi
1.0,espace chicha so nice rabat est parmi les meilleur endroit que ai visiter rabat une bonne qualit de chicha un tr bon service aupr des serveurs sans exeption un bon accueil de la part de niema elles est trop adorable et serviable toujours avec sans beau sourire
1.0,un bel endroit avec une belle ambiance un bon service un special merci chakir et khalid sans oublier bien sur mme niama avec som beau sourire et surtout qu elle est toujours coute du client je recommande vivement cet espace
1.0,une soir fort sympathique salif et abdessamad ont pris un soin particulier pour nous choyer au restaurant golden fish de tel merci encore pour ce moment et le dessert exquis ai pass un excellent moment
1.0,merci au guest relations fatima zahra et zineb elle sont toujours souriante et ecoute petit dejeuner copieux la qualite du service et de la relation clients sont exeptionneles je recommende vivement
1.0,toute quipe de restauration sp cialement fettah et zohra salif chakir oumaima fatima zahra et bien quipe ception hasna sara aziza mounir et quipe piscine tage tr bon accueil merci encore la conciergerie rachida aussi merci bcp
1.0,agr ablement re lors du petit jeuner par mme mode et mr salif beaucoup de professionnalisme et une gentillesse sans gal une nette am lioration par rapport lors de ma derni re visite buffet de qualit et tr vari
1.0,magnifique accueil du guest relation zineb tr gante et toujours souriante qui nous aid avec tous nos servations et qui nous accompagn tout au long du jour merci infiniment pou tout tres hotel
1.0,merci salif et amal pour le service tr tr professionnel et la qualit aussi tr sympathique endrois convivial avec un super cadre et bonne qualit des plats tr bon vin le jardin des roses blanc
1.0,je red couvre avec plaisir le restaurant marocain que affectionnais particuli rement avant la pause malheureuse li au covid une exp rience culinaire associ une douce ambiance traditionnelle exceptionnelle accueil chaleureux et raffin de fatima
1.0,amal et selif nous ont trait comme des rois le ner tait excellent nous reviendrons certainement merci beaucoup et bient nous venons de la suisse et allons en parler tr positivement nos connaissances continuez comme
1.0,accueil chaleureux par madame fztima zohra exelent service et professionnel et souriante merci pour elle est une amour et aimable merci encore pour ton accueil et service professionnels et le sourire
1.0,pour ma premi re visite rabat ai choisi tel sofitel jardin des roses la qualit de accueil est sans pareille je salue surtout la gentillesse de mmes habiba et halima qui se sont occup es de la propret de ma chambre
1.0,tais au restaurant golden fish au bord de la piscine vu magnifique un service tooooooooop je tiens de remercie salah zohra oumaima cuisine la hauteur je recommande ce restaurant au sofetil rabat jardin des roses
1.0,bon restaurant en bien mong bien accueilli je sentir comme chez nous je licite le chef said et youssef zohra de service et oumaima je recommande de visiter le restaurant golden sofitel rabat jardin des roses
-1.0,horrible experience rien march du debut la fin tres mal acceuilli la reception et un concert de plusiwurs milliers de personnes juste en bas de hotel je ai pas pu dormir la moindre des choses est informer le client au check in mais cet equipe communique peu et ne se soucie guere du client
1.0,restaurant marocains int rieur de tel excellent service de la part de mme fatima et mme saana gentillesse et professionnalisme dans un contexte tr agr able je ferai retour dans un prochain voyage ils ont demand crire un commentaire que ai crit avec plaisir
1.0,excellent service de fatima ezzahra et de sanaa un restaurant de qualit conseiller tout amateur de la cuisine marocaine un bel endroit pour recevoir et faire plaisir ses invit merci beaucoup fatima zohra pour votre gentillesse
1.0,vraiment toujours un tr bon accueil surtout les gens de la ception aziza abderahman mounir et bien sur le golden fish un super service toute quipe et surtout le grand soufiane et imad merci tout le monde
1.0,je tiens pr senter mes salutations mme fatima zohra restaurant warda pour sa qualit de service et son hospitalit samedi je compte revenir ici in chaa lah vu ke tous les ments sont favorable
1.0,tr bon tel calme et tr bien fr quent un grand merci mehboubi mariam et toughane lasri pour le travail qu elle fournisse en terme de nettoyage et de pr paration des chambres au top car hygi ne est tr important pour nous
1.0,je tiens remercier la qualit accueil et service au niveau de restaurant warda lors de mon ner avec mon mon mari pr cis ment mes salutations mme fatima zohra pour sa gentillesse absolue super
1.0,merci equipe du golden fish pour acceuil et le service irr prochable mention sp ciale soufiane et son adjoint imad qui sont aux petits soins avec tous les clients les serveuses aussi sont tres professionnelle ainsi que toute equipe salah pour le service au bord de la piscine merci tous
1.0,aimerais remercier madame najet celle qui est occup de ma chambre num ro pendant le mois de juillet une femme chaleureuse adorable tr gentille serviable et tr professionnelle merci encore une fois pour ce magnifique jour
1.0,je tiens pr senter mes remerciements profonds mme mdair fatima zohra au niveau du restaurant marocain pour sa qualit de professionnalisme son hospitalit samedi dernier lors de mon ner bravo
1.0,un bon compromis entre tel de travail et de loisir merci beaucoup ces formidables collaboratrice mme abiba bachar et son adjointe halima toute quipe du club mill sime est super un merveilleux endroit
1.0,je suis tr satisfaite du service nadia est tr chaleureuse et accueillante vous avez assurance de calmer les petites fringales avec de licieux encas reusement offerts par la charmante nadia
1.0,chambre plut grande tres bien am nager mais surtout le club mill simes du la dame et tr rapide super gentils et nous accueille la perfection la piscine tr calme mais on ne peux pas commencer de shisha au bord de la piscine et le petit dej tr bon mais note le club vip mill simes est au top
1.0,nadia au lounge est tres bonne est le meilleur lounge que ai eu la chance de visited et mon travail me fais voyager partout dans le monde tres tres bon service la nouriture est tres bonne et cous pourrez prendre un verre de biere aussi
1.0,ai pass un jour tr agr able au sofitel rabat jardin des roses le cadre est sublime et le personnel tait aux petits soins mention sp ciale pour nassima au spa pour sa gentillesse et son professionnalisme
1.0,la force de cet tel est le professionnalisme et la gentillesse de ses employ et principalement les agents de ception qui avec le temps comprennent et tiennent compte des sp cificit des clients et des pr rences de chacun
1.0,est un excellent tel les chambres sont magnifique service exceptionnel et surtout de la part de fatima ezzahra du restaurant elwarda de sp cialit la licieuse cuisine marocaine ma prochaine visite rabat sera sans aucune sitation cet hotel
1.0,le club mill sime de tel sofitel rabat jardin des roses est tr accueillant et sa rante mme nadia est une gentillesse exemplaire une exp rience cue in dite et renouveller la premi re occasion est un des meilleurs au maroc
1.0,restaurant golden fish excellent avec tr bons poissons et personnel tr coute et patant dont salim et zahira il est en face de la piscine et est tr calme buffet le dimanche tr appr ci
1.0,je suis une cliente fid le du sofitel mme zt boukili de la chambre ai beaucoup appr cier le services front office et accueil et la relation client le zineb et hasnaa aussi je remercie le room service et le houssekiping pour leur disponibilit apres chaque appel et leur sourire pendant le service
1.0,un tel de tr bonne qualit avec un service de prestige ai eu la chance de faire le ftour au restaurant marocain du sofitel de rabat avec un grand choix de plats chaque jour petite attention pour fatima zora et oumaima qui sont attentionn es et serviables
0.0,les restaurants sont tr chers rapport qualit prix tr diocre sauf le golden fish je conseille vivement de manger ext rieur tel quand lui demande tre rafra chi les chambres sont vieillottes en revanche le hammam est beau
1.0,licitations toute quipe du sofitel rabat avoir rendu mon jour tr agr able mention sp cial pour mbarki et ses quipes pour cette belle exp rience hotel qui ussi garder son standing luxe
1.0,ma soeur et moi avons au amber bar on tellement bien accueillies par le serveur anouar qu on voulait me pas partir il tait tr tr serviable et professionnel toujours au petit soin merci pour accueil chaque passage sur rabat retourne sans faute
1.0,agr able jour dans ce bel tablissement comme habitude sans doute le meilleur de rabat remerciements chaleureux anouar pour sa gentillesse et son professionnalisme au amber bar toujours au top
1.0,je licite zhor et najat er tage pour la qualit du service aux chambre elles taient tr serviables surtout avec mon pied fractur la chambre tait propre et tr bien nettoy et rang cet tel un tr bon service
1.0,toujours tr bien re dans cet tel le personnel est attentionn et attentif le salon du eme est un petit bijou pour les voyageurs affaires ou le personnel est exceptionnel et vous donne impression etre la maison
1.0,nous avons pass un jour tr agr able en famille excellent service et tr bon accueil mention sp ciale mme nadia qui nous accueille toujours bien au club millezime et puis encore mme toughane avec un service de chambre irr prochable et soigneux nous reviendrons
1.0,le brunch est vari et il fatema zahra qui est au service au brunch est tr adorable et pr sente au petit soin merci beaucoup on compte le refaire les enfants ont aim aussi merci fatem zahra
1.0,excellent hotel avec un tr bon service en ral belle piscine et bons restaurants quipe accueil est adorable je recommande le club mill sime au tage pour ceux qui en ont acc le service est exceptionnel bien am nag et tr pratique
0.0,des probl matiques hygi ne qui chent le jour malgr la gentillesse du personnel la crise sanitaire est certainement pass par mais ne justifie pas la baisse des prestations qui ne refl tent plus ce que on attend un tel digne de ce niveau
-1.0,je suis tr de mon jour la chambre tr mal entretenue un trou dans le mure des toilettes la moquette tr sale pas de ceintres dans les placards bref je retournerai plus
-1.0,pas vraiment que sofitel soit au courant qu ils ont un tel rabat cet tel par en labrement complet heureusement que le personnel est particuli rement chaleureux et une gentillesse dans limite seul point positif le spa qui est vraiment top ainsi que que le personnel
0.0,bonsoir je trouve anormal et inconcevable tre dans un sofitel qui est cens tre un toiles et qu on appelle du matin pour avoir un simple dessert et qu on me dise il en pas on qu une assiette de fruits quel dommage pour une cha ne tel de tre standing
1.0,excellent endroit le restaurant avec une belle vue sur les jardin une equips exeptionnel le service et accueil au top par la charmente fatimzahra une remerciement particulier au chef rachida pour un excellent brunch marocaine jadore cette endroit je recommande mercii
1.0,un bijou de la capitale avec une quipe pro leur te ssi bergach vraiment un tel magnifique propret accueil chambre vue magnifique bouf vari je conseille vivement tous de faire un saut ici merci bcp sofitel jardin des roses zakaria profil diamant
1.0,tr bon service et tr bel accueil de la part du groupe sofitel occasion un jeuner anniversaire avec mon fianc mention sp ciale ouma ma qui nous mise tr aise service impeccable
1.0,il faut imp rativement investir dans des clubs de golf neufs ce est pas normal de ne pas avoir de mat riel de bon standing dans un tel tablissent ce qui fait baisser consid rablement la note cela est vraiment dommageable
1.0,bonne ambiance avec tr gentil personnel des moments inoubliables sur le eme etage petit jeuner tr bon et chambres tr propre merci mme jamila pour le service de chambre je reviendrai je recommande vivement
1.0,un super jour en couple pour ter notre anniversaire de mariage un grand merci hasna du service relation client et aux quipes du restaurant golden fish dommage que le spa et la piscine taient ferm cause des restrictions
1.0,excellent jour refaire tr prochainement inchallah je licite toute quipe pour leur attention particuli re et pour leur professionnalisme ai gard en moire quelques pr noms fatimzahra nawal mounir ainsi que mme fatiha merci pour toute quipe
1.0,ai tr re par quipe sofitel et pr cis ment par mlle hasnaa charg de relation qui est tr occup de moi elle ailleurs offert plusieurs masques pour ma protection et deux miniatures gel de douche hermes que ai bien appr ci
1.0,les chambres sont tr confortables et spacieuses le luxe est omnipr sent le personnel est chaleureux et tr accueillant les restaurants sont tr bon magnifique jardin je reviendrai avec plaisir
-1.0,une commercial travaillant au sofitel rabat eu un comportement plac envers nous au restaurant moi me artiste ainsi que mes amis avec leurs femmes est honteux cette commerciale se pr nomme soumaya merci de lui transmettre information pour changer son comportement
1.0,tr bonne accueil de la ception le personnel est au petit soin comme chaque jours dans tablissement tr satisfait de mon jour et une tr bonne mention pour les mesures contre le covid
1.0,toujours un plaisir de journer dans cet hotel le service est excellant le personnel est coute et est le plus important la direction su inculquer au staff la notion du luxe et les bonnes attitudes bravo
1.0,environnement accueillant personnel professionnel et aux petits soins gastronomie au golden fish digne un michelin le spa un plus ind niable plusieurs activit disposition une direction pr sente et coute
1.0,tel magnifique personnel fantastique que dire de plus chambre tr propre et bien entretenu service en chambre parfait merci tous le personnel et surtout hafida et oufou jardin magnifique
1.0,toujours un plaisir de journer au sofitel rabat jardin des roses le personnel est efficace et aux petits soins la laiterie est magnifique les suites sont spacieuses et bien cor es avec un tr beau jardin je tiens remercier tout le personnel sans exception
1.0,tout etait excellent les suites au eme etages devraient etre rafraichit personnel au petit soin le restaurant marocain est dot un service impecable la reception les fille sont juste exceptionnelles dommage que le parfum ambiance changer ainsi que les uniformes personnellement je prefere les anciens
1.0,ai pass un excellent jour avec la famille au sofitel jardins des roses le professionnalisme accueil chaleureux et le service excellent tel est agr able un grand merci pour toute quipe restauration ception bar tages curit bient zakaria
1.0,un accueil tr professionnel et toujours personnalis gr ce mme ohayon une conciergerie haute couture avec ahmed et naime et enfin un spa sublime les th rapeutes sont excellentes en particulier mlle najwa qui est tr professionnelle et soulage les dos comme le mien qui souvent souffre de courbature merci et tr bient
1.0,parfait pour travailler situ entre roport et le centre ville parfait pour faire du sport il pour tous avec plusieurs piscines dont une ext rieure chauff le service client est personnalis et toujours impeccable
1.0,ravie du moment pass entre amies ce jeudi aout au sofitel jardin des roses de remise sur toutes les consommations pour les femmes un service impeccable fourni par le tr sympathique samir qui vraiment aux petits soins pour toutes on reviendra tr bient
1.0,un service et un accueil exceptionnel le lieu est chaleureux et tr calme je remercie particuli rement samir qui fait son travail parfaitement il bien longtemps que je avais pas tait aussi bien servi et accueilli un lieu qui honore largement ses toiles
1.0,un grand merci hasna pour son professionnalisme et accueil chaleureux chacun de nos jours au sofitel jardin des roses nous remercions aussi soufiane et rafiq du golden fish pour leur gentillesse et disponibilit bravo cette super quipe qui fait de chacun de nos jours un moment inoubliable
1.0,paysement garanti dans un havre de paix malgr les contraintes li es au corona le personnel tait au top un petit rafra chissement dans les suites serait un plus mais je regarde trop bienvenue la maison
1.0,nous avons etait acceuilli par hasna guest service un grand professionnalisme et un grand sens du service notre diner au golfen fish est super bien pass gr ce au super service de soufiane et rafiq merci eux de nous avoir permis de passer un super jour en famille
1.0,un tel la hauteur de sa putation un service impeccable notamment au petit jeuner ou mme khadija et son quipe est toujours au petit soin les quipements sont une excellente qualit on appr cie particuli rement la piscine chauff
1.0,un endroit calme avec un jour magnifique les personnel sont trop sympa surtout quipe de la cuisine marocaine je veux remercier le chef rachida et latifa pour ta gentillesse et professionnalisme vraiment merci bcp
1.0,un grand merci tt quipe du sofitel pour tre occup de nous pour nos deux ans de mariage un merci particulier imane au niveau du spa pour son massage aux essentielles et pierres chaude et hafida au hammam pour leur accueil chaleureux et leur professionalismes je recommande vivement
1.0,cetait vraiment une tres bonne experience au sein de cette belle spa merci salma pour votre main ange je me suis endormie sans sentir le temps comment est passer merci beaucoup bouchra pour votre chaleureu acceuil vous etes les meilleurs
1.0,cris rarement des notes mais le service au spa du sofitel de rabat vaut vraiment le detour hayat accueil est super flexible et souriante le hammam de hafida est de loin le meilleur que ai jamais eu et je oublie pas les massages et soin imane qui ont fait oubli tous mes soucis merci beaucoup toutes les trois
1.0,je recommande vivement cet tel un endroit agr able et merci pour les filles de la ception imane et aziza pour leur accueil et gentillesse et professionnalisme ainsi hasnaa relation client le vraiment merci
1.0,le personnel du spa est tellement sympathique que retournerai volontiers un grand merci imane et bouthania tel tr propre avec chambre spacieuse et buffet succulent me jouis du hammam de demain
1.0,franchement tait trop bien ai pass un bon moment tranquille avec mes amis et aimerais bien remercier tout le professionnel et la dame de service qui est tr gentille et si je me trompe pas elle appelle jamila
1.0,une tr agr able journ au sospa du sofitel hammam de ve et accueil chaleureux de la jeune belle ceptionniste hayat et politesse incroyable je tiens de remercier effort de ce magnifique hotel merci beaucoup
1.0,je tiens liciter toute quipe de spa sofitel jardin des roses pour leur travail professionnel tr content par le hamam de fatima zahra et je tiens aussi remercier tout les personnels de ce magnifique tel
1.0,franchement service top le hemam est tr propre le personnel coute tr professionnel et surtout hafida et fatim zahra tr gentille qui on pris soin de moi au hemam je recommande vivement
1.0,grand merci faycal du service amber bar pour sa gentillesse et particuli rement khalid du petit jeuner tellement aimable et serviable ainsi qu au personnel qui fut aux petits soins pour nous et pour notre petit de enfant
1.0,jeuner en amoureux chez amberbar beau plateau de fromage pour dhr seulement et un service impeccable serveurs tr attentionn et professionnels merci faycal et younes nous reviendrons avec grand plaisir
1.0,super soin et vraie exp rience de hammam marocain authentique hafida est tr souriante et attentive je recommande pour une heure de compression totale la deco de zelliges traditionnelle est un peu fatigu comme le reste de tel
1.0,mais qu elle agr able exp rience sofiteil rabat jardin des roses surtout votre spa il est super la ception le hamam marocain traditionnel est magnifique des jeunes belle filles gantes est souriante surtout boutaina une nouvelle ceptionniste avec qu elle ai beaucoup parler et saida la demoiselle qui ma fait un excellent hamam
1.0,premi re exp rience au spa du sofitel et tait fantastique le hammam tait incroyable et accueil est chaleureux ai eu fatima zohra elle tait tr gentille et agr able ensuite pour le massage tait tr relaxant et bonne ambiance merci amina tr bonne exp rience
1.0,ai pass une semaine en famille toute quipe est tr attentionn particuli rement karima et qui occupe le kids club les personnelles sont sympatriques la nourriture est tr bonne et les plats vari le cadre est magnifique mes enfants se sont beaucoup amus avec les diff rentes activit au kids club merci encore toute quipe pour ses belles vacances
1.0,nous avons etait servi avec un grand professionnalisme par yassine au bar de hotel et au bord de la piscine par soufiane et rafiq merci eux de nous avoir permis de passer un super jour en famille
1.0,super tel calme sauf dans les couloirs des chambres les gouvernantes et femmes de nage parlent voix haute sans ne excellent petit jeuner avec ses financiers sans pareil les activit du kids club sont inexistantes si peu enfants bien dommage
1.0,sa da est aux petits soins son massage au gant de crin est le meilleur de la ville et application au ghassoul argile lang au miel est superbe pour la peau avis aux amateurs amatrices comp tente et aimable
1.0,apr un long voyage je me suis laiss port par les bienfaits un des meilleurs hammams au spa de tel avec sa da qui juste parfaite je le recommande fortement suivie un massage relaxant est la tente assur
-1.0,attention ce est pas en toiles plut toiles vraiment de leur prestation la nuit et tr loin du centre tr vieillot beaucoup de travaux pr voir pour ce dire toiles piscine int rieur vide spa je ai pas vu du tout horribl
1.0,tr bon accueil une equipe de reception exemplaire une chambre partaite globalement un service de qualit le personnel de qualit une bonne prestation de service globalement retournerai sans doute je recommande tr fortement
1.0,excellent et chaleureux accueil equipe top et service de qualit et au petit soin chambre bien am nag et tres propre restauration de qualit le responsable de la reception est une valeur cl de accueil extr mement attentif ses clients je lui souhaite ainsi qu son quipe une bonne continuation je recommande fortement
-1.0,chambre amenagement rudimentaire et fade me de bouteille eau accueil petit jeuner cevant et tr pauvre front de mer avec ch ssis en aluminium sifflant la nuit difficile de dormir viter si possible
1.0,tel disposant une belle vue sur oc an tr bon petit jeuner vari personnel tr accueillant tel disposant une piscine couverte et chauff tablissement est un peu loin du centre ville de tanger
1.0,un magnifique tel la suite est tr propre le service est super les personnels sont gants savent parler surtout les ceptionniste et les bagagistes tte la bouffe est licieuse un grand merci toute quipe nous sommes tr satisfaits licitation pour ce savoir vivre
1.0,tr grande chambre propre avec vue personnel serviable belle piscine ext rieure malheureusement pas chauff la piscine int rieure est gie par un horaire parant les hommes et femmes pas de boissons alcoolis es durant notre jour de la riode du ramadan tarif des boissons un peu ch re fa ades cr pies
1.0,nous avons serv une chambre vue sur montagne mais arriv on nous surclass et on nous donn une suite junior avec un balcon vue sur re accueil tait bien personnel gentil serviable une grande piscine ext rieur et une piscine chauff dans le spa je peux dire que un des tr bons hot ls de mogador
-1.0,ai atterris cet tel parce que ai eu de bons rabais malheureusement je suis en train de le payer ai un repas dhs que je peux trouver dhs dans un snack un conseil profitez des rabais sachant que vous tes loin du centre et ne consommez rien
0.0,tel est bien situ pour passer un moment au calme tanger tel est en bonne tat il fournie de bonne prestation et le personnel tais au petit soin cependant je trouve le tarif lever par rapport au prestation fournie dh la nuit le petit jeuner tais excellent avec plein de produit aussi bien marocain qu europ en
1.0,exp rience au sein de tel est juste parfaite les repas sont vari et de qualit la chambre et la propret le personnel est tr accueillant et chaleureux je tiens remercier saad elaouli en particulier tre toujours pr sent durant notre jour
-1.0,hotel ne correspond absolument pas au standard toiles mais plut un chambre propre mais mobilier bas de gamme et sans charme coration faite par des amateurs petit dej sans plus plage devant hotel non exploit personnels motiv tel est le plus excentr de tanger personnellement je ne le recommande pas
1.0,il degage une grande nit la tout est ordre et beaute luxe calme et volupte la gentillesse est une culture du personnel tres am ne vous faire plaisir belle vue sur mer belle plage et grande piscines un effort faire sur ka qualit des viennoiseries et du petit dej en ral
