 November 2022,5,Vivi,Lovely friendly staff...good selection of food. ..free transfer bus into the main town. ..not close to any shops etc.....be careful of hagglers when you get to town. ..they try to say that they work for the hotel and have seen you there. .I would definitely stay here again,hotelName,city
 April 2019,3,"Beautiful hotel, but SO Noisy!","This is a beautiful hotel. The grounds are vast and perfectly manicured. The staff couldn’t be more helpful and are always on hand. The food is varied and there is plenty on offer for all tastes. But it is just so noisy. You can’t escape it. The pool has music playing all day (the Zen pool doesn’t, but with a 12 year old, you are not allowed there. Something that is NOT made clear on any web page. Also this is the only heated pool. So kids and adults with kids have to slowly freeze in the main pool). So back to the noise. The bar area has constant music inside and out and live entertainment in the evening. Too loud to hold a conversation. All of this would be forgiven if you could actually go back to your room for some peace and quiet. Every night woken multiple times by…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Wonderful holiday,"This hotel is super! The staff are welcoming and helpful. The restaurant has a wonderful spread and choice of buffet for breakfast, lunch and dinner. The chefs are really imaginative! There is also a special Morrocan restaurant that you need to book in advance - but well worth it! There are sports and animations each day for those who wish to participate and children of all ages are well catered for. There are also many evening events so if you are not a night-bird, it would be wise to ask for a quiet room! The bedrooms are spacious and well-equipped and I fully recommend this hotel.",Iberostar_Club_Palmeraie,Marrakech
 April 2019,1,Not what you expect,"Despite being 4 star - be prepared for no real coffee at breakfast (just instant), no towels available for swimming except before 12, a one hour check in process, no food for anyone with allergies (my son is allergic to dairy and they literally could not care), hollow walls, noisy til midnight, rock hard mattresses.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,"Lovely hotel, amazing staff","We have just returned from a 3 night girly break all in all we had a great time, pools very clean, drinks good, food mostly a wide selection , staff extremely friendly and hotel grounds very clean The only few things why i didnt give 5 stars is that i have a wheat allergy and emailed before hand and tried to tell staff there but no one seemed to understand so i lived off chips amd rice all weekend, when i returned i messaged and was told that when you check in you fill in a card and the catered for you but i didnt know i think when guests check in would be a better idea for your staff member to say is there anyone in the group with a allergy as we have a special procedure. The Moroccan restaurant very slow service took 1 hour to get main course and portions very small we had…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,"An amazing, relaxing and highly enjoyable stay!","A very clean and beautiful hotel- the reception always smelt absolutely amazing. All the staff were so kind and welcoming. On our first day we were welcomed by Bashir at reception, he was very helpful and welcoming. The rooms were very clean. The food was delicious- especially on Moroccan night. The entertainment team was superb- they worked very hard to include everyone and make sure everyone was having a good time. A special thank you to: Khalid, Hamid, Morad and Rory. They were always so friendly and ensured we had a great time! Archery was lots of fun as was trapeze and 'Master Chef'. The zen pool was nice and relaxing. The food truck burgers and hot dogs were delicious! The shows at night and the dancers were so much fun to watch. If we had any questions or queries during…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,"Great hotel, superb staff!","My wife, dad and his girlfriend stayed at this hotel for a few nights in middle of March. Amazing value for what we paid. We stayed in a basic room but it was absolutely fine, fresh towels and cleaned every day. Food and drinks were great - lots to choose from! One of the key things about this hotel is the staff. They cannot do enough for you, and I have to say a special mention about RACHIDA who was a lovely lady. The animation team are also good fun - they try and get you involved but certainly aren't pushy! All in all, a great hotel, for a good price, with beautiful weather. What more can you ask for! Well done to all staff at Iberostar Club Palmeraie Marrakech!",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,a real great stay,"sometimes you look at reviews and think, no it won't be that good.well we have just got back from 2 weeks,and it is a great hotel.for the money we paid its great value.it's a very clean, well managed hotel...all the staff go the extra mile to make the stay amazing. all staff are great,but we mention the following staff who served us very well,above the call of duty... rashida dining breakfast and lunch... zakarias food truck, who is happy daft,and we had a real great laugh. and mohamed and abdull drinks waiters evening, who served our drinks needs 100%..all genuine from the heart people.their service went to make the holiday above average, and will make us return..the manager walks the hotel and grounds each day talking to guests..the food is of good quality,plentyfull and a…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Luxury Oasis,"We have just returned from a short break at the club Palmeraie and we were very impressed! This hotel is immaculate from the grounds to the cleanliness the staff work so hard to ensure you have a fantastic time. I had a bottle of complimentary champagne left in our room on my birthday scattered with rose petals, what a lovely gesture!! Food is also really good with something for everyone, we had the best meal in the Moroccan restaurant definitely recommend it. Wine here is also really nice, and the bar staff remember you’re order all night. We would definitely return!",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Perfect break away,My best friend and I chose this hotel for a short break and we were so impressed with everything .... As soon as we arrived we were taken care of and thoroughly spoilt by all staff ... nothing was too much trouble and each and every person was so friendly and helpful especially all the animation team who were totally amazing and really made our holiday so special ... we thank you so much for all your efforts and cant wait to come back in the future !! Nina and Julia xxxx,Iberostar_Club_Palmeraie,Marrakech
 March 2019,3,Average,"The hotel in general is very clean the pools and hotel grounds are also very well looked after but the rooms are average. No tea or coffee facilities completly empty mini bar although we where staying ""ALL INCLUSIVE"". No slippers or robes and we had two single beds pushed next to each other as a double bed. Food choices plenty in the main open buffet restaurant but dinning facilities are limited. Onlly one main buffet restaurant serving breakfast lunch and dinner and one A la cart only open in the evenings. There are no smoking restrictions in any outside spaces which is not very comfortable when dinning if you are a no smoker. Snacks in between just a van by the pool for hotdogs crepes and burgers not many choices, and nothing available after evening dinner if you want a…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Lovely Break,"We had an amazing week here recently. The hotel is immaculately clean and everyone works incredibly hard to keep it this way. All the staff were lovely and friendly including reception staff, bar staff and restaurant staff. The entertainment team were also great and try to get as many people involved as possible. The weather was beautiful and we would definitely recommend this for couples looking for a winter break with some sun.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Hotel,Great hotel with attentive and friendly staff and lovely well kept gardens. Food very good with wide selection. Wonderful experience will recommend this hotel and will try others in group. Marrakech great.,Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,Wonderfully Relaxing,I wanted a place that offered rest alongside a great experience with the family. We got that and more. The grounds are absolutely fantastic as a place to relax and have fun. Staff are friendly and provide excellent customer service. I will certainly return to this hotel.,Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Perfection,Me and my friend have just returned home from a few days in Marrakech at this hotel. What can I say....this hotel is perfect for a few days break but I wish I could have stayed longer. Everything is lovely from the rooms to the grounds and especially to the staff. Hanane in reception is so lovely and helpful and Zyad in the bar is great and also Salah in the Zen bar is great. There are too many to mention but all of the staff go out of there way to be helpful and they are all happy to do so. The Zen pool is lovely and where we really relaxed. There is a spa at the hotel. Have a hamman and body scrub...amazing! The food is varied and lovely. There was a themed Morrocan evening with traditional music. The entertainment was good. I highly recommend this hotel and hope to visit…,Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,A heavenly oasis,"We are both rather ancient...and well travelled. For us this place was rather special. Check in was very relaxed and we were discreetly assessed, which led to us getting a room change in keeping with our mobility and getting re-assurance about my wife's lactose and gluten free diet. The site is immaculate and quite wide ranging, Some residents we met had never found the new lake or the driving range or the boules pitch etc. so much and all so pristine. The food was delicious and completely 'safe'. Finally the staff are so lovely. They like to anticipate what you want and provide it promptly. There seemed to be a basis of natural Berber hospitality refined by top class training. Thank you all.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Sunshine resort and Sunshine Staff,We came here for my wife's birthday. It is not long haul and this was my first experience of all inclusive. We have travelled in many areas of the world. We both thought this was a fantastic place and can with hand on heart say we enjoyed every minute of it. The staff were charming and helpful in the extreme ( not according to some folks on here!!) - believe us from the cleaning staff to the kitchen staff to the desk staff bar staff entertainment staff and of course the management staff - they were attentive caring and were intent on giving you a great time. The grounds are well kept and the bedrooms clean and well appointed. A small suggestion to put a hand rail in the shower would be a help ? The buffet food is well cooked and well presented. The choice is excellent. The a la…,Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Awesome....Love it...😊,"I'm sitting in this beautiful decorated Lobby...and writing this review from here.Hotel is lovely...Staff always willing to help ,awesome,friendly,kind and always smiley.Entertainment team is wonderful.Everday different varieties of food and desserts-yum yum :) Everyday different activities to keep u occupied !!! Free shuttle bus to Madina ( very handy ) I'll recommend to others:) Love it....",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,HOSPITALITY WITH A SMILE,"A group of us (30) visited the IBEROSTAR MARAKECH in March 2019 to celebrate my wife’s birthday. From the moment we arrived on 19th to the moment we left in the 27th, the entire staff of this hotel could not do enough for us. They took hospslty and friendlyness to new highs for me. From the GM Mr Walid Rakez right down to the waiters. One in particular (Rashida). They all went out of their way to ensure that our experience was a beautiful one. I am most definitely going back to this hotel for my next holiday",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Fantastic holiday,"Our first time at this hotel and can't wait to visit again. The hotel and grounds are beautiful and kept very clean. The food is fabulous with lots of variety to suit every taste. What sets this hotel apart are the staff who work so hard and always have a smile on their face. Special mention to Bashir on reception, Yousef and Mustapha in the dining area, James, Khalid and Hamid animation team all of whom were fantastic and a real credit to the hotel. This hotel would be truly perfect if it offered a heated pool for children to swim in 😊",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,Super Hotel Excellent hotel,"Visited this hotel 16 weeks ago in November and came back again on the 1st of March for a week. When I arrived there, it felt as if I never left the place and if I have to be completely honest it's even better. The weather was beautiful and hot. The marquee was still there if you want to eat outside, however in the terrace outside the restaurant is really nice to eat because you can see the sun going down and the sky beautifully red. The days are now getting longer over there When I arrived at the hotel that night after 10pm, the Porter said something about eating before I go to my room. As I was feeling tired I declined and said thank you for the offer and he took my luggage to my room. To my surprise there was a plated selection of fruits and cakes and various drinks…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Iberostar rocks the world.,"I will give the hotel and staffs 10 stars. Thank you for making my sister's birthday a memorable one. You went way beyond our expectations. The staffs are lovely, supportive amd very helpful. Thanks to Rim, Waheed, Chef, DJ, the lovely friend at the reception that is always full of smiles and all the staffs. Everyone of you are so respectful and made it feel like home away from home. No negatives. We will come again and again. You rock, you are the best. Thank you very much. Please book your hotel with Iberostar.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Amazing!,"Returned last week from a 4 night break to this hotel. What an amazing place. All the staff so helpful and welcoming from the reception girls to the bar staff and pool waiters to the entertainment staff and right up to the Manager. This was a birthday treat for me and I loved every minute of it. The hotel was very peaceful and the gardens are beautiful. Lots of choice at meal times and the all inclusive option is perfect. Everyone is so friendly - Rony, James and Zakira to name 3. All the staff work incredibly hard to make this place what it is. I would recommend to anyone and will certainly be returning later this year.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Amazing Hotel,"Just back from a seven night stay at this fab hotel. The staff were so friendly and helpful and nothing was too much trouble. The rooms were cleaned daily and towels changed. The gardens are kept beautiful. The food and drink was plentiful. The Zen pool is heated and was a great place to chill out. My only complaint would be the cat in the lobby bar at night time, I understand the cats been on the grounds of the hotel but I have a fear of cats so I couldn't relax in the evening time with the cat roaming around and up on the chairs. I didn't sit outside in the evening because of the cats and then couldn't relax inside because one kept coming in. All in all the hotel is fab and I would highly recommend it. Hasan the manager was very friendly and asking people how they were…",Iberostar_Club_Palmeraie,Marrakech
 November 2018,5,Absolutely Amazing Hotel,"What can I say ...... I’m just on the way back from a 5 night break from Iberostar hotel and am left speechless! From arrival to leaving the hotel was first class service. The reception team, the management, the entertainment team, excellent. I travel to Marrakech every year and this is the best hotel I ve stayed in. The hotel is kept immaculate at all times, the staff are on hand all the time and fantastic customer service. The room was spacious and clean fantastic shower room . All inclusive was awesome and plentiful a great variety for everyone. Staff once again always on hand cater to your every need . Beautiful surroundings and views even there own lake . Stunning views with lots of activities and a tv room , relaxing bar lobby had entertainment hall. They have a spa in…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,Almost perfect,"My husband and I have just spent 5 nights at the Iberostar Palmeraie - our first visit to Marrakesh. We were amazed at the excellent level of customer service that was offered to us by every member of staff without exception. The cleanliness of the hotel was second to none and staff worked tirelessly to ensure everywhere was spotlessly clean. The food was of a high quality - fresh ingredients, beautifully presented and plenty of choice. Good standard of local drinks. Gardens and grounds - an oasis of peace and tranquility. The only downside was the Zen pool- our experience was spoilt by children being allowed to use the pool - despite there being 2 others which they could use. Children should be allowed to laugh have fun and make noise - not in the Zen pool. Nor should adults…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,winter sun,"We had 2 weeks here from 26 Feb this year. Lovely hotel set in its own grounds about 20 mins from the city, all rooms are the same with comfortable beds and walk in shower, dining room nice and comfy where you will find all the staff very friendly and helpful, wide range of food on the buffet, plentiful salad bar so much choice and fresh, some times the hot food was not what I call hot, deserts good to many cake type nothing hot well worth looking at, wine we thought was very drinkable we enjoyed them, we found the coffee machine not too good from the bar was so much better and hot. nice play area and pool for the little ones two swimming pools and lots of loungers , plenty to do and nice walk around the grounds. shame reception got our booking wrong. We will go back to this…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Honeymoon,What an amazing hotel. Staff are so friendly and helpful. Hotel is pristine! And so we'll kept. Has been the most amazing experience thank you so much for a great time. We feel totally spoiled!! Quad biking is a must! And so are the ozard waterfalls!,Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Great week,"Having never been to Marrakech before we really didn’t know what to expect. The Iberostar was lovely from start to finish. It’s a way out of the main area but supplies a shuttle service several times a day. The staff couldn’t do enough for you. Bahir welcomed us with all the details of our room and helped us through our stay, right up to the last day. Room was very spacious and had a mini fridge and we had opted for an Atlas Mountain view. Our only complaint would be no availability of irons and ironing boards, there is a laundry service which we did make use of but availability of an iron would have been better. As we arrived in the middle of the day we made use of the spa and had the Hamman to get our bodies ready for the sun and then later in the week we went back for a full…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,1st class 👍,"Sat having drinks at mo on our last eve, all I can say is wot a fabulous place, frm gardeners,cleaners n all staff involved, there a credit to the hotel n managers so friendly. Rooms are perfect. Big hello to Rony, James and Khalid, fab at their job so entertaining. Zachary n friends on snack truck were brill Zac ur a gem young man. Faissl in main bar neva 4git wot ur tipple was, thank u. I really cannot fault anything bout this place, quality service rite through. If I really ad to av a moan then pool a bit on cold side but I bet in hot summer months this is a relief. Food although very good n plentiful n lots of choice, sumtime not hot enough for me but that's a personal thing. NOTE TO MANAGERS..... take care of your staff their all doin a fabulous job, n seem very happy to be…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Totally amazing,"This is our 5th trip to Marrakesh and we decided to stay on a complex as opposed to a hotel this time. I can honestly say we were not disappointed in any way, the place was secure and spotless, the staff were incredibly friendly and helpful, the food was superb and although it is located away from the town, a shuttle bus was on offer to visit the medina. We will definitely be returning and would recommend to couples and families and also lone travellers. We used the spa and massage centre within the complex and it was a truly lovely experience. Well done to all the staff for making our stay such a memorable one, thank you.",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Excellent family friendly hotel- clean,"We had a lovely time during our stay. The staff were amazing, great customer service. Special thanks to Rony and star friends who made our stay even better. The kids loved them. Rony was great he really knew how to get everyone involved in all the activities, fun and enthusiastic. Hey Rony- “Hassan high five”! There was lots of activities to do and plenty of swimming areas. Hotel & room was clean and had all the facilities we needed. Beautiful gardens around the hotel and they even had a little farm area with a few animals. If I was to pick something negative I would say that food labelling should have been better. I eat halal but had no idea that some deserts were not suitable and the pork was being cooked and served next to the vegetarian options. Also the admin side was…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,A wonderful place,"We have just returned from an 11 day stay and can truly say that we have never before experienced such a high level of service together with genuine warmth and friendliness. All the staff are amazing but special mention must go to Rasheda, Layla and Adranoui in the dining room and Zdan in the bar - they are amazing. The hotel is lovely and the grounds are beautiful. We couldn't believe the food, something for everyone. It was upsetting to see so much food going to waste - it was a buffet and so many people piled their plates high and then left half of it! The only negative we found was that we were disappointed in the Moroccan Restaurant. The main dining area served tastier tagines in our opinion. It is really hard coming from 25C to 2C and snow back here in Scotland.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,Very comfortable stay,"We booked via the BA website with a great deal for March 2019. The stay overall was really good. Staff were amazing, very friendly. We arrived on the 4th March in the evening and staff were accommodating, as food was still being served. Only downfall was that we were a group of 4 and had booked two rooms which were on either side of the hotel. We were a good 5 minutes walk from each other. Other than that, everything was amazing. Facilities were good. It was nice as not in season for kids, so it was not too busy. It was a shame as we had 2 really warm days and then the weather turned and it got cold. But the hotel had more than enough to keep us busy during the day and evening. The rooms were very spacious and clean. The only thing I would say is that the food would be very…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Good for kids,"We were there for 7 nights during Feb half term, 2 adults and 2 kids (6 & 3). Generally this is a very good family hotel, great for kids with splash area, petting zoo and kids club. There were so many activities for them to do. Staff were amazing, couldn’t have been friendlier. Animation team worked really hard to get everyone involved and they even have their theme song. After a while you will remember the dance steps. Grounds and areas kept clean and immaculate by staff. We were allocated 2 rooms with a connecting door, both were kept really clean and spotless. There were only a pillow per bed, extras had to be requested. However, some of the furnitures have shown their age. Shows at night are generally really good. Our daughters loved the mini disco. However we found…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,3,Not a 4 star,"We booked this holiday as we wanted a cheap get a way in the sun. The reviews if I'm honest sold it to us but if I`m honest I am not sure what others have seen that we did not. I was a little diappointed on arrival if I`m honest. It was Just nice nothing special. The staff make this hotel, they treat you like family. Bashir Who gave us a fab welcome when we arrived and Laila in the morning Who couldn't do enough for you at breakfast. The grounds are kept immaculate, rooms are clean but the smallest balcóny we have ever had. Ladies if you have long hair take your own hairdryer, takes a long time to dry your hair. Also no tea/Coffee facilites in your room. If you ask reception they will give you a kettle and you take up all the cups, teabags milk to your room. We also found the…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,3,In the middle of nowhere,"I booked this holiday through Saga and as a previous post had said it is not a typical Saga hotel. There is absolutely nothing nearby you cannot go for a walk down the road which has a high wall on either side and is more or less a dirt track until it reaches the dual carriageway.There is nowhere to sit and read outside in the gardens in peace away from the constant music. The food is quite repetitive after a week no themed evenings and the Moroccan restaurant which you can book once in your stay had only a choice of fish or meat tagine,it was not a good experience and did not feel like a an a la cart experience. The hotel is in two large blocks and I had to walk out of the hotel at night along a covered pathway with steps in the middle to my room,it was lit but not very well.…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Fabulous stay,"Really great hotel. It is beautifully decorated and spotless. The staff go out of their way to be friendly and helpful. It was my husband's birthday and we had two cakes! The grounds are well maintained and there is a good choice of food, including vegetarian. Loved seeing all the wildlife especially the frogs, geese and hotel cats! I don't normally like petting zoos but the animals looked very well cared for and were lovely to visit. There is a lot of effort made here - it was international women's Day while we were here and every woman was given a rose and a glass of fizz. Highly recommended as a base to explore Marrakech.",Iberostar_Club_Palmeraie,Marrakech
 March 2019,4,Great Holidays...BUT some suggestions!,"We loved the 5 days spent in this hotel. The atmosphere, the venue, the staff, all great. Something to improve is the rotation of the menu. The food is very good but very repetitive if you stay for a week. Another point to pay attention is about the animation team, a couple of the men were a bit “too friendly”and we found some lack of respect in some actitudes. The rest of the team were really polite, ehnthusiastics and very helpful!",Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Family hotel with a real family feel,"We visited in February 2019, my family of four with children age 7 and 10, plus our extended family to celebrate a 70th birthday. Having visited Marrakech previously, this time we wanted to stay out of the city, enjoy some winter sun and have a base to suit us all. I have to say this hotel ticked every box. Set in the Palmeraie area, it is around 15 minutes away from the city, set in a remote area with other hotels dotted around it. The grounds are huge with stunning, well kept gardens and paths, it's very pretty and a pleasure to wander. The rooms are simple, modern and comfortable, however the balconies are tiny so don't expect to be sunbathing out there. If you have young children the ground floor rooms are perfect for them to run around outside the terrace. There are…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Best hotel!,"Visited in Feb with family for the second time and enjoyed it as much as the first visit if not more! The hotel is the cleanest I’ve been to, the gardens are immaculate and there’s so much to do. Special thank you to all the staff who were all so welcoming and kind but a massive massive thank you to the animation team especially Rony who made our time extra special! One of a kind <3",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Unique staff!,"We stayed here for almost all of February, booking through Saga. We are in our early seventies. This hotel is not a typical Saga hotel. However after reading the Saga description and tripadvisor reviews that was obvious. It is a family hotel first and foremost. But the price we paid was exceptionally reasonable. So my expections were not raised. That tends to start a holiday off well! As more often than not it turns out better than expected. As the title indicates the staff were unique. We have never stayed in any hotel anywhere, including far far more expensive hotels, and had such wonderful service, such kindness, courtesy, and desire to please. One of the security guards noticed that a bench we were about to sit on whilst waiting for a morning session of archery still had…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,My 50thbirthday,"We visited this hotel for my 50th birthday on 28th feb 2019, 12 women who had never been to Marrakesh before, I can only describe the whole experience as amazingly brilliant , the hotel itself is beautiful the grounds are massive and so well kept the hotel is spotlessly clean smelling fresh were ever you go, as for the staff I have never met such acomdatting friendly people who literally couldn’t do enough for us, food was amazing so much choice and different foods everyday best alinclusive I have been to, but have to say the best was the entertainment team usauly entertainment abroad is a bit weary and boring but these guys and girls were simply amazing the level of professional dancing was brilliant they are so talented but got everyone joining in at daytime activities and at…",Iberostar_Club_Palmeraie,Marrakech
 March 2019,5,Fantastic hotel,"We booked this hotel for a friends 50th Thursday to Monday. Soon as we arrived at the hotel we was greeted by reception with refreshments and snacks, the staff was so friendly every day they couldn’t do enough for you. The rooms where cleaned everyday. Food was also lovely could of done with the being a bit hotter as once’s served it goes cold quick. There could also be a bar by the main pool as it was little annoying having to go back in the hotel for a drink. The entertainment for the 4 nights we was there was fantastic!!!!! They put on a show every night and each and every dancer was brilliant at what they did. One entertainer who stood out was RONI who choreographed each dance he was so friendly really made our holiday brilliant aspect to entertainment team. We would…",Iberostar_Club_Palmeraie,Marrakech
 January 2019,5,Great holiday experience,"We had a lovely relaxing week in this hotel. The staff are amazing and went above and beyond their duty making our stay pleasant and enjoyable. All the staff were super friendly , always greeted us with a smile and we were encouraged to participate in all the activities. There are several sports/activities that catered for every age group. The hotel was very clean both inside and out and the beds were very comfy. The hotel provides a shuttle bus several times daily to the city which was very convenient. Absolutely highly recommend",Iberostar_Club_Palmeraie,Marrakech
 January 2019,5,Family break,"We had 5 amazing relaxing days at this hotel . Very clean rooms ,staff very friendly and the service and quality of the food at the restaurant was really good too .we stayed just at the kids pool which was heated and my daughter enjoyed her time too .",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Outstanding service,"Just arrived back in the cold dank UK, from Iberostar club palmeraie and will definitely be going again, the staff from cleaners to management go out of their way to make you welcome, the food is plentiful and accomodation is clean and comfortable, highly recommendable,",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Great,"Had an amazing stay at this hotel, rooms were clean and spacious so was the bathroom. Staff were friendly, nice and made the stay different in a good way. The hotel offers a lot of activities like table tennis, salsa which are great for interaction with other guests. Would definitely stay here again. Great work x",Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Extensive Property with plenty of amenities but better suited to families than couples.,My wife and myself are nearing the end of a 6 night stay at the Iberostar Club Palmerie which is located outside the centre of Marrakesh and it takes around 30 minutes to reach there from the Airport. It’s a little disconcerting for guests to be dropped off outside the main gate but - once inside - things work like clockwork with the Reception team providing everyone with a warm welcome. This was something replicated by most of the other Staff throughout our stay and this really is one of the Resort’s real strengths. The property itself is all-inclusive which is another reason behind its popularity (it was almost full throughout our stay) - as is the extensive Entertainment Programme. Both of these are clearly popular with families but it does at times make it difficult for…,Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Iberostar Marrakesh,"All was excellent . Service was good on all inclusive holiday 31/1-5/2/19 . Staff were incredibly helpful and friendly , with special mention to James and Flores from entertainment and Rachida in the restaurant. No request was too much for them . Staff at reception were always helpful and made phone calls for us to local kart track. Food was varied and a good mix of Morrocan and European . Hotel was spotless and the special touch of hand disinfectant at restaurant entrances gave peace of mind to the guests . The pools were clean and the gardens kept tidy . The weather was our concern as we expected it to be cold in February but it turned out to only be chilly in early morning warming up to sun bathing weather after mid morning . Rooms also have heaters if needed . We look…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,2,Not the same standards as the caribbean,"I did not find this hotel to be amazing as other reviewers. The moment we arrived no one helped us from the gates of the hotel with our 3 luggage suitcases and the taxi was not allowed inside for security (I understand and appreciate the safety but then staff should be called to come out and help us). When approaching the entrance the workers standing there STILL did not even help us. At the front desk they asked that I forward the confirmation email to them...I said why? Can't you look me up by my name? They said no. odd. After checking in, again, no one helped with bags to our room. They rang a bell to call someone for assistance but after 10 minutes of no one arriving we asked for our keys and carried everything ourselves. Everyone speaks French at this hotel and its…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Best holidays,"Hello, I am in the hotel for the second time and will probably fly there every year, that's how I like it there. I was there for 10 days with my little daughters and I can not fault it. The food is delicious and the selection is so big everything is fresh made you can see how they prepare the food. The personnel is very friendly and courteous! All the staff at the hotel are friendly and helpful. The management was always on site and was very attentive to the guests in the hotel and tried to make everything possible. You can book many akitvitäten in the hotel are safe and on time. The whole day's program always had a routine and was just great! Not to mention the kids disco and the evening shows! Thanks to the dancers who are so much Bother every day! As I was there alone with…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Brilliantly run hotel with top-notch service and standards,"Our family of four (two boys aged 9 & 10) spent February half term here last week and absolutely loved it. The staff and service was incredible. The atmosphere was very positive, happy, relaxed; all helped by the friendly and personable staff, striving to be as helpful as possible. We were able to find the perfect mix of relaxtion and entertainment: chilling out on comfortable sun loungers around the main pool (mainly empty because the water was freezing at this time of year, but the smaller adults-only Zen pool was heated - and was allowing kids to swim here, as half term week, if they were well behaved!), or in our large suite which was impeccibly clean (with a daily clean) and well furnished, or a family game of cards in the bar in the evening. Or we could join in the…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Fantastic break,"Myself and two friends spent a short break at the hotel last week and thoroughly enjoyed our trip. I have visited Marakech before but wanted to return..... so glad I did. The hotel itself and grounds are fantastic and the food is good also. The staff are incredible, we were made to feel welcome from the minute we arrived at reception and we’re shown to our comfortable room. The day time is filled with activities and the nights are vibrant. The entertainment staff are all great fun and very talented putting on a different show every night which the guest obviously enjoy. Rony is especially superb and really engaged with guests making sure everyone is having a fantastic holiday. His cherography and performances are great, my friends and I danced the nights away with him and the…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Amazing hotel run by wonderful staff,"Have just returned from a week with our family of 5 and could not recommend highly enough. The grounds are beautiful and huge, the rooms very clean and comfortable and the food was exceptionally good, with so many options at each meal. There are lots of on-site activities, sports and shows and there is camel riding and quad biking literally just across the road from the hotel. The staff are extremely friendly and work exceptionally hard to make sure you are well looked after. A special shout out to Roni who could not have been more helpful to us and who my three boys were absolutely taken with- his dance moves were a definite highlight, and to Abdel who made sure our wine glasses were always full. Was the best Feb half term ever and hope to return one day.",Iberostar_Club_Palmeraie,Marrakech
 February 2019,4,Fab winter sun holiday!,"Just back from a 10 day stay at this hotel and loved it. Loads of activities to participate in or a nice laze in a cabana by the pool. Weather good apart from 1 day of rain. Entertainment was very well put together, kids disco first and a variety of shows each evening. Lots of crowd participation encouraged. Valentines evening was thrilling. A real surprise to be met with a cocktail reception and the hotel being valentine themed throughout. It felt really special. Shuttle bus into Marrakech was handy but beware of being ripped off. I bought what I thought was Frankincense resin. I even asked to smell it being burned before buying which smelled like frankincense but came home with a bag of something resembling blobs of plastic. We went all inclusive and were very…",Iberostar_Club_Palmeraie,Marrakech
 February 2019,5,Perfect Family Trip,"Read all the wonderful reviews before we went for our Feb half term break and we weren't disappointed! From the taxi you arranged from the airport to the adjoining rooms so I could keep an eye on my 3 boys! Nothing was too much trouble. Every single member of staff deserve praise - they work so hard and always smile and make you feel special. My husband had a fall whilst playing football and they were amazing with us, offering help and bandages/cream etc Thank you for making our Marrakech adventure! We enjoyed the whole experience from beginning to end Laila in the restaurant deserves a special mention ... a wonderful lady! Thank you",Iberostar_Club_Palmeraie,Marrakech
