 December 2022,5,Great!,"It is simply gorgeous. The room was mognificent and the restaurant was very good. The location is great. The property is in the middle of medina so you have to consider that you can't reach it on foot. It takes less than 10 minute on foot from the taxy station. If you warn them, they will send you a person that take you to the property. I can't wait to go back there.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,hotelName,city
 April 2018,3,Nice riad but terrible location,I recently stayed at this riad with friends. Although the riad itself is nice (rustic but clean) the neighborhood where it is located is truly disgusting. You have to walk about 10-15 minutes to get there and during the walk you have to dodge donkey poop and urine. The smell was so bad in some parts we almost gagged! There is also lots of garbage and stray cats getting into the garbage bags. It was really depressing. I couldn't bear staying another night and moved to a hotel that was wonderful.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2018,5,Wonderful Riad,This is an outstanding place in the middle of Fès. The rooms are outstanding and the interior is exceptional. We had dinner in the riad and the food was very good. The staff was very helpful and has given us a lot of information about the city.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2018,5,stunning 'boutique' riad,"this riad was the house of an Iman, and then a Madrassa, before being rescued and lovingly restored over 5 years, after a long time of being empty. Sayed the manager was very helpful and all the staff were welcoming. recommend a bedroom near the roof. lovely terrace. amazing food, best we had in morocco. they helped us willingly with transfers and tourist advice. Sarah, Oliver, Leo",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2018,5,Amazing building,"This riad was just beautiful, amazing architecture, gorgeous quircky rooms and beautiful people running it. Nothing was ever too much trouble at any time, excellent service and great location. Highly recomend walking up to the roof terrace, its gorgeous up there, great view looking down inside the riad from above.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2018,5,Amazing stay!,"My fiancé and I stayed there for 2 nights and it was one of the best places we stayed at during our 10 days in Morocco. The hotel is so beautiful. The courtyards and the rooms are well decorated. If I wasn’t on such a limited schedule, I would have loved to lounge around longer in those courtyards! Said and his staff are so nice/helpful. They were the highlights of our stay. Always smiling and willing to go out if they way to help/make our stay exceptional. We had dinner there one night. On the pricey side but very delicious! Breakfast was plentiful and very good too! The only thing I would have loved was that the location was closer to the shops/main square and not so isolated in small alley. Totally got lost but that is to be expected in the Fes Medina! Thank you…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2018,5,Loved staying here!,"This old Riad has incredible proportions surrounding its central courtyard that are quite breathtaking. Finished in a traditional style the Riad has plenty of spaces in courtyards, lounge areas, rooftops and pools for you to relax day or night. Ideal when travelling with a toddler. Our room was immaculate and spacious with its triple height ceilings. The housekeeping staff kept it well maintained during our stay. The only down side for shower lovers is the bath in the room with the hand held shower hose only. Location is in the medina, so ideal for visiting and walking everywhere. Their breakfast set us up for the day and the dinner we had one evening was a feast! Special mention to Said and the staff who were beyond helpful and informative during our stay. They patiently…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2018,5,Simply Perfect!,Thank you so much to the wonderful staff at Dar Bensouda. This riad has the best location for exploring the Médina. The rooms are simple but chic and the entire riad is decorated in beautiful moroccan fashion. There is a hammam where you can be scrubbed and an in house restaurant with some of the best staff I’ve encountered in Fes! I would recommend this riad certainly and hope to return again soon!,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,4,A Beautiful Oasis in the Medina,"The Dar Ben Souda is a lovely Riad in the middle of the Fes Medina. We arrived late afternoon on a Saturday and were greeted with the typical delicious Moroccan Mint tea before being shown to our rooms. One room was a standard room with a large double bed (not quite a Queen in North American standards), two chairs, a small table, and a closet. The private bathroom had a very nice shower, and the windows provided fresh air. The other room was a large suite with a huge bed, 2 chairs and a table, and a nice bathroom. Both rooms had heating/cooling units. The restaurant provided a fantastic buffet breakfast with fruit, made to order eggs, breads, pastries, meats, juice, tea and coffee. We also had one dinner there, which was delicious. There are three outdoor terraces on the…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,5,Fantastic place!,"As you approach, you’ll wonder if you made the right choice - the moment you walk through the door, you’ll know you did. The food is great, the staff are super helpful and the rooms are amazing. We took the suite - with soaring 20ft ceilings, a fireplace and lots of room to spread out. This hotel is gorgeous and well situated in the Médina! Stay here!! And check out the rooftop patios.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,5,STUNNING!!!!!!,We had an amazing time in Fez with our kids. The Dar is so beautiful and the staff very nice. The food was amazing. The location very good close to town. We asked the staff to organize a guide and was amazing to have someone to take us around. Will come back for sure!!!,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,4,Good food...,"As we were not resident, we would suggest this new Riad for a lunch : good service, spacious restaurant area, quality food...: choose Chicken Tajine with Olives and Lemon or Mixed grill of Fish, Chicken, Lamb and vegetables..excellent and value for money",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,4,Beautiful!,"A stunning Dar hidden away in the fes medina. Would be impossible to find alone but a porter is arranged for pick up at a meeting point. We were welcomed in with mint tea, biscuits and a seat by the fire. Despite experiencing unusually cold and wet weather they did whatever they could to make guests comfortable, lighting the fire places, and propane heaters. The room had a heater/ ac unit that did the trick. The interior of the Dar is pretty incredible and a nice oasis after a day navigating the Médina. Breakfast was very satisfying and had many options with great coffee and delicious orange juice. The staff were very friendly and happy to help. Even when our key broke, through no fault of their own, the night manager was quick to solve the problem and was extremely apologetic.…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2018,5,Great place to stay in Fes,"Hotel (It is really a Dar....small hotel type in Morocco), restaurant (very good), and all around fixer and arranger of activities. Tea and pastries on check-in (just to make sure you are relaxed), great rooms and all the amenities you NEED in a Dar. Had dinner in the dining room the first night and it was great. They arranged for a city walking tour and made sure our transport leaving Fes was arranged. Highly recommend.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2018,5,"Lovely riad, friendly staff","We loved our stay in the riad dar bensouda the setting is beautiful the staff are friendly and the food is delicious. The location of the riad whilst very central is down several back alleys off the main roads in the medina which may lead to a lot of unwelcome ""help"" to get you back to your riad which will then expect compensation, however to contend with this the riad are happy to have people come and guide you from the riad and likewise restaurants  will often send someone to collect you. I would say though it is beautiful and worth the hassle and I would definitely recommend a stay here.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2018,5,As beautiful a place as you'll ever see,"Riad Dar Bensouda is large, and exquisite in decor. The rooftop is amazing, with spectacular views of the city from every angle. You walk up lots of steps to get there, but it is more than worth the effort. The rooms are large with high ceilings, gorgeously decorated -- including a fireplace that adds to the romance of room. We arrived and a fire was lit ( it was cold outside). The staff is attentive in every way. Located deep in the Medina with its 11,000 alleyways, Dar Bensouda is literally an oasis of calm and beauty. The food is also delicious -- ample breakfasts with fruits, eggs, every kind of bread, and the dinner was excellent as well. The Moroccan salad with fresh fruits and greens is scrumptious.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,"Stole our hearts, Seriously Impressed Interior designer.","From the moment we step foot into this oasis there was not one moment that we could fault. Dar BENSOUDA and the staff working there stole our hearts and set the tone for very high expectations being the first hotel of our trip in Morocco. As Australia's importer of zellige Moroccan mosaic, Tilesofezra, and an interior designer, hotel design is very important to me... I was blown away by the design, the style, the history, the details, the care, the love ... everything. The interior is gorgeous !! From the gorgeous intimate poolside breakfasts to the authentic and well priced massages and hamams... all the way to the tasty and ambient poolside dinners there was literally nothing We could fault. The fes medina is like a maze so there was always someone navigating our way to our…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,"Amazing stay, beautiful setting, kind and professional staff","My wife and I stayed at Dar Bensouda during our honeymoon. The room and the hotel more generally were beautiful. The design, the color, the ambiance, and the aesthetic were all outstanding - among the best we experienced in Morocco. The whole property was like a dream, different levels, different views, all offering peace and calm in the middle of busy Fes. The staff were kind and courteous, organizing excursions for us and even sending people to help us get home at night when we got lost (Fes is truly a maze!). The breakfast was delicious and the lunch menu was local and fantastic. Even the hammam and massage were fantastic - the best we had in Morocco. We would happily stay again and would wholeheartedly recommend anyone stay here. Thank you, Dar Bensouda, for an amazing…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,Awesome place to stay!,Hotel is located in old city and it feels like you are in a palace. The breakfast and dinner meals are excellent! We went with our friends and it’s an excellent place to stay and get an great experience of how Morroco live in olden times.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,incredible architecture,gorgeously restored traditional riad with stunning terrace views; loft rooms were incredibly large and spacey esp for the price. every member of the staff was warm and responsive; the breakfast spread had a good variety! Heating sufficient for winter (which isn’t always the case elsewhere) this was the accommodation highlight of our trip :),Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,Unforgetable !,"We spend a realy good time in this amazing house ! It has a history, it was the house of a great Imam in Fez ! it's really nice to find such mansions with such a service and a professional staff, we stayed there with my husband and our two little monsters, one of them had a fever and the staff was always ready to help us, my son was treated like a prince! I recommend everyone to go to Fes and especially to visit Dar Bensouda! thanks again to all the team and especially to said (y)",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,Excellent option,"The Riad is perfectly located in the medina, the staff is excellent, always willing to help. The food is traditional and of good quality, the spacious rooms and the common spaces are dreamy. 100% recommendable.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2017,5,Loveliest Staff & Great Riad.,"We stayed at the Riad whilst doing a quick 5 day learning trip in Fes. It was a great experience. The dinners were very delicious and were a great introduction to Moroccan food; the breakfasts were great and they were able to accomodate for me needing gluten-free food; the hammam was very clean and a great experience; and the staff introduced us to the city very well . Saeed, Raja, Ibrahim, and all the other staff are incredible and go above and beyond in a magnificent display of Moroccan hospitality. I also really liked that the owner of the Riad was Moroccan, and so it made me feel better that our money was going towards supporting and growing the local economy. The Riad was walking distance from all the tourist points of interest in the city, although getting lost on…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2017,5,AMAZING RIAD,"We were amazed by the architecture of this riad ITS AMAZING ! One of the BEST places we've ever stayed at ! BEAUTIFUL!!! We also had dinner at the riad, it was so delicious and the service was perfect! The house is a little bit difficult to find, but definitely worth it because you won't want to leave the Riad.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2017,4,Great stay!,"We stayed here for 2 nights and enjoyed our stay! Pros: - Great location: within walking distance to the major landmarks. If you have big/heavy luggage, you have to use a helper with hand-drawn cart since cars cannot drive inside Medina - The decor has more modern and minimalist touches than the traditional tile-ornate Riad, which is refreshing. Beautiful grounds with large common area, pool, and rooftop. - Our room was elegant, spacious, and clean - Delicious breakfast spread with omelette station. They helped prepare an early 5:30am breakfast for us when we had to depart for the Desert - Good and reliable WiFi Cons: - Our room’s shower head was not hooked to to the wall but next to the faucet, so we had to awkwardly sit on the floor of the tub or on the side and hand-hold…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2017,5,Memorable stay in Fes,"Best Riad I ever stayed for my entire Morocco trip. They went the extra mile helping us buy bus tickets, arrange tour guide, prepare early breakfast, get porter pick us up from batha upon arrival and also when we lost our way in Fes Medina. I don’t get the same service and hospitality from Riads in other towns at all. It’s a pity that we only stayed 1 night in Dar Bensouda",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2017,5,Fabulous property and wonderful hosts.,"Our group stayed here and thoroughly enjoyed all aspects from fantastic décor, to lovely rooms, to tasty meals. The staff are courteous, helpful and always caring for their guests. This is a wonderful place to stay in Fes.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2017,4,I would stay here again,"We travelled as a couple to fez and had already booked bensouda. We had a taxi from railway station and porter booked. You need a porter or someone to get you through the Médina and to the riad. Bensouda is great, everyone very welcoming. Not the cheapest but it’s in the heart of he Médina. Very quite roof top area for sunbathing and Brian was happy to bring mint tea up to us. Rooms are very spacious and comfy bed. The area is noisy at night with cats dogs and locals. We had a guide for our first day which was well worth it. 400 dirham. After that we got to know our way around. Fez is definitely worth visiting and the streets are amazing with so much to see in the secretive maze. People are generally very nice and will show you the way if you look lost. Most wont beg for money,…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2017,5,Fez stay,"This place is gorgeous. I felt like I was sleeping in a palace. The staff was very attentive and even though we made a late request for dinner, they were able to whip something up. Thank you for a wonderful stay even though it was only one night!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2017,5,Best Riad Ever,"The setup, the hospitality even the In house restaurant was the best expirience in Morocco. We were really treated as family and no matter how many requests we had they always obliged with a smile. I would go back to Fes again just to stay here a few more nights",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2017,4,Enchanting!,"We stayed at this property for the first two days of our visit in Fez. The Riad is beautiful! The main atrium area has been restored and it is serene. There are four rooms off of the atrium, each with 20 foot doors...we were lucky to stay in one of them. The second part of the Riad is the dining and pool area...also open to the night sky. You could just relax by the pool staring into the night sky for hours...especially with the rest of the room all aglow with candles. The breakfast buffet was plentiful and we had the chance to eat dinner there one evening...the food was also excellent and the atmosphere so romantic. The only downfall to this Riad is its location in the heart of the medina. The Riad management will gladly send a guide to one of the medina gates to bring…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2017,5,Exceptional Hospitality,"Booked for two nights, ended up staying three. Staff were amazingly friendly and helpful from organising picking us up at the airport to when we finally left, the food was phenomenal and the rooms beautiful. Rooftop also had great views making spectacular sunsets.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2017,5,very comfortable,"This Riad is very comfortable with a wonderful atmosphere... The rooms offer a feeling of tranquility, so clean and very calm ... You have to spend your stay in this riad if you are on fez, certainly .",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Beautiful Riad with Fantastic Food!,"As a family of four, we stayed in 2 double suites, which were adjacent in the older part of the Riad (it is 5 houses in total). These rooms were gorgeous and very spacious. As it is such a large place, you never feel like you are on top of other guests and the rooftop is amazing - both for the views and it you want to lie around. The pool area (breakfast and dinner also) was great, although the water is not heated. We loved the 2 dinners we had here, definitely the best food we had in Morocco - Chicken Bistilla amazing! Breakfasts were also great. Make sure you organise someone to meet you outside the Medina on arrival, as our Fez Tour Guide said that this Riad/area if one of the hardest to navigate. Overall, an amazing experience and we would return in a heartbeat!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,This is a fantastic riad!,"This riad has been beautifully restored. The area around the pool is especially nice and this is where one has breakfast etc. The view from the roof allows one to see over the Medina. The Medina is actually a much larger area than expected and you definitely need help finding the riad! Rooms are very comfortable, Wifi is great and so is the Hammam! This was a first for us and it was a fantastic experience! We did not eat in as they don't serve wine. However when I spoke to the manager at the end of our stay he indicated that they have no problem if one brings one's own wine. They are very close to a Mosque and so will never get a license! Definitely a riad to recommend!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,amazing 5 DAYS/4NIGHTS SAILING!!,this place is really amazing. the inside of the riad is a must see even if you're not staying. the views from the terraces upstairs are incredible as well. our stay here was very comfortable. our first night the a/c in our room wasn't working properly but they quickly addressed it the following day and had someone come to fix it. the food is also delicious here. we ate a few of our meals here and found it to be better than the meals we ate outside the riad. they were also able to arrange a great guide for us. highly recommend this riad.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2017,5,"Really special, beautiful, and peaceful place","Staying at Dar Bensouda was one of the highlights of our trip. It's a really special and beautiful place, with amazing rooms, staff, and courtyards. They've done an amazing job with the restoration-- I almost can't believe we're allowed to stay in such a beautiful, historic place. A couple things that made this place so special: - The staff is incredible friendly and helpful - The food was delicious, and served in such a peaceful and relaxing setting - The hammam here is amazing. My skin has never felt better. The woman who works at the hammam is lovely and did a fantastic job. - The pool and courtyard are an amazing place to relax. - The rooftop is AMAZING. Great views of the city, spacious enough to have a private nook to yourself, tastefully decorated. - Wifi coverage…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2017,5,An incredible experience !,"It is even better in reality than in the photos, it is a majestic place, with several spaces of relaxation and patios! the staff is very friendly without being too present, they are there when you need them PERFECT! The prices are affordable in my opinion and the dishes served are too good !",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2017,5,Amazing architecture !,"I've never seen such a beautiful riad, with an amazing architecture, the service is very friendly, my room was so beautiful and clean and had a view on the patio ! I hope one day I could come back to this beautiful place !",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Heaven on earth !,"An oasis in the beautiful city of Fes. An excellent Riad that soothes you in this particularly lively city. You eat well, the cleanliness is impeccable, the decor very pleasant for the eyes. Breakfast is included. The meals are a little expensive, but incomparable with what you can eat in town, it's excellent. The welcome is very warm and we have the right to a good tea and pastries !",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2017,5,AMAZING RIAD,"The RIAD is centrally located, nestled in a quiet lane. The rooms are clean and spacious and nicely decorated. The breakfast was very nice with many varieties. Reception was good. The staff was very attentive especially Said who helped me a lot and answered all my questions.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Beautiful Oasis,"Nothing but great things to say about this hotel. This was the most beautiful Riad we stayed in. From the moment we arrived, it was like an oasis amid the hustle and bustle of Fez. We were greeted with tea and cookies - a lovely and welcome touch after a long walk from the train station (we could have done a pick up but thought it would be nice to walk!) The room was amazing and the service was impeccable. The dinner was delicious. The lamb tagine was the best we had our entire trip! The entire Riad is gorgeous. Make sure to check out the rooftop for amazing views over Fez. My only caution is that it can be a bit difficult to find due to its location deep in the medina. But they will offer guidance or a pickup. Well worth the adventure! If you stay in Fez, a stay at Dar…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Perfect in every way,"If you are going to Fez, look no further. Dar Bensouda was an amazing experience. The minute we walked in to the Riad, we felt relaxed, overwhelmed with its beauty and new we had chosen the right place. We were welcomed by Said, who is an amazing manager. We were looked after impeccably for 3 days. Said helped us with everything from restaurant coming to collect us, guides in the Medina (you must get one for your first outing, as you WILL get lost), food orders, Haman booking and so much more. He is friendly and always happy to help. He is an asset to the Riad. We were 3 couples staying for 3 nights. All our rooms were so beautiful and peaceful. They were clean, comfortable and spacious. Enormous windows and very light and dreamy. The whole Riad is exceptionally…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Felt like a Sultan!,"This is the most exotic, beautiful place I ever stayed at. For a reasonable price, my partner and I felt like the Sultan! The restored palace is breathtakingly beautiful. We had dinner at the main courtyard. Seriously, we thought were the royalties in the Game of Thrones. Within the palace, the architecture speaks of history, and the room was very comfortable. If you have time, climb up to the rooftop tarace early in the morning for the panoramic view and meditation. Outside of the Riad, it's pretty crazy, the winding maze, kids trying to point you the wrong directions, street vendors...Once you stay there a few days, you would feel like a pro and not get bothered. I even started talking to a few youngsters. They are harmless (but just don't listen to them…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2017,5,Amazing rooms and hotel with great service!,"From the time we checked in to the time we left, this place was amazing! The hotel was beautiful and the rooms were clean. They were decorated simply but everything was perfect. We were lucky to have a room in the section where there were only two rooms facing each other. We really enjoyed the privacy especially since we could open our sitting room doors to the courtyard sitting area. If you need two rooms, I recommend asking for this section. You will end up having that area all to yourself. In terms of service, we can not say enough about Said, the manager. In Fes, hotel service is key because you will need help and you will want someone willing to go the extra mile. Said went out of his way to help us including fetching a street kid to get us smaller bills, taking us to…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 August 2017,5,Stylish minimal decor,"A calm retreat with stylish minimal decor. Our rooms (we had two - one for our sons and one for us) were spacious and the air conditioning was very welcome. The views from the enormous roof terrace are stunning. Breakfast was a delight, buffet-style. Dinner excellent. The staff are very helpful and always on hand with advice about restaurants, places to visit etc. Try the in-house hammam and massage - it's a real treat and very reasonably priced.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 August 2017,5,A must in Fes,"What can I say that is not in the superlatives. Amazing end to 10 days of hectic travel. What a well hidden, cool oasis of luxury. The staff are lovely, the luxury suite is exactly that. The decor is stunning and clean. The food is delicious and the breakfast in itself is enough to last until their delicious dinner. I can not find fault with this Riad except of course for getting lost in the medina- a must do for any foreigner in the medina of Fes. Thank you to the Dar staff for being so wonderful. We and out two children will be back.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 August 2017,5,Cannot imagine a better place to stay,"Cannot imagine a better place to stay. Riad is even more beautiful than on the pictures. Staff is very helpful and kind, rooms are very spacious and quiet, rooftop terrace is outstanding and perfect place to relax and enjoy the evenings, dinner is delicious. Don't book anything else!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2017,5,"Exotic, beautiful, with 5-star comforts","We had high expectations for this hotel, yet they were exceeded. It started with pick up at the airport ... which you definitely want to arrange. It was seamless and comfortable. The driver took us a close as possible to the hotel, at the edge of the medina, where a bellman packed our luggage (for five of us!) onto a cart and led us on a 10 minute walk through the medina to the hotel. I have a very good sense of direction, but there are no street signs in the medina, and it is a huge maze. The hotel is behind a simple door, where you enter into a small complex with a series of courtyards, one with an inviting plunge pool. The common areas are lovely and inviting, and pleasingly exotic. We were delighted with our rooms, which were very very large, had beautiful old wooden…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2017,5,Beautiful gem in Fes,"It is really an oasis in the middle of Fes old town. Perfect location, friendly staff, beautiful garden. Room is huge and has super high ceiling. We had the dinner there and salad turns out to be the best salad we had in the whole Morocco.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 August 2016,5,Best place in Morocco!,"Wauw! This place is so beautiful, and luxury! Sweet staff and manager, good communication. Yummy food! Had a really good time there. Rooftop view is also very nice. Will recommend to everybody who goes to Fes!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2017,5,Beautiful,"Everything about Dar Bensouda was wonderful. The staff was incredibly friendly and helpful, the room was spacious, clean, and beautifully decorated, the tagine I had for dinner was perhaps the best I've had in Morocco, and the pool was refreshing after a long day. And the rooftop view! The rooftop is huge, with couches and chairs in every corner for some privacy. The view was incredible. The only extra recommendation I would have for someone staying at this riad would be to coordinate with the riad to send someone to meet you and walk you to the riad your first time. The riad is in the old city of Fes, which is very hard to navigate, even with a map. However, I will add that the riad always offered to walk us to dinner or send someone to pick us up free of charge (a small tip…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2017,5,An oasis,"The perfect hotel in the middle of the medina. It was 110+ while we were here, so it was wonderful to be able to retreat to this beautiful hotel to avoid the worst of the heat. Everything was fabulous. Highly recommend.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 June 2017,5,"Outstanding, Beautiful Riad","This Riad was astonishingly gorgeous!!! Every detail was impeccable, the food was delicious, the rooms were sincerely lovely and the manager and his staff were incredibly kind, helpful and informative. My husband and I were here for our honeymoon and I can say without any hesitation that this was the best place that we stayed in Morocco. It was stunningly romantic without being ostentatious or garish and the view of the Medina from the rooftop was unbeatable. The location is great for simply wandering and exploring the winding cobblestone streets. I cannot recommend Dar Bensouda enough...it is the perfect combination of luxury and simplicity.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
