 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 October 2014,5,Highly recomended,"This riad is an oasis in the medina. Helpful and very attentive staff, lovely room with plenty of space and a gigantic bed which proved extremely comfortable. Everything was very clean. Can definitely recommend.",Riad_Chbanate,Essaouira
 November 2014,5,wonderful,Spent 3 nights here last week during a fortnight holiday in Morocco. Our room was superb with a huge bath and there were lots of wonderful toiletries. The staff were absolutely fantastic and so helpful. The riad is in a great location with parking close by.,Riad_Chbanate,Essaouira
 November 2014,5,Excellent,Stayed two nights here and it was awesome. Noel and Greggy are true stars and looked after as very well. Room (especially the bathroom) was very nice. They even upgraded the room for free which was very nice of them. Riad is close to Supratours bus station so you can walk to riad easily.,Riad_Chbanate,Essaouira
 November 2014,5,Stunning place to stay,"My girlfriend and I stayed here for 3 nights in early November. We'd just spent 4 nights in Marrakech and were ready to leave the bustle and relax by the coast. Essaouira was the perfect place to do that with the charm of the typical Moroccan souks (just on a much smaller scale than Marrakech) and a beautiful coastal location, as well as a much more relaxed atmosphere. The riad is ideally located in the quiet backstreets of the medina and you are immediately struck by the beautiful craftsmanship of the building when you walk in. Our room was just the standard room on the first floor but it was incredible with a really nice bathroom and comfy bed. Staff were really friendly but a special mention for Greggi (not sure if that's spelt right) who really made us feel at home and even…",Riad_Chbanate,Essaouira
 November 2014,5,Essaouria Riad,"Riad CHBANATE IN ESSAOURIA providedd an outstanding experience to our two week stay touring Morroco. This riad is gorgeous. Clean, open but private, a great fireplace and above all a very helpful staff. The riad is convenient, close to the gates, parking and in a great place in the medina. The staff was very helpful in directing us to a great Hammam for a scrubbing and massage. We loved it there.",Riad_Chbanate,Essaouira
 October 2014,5,"We called it ""The Happy Place""","RIAD CHBANATE - What a room we had at the Riad Chbanate; huge and with a walk-in bathroom with a very large round shower/tub, larger than any bathroom we have ever had. But even more memorable were the all female staff members whose lively and happy chatter during meal preparation and general cleaning was so infectious as to be a total joy. The food was also very good, including a delicious dinner. And the location near one of the smaller entrances to the medina made locating the Riad very easy. But the happy and smiling staff was unforgettable. as were the roses and other flowers all over the place. In fact, my wife called it “The Happy Place”!",Riad_Chbanate,Essaouira
 October 2014,5,Calm within the storm.,"Essaouria is a living breathing medina with souks for the locals. The warren of back streets is much smaller than Marrakech but as it's less touristy its more real but a little more edgy at night. The hustle and bustle and scooters and cats are escaped by entering the riad. Ahhhh bliss. The service is warm and friendly. Much more like being in someone's home than a hotel. Beautiful decor, both the common areas and the rooms. The riad is near a medina entrance and against the outer wall. Finding it ""again"" is therefore straight forward. A little like a maze the medina so handy at the nights end. The road staff will recommend restaurants, organise activities and taxis. If I return to Essaouria I will stay here again. No doubt.",Riad_Chbanate,Essaouira
 October 2014,5,Absolutely fantastic,"We spent three days here and wish we had stayed here for the entire week of our holidays. The decor is top class and fantastic! Every attention paid to keeping things just the way guests would want it, fires burning in the living room, cooking that is out of this world - breakfast choices that just keep coming; nothing is too much problem - bring you a cup of tea to the fourth floor, no problem; make you a reservation to have a massage NOW, no problem; where can I go for a cheap fish lunch? no problem. Since we were travelling with our 26 year old son, we were given a room for 3 - the honeymoon suite on the rooftop. Man! did we get lucky. We had terrific views of the sea, separate outside sitting areas which were not overlooked; a sunken bath, your own nespresso machine and…",Riad_Chbanate,Essaouira
 October 2014,5,Such a wonderful stay...,"We can't sing the praises of Riad Chbanate enough. It is a gorgeous riad with the kindest, most attentive staff. The rooms are beautiful and it's a great location in Essaouria. It is perfect for a romantic holiday (we are at the end of an extended honeymoon). The rooms look exactly as pictured,..beautifully furnished, and romantically laden with rose petals! We wish we didn't have to leave! A special mention to the wonderful staff - especially Greggi, Noel and Samira (apologies if the names are not spelled correctly)...they are truly the loveliest, most welcoming people!",Riad_Chbanate,Essaouira
 September 2014,5,nice stay,"we spent 5 days in this hotel on last september and were very happy of our stay. Rooms are of high standing, clean and very nicely decorated with morrocan style. The whole hotel is very cosi, and the staff discreet and highly competent. Very good knowledge of the area and recommandations on what to do or see in the surroundings, thanks for good tips! Food is just perfect, especially breafast. We really enjoyed our time in Essaouira city, which worth to be seen at least once. We would definetly recommand this hotel for anyone looking for a cosi and revitalizing stay.",Riad_Chbanate,Essaouira
 September 2014,5,Nicest Riad we stayed in!,"The Riad is beautiful, such a brilliant stay and didn't want to leave. The staff are so friendly & couldn't do enough for us, complimentary tea, coffee & water is such a bonus. Great location & felt extremely safe. Rooftop terrace is lovely, a real sun trap. Would definately recommend, you won't be disappointed.",Riad_Chbanate,Essaouira
 September 2014,5,amazing riad - wish we could have stayed longer,"This beautiful riad is set on the edge of the medina, which makes it easy to find. It is very well run by friendly, helpful staff. The rooms are clean, spacious and tastefully decorated and really do look like in the pictures, even down to the rose petals around the bath. The breakfast is very tasty and we were given some good tips for restaurants in the medina. The roof terrace offers plenty of space for the number of guests and if you don't book the room with the amazing bath, then the jacuzzi is up and running within 15 minutes. We loved staying here and will certainly be back!",Riad_Chbanate,Essaouira
 July 2014,5,"gorgeous oasis, home away from home, sumptuous bed!","We were so grateful to the staff of the Riad, and also whoever designed it..for creating a veritable oasis of calm, and beauty and kindness...we were really made to feel like it was our home, and nothing we asked for was too much trouble. Noel and Greggy, are total stars, and whoever owns the place is lucky to have such good staff, running this beautiful and tasteful Riad. Red and white roses added to the charm, and I really did not want to leave...i would recommend, and also return to this gorgeous place, in a flash....Thank you!",Riad_Chbanate,Essaouira
 November 2013,5,Riad Chbanate: love story alike,The evening I returned home from Riad Chbanate in Essaouira I booked right away again my next trip to the same place. In the meanwhile – after a numerous amount of visits – I describe the whole staff as my friends. In november 2013 I’ve booked the entire riad for some days and invited my employees with accompaniment for a wonderful regenerating stay. This place has become part of my life and so to say ... I thank myself deeply having discovered it.,Riad_Chbanate,Essaouira
 August 2014,5,Perfect service annd lovely place,"Having looked at a few Riads in Essaouira, this has to be the best or one of the best. We stayed in the Oriental suite which has a good sized room and a great bathroom. The Riad has plenty of areas for you to sit and chill out in and the service we got was excellent. Noel and Greggy were lovely; incredibly helpful, really accommodating and a joy to deal with - a big thanks for them. All in all, highly recommended!",Riad_Chbanate,Essaouira
 August 2014,5,Amazing place,"Beautiful riad and fantastic staff without exception , I would like to address our thanks to each one of the team for making our stay memorable. Definitely to recommend , very nice atmosphere and great breakfast",Riad_Chbanate,Essaouira
 July 2014,5,Another hidden gem!,The Medina in Essaouira is smaller and less chaotic than Marrakech. But again this riad was a gem behind a wooden door leading from a non-descript street/alley way. We were greeted by friendly staff and enjoyed a glass of mint tea as our luggage was taken to our room. We were in the Tyfina Suite and my daughter and I were surprised by how comfortable the hanging chair in the room was. It was our favorite detail! The room had a beautiful ambiance – and it was also comfortable and spacious. The staff suggested some restaurants – and the two we tried were both delicious and VERY reasonably priced. I would certainly stay here again.,Riad_Chbanate,Essaouira
 August 2013,5,Beautiful. Attentive service.,"We stayed here for a week and couldn't have enjoyed our stay more. The staff were delightful, our room was superb. As it was my birthday, they also made us a special dinner and upgraded us to the rooftop suite for the night. This was the highlight if our morocco holiday, and we'd love to revisit in the future.",Riad_Chbanate,Essaouira
 October 2013,4,"Not perfect yet, but going in the right direction","The staff is remarkable here, and the building itself is excellent. Like the rest of Essaouira, it is developing compared to Marrakech, but there is a warmth to the road that is putting them on the right course. They do not regularly serve food past breakfast, but if you order in advance, they will make a custom dinner to order for next to nothing. There is a personal touch there that is hard to find.",Riad_Chbanate,Essaouira
 June 2014,4,Comfortable and charming,"We stayed for a few nights after visiting Marrakech. The Riad is very clean, cute and a good value. The staff treats guests like family with their warm smiles and helpful service. No complaints - only advice is for physically challenged travelers. As in much of Morocco, the Riad has a lot of stairs. It didn't bother us but it could be quite a climb for an unsteady person. Also the location was a bit off the beaten path. We didn't encounter any problems with safety and it isn't a long walk from the main areas. It just feels a bit isolated. However - I noticed that the hotel L'Heure Bleue Palais was around the corner from Riad Chbnante. If the area is good enough for two highly rated hotels, it must not be too bad! Thanks again to the staff for a lovely visit.",Riad_Chbanate,Essaouira
 June 2014,5,Reviews justified,"Most of the reviews of this riad sing its praises - and with every justification. Although in the medina, which is small and easy to get around, it is on the very edge which affords it a little more calm than many others would enjoy. Warm welcome and continually helpful, attentive staff - even on departure. Room was lovely - comfortable bed, superb bathroom, good facilities including a mini-fridge and even limited satellite television if one felt the urge. Good breakfasts. There is something of an air of this place being a work in progress as it is relatively newly refurbished and some minor works are still being done. Nice roof terrace with a jacuzzi. Had a look at a number of other riads for return visits but none impressed to the same extent.",Riad_Chbanate,Essaouira
 June 2014,5,Beautiful riad & fantastic staff,"We had two nights in riad chbanate and it was everything the reviews said. Beautiful inside, our room was amazing and the staff so friendly and helpful. If you are visiting Essaouira this is the only place to stay. Looking forward to going back in the near future.",Riad_Chbanate,Essaouira
 June 2014,5,Thank you!,Thank you for a lovely visit during the music festival! The staff was so welcoming and helpful. We have stayed in 4 riads during our Morocco tour-this has been our absolute favorite! I would also highly recommend Essaouira if you visit Morocco.,Riad_Chbanate,Essaouira
 May 2014,5,Our Third Fantastic Visit!,"Riad Chbanate has become a firm favourite for us and we returned for the third time in the past two years for a completely relaxing week at the end of May. As usual the high quality and warm personal service was a given - nothing is ever too much trouble for the team - and the beautiful building is a real treat. As architects this is a real attraction! We have stayed in the rooms with the big round baths previously which are lovely, and this time we stayed in the new penthouse room which was great too - especially with views across the town and of the sea. We'd happily stay in any of these rooms again. We particularly enjoyed dinner in the hotel one evening - traditional Moroccan fayre (delicious!) served in a candlelight spot in front of the fire - living the dream! Fiona,…",Riad_Chbanate,Essaouira
 May 2014,5,Lovely service,"I can't recommend this place enough. Its excellent. The service was great and the rooms fabulous. Breakfast was great also. Its close to the main part of town, but away from the touristy parts. Loved the cute tortoise! The hotel even arranged a free private car for us at the last minute to urgently take us to the airport when we got our times wrong. The driver pulled out all stops for us, overtaking etc etc... We literally just made the flight, arriving at the airport as it was due to depart and after pleading with airport staff! If the hotel staff hadn't had helped with the transfer, we would have surely missed it. Thats service with a capital ""S"".",Riad_Chbanate,Essaouira
 July 2013,5,Beautiful Riad,"I am remiss in not writing this review sooner, as we had a wonderful stay here in July 2012! From the moment we were met by the staff at the bus station, they could not do enough to make our stay a fabulous experience. We did not arrive in Essaouira until 9pm, but Samira had already spoken to us on the phone to check out what we would like to eat on arrival, & greeted us with a feast. The breakfasts were amazing, served looking out to the courtyard area which was truly beautiful & peaceful. The staff were so helpful & friendly, helping us with directions, suggestions & organising a sunset camel ride along the beach! The Riad is only a few minutes walk to the Souks & 10 mins to the beach area. I would definetly stay here again. Our room was beautiful, with a sunken bath which…",Riad_Chbanate,Essaouira
 March 2014,5,Great place to stay in the medina,"We spent 4 nights here towards the end of our 2 1/2 week trip to Morocco. It was the third riad we stayed in and we were not disappointed. Our room was on the fourth level, quite a hike up but a lovely large room with views over the medina to the sea in the distance. Courtyard area was lovely and relaxing with the dining area inside looking out onto the courtyard. We had dinner the night we arrived which was delicious. They lit the open fire for us as it was a cold evening despite it being early May which made for a lovely atmosphere. Breakfasts were very good for Morocco. The staff were excellent particularly Greggi who was so keen to assist us in any way possible. The location of the riad was also great - a little removed from the the main area but still only a 10 minute walk…",Riad_Chbanate,Essaouira
 May 2014,5,Charming riad,"Greggi the manager is an amazing person. Bends over backwards to make anything possible for you, He really added to the stay we had at this hotel. He had excellent recommendations for dinner (check out Elizir if you have time - the lamb and pear tagine is to die for!). We stayed in the top suite on the top floor and it was great. The bathroom was a knock-out: shower with a view! The bathtub is one of the biggest I have seen. However the Wi-Fi doesn't work well on the top floor (too far from the router). When it comes down to it though, we didn't really need internet in a place like Essaouira! Besides that we had a knock-out stay. Thank you again Riad Chabanate for having us.",Riad_Chbanate,Essaouira
 April 2014,2,"""Zen Suite"" not zen! Unless you like open floor plan!","We stayed in the"" Zen Suite"" for 2 nights during our 19 days of travel through Morocco. Although, the breakfast was wonderful and the roses and riad beautiful, it was not relaxing to have 3 people (2 adults, 1 child) staying in a room with no wall to section off the bathroom. There was only a thin curtain, with a gap, to separate it from the ""bedroom"" area. As we were told by reception, perhaps if we weren't ""feeling well"", we could go downstairs to the riad courtyard and use the restroom! I don't expect this when paying a fairly expensive rate to stay at the property. Not only that, but there were windows that looked into the lovely bathroom area from the main walkway to and from rooms. Perhaps, they need to reconsider the ""zen suite"" or name it something else altogether!",Riad_Chbanate,Essaouira
 May 2014,5,Super friendly - THE place to stay in Essaouira,"Greggy, Samira and Nawal are just the best front of house you could ever hope for - enthusiastic, happy, friendly, helpful and considerate. They are backed up by a great team. Rooms are spacious and comfortable. Breakfasts are great. Communal areas are welcoming. A/C and wifi work well. I would not hesitate to stay here again myself, or to recommend this Riad to others. Simply wonderful. Thank you so much!",Riad_Chbanate,Essaouira
 April 2014,4,wonderful service - weird bathroom setup,"the staff here are the loveliest nicest people and the riad is gorgeous - and the breakfast is indeed to die for in fact is really too much (our 2nd day they asked what we wanted since we had shamedfacedly left so much behind our 1st time) - the location is great as it is easy to find and a short walk to everything in the medina our only issue was with the bathroom area in the Zen suite - there was no separation at all between the toilet and bath, and only a short curtain between that area and the bedroom - so if you don't want your travelling companion to hear and see everything you may need to ask them to go upstairs to the terrace for a while! notwithstanding the strange bathroom everything else was just perfect and greggy, noelle and samira will do everything they can to…",Riad_Chbanate,Essaouira
 May 2014,5,"Friendly, comfortable and couldn't do enough to help","We had 3 nights in the Riad Chbanate and had a really excellent stay. The room (Chbanate room) was fantastic; very nicely decorated, very comfortable with a superb bath to complete the transition from medina bustle to the Riad's secluded peace. The team were superb and really couldn't do enough to make us feel welcome and comfortable. The location of the Riad is slightly away from the main tourist area of the Medina but still safe and actually all the better for being a 5 minute walk away from the shops and restaurants. Highly recommended!!",Riad_Chbanate,Essaouira
 April 2014,5,Perfectly Relaxing Stay,We have spent a truly wonderful week at Riad Chbanate. The staff have been lovely - nothing has been too much trouble. The room is comfortable and rather glamorous with it's sunken bath. Fresh roses everywhere and mint tea and cakes whenever we came back from the outside world. Thoroughly recommended.,Riad_Chbanate,Essaouira
 March 2014,5,Excellent stay in a beautiful riad - perfect place for relaxing!!,"We stayed at Riad Chbanate at the end of March 2014 for two nights after spending five nights in Marrakech. It was an amazing stay and would wholeheartedly recommend a stay here. The riad itself is beautiful - all light wood and airy. We had booked to stay in the Berber Suite but after our arrival I asked to have a look around the other rooms. The Hayate suite was available and after expressing our delight we were upgraded to this room free of charge! The Hayate suite was perfect after spending all day walking around. We had a fire lit on both nights and the bath tub is absolute bliss!! (However, it is quite noisy as the bathroom overlooks the main street outside - not a problem as there are very thick curtains). After returning to the riad around 10pm one night we requested…",Riad_Chbanate,Essaouira
 April 2014,5,A beautiful haven amidst a wonderful walled city,"From the moment you arrive outside the walled city at the Chbanate gate, it is magical & breathtaking. If you call the riad, they'll fetch a cart to collect you with your baggage and you'll realise that there is nothing that is too much trouble for your hosts. The riad is just inside the gate and so very easy to remember your way back on trips out. The house is much like a small palace, with luscious decor. We stayed in the Chbanate suite at the top - absolutely stunning! You can bathe overlooking the city, with sunlight flooding into the bathroom - a dream! We had a sneak peak at other rooms and they all look gorgeous. The terraces and courtyard are well equipped for relaxing and the courtyard particularly lovely with its fountain and turtle, which our little boy loved feeding!…",Riad_Chbanate,Essaouira
 April 2014,5,Expect the unexpected,"Couple meters from the Cbbanate door, this riad and its personnel welcomes you from the moment your cross the entrance. From the mint tea and the cookies they serve at your arrival, to the rose petals in your room and the amazing size of our bathroom, everything was perfect. They provided great information about navigating the streets of the medina and suggestions for dinner. They even gave us a bottle of water for the road and arranged for cut flowers for our friends we were going to visit in Casablanca.",Riad_Chbanate,Essaouira
 April 2014,5,Fantastic Riad,"First time I have written a review and the first time I have felt somewhere was worthy of a review. This place is fantastic. Superb location and rooms are immaculate. The service was exemplary. The hosts Samira and Greggy seriously go the extra mile and will happily organise anything you need. Great coffee and juice whenever you want and the breakfast, oh the breakfast. If i'd stay any longer I would have put on a stone. Cannot reccomend highly enough. We stayed in the 130 euro room and it was perfect.",Riad_Chbanate,Essaouira
 March 2014,5,Beautiful Room and Kind staff.,"We enjoy so much to stay here. Excellent service! We had welcome tea then give us some information, some restaurants in Essauira. My husband can't eat wheat, they gave him some special yoghourt that mix nut and dry fruits at Break fast. All staff are look happy to work. We heard the owner care of them, so all staff are working long term. Good atmosphere. We met nice guests as well. Also All rooms are different design, Our room has a hammock. Beautiful bath and wall, carpets ! The wall in a rooms are so nice, beautiful, shiny, made by natural material that traditional morocco style. They polish it every month. Recommend if you want to have a romantic holiday !",Riad_Chbanate,Essaouira
 March 2014,5,Superb place,"Phenomenal Riad! The staff was incredibly helpful and accommodating, the food was excellent, the location was great (quiet, but still centrally-located and easy to find), and the rooms were luxurious. My wife and I would unequivocally recommend this Riad to travelers.",Riad_Chbanate,Essaouira
 March 2014,5,Wonderful Friendly Service,"What a wonderful place to stay - we could not have asked for more. The rooms (we had Hyate and Berber) were amazing and Greg, Samira and Noel all looked after us superbly and were very friendly and attentive. We were sad to leave and would certainly stay here again.",Riad_Chbanate,Essaouira
 February 2014,5,Everything was amazing!!Stay there!!!Do not doubt!,"Everything was amazing!!Stay there!!!Do not doubt! City is Nice, Staff is fantasctic!!!! An amazing place to spend a long weekend! Staff hotel gave us a lot of good information and good choice to go for meals. Helpful and nice. Building and rooms are very lovely!! Quality-Price is perfect!! If we will be back to Essaouira, We will stay there for sure Thanks for all!!",Riad_Chbanate,Essaouira
 September 2013,5,Riad Chbanate,"My wife and i booked to stay at Riad Chbanate for our honeymoon we stayed for 10 days and found what we would call a real oasis within a walled town it offered a comfort ,quality ,peaceful retreat from a bussling busy. The staff were all very friendly and helpful. We had a gorgeous room with the most amazing bath and a terrace with a hot-tub and sun loungers. All in all we would give it a high recommendation.",Riad_Chbanate,Essaouira
 September 2013,4,"Good breakfast, lovely staff","We had a small van take us from Marrakesh to Essauoira and the company arranged by Riad Chbanate was great--the driver was careful. The young man who welcomed us to the Riad was warm and kind. I agree with other opinions about the rooms and the bathrooms in them--my bath was heavenly. The thing I liked most was the breakfast--excellent quality. We didn't get to see the owner much--he was busy--but I did see him talking to other patrons. The riad is in the town--not right slap in the thick of things, yet only a few minutes walk--this is an advantage on noisy Saturday nights.",Riad_Chbanate,Essaouira
 March 2014,5,Excellent riad in Essaouira,This is an excellent riad. The place is top notch and the staff is super friendly. We stayed in the Mauresque Room. This was on the terrace. Huge rooms and very luxurious. Would definitely stay here again. Location is also very convenient and its walking distance from the bus stop in case you are coming by bus from Marrakesh. A bit on the expensive side.,Riad_Chbanate,Essaouira
 October 2013,5,Short visit to Essaouria,Lovely riad very welcoming. Rooms beautiful and perfect location . Looking forward to coming back very soon. Would recommend this riad if planning a short stay as very well located and near to the coach station and beach. Lots of lovely restaurants to try and the staff as the riad will help you locate these restaurants and offer advice on where to eat and shop.,Riad_Chbanate,Essaouira
 March 2014,5,Delightful Riad,"You will not be disappointed by this delightful riad. The staff & service are excellent lead by Noel, Samira the excellent head cook & the very helpful Greg who will meet your every need. The rooms & common areas are very nicely decorated & charming, & there is a delightful roof area perfect for relaxation. The star of the riad is the wonderful rooftop suite with great views over the medina.",Riad_Chbanate,Essaouira
 March 2014,5,"Beautiful, Delightful Oasis","We recently spent a few days in Essaouira and had the privilege of staying at Riad Chbanate. We arrived in Essaouira after a half-day drive from Casablanca and frankly, were concerned as we walked through the streets of the old city to the riad. The narrow streets are packed with people, dusty and uneven. We rang the bell and were greeted by Greddy, a friendly, professional inn-keeper in an absolutely beautiful, accommodating, comfortable space. We enjoyed a glass of wine as we chatted about the city and the small hotel (eight rooms). Our suite was spacious and lovely, with an incredible tub large enough for six or so people. We enjoyed a wonderful dinner on our first night at the riad. The staff saw to our every need, provided detailed information about the city and made…",Riad_Chbanate,Essaouira
 January 2014,4,Lovely riad!,"We stayed in the Hayate suite which was absolutely gorgeous! The biggest bed ever, a beautiful open fire that they lit for us on 2 evenings, which was lovely to fall asleep with, and then the bathroom...The bath is so big it takes about 20-30 minutes to fill up, and everyday they fill up the bubble bath for you, so you can enjoy the experience all over again! We had a bath every day just for the sheer enjoyment of it! The staff at the riad were all lovely and very helpful when we had questions, and organised an afternoon camel riding for us. The breakfasts were amazing as well. They were all more than happy to help with anything we needed. Having spent a few days in Marrakech, Essaouira was a good come down. The town is very relaxed in comparison, and smaller so you…",Riad_Chbanate,Essaouira
 December 2013,5,"Best hotel, excellent staff. Not sure we'll be able to top this.","Riad Chbanate is hands down one of the best hotels. We stayed in the Oriental suite and couldn't have been happier. Upon arriving from Marrakech, the staff made us feel relaxed while they took care of belongings, made dinner suggestions. The breakfast is the best we had in Morocco. Essaouira, in general misses some details when it tourism, but Chbanate didn't miss a single detail. I would go back to Morocco just for this hotel.",Riad_Chbanate,Essaouira
 December 2013,5,Absolutely Fantastic,"This is hands down one of the best places we have ever stayed. The service, staff and attention to every detail was impeccable. Thanks to all of the staff for making our stay so special and all of the sage advice on restaurants, shopping, etc. The Riad is absolutely beautiful and in nice quiet location with a few minutes walking distances to everything. It was so nice to be able to come back in the evening- have a glass of wine, have a few snacks, and sit by the fire. Breakfast was by far, superior to anything we had in Morocco - homemade bread, fresh fruit, fresh squeezed orange juice, local yogurt, omelets, etc. We couldn't have enjoyed our stay more. And definitely go for the Oriental room if you enjoy a decadent bath and fire in your room. Absolutely sensational. …",Riad_Chbanate,Essaouira
 January 2014,5,"Over the Top, Our Best Hotel Stay Anywhere","WOW! WOW! WOW! this fabulous Riad in Essaouira simply delivered on all levels. It's a 5 star hotel experience in a Riad. Greg, Nawal & the other staff couldn't have been more thoughtful, helpful, friendly & results oriented. Our room on the top with views of the ocean was superb. Nothing negative to say. We were only going to stay 2 nights & extended it to six. We'll be back to Essaouira and back to this Riad!",Riad_Chbanate,Essaouira
 December 2013,5,A wonderful Riad - perfect for a longer stay to really relax in Eassaouira.,"This was my favourite Riad on our Morocco trip. This Riad is expensive in comparison to some of the other riads in Essaouira, but it proved to be worth it. We spent 5 days in this Riad, and it was brilliant to have somewhere so lovely, quiet and friendly to come in relax in when we were done with sightseeing/shopping etc. The room was beautiful and large, and the bathtub fabulous! But what really makes this place worth the extra money is the staff who makes the Riad feel homely and friendly. Their English was excellent, we were given a map and an explanation of the area, and there was always someone to greet us or to offer us a drink when we were in the Riad. On a lazy sunny winter morning, I fell asleep on a lounger on the terrace and a member of staff placed a blanket over me…",Riad_Chbanate,Essaouira
 January 2014,5,Amazing Amazing Amazing,"My wife and I stayed here for 3 nights in the recently opened Chbanate suite as part of our honeymoon in Morocco and we had a fabulous time in this beautiful riad. The staff were friendly and very welcoming. The view from our room was fantastic, you could see across the whole Medina and into the ocean. The only gripes I had and this is clutching at straws, is that in our room being on the top floor the wifi access was very limited.Also we had to put the rug under the bed as they were very slippery against the wooden flooring. But like I said clutching a straws to find fault. For anyone looking for things to do we would definitely recommend the quad biking with Essa-Evasion. 2hrs of driving through beautiful golden beaches, rocky terrain and more, this is a must. …",Riad_Chbanate,Essaouira
 December 2013,5,Quality all around,"This Riad - which is apparently pronounced ""shbnat"" - has international class and is highly recommended (if you can afford it). The rooms, the service, and the food are all excellent. If it's too cold to have breakfast in the ""court yard"" area, which was the case in December, there is a very cozy restaurant room next to it, with a lit fireplace! The place is tastily decorated and has a 'lounge' atmosphere. In our room there was only a curtain separating the toilet/shower from the rest, which might be an issue for some. But in return there is a nice sunny roof terrace where one can go.",Riad_Chbanate,Essaouira
 November 2013,5,wonderful experience,"Just spent 4 nights at this peaceful retreat and would like to thank all the lovely staff for their friendliness attention and superb service.Greggy and noelle were amazing front of house and the lady chef with a fabulous smile made us an excellent cous cous with lamb and chichen served in front of the fire on request.Samir took us to a local Hammam 2 minutes away,gave us a rigorous body scrub and a massage that was passionate,strong and technically brilliant.Stayed in Room maresque with massive bath for 2,fill it up with hot water,some argon oil and soak your stesses away.Try the lovely wines french and moroccan.Thanks everyone,you were amazing and the riad full of atmosphere.Love and best wishes Jonathan and Martin",Riad_Chbanate,Essaouira
 November 2013,3,I don't get the love.,"I hate to rain on the parade here, but I thought this was the weakest of all the places I stayed in Morocco. The riad was lovely and the staff tried, but some unfortunate design decisions really detracted from my experience. For example, the rooms had no phone or other connection to the front desk. So, if I needed any assistance I had to walk down (then back up) four flights of stairs. I asked about this, and they suggested I lean over my balcony and shout down through the courtyard if I needed anything. I'm sure the other guests would've appreciated that. For another example, my bathroom was huge, but nobody had thought to hang a towel bar or hook where I could've hung a towel or bathrobe. There were just too many small annoyances like that, and they added up to an unpleasant…",Riad_Chbanate,Essaouira
 September 2013,5,ABSOLUTELY BRILLIANT STAY,"I could not recommend this beautiful Riad highly enough. Although ideal for a honeymoon, it was also brilliant for two friends wanting to stay somewhere nice. The breakfast and the biscuits (made by Noel's sister) were great. We stayed in the Oriental room and it really was unbelievably special. I feel like I'm gushing but it was such a pleasant stay that I can't help it! The staff made it for us: they gave us great recommendations for places to eat/go for Hammam and generally made us laugh and feel welcome. Essaouria is a very traditional place and can be a little difficult to penetrate so having such incredible staff made it a wonderful experience. Thanks for a great stay! Rachael (of Rachael and Sarah!) xxxx",Riad_Chbanate,Essaouira
 November 2012,5,Perfect riad. Great value; fantastic experience,"Wonderful riad. Wonderful experience. Staff couldnt have been more helpful. The rooms are different and unique with a style that makes you feel like you should be spending a huge amount of money. So helpful in organising activities - from horse riding to restaurant reservations to cars to the airport. Not forecful, just friendly and helpful. Great experience.",Riad_Chbanate,Essaouira
 September 2013,5,A delightful way to end our trip to morocco,"After a fantastic, action packed 13 days of seeing the sights of morocco from Mountains to Desert, Cities to Ruins through the great offices of our travel company, Morocco Explored, my family of 5 (all over 18) were ready for a few days downtime by the time we reached Essaouira. Riad Chabanate looked as if it was a bit out of the way being towards the back of the Medina and the street leading to it is not always as clean as it might be. But walk though the door and an oasis of calm and luxury awaits. Moreover, the Riad serves cold wine and beer which after the general paucity of said substance generally in Morocco , we consumed with some relish! Noel - the owner/manageress was fantastic; as was Greggie - both super hosts and very helpful. Breakfast was delicious and freshly…",Riad_Chbanate,Essaouira
 September 2013,5,A little gem in Essaouira !,"We love our stay of 3 nights in Riad Chbanate. The top floor room has full access to lounging area and jacuzzi which made it very comfortable to relax around . The French owners had made the rooms and general areas very cosy and very tastefully done. They had gone down a path where you have free wifi , bottles of water and soft drinks. All the service staffs were outstanding , always willing to help in every way. Morning breakfast with crepes, local fried pratas, Danish pastries and even eggs done in any way you like, truly delicious and generous for Moroccan standard.",Riad_Chbanate,Essaouira
 August 2013,5,Absolutely Fantastic,"We came to Essaouira after 3 days in Marrakech and it was a breath of calm, relaxing air! When we walked into the Riad, we were amazed straight away. The building is fantastic. We were there 2 minutes and Noelle (apologies if I have spelled this incorrectly) offered to upgrade us to a better room for free. The room was one of the nicest rooms I have ever stayed in in my life. Amazing. Large marble bathtub, infinity tap, massive rainfall shower in the centre - absolutely amazing. Again. Breakfast was also great, much better than any of the other places we stayed so far (we still have 2 more days in Fes) and everyone was so helpful. Noelle and Greggi (again apologies for the incorrect spelling) were both very friendly and helpful and booked out hammam for us and a camel ride along…",Riad_Chbanate,Essaouira
 August 2013,5,One of the best place ever...,"First of all the rooms are very nice, we slept for four nights in the berbere suite and it was delicious. The breakfast excellent, maybe one of the best we had in morocco so far. Staff well prepared, english speaking and very helpful. We loved every detail. Water is free of charge, which doesn't cost a lot to the hotel but it is a small thing which makes the difference. We would recommend this place to all our friends.",Riad_Chbanate,Essaouira
