 December 2022,5,A Top Class Resort,"Family holiday with two adult children and stayed for 7 nights through TUI. The food options in the resort were wide ranging and very high quality. The hotel was very clean and was well run. The staff are tremendous, particularly the entertainment staff. Shout out to Nagib, Ismail, Jenna and Risla, who were a delight. There is plenty to do at this resort (eg darts, volleyball, table tennis, aqua fit, pilates), without feeling as if you have to do everything. My son lost his headphones whilst in the pool complex, which he tracked to somewhere in the city, so unfortunately it would appear that these were stolen by someone. An unfortunate end to the holiday, but it wouldn't put us off going back, which we intend to do. The Moroccan people are very friendly and welcoming. …",hotelName,city
 September 2015,4,Beautiful,"Nice hotel and friendly staff. Large clean swimming pools Could have given 5 stars if there was wifi in the room and the Internet speed wasn't so slow! I was prepared and had a small wifi router to use in the room (with cable). But really... slowest internet in years! Only 1 power socket at the bed? Airco wasn't so cool. Therfore, high humidity in the room. Large lobby with enough seats.",Riu_Palace_Tikida,Agadir
 November 2014,5,Perfect tonic for mid winter blues,Great hotel on the beach front food was excellent .we went in November and weather was warm to hot cool nights as you'd expect in November .if you want to recharge your batteries in mid winter it's perfect,Riu_Palace_Tikida,Agadir
 August 2015,5,Fantastic holiday,"Stayed at this hotel in August , would recommended it . Great surroundings , lovely staff . Food lovely and fresh . Every where clean .the entertainment team are fantastic so friendly and welcoming the rooms are lovely . I cannot fault this hotel at all . If you have any problems at all just see one of the managers Alberto and he wil go out of his way to solve it for you . It is the first hotel that I have stayed in where the manager makes his self known to you .. Would definetly return to this hotel ..",Riu_Palace_Tikida,Agadir
 August 2015,5,Excellent hotel!,"Stayed at this hotel recently and would thoroughly recommend it to anyone who is looking for lovely surroundings, good food and friendly staff. I enjoyed some excellent golf under the superb tuition of my instructor on the wonderful course with helpful caddies to assist. Overall a relaxing holiday in wonderful surroundings and I will definitely be back!",Riu_Palace_Tikida,Agadir
 September 2015,3,Not as good as other Rui palaces,"What can I say after having holidayed to two other excellent Rui's I expected this Palace to be of the same great standard but I was wrong! On arrival late at night the hotel reception staff just waved in the general direction of our room but with the reception/bar area being dark and gloomy it was difficult to locate, our room was much the same, dark and gloomy, especially the bathroom. Our room was not clean even though we requested it be cleaned, and even on the second floor we had cockroaches! the light switch was falling off the wall along with the bath tap, all reported and not fixed during our stay. The bed was lumpy along with the pillows and the fridge was not jammed packed like in the other Rui, no ice box to collect ice and no optics (all available in previous Rui ) …",Riu_Palace_Tikida,Agadir
 September 2015,5,Riu Tikida Palace Agadir,"This is a Riu chain hotel and we stayed for 7nights after 3 nights at the tikida palmerie in Marrakech, this is a far better hotel with excellent service from every member of staff in the hotel. Food was a bit samey, ie chips and burgers for those who only eat 'English', but otherwise a good European choice, and plent of it !.Drinks are good with branded stuff like JD and Bombay Gin, but ask or you get the local stuff which is still good. Entertainment is a bit cheesy, but the Animation Crew are VERY hard working and although a little annoying trying to get you to join in, do a fantastic job.If sun beds are your thing, then be prepared to get up at silly o'clock to reserve one, otherwise take pot luck. Wifi is good only in hotel lobby areas and sometimes in the restaurant but…",Riu_Palace_Tikida,Agadir
 August 2015,5,fantastic!!!!!!,Just arrived sadly home on Friday 4th Sept after an amazing 10 day break. Where do I start. Arrived 1 am on Friday morning reception staff were lovely and efficient we shown where to get snacks and then got out room. No 4038 beautiful room worth paying a little extra for pool view because usually also get a sea view too. Room was kept spotless and towels changed everyday. I had one slight nark there is only one large mirror with no socket near it so I struggled to do my hair. But then that really didn't matter after half an hour because the humidity sent it frizzy lol. Pool area was beautiful and spotless as everyone comments at sometimes it's like sunbed wars. We are always up at 7 so we have didn't have a problem apart from one incident were a totally obnoxious British…,Riu_Palace_Tikida,Agadir
 June 2015,5,Hidden Moroccan Gem!,"Its hard to find fault with this hotel. We were celebrating our wedding anniversary and had slight reservations due to some unfair criticisms on Tripadvisor. Upon arrival, we were thrilled and delighted time and time again. This is a true 5 star experience, a wonderful extravaganza! The good: Warm welcome by staff and complimentary drink, speedy & efficient check in service with luggage delivered to our room within minutes, excellent luxurious room which was immaculate in every way. Powerful shower, safe, ultra slim tv, comfortable bed, lovely furniture and colour scheme, including the balcony furniture, etc. All the restaurants were excellent i.e. the main buffet restaurant that served breakfast and the evening meal. We were so surprised regarding the quality, variety and…",Riu_Palace_Tikida,Agadir
 August 2015,4,Great Hotel but not Five Star!!,"We booked a package holiday with Thomson and flew from Gatwick. We were met by Thomson Representatives at Agadir Airport and took the coach transfer to the hotel. On the coach the Thomson Rep provided us with the check-in forms to speed up the check in process which was great and made check-in much faster and easier when we arrived at the hotel. As we arrived at 11pm, some food was put aside for the arriving guests in the main restaurant. I was expecting more than cold meats and desserts for the food, but appreciated that some food was available. The hotel is very nice, had air-con in all the right places and lovely grounds. We went to the Thomson Welcome Session at 10.30am the following day. But this was very much a sales pitch for activities and excursions as well as…",Riu_Palace_Tikida,Agadir
 August 2015,4,"Great holiday, nearly perfect","most staff very polite and helpful, reasturant very clean could do with more outside seating to eat breakfast, evening meal. Little things that are important that they could improve are , the tea/coffee for breakfast is nearly always tepid ! Also would like to see a beach bar,it's along way to walk with drinks for a family. Courtesy rooms are available for a shower which is fantastic and welcome, but not when someone else has just used it and left the room dirty and with no clean towels. Really enjoyed our stay and would go back",Riu_Palace_Tikida,Agadir
 July 2015,5,Great holiday,"Decided on this hotel as visited riu's before and never found any problems. Visited with family who went out a few days before me, when I arrived found the reception staff helpful and friendly and the restaurant open for the late check ins to have a bite to eat. When arrived at the room again it was well set out and spacious, clean with all the usual facilities. Found the pool area clean and tidy, my only disappointment would be to say not enough staff on the pool side bar, it was quick to get out the pool and be served, which I would say let them down for the two weeks I was there otherwise again staff friendly and drinks were nice. The breakfast was excellent and I made it there most days, plenty to choose from and always fresh and tasty. Lunch while I was the was in the…",Riu_Palace_Tikida,Agadir
 June 2015,4,Lovely,"Great hotel, gorgeous pool area. Although there is subbed wars! You cannot lie in for fear of not getting a sun lounger... Food is lovely and staff were great cannot do enough for you. One of the nicest hotel rooms I have stayed in, very spacious. Not much to do of an evening, they have entertainment on until about 10.30 but then it is quiet, we wanted to relax so didn't mind as much but we do normally like to go out. There are bars to go to but out of season and it was Ramadan so it was very quiet. Overall lovely hotel and enjoyed Morocco..",Riu_Palace_Tikida,Agadir
 August 2015,4,Lovely Holiday,"I came on holiday to the Riu TIkida Palace on the 20th August with my mother and my younger sister and have just returned today (4th September). I'm going to give a 100% honest review. Positives: The hotel itself is very beautiful and classy. The staff are always well dressed and polite. The buffet restaurant is good - the food is good, different variety! Waiters work very hard, they would do mostly anything for you. One waiter would wait until my mum finished getting her food at the buffet and bring her plate to the table for her. They would bring us so many drinks, most times I would have 5 different drinks in front of me that I wouldn't know what to drink first. The beach is not as bad as people are saying; I quite liked the beach. The only thing I didn't like was the…",Riu_Palace_Tikida,Agadir
 July 2015,4,Beautiful Summer Holiday,"Great hotel, very clean spacious rooms, beautiful pool area and surrounding gardens. Staff were brilliant and very attentive. Right next to the beach. Fantastic choice of food throughout the day. Would definitely recommend and would definitely go again!",Riu_Palace_Tikida,Agadir
 August 2015,5,top class,"Honesty again folks, not 5 star, more 4.9 (an electrical socket hanging out between rooms 3008 and 3010) and dispite several requests to have light bulbs changed in my room, nothing was done. Apart from that, the hotel was excellent, shiny and clean, the staff couldn't do enough and were very friendly. Food was very varied and exquisitly presented being cooked fresh in front of you. 2 more moans, the hotel had a bad case of sunbed towelling, most were taken up by 8-8.30am and the practice of the poolside beds being under towels when no-one used them all day was annoying and the ambience was soured by squawking, miserable snot nosed over indulged brats. Maybe it's that we went in school holiday time. If one likes children, great if not, look for an adults only place to stay. The…",Riu_Palace_Tikida,Agadir
 May 2015,5,Golf break,"Hotel was fantastic, best Rui stayed in yet, AI food was very good with plenty of choice, rooms were clean, classy and spacious. Entertainment was very good also. Golf courses 15 mins taxi ride away, they offered a good challenge with decent rates. Can't wait to get back next year.",Riu_Palace_Tikida,Agadir
 August 2015,4,Great Hotel Worth a Visit Do your research on Agadir weather.,This review is based purely on our personnel experience. This is a great hotel for a holiday. The room that we had pool view was spacious and spotlessly clean on our arrival. Check in was fast and the room was a two minute walk from reception. Big note for evening dinner. Men must wear long trousers. Shorts and anything not to the ankle are not acceptable and you will not be permitted into the restaurant. There are no exceptions which makes it fair for all although you always get someone who thinks the rules should not apply to them. It absolutely does. The food was good with dinner and lunch menus varied daily while keeping basics such as salads as standard. In the main restaurant for dinner there usually be a meat section a fish section a small Moroccan section always on the…,Riu_Palace_Tikida,Agadir
 August 2015,5,Definitely a 5* hotel,"Amazing hotel, food is 1st class and the staff can't do enough for you. The weather is varied with it not being too hot. There is normally a mist/haze in the morning but this clears for mid morning. There are plenty of various luxury sun beds so no need to rush in the mornings placing your towels out. Wifi is a bit limited in the reception and pool area. Make sure you try all the restaurants.",Riu_Palace_Tikida,Agadir
 August 2015,5,Something for Everyone,"We have just returned from 10 day staying as a family of 4 - kids 13 &10. It was our first time in Morocco and in a Riu and I would definitely recommend this hotel and the chain. We had two rooms next to each other and would have like interconnecting but there is not the option at this hotel. Nevertheless I got used to it and felt that the children were safe on their own next door. The animation team provided a great pool side atmosphere and the kids played table tennis, french bowls, beach volleyball. The food was very good and always looked fresh and plenty full. Yes it does get a bit repetitive but we are not picky so it was all good for us. Went out a couple of times and walked the promenade daily - it is safe here. It felt safe both in and out of the hotel and…",Riu_Palace_Tikida,Agadir
 August 2015,5,Lovely Hotel,"Most of the reviews on here are pretty accurate, great hotel, lovely rooms, very big and with all the extras you would expect or like in a room. We loved the food - all cooked fresh to order no big vats of food getting cold. Chefs cook small amounts and then cook fresh so nothing gets cold. Salads and fruit were lovely as well. Drinks well they were a bit hit and miss - never quite sure what you would get - but that's part of the fun. The sun bed situation is silly, there are loads of beds. We were there in August and came down to put towells on the beds on our way to breakfast at 9.30 - so sometimes we got a bed where we wanted and other times we had to compromise. Getting an umbrella was a bit more hit and miss. We had the unfortunate experience of our beds been…",Riu_Palace_Tikida,Agadir
 August 2015,5,Lovely place and Hotel,"The hotel is brand new and it is in a super location within Agadir and just right on this magnificent 7miles huge beach. The hotel, in my view is not a 5* but the addition of great food and drinks, comfortable rooms, cleanliness, Wi-Fi, great service and attention to Guests and particularly the friendliness of the staff make this hotel definitely a 5*. I was particularly impressed also by the attention given to the guests by the senior staff particularly by Alberto Abreu who was always around the resort to make sure that the little details were not spoiled and particularly his availability to listen and take action to issues raised by the guests. I will definitively come back and I was well impressed about the quality of the service offered by the RIU hotel.",Riu_Palace_Tikida,Agadir
 January 2015,5,"Spaceous room , good mini bar , clean environment excellent food","Hi I mean to review this Jan 15, Me and my girlfriend went for a week, We travelled with Thomson for £1000 for a week all inclusive, the room was two double beds which were great, two toilets a large vanity area, Pool area always plenty of sun beds, free towels with a token, food was very good choice, even bacon , sausage , good lunch and dinners also two speciality restaurants but I preferred the restaurant Branded cocktails and shorts ,all included in price, The weather wasnt too warm but the week before was hot. Went to essouira on trip well worth it for holiday gifts. Did marrakech year before. Reception good and speed bank for any cash, The only downside no wifi in room only reception",Riu_Palace_Tikida,Agadir
 August 2015,4,Great Hotel but lacks 5 star quality,"I apologise for the long review but before I travel I always like to get as much info as possible and thought I would right everything I wanted to know before travelling to the hotel. Let’s start off by saying we had a great time at this hotel and we absolutely love Morocco, this being our second visit after visiting Marrakech a couple of years earlier. The hotel itself is very nice, it is immaculately kept from the gardens to lobby, and it is one of the cleanest hotels you will stay at with cleaning staff constantly working around the clock to keep it this way. The Room We were given a room on the 4th floor (Main Floor being the 3rd containing lobby/restaurants/reception) it was to the front of the hotel at the side, the view we had was one overlooking a walkway to the…",Riu_Palace_Tikida,Agadir
 August 2015,4,Babymoon in Agadir,I am writing this review sitting by the pool on our last day. Its around 11am and there are plenty of empty sunlounger all reserved will towels but no one using them until after 1pm. This is my real only moan about this hotel. The hotel enforces certain rules like men must wear long trousers for dinner but then don't bother to enforce their no reserving of sunloungers even though it's clearly stated around the pool. This means that you are force to partake in the early morning retrial of getting up at 730am to get a sun lounger because if you leave it any later you won't get a sun lounger. Like I said this is the only moan I have about this hotel. Everything else has been pretty good. Yes the hotel says it's 5 star but compared to UK standards it's probably a very good 4 star.…,Riu_Palace_Tikida,Agadir
 January 2015,5,Wonderful Hotel & Staff,"I have to say this is one of the best hotels I have stayed in. The room was superbly clean, and the food was probably on par with the best food I have had anywhere. Plenty of choice of dishes at all mealtimes and the staff are the best I have encountered. The pool was very clean, and the staff were very attentive wherever you went in the hotel. Agadir the place Is not my favourite, but we have booked to come again, as the experience we had delivered by the hotel was top drawer, and I would reccommend it for some woderful winter sun with excellent service. The massage in the hotel was great, my good lady and me had a wonderful afternoon in the turkish style bath, rather than go into town, it was worth a bit extra.",Riu_Palace_Tikida,Agadir
 May 2015,4,Ms,"As usual with all Riu hotels, a great holiday experience. Lovely hotel, great selection of food, fantastic location right near the beach and promenade. Local people and staff very friendly and helpful.",Riu_Palace_Tikida,Agadir
 April 2015,4,"Lovely Hotel, Coastal Weather","Mother and 17 year old daughter travelling for a week for a 50th birthday celebration over Easter 2015. If you want hot weather, don't go to Marrakech! This hotel is a 10 second walk over the road to the coast hence the cold breezes and gloomy sky; came back with wind burn rather than sun burn. Had to walk around with cardigans on some days. As soon as you land at the airport, the local people will try and offer to carry your cases etc... All for a little tip. This is the same as anywhere in Morocco, if someone helps you, expect to give a tip. Food was really nice, buffet hot, cold and desserts. Swimming pool was nice but cold. Day entertainment was okay: beach volleyball, ping pong etc. Evening entertainment was mainly local dancing acts which didn't seem very popular, however…",Riu_Palace_Tikida,Agadir
 August 2015,5,Beautiful hotel!!,"We stayed here from the 17th - 27th of August. The weather was lovely, it was cool in the morning and at night but when the sun comes out around 10:30 it's red hot and there wasn't a cloud in the sky. There was only one day when we felt the cloud was a problem, even so the sun came out later on in the afternoon. The weather was something we were concerned about before travelling however we weren't disappointed and came back tanned. So don't let the misty mornings put you off! The hotel itself is absolutely beautiful, and the cleaners work around the clock to ensure the whole resort is spotless. The same goes for the pool and gardens. In some reviews people have mentioned problems with the reservation of sun beds, whilst it's true you would have to be up around 7 to get the 4…",Riu_Palace_Tikida,Agadir
 August 2015,1,"Awful service, rude staff.","We visited as a family of 4 20th August-27th August. We were greeted on the Thompson Coach by Hassan who explained he chose the best rooms for us in the hotel. We got to the hotel and initial looks were great but they soon were dispelled. The front desk staff were rude and abrupt but we thought that because it was late this was probably the cause. How wrong we were. We got to the room, air con inoperative, interior fan not working, lights hanging out the ceiling, rusty doors. The faults did not stop there. They are all around the hotel. This is NOT a 5* hotel and the food is probably 3*. I have attached some pictures of this so called 5 * hotel for you to make up.your own mind.",Riu_Palace_Tikida,Agadir
 April 2015,4,Flop and Drop...,"I have been considering this review for awhile. The reason for this is the location vs value for money vs the quality of the hotel. Ok with out doubt this hotel is excellent value for money and you have to remind yourself of this throughout the holiday. Basically if you want to stay in a good hotel and not spend a fortune the Rui Palace Tikida Agadir is fine. The hotel itself is very good, it is large, airy, lovely decor and very clean. The pool area is excellent and well appointed in terms of lots of different sunbathing areas. Our bedroom was very good, plenty of space, good wardrobe space, clean and quiet. Good food in the main restaurants catering for everyones taste. The specialist restaurants are definitely worth trying. The staff/service in all the restaurants was…",Riu_Palace_Tikida,Agadir
 August 2015,5,One of the best hotels I've stayed at with friendliest staff ever!!,"We stayed at RIU Palace Tikida Agadir August 7-11th and absolutely loved the place. We were a family group, my kids, sisters, in-laws, nephews and occupied three suites. Front desk staff, cleaning ladies, bartenders, servers, cooks and management were always smiling with ""what can I do for you?"" attitude. The restaurant was closing for lunch and the prawns/paella were all gone. The cook at the grill, I believe his name is Said, asked me where I was sitting. Without asking, few minutes later, he brought three freshly cooked prawns to my table. I was also very impressed by the wait staff and their lead Kabira. They were constantly scanning the dining room as they were walking and clearly were attentive to their guests. The bar staff and bar lead Abdelsamad were also fabulous.…",Riu_Palace_Tikida,Agadir
 August 2015,3,5* hotel. 3* Food 2* service,"The hotel is beautiful and the grounds are well maintained and it all looks great. The reception staff are ignorant and unhelpful - in particular the female reception staff. They never smile and can't be bothered with anything. 2* service on reception. It took 4 days for them to replace the shower gel in the room. The bar staff and the pool guys are great - always smiling and can't do enough for you. The restaurant staff, again, very good. Food is not good 3* at best. Not much selection and very bland. Also not enough staff on cooking so it takes a while to re-fill dishes. Maid service ok - not brilliant - again - a bit miserable!!! Pools very cold!!! Animation Team - fab - always smiling, always busy - but not too in your face!! Has all the makings of a fantastic…",Riu_Palace_Tikida,Agadir
 August 2015,5,Excellent trip! Would recommend!,"We stayed in the Riu Palace fro the 10th August- 24th August and had absolutely no complains about the visit. This is our second Riu holiday as we stayed in the Riu Vallarta in Mexico last year and we booked this holiday based on what a fantastic trip we had last year. Both my girlfriend and I are 21 and this was our first holiday alone together (usually stay with parents). In comparison to the Riu Vallarta, the hotels facilities were extremely modern and spacious with ample comfortable seats in the lobby. Also the sunbeds around the pool were extremely comfortable as there is a soft removable cushion that the hotel provides. Although we didn't sunbathe on the beach, there is a secluded private beach just for hotel guests. The private beach was extremely safe as security…",Riu_Palace_Tikida,Agadir
 August 2015,4,fabulous hotel but bizarre weather,Lovely hotel. Beautiful to look at. Spacious and well planned. Food is one of the best all inclusive buffets we've had. Great selection and just became a little repetative last two days we were there.A'la cartes are ok but nothing special. Italian is buffet not a'la carte. Fillet steak in Fusion was superb! Drinks are advertised as international brands but that is just Martini and a scotch. I drank the Cava which was nice and mild similar to prosecco. Cocktails were good. Other spirits were rank in our opinion and we went out and bought our own bottle of Bacardi. Lobby bar is great of an evening - plenty of seats. Wifi was mostly good. Rooms were spacious but a pity that they don't have seperate room for kids like some family rooms (we knew this when we booked but would make…,Riu_Palace_Tikida,Agadir
 August 2015,5,Holiday Review,"This was my first stay at a Riu hotel and it will certainly not be my last. I stayed at this all inclusive, 5 star hotel for about £70 a day in peak season, value that is hard to better. The staff were all polite and ever attentive; all seemed to converse easily with English and German guests (as well as Arabic and French). The food on site was excellent with plenty of choice which meant I did not need to eat elsewhere. The rooms were spacious, beautifully decorated and maintained. At the end of my holiday I was looking in their brochure to see where the other Riu hotels were located as I will definitely be returning. At t",Riu_Palace_Tikida,Agadir
 August 2015,4,"Great Hotel, Great Staff","We Really enjoyed this Hotel, The food was excellent and we were spoilt for choice, The entertainment team worked tirelessly throughout our entire stay, I didn't find them annoying in anyway, They were just doing what they get paid to do (which isn't a great deal by the way) I think the Hotel Management realise there are some items that crop up in the running of a Hotel this size that will not please everybody, but in the time that we stayed at this Hotel the assistant manager Mr Alberto Abreu and his counterpart at the time Mr Roy Alvarez were on hand at all times to help and assist, were easily approachable and at times seemed as if they had been cloned, they seemed to be everywhere. The Rooms were cleaned everyday and bedsheets changed every-other day by very pleasant and…",Riu_Palace_Tikida,Agadir
 July 2015,4,A nice memory,"The RIU chain of hotels is generally speaking of a very good standard. The hotel and lobby are very clean, nicely decorated and lots of space. A typically all-in so no real hassle at all. Staff and services are good and quiet friendly and helpful. The restaurant is ok but after a couple of days I do miss some variety. Nothing wrong with the food at all and for families with children this is a perfect place. If I really need to make one comment it has more to do with the efficiency of the restaurant staff. I have seen better but this did not ruin the holiday but could be a working point. Enjoyed the pool, the general service. Loved the hotel and I can also recommend without a problem to all types of travellers. Wifi users - only in lobby and pool.",Riu_Palace_Tikida,Agadir
 August 2015,5,Superb,"A superb weeks stay in the Riu Palace, Agadir. - Staff all very polite and helpful - The rooms provided everything you could wish for (albeit the wifi was not accessible in the room) & they were very well maintained by the housekeeping team - The food from breakfast through to desert was faultless - The facilities were A1 although it's worth noting the spa services do incur additional fees In short I could not fault this hotel & we will certainly be returning in 12 months time!",Riu_Palace_Tikida,Agadir
 August 2015,5,BEST HOLIDAY EVER!!!!,"We have just returned from the most amazing 10day break at this wonderful hotel! From the moment that we arrived at the hotel we were treated like princesses! All staff members were very friendly and always wanting to help you. The hotel is beautiful, very clean and well kept and the staff work very hard to maintain this! The facilities are excellent. 2 pools are brilliant outside. 1 has a swim up pool bar which is great when the weather is warm! There are more than enough sun loungers and although people do reserve them early you will still find one at lunch time. If you struggle you can ask a member of the pool team and they will find loungers for you and bring them move them to wherever there is space. There is also a heated swimming pool indoors as well next to a gym and a…",Riu_Palace_Tikida,Agadir
 July 2015,5,beautiful hotel helpful friendly staff,when we first arrived we were put in a room very close to a road which was very noisy i did request a quiet room due to sleeping difficulties. After a night of no sleep i went to reception to ask about switching rooms.....no problem we had 2 rooms and they moved all of us to the other side of the hotel with amazing sea views.. no hassle.no charge....even moved our luggage for us...impressed!! Rooms are stunning very very clean & maid service daily if you wish..mini bar topped up daily...bathroom was beautiful and large with separate toilet area which i think is a very good idea..be warned though ladies take a small mirror as no plugs near mirror i took a small mirror as i had read this before i travelled not a major issue though!! Food ..well you wont be hungry i am afussy…,Riu_Palace_Tikida,Agadir
 June 2015,5,Grand Hotel!,"This hotel was amazing! I stayed for 10 days mid June and I can't fault the hotel. Everything in the hotel was amazing as every little detail was well thought about. The hotel was always clean and the atmosphere at night was great with 2 forms of entertainment every night. The food was brilliant with theme nights and enough choices for everybody. There is food available 24.7 which is great if you want to sleep in or if your having a late dinner. The restaurants in hotel are brilliant, do book early though as they fill up fast. Getting a seat round the pool you do have to get up quite early to get the good seats, however we have turned up to pool after the late breakfast at 12 and there has still been some spaces. There is plenty of seats on the beach however there is people…",Riu_Palace_Tikida,Agadir
 July 2015,5,Highly recommend,"We returned from the Riu Palace on the 9th July 2015. It is a lovely hotel set in well kept and clean surroundings. The staff are polite and nothing is too much. Rooms are spacious with air conditioning, unlimited mini bar, LCD TV, sofa and table and chairs. Our rooms are pool facing which is a plus. Wifi is available in the main reception and limited access in other parts of the hotel. Pool area is very clean and is cleaned daily. There is enough room that other sun beds aren't on top of yours. You may need to get up early to get a good location and parasol though. The main restaurant can get quite busy but you will aways get a tablet and there is plenty of food. The selection of food is good and well presented. The food can get a little similar from one day to the next…",Riu_Palace_Tikida,Agadir
 August 2015,5,Amazing hotel,"The hotel was amazing, every room had a pool/sea view. The rooms were plush, nice walk in wardrobe with bathroom the other end, nice and private. Good English TV channels, and lovely spacious balcony. The food was fantastic, and the trips were all branded. The only down side for me was the beach, it wasn't very nice and neither was the sea. But the hotel is so nice you wouldn't need to leave it. I would defiantly return",Riu_Palace_Tikida,Agadir
 August 2015,5,Impressed,I am just about to leave after a 2 week holiday here...... I am really impressed with this hotel..... It is contemporary and spotless..... Big yet well planned with many areas of interest to relax in... Krystal restaurant and staff superb..... Excellent range of gym classes.... Hamada works so hard... He is bionic ! Eventing singer also very talented....Met some lovely friends....Would happily return here ! ☀️☀️☀️ Sent from my iPad,Riu_Palace_Tikida,Agadir
 July 2015,5,Home from Home - again!,"Had an amazing 2 weeks in July - our second visit!! I would like to point out something in response to a previous review - the hotel does not have fleas!! THEY ARE MOSQUITOS!!! So please remember to take some anti-histamines and repellent with you. Anyway... basically we were treated like vip's for 2 weeks. We like to tip every meal and also to our fave bar staff. 20/50 dirhams is 10 times as much to them as it is to us. So in 2 weeks we tipped about £200 and it was so worth it. We were recognised on our first night by our lovely waiter Rachid from last year - he then had champagne fruit and pastries brought to the room. Twice. We were instantly recognised by lovely Faisal at the bar - he then looked after us for the next 2 weeks. Between Rachid, Younes, Taib and El…",Riu_Palace_Tikida,Agadir
 August 2015,5,"Great Staff , Great Place !","We Holidayed here last year and it was Fantastic . I did pay for a Sea View and I had one if I stood on a table . This problem was resolved the next day and from then on there were no problems . The Restaurant Staff were Great and took time out to make sure our Children were Happy as did The Guys at the Bar in The Hotel in fact the Staff in General were Very Helpful . The Beach was Fun with different things to do , our trip to Marrakech was a Great experience too . The only problem ? Ignorant holiday makers not showing the same respect to staff as was shown to them !",Riu_Palace_Tikida,Agadir
 June 2015,5,Great all inclusive hotel,"Large, clean rooms. Good amenities. Very comfortable. Restaurant selection very good, restaurant staff very friendly and polite. Some front desk staff are very helpful, others are not helpful. So if you don't get what you need try back later and speak to someone else. Non-Pool view rooms have horrible views so worth paying for the pool view! Ocean front suites are amazing. WiFi in lobby only.. Hotel should expand this to rooms. Good beach, you have to cross a small promenade to access. Hotel has a small section of beach chairs however no security overlooking your belongings on these, so cannot take valuables to the beach and leave them unattended.",Riu_Palace_Tikida,Agadir
 July 2015,5,Morocco in July,"I went out there 6 July 2015., really beautiful rooms nice food and geniunely friendly staff . Not a lot of decent entertainment in the evenings.But on the whole,This is one of the best hotels in Morocco and deserves the title",Riu_Palace_Tikida,Agadir
 August 2015,4,Honeymoon & birthday,"We stayed here for a week 6-13th Aug & it was 5* luxury from start to finish. from the moment of our arrival we were given a cool fruit cocktail, (just what we needed after our flight) :-) the Reception Staff were well informed & helped us with the smallest of enquiries! We had porter service, whom took all our cases to our room! (Saved us the arm work) bonus 😁 Our room was clean, spacious well decorated, the only complaint from my husband was that our mattress was (far too firm) we'd of preferred a soft mattress!! Comfort is a must (After a long day sunbathing!!) haha. Next came our ""arrival food""!! It was great to see that on our early hours arrival 01:00 that there was a small selection of meats, cheese & olives on offer!! which suited my husband but I'm a vegetarian &…",Riu_Palace_Tikida,Agadir
 August 2015,5,"Weather poor, but great time","We returned home this morning from a 10 day holiday at this hotel. Thought the hotel was of a high standard, rooms were very spacious and cleaned daily with mini bar stocked up daily also, the staff were always friendly and so were the Animation team. The weather was terrible including a day of constant rain and a thunder storm. They say Morocco has 3 or 4 days rain a year, it rained at some point about 6 days we were there. Any issues I would have are only small ones, sometimes when at a bar they are a little slow serving, don't seem to get much of a drinks service around the pool area, end up fetching your own drinks most of the time, in the main restaurant there was not always somebody to find you an empty table and they are not happy if you look for your own table. Like I…",Riu_Palace_Tikida,Agadir
 September 2014,5,Excellent,"One of the best hotels we've stayed in, excellent service, very clean. Staff are very friendly. Maybe could do with a few more sun lounges, like every hotel people put towel on them to reserve very early morning, but staff will go the extra mile tomake sure Ur looked after.",Riu_Palace_Tikida,Agadir
 July 2015,4,Beautiful hotel and grounds... but highly disappointed!,"The hotel, rooms and grounds are very beautiful and spacious. When we requested a new room due to having an awful view of a neighbouring hotel, the staff were helpful in terms of offering choices and being accommodating. However, on my third day, it was noticed that there was blood on the bedding (from the previous guest) that had been covered up with a clean sheet. I was completely mortified and disgusted and reported it immediately. Whilst the staff member dealt with the issue promptly, I didn't feel any true remorse from her and would have preferred if I had been given the option of moving rooms. When the bedding had been changed I made sure to check, only to find that the new one was also stained and so was the second bed. I don't know any other way to say this but express…",Riu_Palace_Tikida,Agadir
 July 2015,5,Great 5 * Resort,"The Riu Palace is a very stylish hotel. We were delighted with the standard of service, all the staff were friendly and efficient. The buffet restaurants were excellent with loads of choice for meat eaters and vegetarians alike.",Riu_Palace_Tikida,Agadir
 August 2015,3,Not as advertised,"Annoying animation team,very poor repetitive evening entertainment. Weather very disappointing.Clean hotel, polite staff. We will not return. Having asked for information from Tui, I was reassured about the weather....it is not as described....if you want sun, avoid Agadir. The sun does not appear, if it does not rain all day, til midday, at best. However , this does not stop the intrusive animation team , trying to force clients into their silly games. A very expensive mistake. Its nice enough but certainly NOT a five star set up as we would understand it. Its oversold, you go for a certain standard this hotel falls short of its billing We had a pleasant stay and the food was fab as was the beach (apart from the used condoms in the sea). Just a warning that the evening…",Riu_Palace_Tikida,Agadir
 August 2015,4,Just arrived for 25th Wedding anniversary hokuday,"Arrived in last night and just wanted to write an early review on our first impressions and post some photos and keep new visitors updated. This is a Thomson booked trip through their website direct only x3 weeks ago. Late flight not recommended from Manchester, but all ran smoothly with champagne on board of course all food & drinks are chargeable, but well worth it for the occasion, plane was a 737-800 new and very clean with good legroom. Arrived into Agadir airport and customs queue quite long, but moved quickly if people would move to the lanes instead of just watching they are for all visitors, shame & worrying that they don't have a scanning system for passports & have to type people's names in old school style! Bags taken off conveyor belt as no space but picked up saw…",Riu_Palace_Tikida,Agadir
