 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 September 2022,5,Fabulous eight days!,We had a fabulous eight days at Sol Oasis. The level of service was amazing at all times. The food was terrific with a great variety of dishes and cuisines at each meal. We also liked that between meals there were always bar snacks / food available. All of the staff worked hard to make sure that our stay was relaxing and enjoyable. Smiles and kindness abounded. Worthy of special mention are Nabil the restaurant manager and Ait choubbou Mohamed from the restaurant team and Wahiba and Mike from the animation team. What more can my wife and I say other than HIGHLY RECOMMEND! ❤️,Sol_Oasis,Marrakech
 September 2022,5,Amazing,"Everything is amazing. The people are amazing. The food is perfect. The animation is amazing. The room is unreal. The staff are friendly and get you involved in activities. Best 4* hotel I’ve stayed in, it deserves 5*!",Sol_Oasis,Marrakech
 September 2022,5,"The most amazing staff and the most welcoming, friendly hotel ever!",Sol oasis is a genuine oasis. The staff really make this place great. From the restaurant staff to the pool team. They are the most amazing people. They make the hotel feel really welcoming and friendly. The bar staff were the best!! Mohsin sfar is the best cocktail maker in Morocco! Every day I would go up and ask him to make a new drink and everytime it tasted so good. He was so friendly and super knowledgeable of Marrakesh. 5/5 star for all bar staff. The entertainment team were all very friendly and each member deserves praise for the fantastic shows and entertainment provided. One of the staff members who works in the bar by the reception was also super helpful to my mum. He managed to locate the tea they serve at the bar and order it for my mum to take home. I don't…,Sol_Oasis,Marrakech
 September 2022,5,I didn’t want to leave!!,"A huge thank you to all the amazing staff At the hotel!! From Siad/Hanne in the main bar, Spar in the pool bar to the INCREDIBLE entertainment team!! Special mention to Niako, Sousou, Mike, Russ you guys made us smile everyday!!! They always asked us to join in no mater how many times we said no!! They always made us feel like the most important people there. The food was tasty, varied and plentiful. I do agree with allergen info but I’m Sure you could request this. The BREAD was unbelievably delicious 🤤 The bar staff get to know your orders and have your drinks ready for you quickly when they can. They are always smiling and friendly. All the staff are on it all the time, everyone says hello, how are you. Can I help you. Everywhere you go!! For us it was perfect, the…",Sol_Oasis,Marrakech
 September 2022,5,The experience team are incredible!,"The experience team at this hotel are incredible! Big thanks to Sam, Sousou, Abdul and Russ for making our time here extra special - getting us involved in all sorts of fun activities like archery and Moroccan tea tasting. The rooms themselves were very nice and clean, with a Moroccan feel with the decor yet still felt quite modern. The bar staff were all very friendly and the Mojitos were especially tasty. We absolutely loved the food, especially all the French desserts however, I think to improve it would be great to have the allergen information written next to the names of the dishes. Nonetheless, there were plenty of tasty vegetarian and vegan options but you would have to ask every meal time.",Sol_Oasis,Marrakech
 September 2022,5,The best entertainment team ever,"The hotel is beautiful, the food is amazing and the staff are always friendly but what makes this hotel is the entertainment team. This was our third visit to the hotel and the entertainment team are more like family to us now than just people that work at a hotel. They are so professional and friendly and will do anything to help, we absolutely love them and can’t wait to be back again soon",Sol_Oasis,Marrakech
 August 2022,5,The animation & Bar staff make this Hotel!,"This hotel is fabulous. Well kept gardens, clean rooms, staff always on hand in the dining area and well maintained pool area. What made our experience even better was the bar Staff (Mohssin) & animation team (Niako) They are certainly worthy of being tipped. So please tip them! Only down side is... when you have an evening flight home they don't have spare rooms to for changing / showering for the journey home. We showered at the pool side & changed in the toilets, However that didn't phase us too much! Well worth a visit!",Sol_Oasis,Marrakech
 September 2022,5,Amazing Animation Team,"After a poor start, we were kept waiting 3.5 hours to check in, despite other families arriving and being checked in ! My husbands back had gone & he could hardly walk after the wait ! The property is large and well kept. The cleaners & gardeners work really hard. The food was lovely but could have been a little hotter. What really makes this hotel is the AMAZING animation team ! We laughed all week & they obviously enjoy their jobs making everyone happy ! Good shows, aqua gym & Karaoke ! Can’t wait to return but please sort out the check in. I have never stayed in another hotel that thinks this is acceptable & I have travelled the world. Well done Animation Team, you’re all amazing !",Sol_Oasis,Marrakech
 September 2022,5,Recent 8 day break,"Well where do we start , this hotel complex is a small , fun , very very well run and amazing entertainment . The hotel,is clean and spacious plenty of room and space . But and it’s a huge but , this hotel,has the best entertainment team ever assembled , individually they are fantastic , together they are amazing , Ross , Mike , Sam and Niako I would love half of their energy . They made us laugh constantly and made time to speak with everyone daily and keep them involved . But also if you had any problem they would try and get it sorted for you . Final comments niako is easy to beat at archery don’t let him fool you , Ross can’t dance (lol) Mike is great fun and Sam is just mad and don’t forget suza and her team thanks for everything love Del and Carrie",Sol_Oasis,Marrakech
 September 2022,5,"great hosts, beautiful hotel, incredible city","My boyfriend and I thoroughly enjoyed our stay at Sol Oasis in early September. The staff were very welcoming and friendly, they made our stay particularly special, sharing their local knowledge and creating both a fun and relaxing environment. All of the staff spoke Arabic, French and English fluently. We'd like to say a huge thankyou again to Niako, SouSou, Sam and the rest of the entertainment team. They're exceptionally great at what they do and always full of energy and smiles. Our room was gorgeous, and cleaned regularly, if we needed. We were looked after daily by the bar staff. They were friendly, remembered what we were drinking and we were always greeted with a smile, in particular by Radouan. The all inclusive food was nice and there was a fair variety on a…",Sol_Oasis,Marrakech
 August 2022,5,Amazing Entertainment Team,"We visited as a couple, having been to Marrakech on multiple occasions before but never to Sol Oasis. Hotel was very nice, as expected from photos. Plenty beds, good wifi and gym facilities. We loved the variety of food and looked forward to every meal, and found the waiters in the restaurant to be very attentive. I also must give a special shout out to the Entertainment team, they were friendly from day one and made sure we could join in with anything we wanted to, and even encouraged us to do things we usually wouldn't have! Niako made me laugh every day and even convinced me to try my hand at archery by the end of the holiday, and Sam did a great job of teaching me basis arabic. Animation team really made sure there was something for everyone, whether you're young, old, or…",Sol_Oasis,Marrakech
 September 2022,5,Best holiday,"One of the best holidays … hospitality, entertainment, cleaniless, but most importantly Sou Sou … Rare Diamond 💎 there are many classes and amenities available .The staff are all very friendly and hospitable, happy to help",Sol_Oasis,Marrakech
 August 2022,5,An Amazing family holiday that we will not forget,"We visited Sol Oasis Marrakesh at the end of August 2022. It had been our first family sun holiday since pre Covid and our first time to Marrakesh. We booked a Family Extra Suite and it was perfect, King bed in main bedroom, and a pull out Sofa Bed in living area which was very comfortable, with a nice big bathroom, terrace and balcony area, also wardrobe, safe, coffee making facilities and 2 x air con units which keep the room at the perfect temperature. House keeping called daily and changed bed linen and towels, and room was cleaned to a very high standard. The hotel and grounds are kept in immaculate condition, there are a couple of different bar areas, but we mainly used bar area by pool as that was where all the entertainment was. The All inclusive food selection was to a…",Sol_Oasis,Marrakech
 September 2022,5,Highly recommend,"Resort was amazing, clean and many amenities. The entertainment staff and bar staff are amazing, there really is no need to leave the resort. Sousou has been incredibly friendly to us and gave us advice on marrakesh, amazing dancer as well 💃🏼 The all inclusive is also so worth it. Would highly recommend the sol chain",Sol_Oasis,Marrakech
 September 2022,5,Sam the magic man,Lovely hotel with a great entertainment team. The food is lovely and having visited another 4 star hotel in the area its safe to say that Sol Oasis is definitely better. Would not hesitate to recommend to family or friends. We were made to feel very welcome & loved the games & entertainment on offer.,Sol_Oasis,Marrakech
 September 2022,5,Sam the magic man,"Top place to visit. The entertainment team are second to none. Very entertaining and energetic. From pool games to evening entertainment the place is one to visit for families, couples and groups of all ages.",Sol_Oasis,Marrakech
 September 2022,5,A very warm and welcoming holiday!,"We came here in September for a week's holiday, it was one of the best all inclusive stays we've had. As well as the food being great for every meal, the staff are so attentive and ensure you are looked after. The animation team go above and beyond - big shout out to Mike who made us feel welcome right from the very start. Whether or not you want to just chill out and relax or if you like getting involved in the activities, they'll make sure you're catered for. Would definitely stay again, and would recommend it to anyone else thinking of staying here.",Sol_Oasis,Marrakech
 September 2022,5,Sol Oasis,"We stayed here in september and it was perfect. All the staff were very friendly and welcoming. There are lots of activities to keep you entertained and loads of facilities to relax. Facilities include gym, spa and pool. There is lots of entertainment that goes on into the evening. Such a beautiful venue and location. Would recommend and we will definitely come back!!!",Sol_Oasis,Marrakech
 September 2022,5,A little Paradise in Marrakech.....,"It's my first time here ans I am pretty amazed by the size of the rooms. The quality of the food, the entertainment was also unexpectedly amazing ... for a first day I am already looking forward what will come next during my upcoming 4 days here.... I won't hesitate to come back here and recommend it for whoever wants to enjoy some quality time in a good atmosphere and with a lovely staff keeping you entertained all the time.",Sol_Oasis,Marrakech
 September 2022,5,Amazing,We stayed at the OASIS for 7 nights fantastic place from entering hotel which is beautiful staff at reception animation cleaners and chefs all are amazing so happy and cheerful which gives the place a great atmosphere free bus is great for the souks . Will be back .ONE of the Best places we have stayed in .,Sol_Oasis,Marrakech
 September 2022,4,"Great break, looking forward to coming back","We travelled to Sol Oasis on a 7-day getaway with the aim to have a relaxing holiday and explore Marrakesh; which we did - sort of. The hotel itself is very “Instagrammable” with lovely architecture and lighting throughout, but the real life of the hotel comes from the entertainment team - especially Mousse, SouSou and Sam. With games throughout the day, we found ourselves leaving the hotel less than we intended to so we could stick around for water-sports, the odd pool game and some of the activities on site. We met some amazing people out there too who we plan to keep in touch with and come back to Sol Oasis for a reunion but until then, here’s what we loved and we’d recommend… WHAT WE LOVED… - The people, super friendly guests and hotel staff - Water polo in the pool…",Sol_Oasis,Marrakech
 September 2022,4,Nice relaxing holiday,"Just returned from a week at Sol Oasis. Had a lovely relaxing time. The grounds are spotless and great ambiance, especially the live music at night. The food choice was extensive, some of the desserts were amazing, it was clear a lot of work and planning goes into the food preparation, appearance and choice. The only thing we would of changed is that it was not always hot, more warm, however we did notice a microwave towards the end of the week which we probably could of used. Special shout out to the entertainment staff who are really friendly and engaging, however, I think the unsung hero's are the waiting and the cleaning staff who work quietly behind the scenes making sure everything runs smoothly. Thanks to the bartender in the inside bar, she is a lovely friendly person.…",Sol_Oasis,Marrakech
 September 2022,5,Séjour en couple à Marrakech,"We had great time in the hotel where we enjoyed the sun of Marrakech, surrounded with great staff. A big thanks to the animation team they made sure everyone was having great time and they performed great shows.. we enjoyed the games that made time pass by real quick and made meeting new people very enjoyable. They had a live show in the night that was real nice and special. I highly recommend the hotel.",Sol_Oasis,Marrakech
 September 2022,5,Brilliant weeks stay,"Had a weeks stay here at the beginning of Sept, had a great time. From entering the hotel to going home all the staff have been smashing and all come up to you to have a chat. The entertainments team never stop and come round talking to you. It’s not really fair of me to mention names as all the staff work super hard but I’ve got to give a shout out to “Ross”. The hotel is lovely in how it’s set out and looks especially nice at night when it’s all lit up. We had a day out to the “Souk” in Marrakech with some others couples from the hotel. Had a great day and would recommend it as an experience. Keep up the good work Sol Oasis.",Sol_Oasis,Marrakech
 September 2022,5,Great hotel great staff,"We returned from the sol hotel today 9/9/22.what a fantastic holiday I never go to the same place twice but I will definitely return asap.all the reviews are all correct it’s magic from rooms,food,drink,cleanliness and entertainment.where do I start reception to cleaners to bar staff and they always know your name. We are pensioners and all the animation team treated us like royalty and we’re all deeply sorry to hear the queen had died. Special call out to Ross lock after that shirt for me,niako I will get you quieter whistle . Sue sue,mouse and of course Micheal Jackson.. Love you all Dave&Barbara.xx",Sol_Oasis,Marrakech
 September 2022,5,Sol oasis marrakech animation team top Russy baby,"We had a great time with the animation team, we loved our stay here! The team were so friendly and nice. We had soooo much fun at this hotel. It’s great for kids/friends and couples! I recommend this hotel",Sol_Oasis,Marrakech
 September 2022,5,Such a great holiday! Sam made it amazing!,Had the most amazing holiday! This hotel is great and I can not fault a thing. I must say the staff made it so brilliant for us. All the team that work here are so engaging and social and funny! They are none stop entertaining all the guests. Sam was especially so friendly and made such an effort to get everyone involved in daily fun games and activities! He was so friendly to everyone as was all the entertainment team also! We loved the food and bars were also so great. Honestly 100% recommend!!!,Sol_Oasis,Marrakech
 September 2022,5,1st time to Morocco,"Out here at the moment,this is our 3rd day, all I can say it’s perfect. Food is brilliant, so much variety. No getting up early for a poolside bed. Beer is botttled San Miguel Brill cocktails Super fast Wi-Fi all around the room and pool. Entertainment crew are all so cool, I don’t do the activities but have fun watching others.",Sol_Oasis,Marrakech
 August 2022,4,A wonderful stay…. Thank you to the best team!,"Stayed 18th Aug for 10 days. We had a great stay…. Firstly! The excellent! The animation team… I’d read the reviews before we went, but even then they exceeded expectations! They are the most amazing gang! We were stunned when we were called by our names on the first morning, and the engagement was great with our son and always up for a chat and a laugh! Everyone was wonderful, but special mention to our star Niako, Sam, Moose, Russ! And many more names we’ve forgotten! (Sorry guys!) they all work so hard and make the hotel! We especially loved the Coba cabana and pool party! Such great fun! Bar: lovely friendly staff! Mojitos we’re spot on! Occasional queues in afternoon, could be easily solved by free vend in soft drinks for children… Restaurant: self service…",Sol_Oasis,Marrakech
 September 2022,5,The best hotel so far,I don't want to spoil the amazing moment i had in this hotel 🤭 the only thing i can say is that i really suggest it so muchhh 😜 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,Sol_Oasis,Marrakech
 September 2022,5,The best in Marrakech!,"We’ve just got back from our 7-night holiday at the Sol Oasis and I can confidently say it’s was one of the best holidays my partner and I have experienced. All the staff are so friendly and helpful. The hotel is beautiful, the food is great and there’s so much to do! The best part of this hotel by far, are the entertainment team! They’re all super talented and have so much energy - we weren’t bored for a second. Our holiday wouldn’t have been the same without Niako and Mike who showed us the real authentic Morocco and kept us laughing 24/7. Not forgetting Russ, Sam, Sousou & Mouss, keep doing what you’re doing! We’re already planning out next visit 😄",Sol_Oasis,Marrakech
 August 2022,5,Best stay so far. Special Thanks to Zizu Sousou Khalid Russ Mike Niako Abdel Sam and Moose,Our best stay at any hotel. Very nice modern hotel. clean and tidy rooms with good shower and comfortable bed. Swimming pool is good and had no problem getting a sun lounger during the 2 week stay. Animation team are the best thing about this hotel. They are the most energetic exciting welcoming and fun that we’ve seen at any hotel they deserve a pay rise as they are the thing that separates this hotel from any others before. Personally I can’t see any other hotel beating it. There is good variety of shows activities and games during the day and always happy to sit down and talk for hours and even eat dinner with you and really do go the extra mile in helping you with everything you need in regards to any problems or queries in hotel (even more so than the reception team.)…,Sol_Oasis,Marrakech
 September 2022,5,Super Sam,"We stayed at sol oasis for a week and couldn’t complain. Plenty of food, things to do and entertainment. Very happy with our stay and would attend again! Thanks to the entertainment team for making it an amazing time and a special last day for my dad",Sol_Oasis,Marrakech
 August 2022,4,A lovely holiday,"What a beautiful hotel and fantastic animation staff with such talent. My partner and I thoroughly enjoyed our 10 day stay at Sol Oasis, particularly down to Sam, who I will mention a bit later. My partner and I arrived at Sol Oasis at around 11:30am and were told that our room was delayed due to people checking out late… after reading another review that has said the same thing, I am unsure now if this is true or if it’s just something the hotel says when they / the cleaners are running behind. Anyway - We were told the wait would be around an hour or two, and this was fine - it gave us the chance to get some lunch from the buffet, to look around the grounds and to have a little nap as we were tired from travelling. My partner asked reception again after around 2 hours and…",Sol_Oasis,Marrakech
 August 2022,5,Number One is Sam,"This was our second trip back to Sol Oasis in 3 months! What a brilliant experience we have had both times. Our first trip was as a family of 4 with a Family Suite, beautiful spacious room which was perfectly maintained on a daily basis. The hotel itself was lovely and clean, the food was incredible. We had a day trip out to the traditional souks which was a great experience. We met some interesting people and fell in love with Marrakech. The staff at the hotel were very helpful and incredibly nice. On arriving at the hotel we had our first encounter with the animation team Russ and Dounia , this was the beginning of our adventure. We were soon to meet the rest of the team, what an amazing bunch of young people ..... excellent all round entertainment. Truly cannot fault these…",Sol_Oasis,Marrakech
 August 2022,4,Summer of happiness!,"Where do I begin with this hotel? I will begin like any good story, at the beginning. We arrived at the beautiful ‘sol oasis’ at approximately 11.30 am on the 21st of august 2022, we climbed out of the taxi and was greeted by a very smiley and approachable security guard at the front gate who asked for me details and checked them off on his sheet, quickly after this we was approached by a young fellow who took our suitcases from us so we didn’t have to walk with them which was a nice touch. We entered the beautifully decorated and clean and lovely smelling reception and made our way to the front desk where we spoke with a very stern and serious receptionist. He stated that as we was having a special room our room wasn’t quite ready yet, we was fine with this and went for a…",Sol_Oasis,Marrakech
 August 2022,5,Sam is the best,Sam is a excellent host and would say the best I’ve ever came across in years of trips away. Gets involved with everyone on site making sure they are all happy and entertained. Always happy and laughing which is contagious for all around!. Perfect host of both the kids and adults with a great mixture of ability’s too singing and magic tricks. Had the best time away! Sam’s been perfect would highly recommend a visit too see for yourselves!! On a whole sol oasis is the perfect destination for all ages and groups. Amazing value for money!!,Sol_Oasis,Marrakech
 August 2022,5,Sam is the best!,"Sam is a great host, he’s amazing with children and with the adults too! He gets involved with the music and will happily sit and have a chat with you! He’s very friendly! Me and my partner have enjoyed our time here would defo come back again! Thank you Sam!",Sol_Oasis,Marrakech
 August 2022,3,Good but busy,"The hotel itself is very nice, lovely grounds which are well kept. A small room but it had everything you needed - the balcony was very small and backed onto a muddy area which was odd. The food was great a lovely choice and really tasty, there was an issue with wasps however so that does need looking into. The drinks were great but the que for the bar not so great, there is no waiter service as such as everyone was so busy. No water in your room which can be a problem if you forget to grab some from the bar before it closes. You need to be up at 7.30 to get a sun bed, it was crazy how people were allowed to put towels out and then go off out for the day. The sun shades were broken so I felt sorry for the staff struggling to put them up! The evening entertainment was great…",Sol_Oasis,Marrakech
 August 2022,5,Immaculate hotel with amazing staff and rooms,"Lovely mid range hotel. Immaculate grounds, super friendly staff. Literally support staff around all the time cleaning up, tending to the gardens, cooing over the toddler! Reception super friendly and organised a taxi to the airport for 250dhs. Food is lovely, large choice of Moroccan foods at the buffet, lots of fresh fruit and vegetables, they also have a bbq on in the afternoon with burgers, chips, local food, grilled chicken, sardines etc. I note the previous review commenting on the lack of ice cream…..true the ice cream is only with dinner but the kids can get strawberry slushies any time of day which was even better! Special mention to sousou and zisou (sorry if not spelt right!) in the kids club. They are awesome with the kids and so kind and friendly, with incredible…",Sol_Oasis,Marrakech
 August 2022,5,Outstanding Hotel and staff,"Not too sure where to start but what a week myself and my partner had at the sol oasis Marrakech! Upon arrival we were met by friendly staff in reception who greeted us with a welcome drink whilst checking in. We were then shown to our room which was average size but more than enough space for two of us - it had a shower bathroom and a balcony. One tip would be there is a small window in the bathroom without a curtain/blind so cover this with a towel for privacy. The food and drink we couldn't complain...there was a pool bar which serves snacks (burgers etc) during the day and a frequent BBQ cooking fish and chicken which was perfect. Drinks wise, there are plentiful, ranging from local spirits and the beer is San Miguel in bottles (330ml). We took our own thermal cups which…",Sol_Oasis,Marrakech
 August 2022,5,Perfect vacation,"The hotel is amazing, the animation team are friendly and kind, there are plenty of activities to do throughout the day and you never feel bored. The shows at night are impressive and perfect. And finally, the food is so good.",Sol_Oasis,Marrakech
 August 2022,5,A nice and calm stay.,"The food was great, there were snacks all day and they tasted delicious. The pool was very relaxing and there was a lot to do. At night, the animation team holds a very impressive performance. Overall, I recommend it.",Sol_Oasis,Marrakech
 August 2022,3,Expected better,"The hotel itself is nice. The staff are really friendly and helpful and the animation team are brilliant and work very hard. The hotel has a lot of potential but the service was not quite what we expected and we felt it was advertised in the wrong way. We came here with high expectations and we were disappointed when we arrived. It really needs to state it only has one restaurant as this leaves guests disappointed. We were told, other than the main buffet restaurant, one was open but you have to pay for it (which is fine) but it was never open to serve food. I am not even sure why it says there are 3 as another isn’t even an option. We stayed for 10 nights and it was pretty cheap overall, so I guess you get what you pay for. Pros Very clean Spacious and modern rooms Nice…",Sol_Oasis,Marrakech
 August 2022,5,Amazing!!!,"We’d booked this holiday as a last minute decision and didn’t disappoint!! Food was great and the room was perfect size BUT the entertainment team are what made our holiday they are always happy to help, great to have a laugh with and would definitely come back just for all the entertainment from the shows to kids disco thanks sou sou and Zizou and Donnia !! To learning arabic and having moroccan tea with Sam and having a laugh with mooss and having a great boogie niako and russ! We loved every minute here Thankyou to you all/shukran lak!/ Merci",Sol_Oasis,Marrakech
 August 2022,5,"Beautiful place, beautiful people ❤️","Just returned from a 9 night family holiday and the Sol Oasis ticked every box. We stayed in the Sol family rooms. The rooms come with a fridge complimentary toiletries large sofa bed and kingsize bed. This resort hotel has everything you need on site from a great selection of food options fabulous evening entertainment for all the family. Pool games and the Saturday night pool party with foam, dj, BBQ even men on stilts. The hotel also offers a free shuttle bus into the centre/medina throught the day. The hotel has various excursions at fair prices. The entertainment team expecially Sousou, Niako make you feel at home and are always there to help. If you are looking for the perfect holiday in Marrakech Sol Oasis will not disappoint.",Sol_Oasis,Marrakech
 August 2022,5,Best holiday !!,"Firstly, me and my partner would like to say thank you to all the staff who made our first trip to Morocco so memorable! Entertainment- 10/10. From day to night they went out of their way to ensure you were happy, if you needed anything and they would always make sure to pack your day full of activities and put a show on for you at night. They really did make us feel so welcome from the get go, we will miss our late night chase the ace card games! Hopefully the next couple who represent UK in the couples game can hold the title for us 🤣 Bar staff- Amazing! They all pretty much remembered our orders off by heart (and realised me and my boyfriend are big drinkers!) thank you so much for always smiling and laughing with us! Food- 10/10, as someone who is a fussy eater there…",Sol_Oasis,Marrakech
 August 2022,4,Such a welcoming hotel!,"The hotel looked amazing and had great amenities including a good size pool. There was always something to do with the entertainment team. They were so warm, fun and they made the whole holiday experience one that I won't forget. The evening entertainment was brilliant, especially the dance shows that everyone could enjoy. The room was a perfect size and it was always clean. The food was lovely with lots of choices, although sometimes the tables took a while to be cleaned up and re-laid so it looked a little messy at times. We went to the market and on a camel ride organised by the hotel which was an amazing experience and I would definitely recommend it. We had the best time which was greatly contributed to by the entertainment team and the other staff and I would recommend to…",Sol_Oasis,Marrakech
 August 2022,5,the best holiday with the best staff!,"there was always something to do, the staff especially Niako and Sousou made the holiday special as they was always there to help and speak to. When you go make sure you look out for the animation team!!",Sol_Oasis,Marrakech
 August 2022,5,Great experience at Sol oasis!,Amazing hotel! The hotel is big and very clean! Big clean swimming pool a fun little one for children! The location is far from the main bit of marrakesh so a taxi is needed! The food is great! Loads of different varieties off food. Great customer service! Everyone is so friendly!,Sol_Oasis,Marrakech
 August 2022,5,EXCELLENT HOTEL,"Fantastic hotel, the animation team are the best and have enormous amounts of energy - making sure that we are always entertained!! From theatre shows, to pool parties, and not forgetting the belly dancing show! Absolutely incredible. Location - slightly far from the city, however they have a shuttle bus which is free so it’s great to use! Food - being a vegetarian and also we did not struggle for food at all there is a great amount of different dishes and you can’t go wrong and you will never be hungry. All inclusive is definitely worth it - you will make the most of it for sure. From candy floss to crepes at snack time! We definitely enjoyed it so much, and we will be back with our family for sure. Thank you so much sol oasis!!!",Sol_Oasis,Marrakech
 August 2022,5,Amazing animation team,"Beautiful location and wonderful staff, BUT the highlight have to be the animation team who go above and beyond each and every night!!! We were treated to an amazing Bollywood night - excellent choreography, music and dancing. Well done to: Zizou Sousou Mike Sam Donia Russ Niako Abdul",Sol_Oasis,Marrakech
 August 2022,5,Tim & Rosie,"We stayed here at the beginning of august and had a brilliant time. The animation team are amazing, talented, welcoming and friendly. They’re the heart and soul of the hotel and should be really proud of what they do. Sam and Niako deserve a special mention for making us laugh everyday and ensuring we couldn’t miss out on the activities! All the bar and waiting staff (especially Zakaria) were excellent too, happy to have a laugh and always had a smile on their faces. Shoutout to Alberto who looked like he was having the time of his life on holiday, which was really nice to see. The food was incredible, we’ve stayed in a few hotels in Marrakech but this one was hands down the best for food, always so much choice and plenty of things available for picky eaters! We…",Sol_Oasis,Marrakech
 August 2022,4,AMAZING HOLIDAY!!!!!!,"The hotel is absolutely serene and is so so beautiful! We arrived last saturday and unfortunately the down side was to wait for our check in at 3pm but was delayed by 30mins which was quite frustrating. Nevertheless the night made up for it- animation team are amazing so energetic and so friendly. Big shoutout to Niako (brother from another mother) Souzu- my beautiful african queen, Zizu, Russ (ranveer singh) Wahiba (nora fatehi) Khalid (the one who kept chucking me in the water) Abdul, Sufyan and the very lovely Sam. Every night was entertaining the team went out of their way to include everyone and always so happy! Big thank you to all the staff for the lovely food, housekeeping was on point always too and just one more thing i rang for an iron yesterday as they provide you…",Sol_Oasis,Marrakech
 August 2022,5,Just Fantastic,"We are staying for 5 x Nights and this place is friendly, staff are amazing, kids club is extremely friendly, food is amazing with plenty of choices. Rooms are cleaned every day. We will definitely recommend it and also be back in the future too.",Sol_Oasis,Marrakech
 July 2022,4,Supported a friend on her birthday,The staff were very friendly and made the birthday enjoyable. the food was amazing although I did not get the paprika I am used to. The entertainment was amazing. Great team of dancers who involve guests throughout their show. Kids entertainment is also super. Drivers are very accommodating and super friendly. Waiters are also smart with their job. Only downside of the hotel is they do not have an organised lost and found department where you can retrieve lost items.,Sol_Oasis,Marrakech
 August 2022,5,Absolutely amazing,"This hotel is absolutely amazing. One of the best places I have stayed in Morocco. The rooms are lovely but the whole trip was made fantastic because of the staff. All staff including reception, cleaners, gardeners cooks etc were really friendly. But a big shout out to the animation team. They were really interactive and their performances was the best I have I seen in any country I have visited. Special thanks to Niako Wahiba Zizu sousou and all. Thank you for an amazing time",Sol_Oasis,Marrakech
 August 2022,5,OASIS WAS THE HIGHLIGHT OF MY BIRTHDAY TRIP.,"ME AND MY FRIEND STAYED FOR 6 NIGHTS THERE. The atmosphere was absolutely beautiful, our room had 24 hour air conditioning and the bed was made beautifully each day. The staff had a natural smile and kindness to their attitude, very welcoming , nothing was too difficult for them to do. They definitely went out of their way in conjunction with my friend R, to make my birthday a night to remember. I was staged, made to dance in front of in hotel audience, and the entertainment team then made everyone sing a birthday song to me. Obviously making me popular overnight in the hotel😊 The food was great♥️!!!!, continuous flow of alcohol, soft drinks and water throughout the day. The entertainment team were very energetic in their performance🤩 , the children were not left out at…",Sol_Oasis,Marrakech
 August 2022,5,Amazing Sol Oasis,"We stayed at Sol Oasis for 7 nights and had a mind blowing holiday. The staff are friendly, entertaining and work very hard to make your holiday a fun experience. Their dancing and animation skills are brilliant! Sousou, Zizou, Russ, MJ , Nikao and Wahiba all very welcoming .There is variety of food available. Bar staff are lovely. Rachida and Haitem in guest relations are extremely helpful in all aspects and a wonderful assett to the resort. We will definitely return to Sol oasis...such a fun holiday...thank you 😀",Sol_Oasis,Marrakech
 August 2022,5,Best experience ever!,"Our stay in Sol Oasis was amazing. The food was great and the staff was great! Also, the entertainment was really thoughtful ans funny! It was the best experience ever! We will return no doubt about that! Regarding the space, the hotel is really beatiful and you can go to the city for free as the hotel provide a free shuttle everyday at several hours! Really great! We came single and we left engaged, so, we made memories for life!",Sol_Oasis,Marrakech
 July 2022,5,Amazing hotel!,"We stayed at Sol Oasis for 10 nights and had an amazing time. The staff are friendly and welcoming. Niako, Sousou and Ben from the entertainment team are amazing! They all work extremely hard day and night with activities and shows for all ages. The hotel itself is modern and very clean. Gardens and pool are well maintained. Food is plentiful and there is a large variety. 5 stars all round!",Sol_Oasis,Marrakech
 July 2022,5,The animation team is - The Sol Oasis !,"My partner and I (Dan and Lucy) stayed @ the sol oasis for 9 nights from 19/7/22 and we have to say it was one of the best holidays we’ve ever had . It’s starts and ends with the animation team( Niako , Micheal Jackson , Sousou , Zizou , Sam , Russ and Ben ) to name just a few of a great bunch of people who really will make your holiday. From the early morning until late at night these guys don’t stop and could not be more welcoming , friendly, entertaining and are now people we our proud to call our friends ! They not only worked all day and night but the shows they choreographed and performed were outstanding! They took time out to have lunch and dinner with us…again they made our holiday what it was … fantastic !!! As for the bar staff they quickly became our friends too…",Sol_Oasis,Marrakech
