 January 2023,4,Lovely stay,"We stayed three nights and were impressed by how beautiful this hotel is. Views from the terrace are absolutely beautiful. We liked our rooms very much (stayed two nights in a suite then in a regular one as the suite wasn’t available). Breakfast is buffet and really good. We also had lunch and dinner and were pleased with the quality of the food. Staff was very friendly however service was pretty slow (bars, restaurants, room service and in room requests). We had a few miscommunications as well. Overall we had a lovely stay.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,hotelName,city
 April 2016,5,Stunning property,"The hotel is located just outside the Fez Medina. Our room was beautiful, meticulously decorated with Moroccan tiles and carvings. The public areas are lovely as well. Breakfast was excellent. My only complaint was that we had some issues with the front desk staff--our room was not cleaned one day because the front desk thought we had checked out (although our room was prepaid for that night) and they never communicated our request for ice from the bar staff. But not sufficient reasons to not go; all in all we had a wonderful stay there.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 April 2016,5,Simple Superb & outstanding,"I have travelled to over 65 countries and have stayed in best of high end hotels, boutique hotels and Palaces. Palais Faraj is a true Palace and a wonderful Boutique hotel. The suites offer refurbished elegance and best is so many sitting areas in the room. First time a quality suite room in a palace at a rather low price as in any other city it will be easily worth twice. Strongly recommend since great service and the staff is so warm and available all the time. Great breakfast and view from restaurant and bar. Look no further and enjoy while it is available on reasonable rates.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2016,5,an amazing experience,"We were so very happy with our visit to this lovely hotel. The staff could not have been more helpful or gracious. Our room, #12, was a large spacious suite of rooms with a view to die for. The bedding was so luxurious and comfortable, best nights sleep on the trip so far. They arranged a guide for us in the Medina, and he made the trip so special. Breakfasts are the best - lots of fresh fruits, try the eggs Khili, and try some harissa with it. The pastries are to die for. Deep hot coffee - so good. The bar is nice but very smokey - not used to that coming from the US. Fresh air would be good in there. Our first experience with dinner here was disappointing truly. Perhaps best not to do the fish this far inland. it was very fish tasting and mushy and we could honestly…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2016,5,Beautiful palace converted into hotel,"It's a beautiful hotel,gives you a feel of palace.we stayed in a suite which had all the luxuries you can expect in a hotel.very comfortable king size bed.food is good specialy the Moroccan cuisine .staff is very good and helpful.we stayed on the ground floor,and had a view of pool,but found it very dark inside the room.even the lighting was very dim at night.rooms on the higher floor had better view and more light.we had a pleasant stay",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2016,5,Spectacular,We stayed here for three nights in Feb'16 using Fes as a place from which to explore Meknes and Fes itself. The rooms was beautiful...a modern room with an 'old' feel. It is in a good location through a bit of a walk to the old city. The restaurant offers great Moroccan food with a nice view over the medina. I would highly recommend this hotel to the traveler looking for a high end hotel in a wonderful city. Remember folks...call to prayer is around 5:15 AM!,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2016,5,Royal experience,"Great palace hotel, expensive but worth it. Easy free car parking. Great staff all around. We had a nice family suite, with satellite TV, mini-bar (contents included with the suite), nespresso, grand bathroom, comfy beds, safe and lots of gorgeous decorations. They gave us a lot of fruit and cookies in our room as well. Nice pool and city view from the room. Airco worked well. Decent small pool area. Grand breakfast with lots of delicious choices. We had dinner in the hotel restaurant (the Terrace restaurant was closed due to winter but the other restaurant served both Moroccan and international food). Food was good but expensive, and no kids menu (so I had to pay full price for our young daughter even though she couldn't eat a full regular plate). Also, the waiter messed up on…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2016,5,Fantastic Hotel,"Beautiful luxury hotel in a great location with wonderful and attentive service - they were even kind enough to send someone out to fetch medication for one in our party who fell ill. Spa, restaurants and bars were also excellent - highly recommended.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2016,5,Fes 2016,"This hotel is excellent. The room was luxurious and beautiful . It was also very nice and big . 2 bathrooms, an office/den, very comfy couch and chairs , and a big comfy bed . Wifi was easy to connect but a bit slow, overall not a problem. The staff was very professional and there to meet every need . And the views from all parts of the hotel are amazing ! If you come to Fes you have to stay at the Palais Faraj.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2016,4,Not well connected,"We were very happy when we checked in to be given a lovely suite. It was very spacious and well set up. The sitting area was a little dark and made it hard to read there in the evening. Only one restaurant was physically open but you could pick from both menus and the food was good. But internet connection was basically non existent. We were told we would have better wifi in a different room so we packed up to move. However the room they moved us to was such a downgrade that we turned it down. They did find us another room, not as nice as the first, but not as bad as the second. But the Wifi did not work there either. Had they been honest and told us the Internet does not work well throughout the hotel we would have kept our much nicer first room. We have been traveling all…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,What a magical place,"After several days in Casablanca, we drove toward Fes-- nit knowing what to expect. After driving through the new city ( and toward the souk), we entered this magically authentic property-- the Palais Faraj. This property is not a riad-- but slightly larger. We had a beautiful suite with gorgeous rugs, beautiful linens, one and a half baths and a lovely sitting area-- complete with Moroccan pastries. Breakfast is served in a lovely room with an amazing panoramic view of Fes. A perfect place to stay in this ancient city.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2016,2,outside of the old medina !,"Palais Faraj is well located just outside the Medina and within easy walking distance of all the attractions of Fez. the Room was a large suite with full size sitting room, very large bed, dressing room and bathroom, decorated with traditional handmade moroccan tiles on floor and walls and a painted wooden ceiling, The room has a brilliant view over the medina. The hotel will organise guides and trips out in taxis to wherever you want to go. A guide is a must for the first trip into the medina, we were led into a rug shop and waylaid by rug salesmen with a hard pitch. We stayed in different places in Morocco and this was the only one where someone tried to dupe us! The hotel has a rooftop restaurant. The views are exceptional, the food is good but expensive for Morocco !",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2016,5,Stunning hotel with views of the medina!,"We stayed 4 nights in this hotel - and couldn't be happier! The hotel is a restored palace and has the perfect combination of old and new styles. The common areas are so beautiful - from the lobby, to the library, courtyard, restaurants, etc. We booked a standard suite and were very impressed with the size and quality of the suite: it was 2 stories with intricate mosaic tile work, wood work, plaster work, etc. Very charming and comfortable. The service, overall, was very good. We especially enjoyed our morning breakfast served on the top floor with views of the medina (we chose to eat outside). Service at breakfast was exceptional. We also enjoyed cocktails and live music each evening in the bar/lounge. The servers/bartenders there tried really hard to make us happy. …",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2016,5,MR.Fahad dubai,"The hotel was awesome, the staff were so kind, the food was so delicious, the entire hotel was made with passion,make sure to try their moroccan hammam, trust me you dont want to miss it preferably after a long day in the old medina of fes,i am coming from dubai and i can say this is one of the best hotels i have ever stayed in, it is an unforgettable experience with moroccan hospitality, and definitely i would stay in this hotel again in my next visit to the city of fes.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2015,5,exciting and tranquel,"We arrived from Casablanca by train.Taken to this wonderful place and were told we had an upgrade! it was beautiful in every sense. Architecture, cousin, the Spa and staff were all wonderful. i booked from internet and was pleasantly surprised in every way!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,Fantastic architecture and view of the medina.,"We stayed 3 nights at Palais Faraj and found it to be one of the highlights of our Moroccan holiday. The Hotel has been beautifully restored. We liked the location being just outside of the Medina but easy walking distance. The restaurant, bar have fantastic views of Fes. The weather wasn't warm enough for swimming but I could imagine the pool would be great during summer.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,A Hidden Gem,This was my first trip to Fes and a friend handled all the travel arrangements. I didn't know what to expect and arriving to the neighborhood at night made me question his choice. But all of that changed after we walked in and saw the beautiful Moroccan architecture. The suite I was in was nice with a beautiful balcony facing the central courtyard. Service was great and all the major facilities were available. If I ever visit Fes again I know where I'm staying.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2015,5,Exquisite environment and wonderful service,"You can read all about how lovely this place is decorated and how comfortable the rooms are in someone's else review. The best part of my experience was the service I encountered. I left a rug that I had purchased in Marrakech and managed to bring all over the country, just to leave it in my hotel room at Palaid Faraj. Hatim was more the helpful and attentive and gave me many options for the best way to ship my carpet to me. Anyone who gets to interact with him is lucky! I would highly recommend this place to anyone in the future and hope I will return soon!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,Welcome to a fairytale! Welcome to Faraj!,"I staid only 1 night at the Palais Faraj but it was enough to feel like home! A 5 star hotel makes only sense to be a 5 star when the service is so good that it really hurts to leave! Faraj is a fairytale! Faraj is a dream! You don't want to leave! Like never! Morocco is known to have one of the best quality service in the world and this reputation came definitely with places like Faraj. Majestically perched on the Ziat bill, Faraj is 4 ryads (traditional Moroccan houses) from the XIX century that were brought together and restored by the best artists and craftsmen of the country (keeping the authentic design and aesthetic) in order to provide us an authentic Moroccan yet luxurious experience. As soon as we arrived in the hotel, the ""baggagier"" took our luggages and the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,Total Happiness is Fes,"It's hard to imagine anyone not being happy in this spot. It's a magnificent old hotel full of Moroccan character and beautifully done. We were on an Abercrombie & Kent private tour, celebrating our 25th wedding anniversary and my 60th, so we wanted something special-- and it was definitely special. We did wind up booking the private tour fairly late in the game and apparently the hotel was full so we were booked in a riad within the hotel, or a small house that had a living room, two bedrooms and a private entryway. Spectacular and charming in a quite sort of way. It was also extremely comfortable and private. Beautiful rugs, tiles and antique furnishings. We ate at the restaurant, mostly because we didn't want to leave. We opted for Moroccan salads and pigeon pastillas,…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,World Class Luxury Hotel,"Unbelievably beautiful hotel in the Arab-Andalusian style. The architect for the original palace worked primarily for the royal family, and then the building was meticulously restored before being reopened in 2012. We have stayed at luxury hotels all over the world, and the only one that comes close is the Taj Lake Palace in Udaipur. Far more impressive and charming than a typical Four Seasons or St. Regis. We also enjoyed the spa and the New Year's Eve gala in their rooftop restaurant. The staff is highly trained and formal but friendly. Beautiful hotel, will recommend.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2016,5,Luxury in Fes,"This is a magnificent hotel. Not sure 4 to 5 star. The terrace overlooks the medina and the views are magnificent. We had welcoming tea outside. Breakfast can also be in the terrace weather and wind permitting. The restaurant is beautiful as well. Rooms, in traditional Moroccan style, look inward into the placed pool and courtyard. Our room was upgraded to a suite with a large private sitting room, huge bedroom, and two bathrooms, one with state of the art shower and tub. Service is impeccable with one exception. A guide is recommended to take you into the ancient medina and the hotel supplied us with a guide. Although very pleasant, I think guides taking you into the medina please be wary. He brought us to places where the men selling rugs and wares were so pushy it made me…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2016,5,Excellent Hotel for Christmas,We came to this hotel for Christmas and it was amazing. The staff is friendly and the rooms were beautiful and unique. The atmosphere from the lobby to the rooms to the roof top bar and restaurant really set you up for being a part of Fez while visiting this historic city. We loved the hospitality and will be returning for future visits.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2015,5,Beautiful Accommodations in Fes,My family recently returned from our Christmas holiday in Morocco. Our first stop was Fes followed by Marrakesh. Palais Faraj is a beautiful riad with stunning views of the Fes medina. We were given a warm welcome by staff upon our arrival complete with mint tea (which we would continue to drink much of) and pastries. Our room/beautiful suite had views of the courtyard and pool below. The property is quiet save for the calls to prayer which is an experience in itself. The morning breakfasts provided a variety of options (you must try the Harira soup!). The restaurant at night offers stunning views with a Moroccan and international menu. I only wish we had more time to stay in this beautiful city and beautiful riad! (Riads are considered any building that has both a garden and…,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2015,5,Totally Perfect Place in Fes,"The rooms and outdoor spaces are lovely but we were most impressed by the staff attitude. Whether in the bar, dining room, housekeeping or whatever, everyone went out of their way to ensure our comfort.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2015,5,Amazing hotel,"Great reception, basically an intake with the hotel manager, giving us advice on our stay in Fez. Wonderful room and nice bar to enjoy the view of the city. Breakfast and diner where good although waiting time was a bit too long. Highly recommended if you want to relax in luxury.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2015,5,Luxury 5 Star Hotel,"Fantastic. Stayed at this hotel for 3 nights with my partner whilst touring Morocco. I had booked a junior suite and we were up-graded to an ambassador suite Fabulous. It had two bathrooms, slippers, robes and free spa toiletries which were replaced everyday. mini-bar and fresh fruit, pastries everyday. Lovely views to the outdoor pool, which we used as it was quite hot when we stayed. Excellent for cooling of after a day of sight seeing. Also in the room was a coffee making machine, coffee and milk brought up to us when we ran out, excellent room service. We used room service for dinner on our last night, as we were both tired from visiting Meknes. We ordered an array of small dishes. a bit like tapas. Beautifully presented, it took 2 waiters to bring it up on 2 silver…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2015,5,Can call itself a Palace,"Palais Faraj was one of the most memorable hotels I have ever stayed in - we loved it so much we were tempted to cancel our last night in a nearby Ryad to stay there (and still wish we did!) * The hotel honestly feels like a palace - the first thing you encounter is the beautifully decorated, large courtyard and pool area. There were also a number of small old-fashioned salons and courtyards inside, even a library. The whole hotel is a beautiful blend of Moroccan and Western design. The terrace has an incredible view of all of the Fes medina. This is still a boutique hotel (only about 25 rooms) so you can find space to yourself. * We stayed in a Junior Suite. Again, the decor is a nice blend between Moroccan (bright colors, inlaid tile mosaic) and modern amenities like natural…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,Fantastic stay - by far the best place in Fes,"The level of service we received at this property was spectacular. We booked a suite and got a room with 2 bedrooms and 4 bathrooms. Hotel is in an old palace that has been tasteful converted to a great hotel. Location is a bit out of the way, but worth the cab ride to get into Fes - plus a heck of a lot cleaner than the hotels closer to the main Fes area. Personally I enjoyed walking around in Fes, but had a hard time with the cleanliness of the hotels and restaurants. We enjoyed the stay in the hotel so much that we also ate the rooftop restaurant 3 times during a 5 day trip - it was that good. The Lamb tagine and Moroccan salad are exceptional! Property has great spa (hamam) facilities on site. I would revisit the Palais Faraj",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,Casual elegance at its finest !,"We loved our stay at this beautiful hotel. From the moment we arrived until we left we were treated to 5 star service. Our suite was lovely to relax in with the most comfortable beds we slept on after travelling more than 17 days in Morocco . Breakfast and dinner were really delicious and the service was excellent. The owner of this hotel was very friendly and special thanks also goes to Zachary, one of the hotel managers, who tried to help me confirm my flight out the next day. We stayed at a Riad in the medina for two days before coming to this hotel but much preferred our stay here. An oasis of calm in a sea of chaos.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,Truly fit for royalty - and they made us feel that way,"We couldn't have been happier with our accommodations and dining experiences here. The hotel is a sight to explore in itself. We loved having wine in the exquisite library, and dining on the rooftop overlooking all of Fez. They upgraded us before we arrived, and our suite was magnificent. The spa was beautiful and the service and prices excellent. We ate there both nights of our stay, as the ambiance, food quality and prices were superb. The breakfast each morning was also delicious, with a very elaborate buffet. Service in every area was amazing. I may return to Fez just to stay here! And because we loved the city.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,Riad versus hotel,We arrived to fez after 2 weeks of trip around Morocco... Where we only stayed in Riads.. And so we were determined to find something good riad in fez. Going thru some of the top of the list... Led us to noisy places with no much air circulation... Then we went to check Palaise Faraj... We simply want to stay here one more week... Its complete different experience. And if you are willing or have the ability to pay double or more then top riad price... You will have magnificent stay at the best place of fez. BUY ALL MEANS!,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,4,Nice large suites overlooking the medina with amazing views!,"Beautifully decorated hotel with Fez mosaic tiles and amazing views of the medina. You are greeted with moroccan tea and cookies and have an opportunity to enjoy their courtyard upon arrival. Rooms are decorated also with the mosaic tiles and have two bathrooms, large sitting room, and very, very comfortable beds. The bathroom with the shower is large, however the shower was little awkward and ended up having lots of water on the floor. The restaurant serves excellent food and the views are second to none! The spa treatment was nice, however I wish they had a more comfortable area to relax after the treatment. The staff did an excellent job and made the stay very enjoyable. Overall, very nice hotel and would definitely come back.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2014,5,True Grandness!!!,"Before I say anything.... I loved staying at this hotel! Stayed here with friends over weekend. This is, what I will describe as a Boutique/Designer hotel. There are not too many rooms, and the property is converted from an old building, which brings the real grandness to the stay. The staff is extremely courteous. I have seen very few hotels where check-ins and check-outs are so smooth. The roof top restaurant is also quite nice, with an extremely nice view of the city. The Tajeen I had in this restaurant, I can still remember its taste. In short, a total delight to stay here. If I ever end up in Fes, this is where I am going to stay!!! Highly recommended!!!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2015,5,"Beautiful Hotel, Safe, Secure, Authentic","Palais Faraj's greeting was warm and friendly it was after 10pm and we were still offered dinner as we had not eaten on our flight from Paris. We were taken to the Restaurant and our Suite was upgraded. The Suite was amazing with a full size modular lounge, mini bar and wonderful Moroccan furnishings. The bedroom had a king size comfortable bed again beautifully decorated. Lastly the marble bathroom had a bath as well as a shower and generous vanity. Palais Faraj has wonderful communal spaces to rest and relax either indoors or outdoors , the pool was clear and sparkling clean and I was impressed with every inch of the property. The tour guide provided by the hotel was friendly and informative, if your not visiting the Medina to shop I would suggest you be up front with the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2015,5,"spectacular, from the pool to the service","Perhaps the most beautiful hotel we have every stayed in. Once we saw the hotel, we wished that we had planned to spend more time relaxing in the hotel rather than touring Fez. We managed to swim in the infinity pool, which was absolutely amazing. Dinner was delicious. We forgot our travel adapters, and the hotel provided us with travel adapters immediately. We were there during the ""festival of the sheep,"" and I needed my clothes to be laundered before we checked out early the next morning. Even though it was a holiday, they were able to rush launder my clothes at no extra charge within a few hours, and did a great job of getting out the stains. The only possible downside is that the hotel is located a bit outside of the fes medina (maybe a 10 minute drive), but it was not a…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2015,5,Impeccable,"Absolutely my favorite place I have ever stayed! The attention to detail was amazing. We had a little raid inside the hotel near the library. It had a court yard with a fountain, a sitting room with a tv, a bathroom and upstairs there was two beautiful rooms each with there own bathroom. Breath taking how beautiful. The pool was great for relaxing at. The spa was amazing. Our daughter met someone very famous that was staying there but I won't say who ;) We ate every meal there and it was delicious every time. We only wished they had a little more selection for the room service menu, that our tour guide we had hired through the hotel was a little bit better and that the wifi in our room was better. But seriously do not miss this hotel, book it now!!! We celebrated our tenth…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2015,5,What more to add?,"Just read the reviews of this hotel, and you will realize that no more room has been left for you. I shall not use traditional star rating to describe this hotel, but rather the feeling you get when you are surrounded with all this Moroccan art. Excellent room, very nice location, great breakfast, and all supported by friendly staff. What else you need to relax? Don’t expect too much of WiFi, as it seems a generic problem in Morocco, I stayed in room # 5, and would advise the Management to ventilate more frequently",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2015,5,Truly a five star hotel,"I had a fantastic stay at the Palais Faraj, everything exceeded my expectations. Quite possibly the best hotels I've stayed in yet. The suites are amazing, the design is great, the staff attentive and the views from the Restauraunt will take your breath away. It's quite difficult to hail a cab outside, but the staff are more than happy to help.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2015,5,Unreal. One of the most beautiful hotels I've ever seen.,"This is one of those places that I will always remember as one of the nicest hotels I've ever experienced. When you first walk in, you can't believe that it's hotel because it is so ornate and beautiful. Everything worked flawlessly there. We would spend afternoons on the patio - swimming and relaxing after seeing Fes. I hope to make it back to this hotel someday.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2015,5,Hospitality at it's best,"This gem is perfectly located close to the old town yet away from the noisy quarters. There are some really nice views and stunning old fashioned interior decorations. The patio is relaxing and the hospitality first class. You live part of the history of Fes just being here. What I most loved about this place though is that the food is delicious and typically Moroccan at a very reasonable price which is, in my experience, a first that contrasts with other overpriced hotel foods. There is a coffee machine and generous bottles of free water as well as a free mini bar.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2015,5,Stunning,"The suite was heaven after spending the previous day riding camels and sleeping in tents (albeit exceptional tents). The rooms were large and filled with all of the elements and details of fine Moroccan architecture. Beautiful carved woodwork covered the rooms. The colors were vibrant and tasteful. The bathroom was large and bright with good lighting. The top floor bar and outdoor dining were spectacular and quite welcome after a day of touring. The stairways were potentially dangerous due to limited to no lighting and uneven steps. The staff during breakfast were somewhat slow and seemed inexperienced. However, the overall experience of the hotel overcame these negatives.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2015,5,A Palace in Fez,"WOW. This place is over the top. If you are looking for world class luxury in the middle of Morocco, look no further. My family of three stayed here two nights and never wanted to leave. Besides the great food (reviewed elsewhere), this place pays attention to details. Our room was a two bedroom suite, THREE bathrooms, two showers, living room, closet and foyer. We got lost in the room. The song Beverly Hills refers to “cleaning the spaces in between.” That describes the service. The cleaning staff left no corner untouched. Beds were comfy, with feather pillows, good views and excellent décor. The property was also a work of art. The courtyard was spotless and comfy. Give the high walls, the pool and courtyard are mostly shaded. This was great for relaxing. Plus, if a staff…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2015,5,Understated Luxury,"Our first landing spot in Morocco… this hotel exudes excellence in every way. The staff are outstanding, the food is sublime, the Moroccan hospitality shines here and the setting could not be more welcoming, a truly beautiful Moroccan experience.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2015,5,A nest stay in Fes,"This is an outstanding hotel. We arrived after being delayed by a couple of days in Barcelona due to the theft of my wife's handbag on the way to the airport. The bag had both our passports and cash inside. The staff at the hotel were very understanding of our terrible situation and when we did arrive with our emergency passports, the hotel managed to cheer us up with an upgrade to their Royal Suite. Just amazing. This was not where their superb service stopped, they were always helpful and nothing was ever too difficult. We only got to stay two nights but it was truly amazing. I very highly recommend this stunning hotel to anyone intending to visit Fes.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2015,5,A comfortable and gorgeous palace,"This place is serene and makes one feel like royalty, surrounded by art in every corner. Excellent service! We even got a double upgrade and some culinary gifts along the way! I highly recommend it, as it is walking distance to the Medina and feels like an oasis at the end of a busy day. I would recommend staying here and getting fes city tours to take you to the many sights around this beautiful hotel.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2015,5,Wow! What a gem,"We stayed at Palais Faraj for three nights in June 2015. This is a very special place with great service and good food close to the Medina of Fes. It has spectacular views. As expected for a converted/ repurposed older structure, the room configurations are varied, but well appointed. It has a peaceful central courtyard, nice pool and several relaxing salons. The rooftop bar and restaurant are nice. Order the Coteaux De L'Atlas wines. Most of the other wine in Morocco isn't that great.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2015,5,A true palace,"Palais Faraj made our visit to Fes unforgettable. The hotel has a characteristic charm about it, a soul you don't often find on holiday, not even in the leading hotels of the world. Somehow the architect and designer have been able to marry tradition with modernity and originality, as the hotel offers all the luxury and technology available while keeping in touch with human proportions and the need for a unique experience. We were welcomed and pampered by lovely staff, capable of indulging all our needs and desires. The rooms are wonderful and utterly comfortable. We enjoyed delicious meals in restaurant L'Amandier. And the other restaurant, La Terrasse, became our favorite hangout during this superb trip, partly because of its lovely setting and the magnificent views it offers…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2015,4,Luxury overlooking the ancient city of Fez,"As magical as the old city is, it was not easy leaving the luxury and restfulness of this magnificent hotel perfectly located high above the old city. The spa, the restaurant, the view, the superbly appointed rooms all add up to a wonderful stay. The old city itself is only minutes away by taxi, even though it seems so far removed from this modern day hotel.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2015,4,"Excellent hammam, beautiful courtyard, subpar food","My friend and I had a few extra hours in Fes and after wandering through the medina for 24 hours we were ready to get clean. The spa package of hammam, massage and pedicure seemed right for us. It was 3 hours of luxury. With soft robes, professional staff, dim lighting and serene atmosphere. The pedicure and manicure was unlike any other I had before, we were laying down and it was quite an awkward position. We then tried to get a bite to eat in the restaurant. It was not open for dinner yet, but they seated us and gave us a dinner menu and a snacks menu then to explain that we could only order off the one menu. It was not great. The service was odd and not very good. I wish they had not seated us if it were not possible to have decent service and food.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2015,5,Best place to relax and enjoy Fes,This has got to be one of the best places i have ever stayed. The hotel is finished to such a excellent quality and the hospatality is beyond this world. Its 5 star but compare to 5 star european hotels this place is in a league of its own. We arrived a few hours early and were given tea and biscuits and then our suit was upgraded. Had a tour of the hotel from Mr Otterman who is the sales manager he explained in perfect English the history behind the hotel. We ate at the resturant and had the spa treatment which was a hammam with scrub and a massage. It was so relaxing that i think i slept for about a hour afterwards without being woken!!! Highly recommend this place and want to book again...,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
