 October 2022,4,Stay here if you visit Tangiers,Beautiful hotel in the middle of the best part of Tangiers for seeing the sights. The French influence is in every pore. Mainly French guests which was good for me as l can just about make myself understood. The staff were amazing. Highly recommended. Just don't drink in the bar. The prices were seriously taking the P.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 March 2018,5,Old world charm and an unbeatable location,"This neat hotel is a little Wes Anderson and a little Stanley Kubrik. Long hallways and old highly-polished bars, like in The Shining and formal, uniformed bellhops and special rooms and gardens, like any number of Anderson movies. Not creepy in the least though. Unlike some of the other reviews, we found service to be great. High water pressure and fast wifi. The views are to die for and the grounds are lovely. It really does have the charm of the past century. Evening turn down service, a classic piano bar (not cheesy like another reviewer stated), and prompt doormen. Here's the biggest win: We used a rewards booking system, which allowed us to book a room at El Minzah! We had zero communication from the parent company that in fact the El Minzah is closed for complete…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2018,5,Elegant and historic,Unequalled location with iconic views of the harbor and to Spain from either your room or the terrace. In a small room once occupied by Matisse the history of Post Impressionism changed. The staff are wonderfully accommodating and will open up the room for you which is replete with artifacts from his stay there. A must stay!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2018,4,Nice hotel with great location but not 5-star,"This is really a nice hotel with lots of charm, centrally located in the heart of Tangier. We stayed here for 3 nights for my partner’s birthday and got a spacious Junior Suite. It was very quiet with a comfortable bed but with somewhat dated decor. The breakfast was generous and we had a great lunch one of the days in the beautiful Delacroix restaurant where the waiter was very friendly and the food was delicious. We also enjoyed the corny piano bar with a fun waiter! What wasn’t super great with our stay, and why this is not a 5-star hotel, was the service level and attitude from the front desk. When we asked them for an umbrella when it was raining they said they had given them away to the guests. (I don’t know what we were?) When the key cards stopped working (which…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2018,4,Iconic hotel with great location,"This is a landmark hotel with excellent location in Tangier. A very imoressive vilka with nice gardens, excellent views, pool and lots pf charm. It was renovated a few years ago so rooms/bathrooms are nice. It us however nit five star. It is a 4 star hotel with a bit slow service. No unbrellas for guests and not very attentive staff. Ok breakfast. Very nice internationsl restaurant with very nice ambience a d good food",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2018,5,Wonderful Star!,"Wonderful Stay ,Very nice hotel in the Herat le Tangier ! The Matisse room is wonderful,very nice staff;the view is amazing! I highly recommand this hotel! Ask ayer soukaina to visit the Matisse Room n 35 she is very nice and helpful.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2018,5,An old world French hotel with style,"I know this hotel since 40 years - it still has retained his old-world style and the French Culture.... Excellent breakfast, a nice bar - located in the center of the town very close to Souk. The service is excellent and the personell polite and attentive. To be recommended.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2018,4,Historic But Updated,"The Grand Hotel Villa de France is located just outside the Medina, so it’s well located for easily exploring the Medina (aka: market) and Kasbah (aka: fort). It is one of the historic Tangier hotels, but has been completely renovated with all the modern amenities; although they could probably use a soft goods upgrade at this point. It is also the sister hotel to El Minzah, which is around the corner. On check-in, we were upgraded to a larger suite overlooking the Bay of Tangier; probably because February is the low season and they had availability. The staff was lovely and could not be more helpful. While we had pre-arranged our city tour (read review of Aziz Benami), the hotel could arrange a tour as well. They also provided helpful suggestions about dinner reservations…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2018,5,Excellent stay,"I stayed at the Grand Hotel Villa de France over New Year's and it was on all levels an excellent stay. Upon check in I was given a tour of the hotel, and the property is well maintained in all areas. My room was spacious, very clean, and totally comfortable. The breakfast was nicely laid out and quite delicious. Finally, I had a chance to enjoy a fantastic New Year's Eve dinner in the main dining room. It was a very classy yet festive affair, and I could tell that the staff really put their heart into it. I definitely recommend this hotel and I look forward to returning someday!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2018,5,"Exceptional stay, amazing staff, gorgeous hotel!","Five-star amenities, service and staff! We really loved the history and charm of Villa de France. We were escorted into Matisse's room and had a first-hand experience of history. It's right in the heart of the old city. An incredible location! Food was terrific! Above all, the staff looked after us and made sure our experience was the best...and it was. We can't wait to go back.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2017,5,Charming and very well-located,"Beautifully refurbished rooms with antique style and charm. Comfortable, understated luxury, friendly staff, and a great location just above the medina. I had a room with a wonderful huge window right above the bathtub, and really enjoyed my bath with the window open (the tub was low enough to give me privacy.) Spend a fine night here and would have stayed longer, but they were booked. From here, I went to the Hotel Fredj just up the street, which lacks the charm and history of Villa de France, but offers much more spacious rooms with big patios and better views - so that's the tradeoff! Even if you don't stay here, their bar is a nice place to have a glass of wine in the evening.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Pleasant hotel with old world charm,"I chose to stay in Grand Hotel Villa de France because it is not an international hotel chain member. The plus side for being this is it keeps its grand villa charm from the old colonial days. The minus side, of course, is the hotel is quite dated. I booked into superior room with seaview. Through the clouds, Spain was visible on the other side of the Gibraltar Strait. The room is on two floors, with the downstairs sitting room directly facing the swimming pool, with a little outdoor fenced sitting area. The room was extremely pleasant by looking. The checkin was without a problem. What was surprising was that after I got out of the taxi, there was no doorman to help with the luggage. The toilet was old, with the toilet sits hardly fixed, wobbling. The worst was the shower,…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,5,Beautiful Historic Hotel,"The Grand Hotel Villa de France is a beautiful hotel which has retained the essence of its historical grandeur in an updated design. We stayed in a senior suite with incredible Mediterranean views of Tangier’s harbor and Spain’s mountainous coastline across the Strait of Gibraltar. Our room was comfortable and the hotel provided every amenity imaginable in the bathroom and large closet. But the best aspect of our room was its location next to Chambre 35, which is where Henri Matisse lived and painted during his time in Tangier. It is the one room in the hotel which has retained original electric fixtures and furniture and well worth the visit if you’re a guest. During our stay in November, the hotel was fairly quiet, as was most of Tangier, which doesn’t seem to get many…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,Excellent place to stay when in Tangier,"The Grand Hotel Villa de France is a historic hotel whose beautiful architecture speaks of the elegance of times past. Although it has been remodeled and updated and there is a modern and luxurious feel, it still preserves a traditional Moroccan ambience. The staff at the reception was very friendly and helpful from the moment I first called from the U.S. to make reservations. Muhsin, Morad, Mohamed and Abdella were very kind at all times. Communication was not a problem as they spoke English and Spanish (and also French and of course, Arabic and Marroqui). The hotel is gated and the security seemed to be very good. Its location is excellent, just one block from the medina and at walking distance to many other places of interest. Our room was quiet, very clean, elegantly…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,3,tired,"poor breakfast, took ages to get an iron, service amazingly slow in Delacroix resto. Nice views from the terrace and some rooms. But not really as good as I had been led to expect; not surprised it was practically empty.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Great History,"A well located hotel with a story to tell. Built during the French occupation, it even hosted Henri Matisse, whose room has been preserved as a museum. The hotel has a real charm. The staff is very accommodating and we loved having cocktails in the cozy bar/lounge. Excellent location near the Souk, but quiet and unto itself.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,5,Perfectly charming!,"Fantastic location, within walking distance of all the attractions. The hotel is charming at every level. The staff were unfailingly helpful and always with a smile, SOUKAINA were everywhere at reception at our arrival as well as in breakfast to ensure our needs were met, asking all the guest if they need anything ,invited us to visit Matisse Room. The breakfast is good and staffs are friendly. Fabulous food in a beautiful dining room “Restaurant Delacroix», I’m just hoping I can make a return visit. It is a special hotel. Thank you for making our visit delightful “Simply tell the hotel your needs when you make your booking. I am confident they will try to accommodate you.”",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,Great staff,"Mr. Mourad and his staff were superlative. When we bemoaned the fact that we had not seen the room that Henri Matisse had stayed in, one of the staff members immediately offered to show us the historic room. And the tiled pool is the most beautiful pool that we've ever seen.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,First class!,THW Grand Hoteöl Viöla de France is just beautifull with very Nixe Staff as Soukaina ! Everthing was more than ok AMD we are Coming back soon! Good Food AMD nice location! Thanks ecerybody for the nice stay!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,Excellent stay at the Grand Hotel Villa de France,This is a lovely property perched high on a hill overlooking the shopping area. Our room was a suite (Room #7) which had a view of the city and also a view of the harbor area. The hotel has a beautiful patio where we ate excellent meals with a view of the harbor. One evening we had dinner in the main dining room as the weather was cooler and the main dining room is a very elegant place to enjoy dinner. Service tends to be leisurely. This hotel is an excellent choice when staying in Tangier.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,2,Only thing great is the view,"This hotel is in a lovely location and our room view was truly beautiful. That is where the nice talk ends. Service seriously, seriously lacking. Staff virtually non-existent and those who were there kept disappearing. Service at Piano bar was ok, but that bartender also just left the room for long periods of time. Front desk not helpful willing. Had to be pushed to make reservations at OUR choice of restaurants. Breakfast was terrible; basic at best. The worst pastries of our entire two week trip throughout Morocco! If the hotel has been updated in the last 20 years, I am shocked. It looked dingy and dusty and furniture and fixtures were in need of refurbishment. Not one rug on our entire floor. And, not a drop of water in any way except faucet in bathroom. Only…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Fairly Good,"Let me preface this review by saying that the price on the Duplex Suite I was staying in was suspiciously excellent, at just 1500 MAD a night. In fact, if I had paid even double that price, I'd probably give the property three stars, and I can't even begin to imagine paying the rack rate (7000 MAD a night) for the room. That having been said, a duplex suite at that price was incredibly affordable. The hotel website listed the suite as having sea views and a terrace - both of which are *technically* true, but the terrace is exactly at ground level, right next to the terraces of the adjoining duplex suites - so you don't have a lot of privacy there - and the balcony that overlooks the swimming pool and is supposed to look out to the sea is too small even to fit a chair out onto…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,"Historic property , great location","This is a unique hotel. Great history, recent renovation, great location. Easy walk ( steps) to the main sites. Service was impeccable, with a very nice breakfast buffet. Ask to visit the Matisse room. The room we occupied would benefit by a day of maintenance, and would then be perfect. We were told the new management is in the process of taking the property to the next level. Go to the roof for a great view of the area. They are installing a new rooftop bar, that should be a showplace. There is a gate and 24 hour security at the entrance. Not perfect but I would recommend and stay again.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,1,Very disappointed,"We stayed there for one night as part of our Insight tour of Morocco. It was one of the worst hotels I have ever experienced. The room was cramped the single beds extremely narrow and uncomfortable, the hair dryer didn't work, the wardrobe doors didn't close properly. Breakfast was limited and appalling. Our group was supposed to have breakfast at 6:45 but the staff was not prepared on time informing us they didn't open until 7am. At dinner the previous night the wine waiter was most obnoxious and refused to allow us to charge the wine to our room as we had already done with previous drinks in the bar. I would not recommend this very dated hotel.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,a tasteful refurbishment,"have stayed at this hotel more than twice and visited it whilst staying at other hotels. great décor, great staff,rooms are beautifully furnished and decorated. breakfast offers a wide choice of quality dishes. an excellent restaurant and not over-priced and with good service and choice,",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,Great place to stay,"The hotel was a great place to stay while we were in town. We were received by a young lady “soukayna” very kind , she served us a fresh drink once we have arrived with a smile and, she invited us to visit matisse room and the rooftop which has a very nice view , Our room was nice, the service was good too , a very nice swimming pool. I would recommend staying here and would stay here again.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,5,Meeting,"We had a business meeting in this wonderful hotel. The hotel is beautifully placed in the heart of the medina, Lovely rooms. Great breakfast. Super staff. Helpful friendly and conversant in English, French, Spanish and Arabic. Great thanks to SOUKAINA for taking time to show as The Matisse Room and helping us with our reservation to El Minzah Hotel , Thank you for making our stay more enjoyable Note: you can also have a room with a direct access to the swimming pool .",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,5,Beautiful historic hotel,"Lovely updates have been done to this classic gem of a hotel. While the views across the gardens and Medina to the Mediterranean Sea are reason aplenty for staying here, the service level is truly wonderful and will keep guests, at least me, coming back. Don't miss seeing the room where Matisse stayed and painted--complete with some of his work (copies I assume?) hanging where they were painted. A treasure.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,4,A Wonderful Hotel in a Wonderful Location!,"The Grand Hotel Villa De France is a wonderful place to stay when visiting Tangier! It’s located a very short walk from the main sights (the Grand Socco, Medina, etc.) but is also very quiet. The property is very beautiful, and the pool is particularly stunning and (in my experience) not very crowded. The townhouse-style rooms near the pool are great, and provide views of the Straits of Gibraltar. The Manager I dealt with (Mohcine) was extremely friendly, professional, and helpful. He helped arrange for an upgraded room for my stay, and also helped me contact a tour company that I was having trouble getting ahold of. In general, the hotel staff were friendly, professional and courteous. Could be improved: I notified management that the e-mail contact information for the…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,4,Nice Hotel close to the old city,"The Hotel has been restored recently and it's in a good shape. The atmosphere (its history), the building, rooms etc are fascinating and very nice. It possess a small but perfectly enjoyable swimming pool in the backyard. It is situated on a small hill and in the evening it enjoys fresh air coming from the sea. To be improved: Food quality that in the evening is uninspiring (international food instead of Maroccan one). Worth a try: Maroccan wine",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,5,STEPPING BACK IN TIME,"We had a duplex room which overlooked the pool and had glimpses of the ocean. I agree with fellow reviewers that this hotel is beautiful but in desperate need of upgrade. This Hotel is in the middle of everything. Need to walk to Cafe de Paris? Only around the corner. Need to visit the souks? Just across the road. Need to do some serious retail therapy? Just around the corner. Some constructive criticism. This Hotel needs a Manager to keep the staff on their toes. The pool area is not manned. There are no towels, and if there are, the ones that are used stay there all day. Please do visit this hotel. It is truly beautiful. It just needs a complete overhaul - including management and staff.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,4,A Gem in Tangier,"What a gem! The hotel where Henri Matisse spent many days. Ask to see his corner room! We had just completed an 8 day cruise with friends and family.- Spent time in Madrid and now Morocco. If anyone expects the comfort of home when traveling out of the USA, this is not for you. Nor is most of the places we have traveled outside the states and we stay at 3.5 - 5 star hotels. From being tranfered to the hotel from airport (charge to your room) with a guide, (more on that later) to our check-in/check-out, we would go back in a minute. The rooms were comfortable- not like home, but very nice. We had a view facing the the most beautiful pool area. We would like to go back just to enjoy the pool. The bath/shower was a funny experience with plenty of water pressure (giggles). Quirky-…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,3,Not Tangier at its best,"This hotel was apparently refurbished in 2014; it needs another do over. Whilst not decrepit, its rooms, linen, furniture and general decor are all dated. Rooms are spacious as are the bathrooms. Breakfast is basic. Staff is unhelpful. they have a sister property - El Minzah. If you want spa services you are directed to this hotel. Not worth it. Very basic. This hotel is located just outside the Medina, which is quite noisy late into the night. As we moved around Tangier we realised that there are a lot nicer places to stay.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,3,"Visually pleasing, but seriously lacking.","Hotel was beautiful, great views, charming, good location next to the market. However it seriously lacks the basic services needed to be given a 5 star rating. No water given in the room, VERY poorly stocked minibar, not even water in that! (in a hot country). No laundry service, no airport transfer option, very poor room service menu. The service throughout the hotel wasnt great with the exception of the gentlemen who worked in the ground floor bar. The hotel pool was beautiful but it took an AGE to get a drink, surely you would think to put a bar near the pool? Or waiters constantly there to provide drinks? Not to mention the outside terrace area which was the most beautiful part of the hotel, but was nearly impossible to get service there throughout the day. On the whole it…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2017,2,"So much potential, yet rude staff","This hotel looks beautiful from the entrance and featured a beautiful pool. They couldn't find my reservation upon arrival and instead of trying to handle it themselves (it was booked through a third party), implied I had lied that the reservation was made and asked me to call the third party numerous times for the booking confirmation, to re-email them the reservation, etc. Once they finally 'received' the booking, we were shown to our room which was very old and poorly made up. The particular front desk manager who had treated me so poorly upon arrival saw us walking to the restaurant later on and pulled me aside, while he was with other guests, and told me that they hadn't received payment and needed it ASAP (again, this had already been taken care of by the third party). I…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,5,Beautiful historical hotel,"On a hill overlooking the Strait and the Medina. The staff is wonderful, friendly and helpful. Mottcine at the desk couldn't be more gracious. The rooms are comfortable and have an old world feel. Things are not luxurious in the modern sense here, and may be a bit worn, but that just lends to the experience for me. The buildings and the grounds are very beautiful. The hotel is very conveniently located to the port and the Medina.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2017,4,Good hotel but not a Grand Hotel,"Overall the hotel was good but far from perfect. Service was very good whenever someone was present to give it. Very often there was no answer when calling guest service, nor was there often an answer when calling from the outside. There are no phones on the floor (at least I found none). This was critical because at 3 occasions my key did not work and had to be replaced. Instead of just calling from the floor, I had to walk to the reception changing buildings and taking two elevators. This is not easy for someone being handicapped. The room was small and there was no shower other than in the bathtub. When asking for a different room with a shower cabin, reception told me there is none. The bath/toilet floor was stained. While these stains were long dried in, the floor needs…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2017,5,Beautiful stay,"Stayed here for three nights and simple enjoyed the magic feeling of feeling so far away yet so central to everything. The breakfast was delicious, a variety of meats, fruits, cereals and Moroccan food. The rooms were beautiful, we had one facing the pool. Staff were very sweet. It was ramandan when we went so things were pretty quiet during the day. The gym is at the sister hotel, a short walk down the road. The tennis court is up the road at a club. You need to ask at reception to book a court (we were wanting to be active amongst the site seeing). I am a female, and even walking around with my partner we had people 'follow' us until we managed to get away. One guy was rather abusive when we said we didn't need help, followed with 'la, shukran'..however hard you try…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2017,5,History and convinience,"Grand Hotel Villa de France recalls us of the times when hotels were places full of glamour and travelling was something that just a few could afford. And all that with the amenities we expect from a modern hotel, and just a few steps away from one of the medina´s doors.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,4,Old Tangier Experience at Hotel Villa De France,This hotel has been in Tangier for over 150 years. It has an incredible history if that is what you are looking for. And they can arrange a tour of the Old Medina and Kasbah. Just ask for their contract driver and guide Mo Mo. He has 40 years of experience and can tell you things about Tangier and Morocco no one else knows. Request a room overlooking the Medina. The call to prayer at night is a classic experience. Open your window and just listen as the cool breeze from the ocean comes in. Look down on the entrance to the Grand Soco and see the activity. You will want to go down and join them.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,Historic elegance with a view of the strait,"This 58 room boutique hotel built in 1890 has been updated with a beautiful gardens, a wonderful rooftop terrace, and fine rooms. We visited as part of a Globus tour and had a great experience. The breakfast buffet was bountiful and the evening meal with Moroccan music was very memorable. A very peaceful and restful hotel. The negative is that you do walk up many steps to reach the front desk.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,Awesome,Wonderful hotel...wonderful bedroom and a big plus it has a bar! Booze is hard to find so after a hard day getting hassle great to have a beer in the pool. Taxi rank outside. Right in the thick of things oh there is a Mcdonald next door great hotel..great location,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,5 star is not enough,"Incredible hotel. I highly recommend!! The staff, the rooms, and the food are beyond 5 star. The bar in the piano room is very classy. It is as if I walked back into the 1930s. The architecture is incredible. You can feel the soul of the place in every room and every corner. The staff is beyond accomodating, and detail oriented. I WILL come back and cannot say enoygh great things. Thank you",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,A real beauty,"It's a beautiful hotel in a great location almost as an oasis just outside the noise and buzz of the Medina. Breakfast is good, pool area very classy and the room itself great. The whole experience breaths luxury and history. I stayed in the Superior Double Room, which is very roomy and I don't really see any point in going for the bigger and slightly more expensive types of room unless you want to stay next to the pool. There are some room for improvement. The water pressure was almost to good in the shower and the cleaners missed some spots in the bathroom, leaving traces (some hair etc) from former guests on the floor. Gym is situated at another hotel a few minutes walk from Villa France. Once there it's pretty good though (Jean Claude van Damme used it) and not really a…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2016,5,Wow!,Service is out of this world. The whole environment of the hotel bis simply fantastic. There's nothing that l can say that was bad or wrong. If you pay with Euros or US Dollars is very rewarding. Don't miss this hotel,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Just one day here but it was great,"We were with Globus Tours for a day trip and this was our hotel. We were happy. The accommodations were good, our dinner excellent and the dinner show was quite entertaining with belly dancers, authentic Moroccan music and show.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2017,4,top service and kind,in the center of tanger this hotel is outstanding. extremely kind service. brilliant breakfast. the rooms are large. free and good parking. the breakfast is very complete. excellent harrira soup and much more,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,A Real Gem,This hotel will give you an elegant and lasting impression of Tangier. It sits atop a hill in downtown Tangier overlooking the city and the Casbah at its feet. It's impressively appointed and has a very efficient and friendly staff. The room is spacious and very comfortable. It also has a large front veranda extending the entire length of the hotel. It makes a comfortable place to sit with a drink and watch the world go by.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Beautiful hotel,I had the pleasure of staying at the grand hotel villa de France for 4 nights The hotel has been renovated recently to a very high standard the rooms are of great quality the whole hotel is very luxurious the restaurant is a must for great food The staff at the hotel could not do Enough for me they made my stay there a shear pleasure I want to say thanks to them They know who they are I would recommend this hotel to any one staying in tangier it is bang in the centre of the city easy for the beach the local restaurants the local market and the train station is only 15mins by foot It's a 5 star hotel but I will give it 10 stars,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Great location,The staff were welcoming and helpful. The breakfast buffet was very nice and the breakfast room attractive. It is across from the casbah and market. We enjoyed our stay and stayed an extra night. I recommend it.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Great hotel but perhaps not for a group.,"We were part of a tour of Morocco with 46 people. This hotel is amazing but for intimate romantic stays. Our stay was great but the check in was chaotic because there was only one person manning the desk. Same with the luggage, only one person and the bus cannot park in front of the lobby, lots of stairs...which made the whole first experience a bit challenging. My room was fantastic, great view, king bed, bathroom amazing. Clean and comfortable. the location of the hotel is in downtown tangier with all sites within walking distance. Staff was very friendly and did an amazing job even though they were very few for the number of people they had to look after.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
