 January 2023,5,10 out of 10 Stay at Riad Verus! - My favourite place to be in Fes,"My Incredible week and a half spent in this magical place! what can i say, the whole place is decorated, furnished at the most high quality it can be - and love the style about this whole place. The Breakfast at Riad Verus was the best BREAKFAST i had in ALL MOROCCO! you will definitely be skipping lunch. 10 out of 10 experience especially on my first & 3rd night staying here they had wine night which was so cool , and also in the week they did an impressive dinner for all the guest -free of charge! Thank you Riad Verus for your Impeccable Hospitality & to all the Staff. P.S - Unlimited Moroccan Tea! :)",Riad_Verus-Fes_Fes_Meknes,hotelName,city
 February 2022,5,Very blessing stay,I had a blessing stay at Riad Verus the building it’s very beautiful the room I was offered was new and fresh and clean the pressure of the hot water is very powerful and the family who run the business they are very kind and they made me very safe as a female traveller with my friend and they look after us they took us to the Hamam and arrange couple activities for us that I would recommend to however choose to stay at this beautiful building and lovely family I will definitely recommend this riad to anyone who is planning to come to Morocco,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2022,5,Mama Sadia❤,After a friend of mine recommended Riad verus to stay at me and my family I was a little bit worried because of the pandemic and low season and not many tourists but we had an amazing stay because we didn't need to us we had the family looking after us it feels like I'm staying up at my house even my mother my wife and my kid and Sadia she was so nice and kind to all of us she made us dinner she made us breakfast Auntie every time we want it thank you guys for your hospitality a special thanks to Sadia and there will definitely recommend this place either for solo Travellers or for family and I'm glad I took the advice of my friend is it was worth it,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2022,5,Very good accommodation,Riad Verus definitely one of the best hostels I ever stayed in the room super clean the Terrace definitely the best nice place to chill and relax and have a coffee and they have another terrace which are beautiful for the view panoramic and the family who run the business they make you feel one of them breakfast included and it’s more than the price I paid for the room definitely recommended,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,Amazing the stay at the best hostel in Morocco,"I had an amazing time in this hostel. I really loved the staff, the clean spaces, the hospitality and the unforgettable vibe.😊🤙🏻 I can recommend this place for everyone who is looking for an amazing time in Fes. ❤️",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,Super recommended,"- amazing breakfast on the rooftop terrace - very friendly staff especially Selma, who was always available to help with anything - colorful, nice, well maintained, nice atmosphere - comfy bed and cozy room with extra big shower - ac working, perfect for cold nights - very safe - well located Have live music events in the patio Overall super recommended.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,"Awesome place, nice vibes","Had a really nice time chilling here with Salma, Mohammed, Alae and Nasim. Really friendly place with amazing and helpful staff. There was an awesome concert with drumming, singing and dancing. Proper Moroccan music. The breakfasts here are really nice. Close to the medina. I highly recommend.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,"Visiting Riad Verus, Fes","I visited Riad Verus with my friends, we are all very happy with our experience. The breakfast is really good and included in the price. The decor is nice and the sofas are comfortable, very cool vibes with good people. Alae and the other staff are always there to help and are very friendly",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,1,The worst hostel ever,"I wouldn't give this hostel even a star. It is a nice place, but the staff are too rude, especially the waiters. The food was horrible. They served us leftovers and tasteless meals. My friends and I were totally disappointed with how unprofessional the staff were. It could've been better with good management. I don't recommend this hostel to anyone who wants to enjoy their stay in the beautiful city of Fez. 👎",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,Perfect Fes Party Hostel,"We all know there are two kinds of hostels. Hostels to stay in and hostels for social life. This one is definitely the latter, but the interior is also very clean, the breakfast is delicious, it’s beautiful, and the location is good. Being off the main drag means the walk home won’t take you past as many nosy merchants. Ahmed is a young manager, and he’s an excellent host, and makes you feel like a friend immediately.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 October 2021,1,Reposting my review,Iam respoting my experience review that been removed. So the food in the hostel is not good. They give their other guests different choices than they gave us. They served us overcooked pasta with a fish sauce that we could not eat and a Tagine that was not really good either.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2021,5,Great atmosphere,"Absolutely a hostel you have to visit as a young traveller in Fes. Only booked two nights but ended up staying more, and coming back again. The staff is beyond nice, the breakfast/brunch is lovely, and the atmosphere is great. The conditions are great for meeting fellow travellers, and there are many great free events arranged by the hostel. Really lovely place.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2020,1,Has potential,"Feel like they have forgotten how to host since Covid. I’ve been really disappointed with my stay. The hostel itself is beautiful, but it could be managed better. You spend most of your time waiting for staff it trying to find staff.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 March 2020,5,I loved this place!!!,"This place was absolutely amazing! It was beautiful, clean, had a great social environment, and the staff were so friendly. I seriously can not thank this place enough it was easily the best hostel I stayed at in Morocco and made my trip to Fes fantastic.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 March 2020,5,Beautiful hostel with friendly staff,My friend and mine are traveling through Morocco and stayed in fes for three nights at riad verus. I've stayed in hostels in over 30 countries and this hostel is one of my favorite. The free breakfast is the best free breakfast I've ever seen at a hostel. The first night we were surprised to hear that there was a free vegetarian family dinner where all the travelers got to know each other. The second night we had free wine and the guests and staff stayed up late hanging out on the terrace. The third night they offered henna and a trip to a hammam and then a group of us went to a bar. The staff have been the most personable staff of any hostel I've stayed at. They are always hanging out in the common spaces and chatting with the guests. I can honestly say that staying here feels…,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 March 2020,5,Amazing staff and atmosphere,"Stayed in the 7-bed shared dorm. I've been to dozens of different hostels, and this one is by far one of the best. The staff went above and beyond to make sure we had a good stay, and even helped us figure out our trip to another town. Youssef helped us book bus tickets, led us several times through the medina to find what we were looking for, and even gave us an impromptu cooking class, where we made the best kefta tagine. The common area was absolutely gorgeous, hostel was clean, and beds were very comfy. Our stay was also very cheap and location was perfect for exploring the medina. Also, most importantly, the breakfast was HUGE and DELICIOUS and INCLUDED with the stay. The terrace was also super chill and had an amazing view of the city. Ten out of ten would recommend.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Most beautiful hostel I have been to,A 3 night stay in an economy twin room with bath. As stated in the title the hostel interior is incredibly beautiful. The room was cheap and had a bunk bed and a very nice modern bathroom. The top bunk is too low. The staff is incredibly friendly and helpful. The hostel is kept very clean. The common room is often full of happy travelers. Breakfast is amazing. Location is perfect in the Medina not far from the blue gate.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Best Hostel in Morocco,"I am not exaggerating if I say that the Riad Verus might be the best hostel in Morocco. I have traveled many places here but no accommodation could compare. The main reason is that the hosts were extremely helpful and friendly, always up to socialize and gather a crowd of solo travelers on the rooftop. I met many great people in this hostel, it is truly a good networking point for your travel in Fez and onwards. Furthermore, the atrium is even more majestic than on the pictures. Quality and free breakfast and beds for a below average price. The hostel very close to the old medina and blue gate. The rooftop terrace is amazing, you can charge your phone everywhere and just relax in the afternoon/evening. I recommended this hostel to many people on my trip and all of them were more…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Enjoyable stay,"Would recommend staying here, the breakfast was nice and freshly served The guys working here were also friendly and polite Towels being provided were also a nice touch as was the mint tea A nice stay if you're in Fez",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Excellent,"Excellent staff, beautiful location and really well situation. They have got an amazing breakfast and menu as well. Trabajadores muy agradables, un sitio precioso y con una gran localización. Tienen un almuerzo increïble i un menú buenisiimo",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Amazing stay at a friendly hostel,"We stayed in a private en-suite room in a friendly hostel. People of all ages and from all over. The hosts create an amazing atmosphere of community with an amazing breakfasts and community events almost every night. We enjoyed amazing breakfasts, complimentary vegetarian dinner one night and wine the next on the rooftop. It’s easy to meet and talk with other guests and coordinate group trips, we did one to Chechaouen the blue city with other travelers and loved it. Be aware most Riads are open to a common courtyard which means noise travels throughout. Bring earplugs or a white noise machine. They encourage people to hang out in the first floor lounge or roof top terrace. A beautiful space very close to the souls of the Medina.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 October 2019,4,Comfortable and affordable,"Located not far away from the center, this hotel is comfortable, affordable, and the staff is very helpful. The breakfast is very good, and it has a nice terrace for smokers. I will definitely come back.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,1,Awful,"I witnessed the staff forcing people to write positive reviews online!! My experience - I was in the 5 bed room on the roof which was very cold, with bed bugs. The staff are like security and watch your every move and listen into your conversations. As a 35 year old woman I felt I was treated like a child ""where are you going?"" When walking in the hostel and told I wasn't allowed to walk up certain stairs. I was even on the toilet one time and a staff member knocked on the door and asked why I was in there for so long. It was quite unsettling! The guys who run it are creepy and if you are unlucky they will start texting you and ask to meet up. They are a danger to young women. I witnessed this on a number of times over my 4 day stay. This is the main concern of the property.…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Beautiful riad and amazing atmosphere,"I spend 4 nights here with a friend and we couldn't have been happier to be here! Good location, the place and the terrace are beautiful and clean, beds are comfortable and the staff is super friendly and ready to help. In the morning you can enjoy a rich breakfast and in the evening they organize family dinner or wine and shisha evening so that you have always the chance to meet other travellers. Thank you for making us feel like at home :)",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 February 2020,5,Best option,"Whoever who is visiting Morocco I always recommend to stay in a riad. Meeting people , sharing experiences and making new friends is always a good part of the plan. This one is perfect for that, they mad us feel like at home. They use to do events every night, rooms are so comfortable, clean and have plugs in every bed. Whenever I'm back here I'll stay here no doubt. Jousef, Ahmed, thanks for your hospitality! Cheers!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Perfect Riad-style Hostel for your time in Fes,"I came to Riad Verus drawn by the stylish interior and the great reviews and everything surpassed my expectations: - I was warmly greeted with tea, followed by the invitation to a free dinner with all the guests. - In between I had time to settle into the dorm room: the best mattress of all my hostels in Morocco so far, everything is clean, towels are provided. - The interior design is held in the traditional style and is simply put stunningly beautiful. - In the morning I got a rich breakfast including everything from brea to fresh orange juice and fruit salad to cake. To be honest, sometimes I had problems leaving the hostel to discover the city, I could easily have stayed inside... Some things to note: - the breakfast begins at 9, for some people this might be a little…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Excellent Hostel,"Really chill hostel for disconnecting! The reception couldn't be better, also the atmosphere. They invite us for dinner and the we could meet each other. The rooms are really cozy and they offer you local tea every time. Also they help me for visiting and arranging my trip. Great experience and highly recommended!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Amazing Riad,"Unbelievable accommodations, incredibly hospitable hosts and an old city location combine to create the perfect atmosphere for the intrepid Moroccan traveler! If Riad Verus is the sundae then the rooftop terrace is the cherry! 11/10",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,"Great hostel, run by lovely people","Loved my time here. The hospitality shown by the hosts made it a very comfortable and homely stay. Would highly recommend for for solo travellers and those in groups. Good location, short walk to and from Médina.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,4,Riad Verus,"They offered various accommodations for us to choose and were constantly asking if we needed anything, they even gave me a lock when I asked to buy one on the street. The breakfast, hospitality, rooftop, room and the lounge were amazing. Recommended.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Morocco trip,Great Riad in between the old city medina and the new city. Excellent location walking distance everywhere and super clean rooms. The rooftop is lovely and they have a brand new beautiful lounge to chill at the rooftop. Great breakfast and excellent facilities. Ahmed and crew took great care of us. were coming back for sure.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,The perfect Riad,Spent a wonderful couple of day with my friends in this Riad. The owner Youssef took really good care of us the whole time and helped us arrange transportation to chefchaouen and countless tips about fes and Morocco. Thank you so much for the wonderful stay.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Awesome hostel and host,"Incredible hostel. Honestly the most I’ve felt at home when travelling in any hostel/ hotel. The place is clean, breakfast is amazing and the riad is comfortable. If you’re thinking about booking a stay, it’s a no brainier. This is all down to the awesome friendly staff.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Wonderful hostel ans host.,Vert nice Riad with wonderful host youssef hé took gold care of us and was super helpful throughout thé stay i will defenitely recommend to all. My highlights were thé breakfast and thé terrace. 10\10,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Great host and atmosphere!,"Hosts are friendly and the atmosphere is really friendly. Definitely would recommend it. Good location and ideal for relaxing after a long day on the road. Beds are cleaned on a daily basis, even if you stay in the same bed.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Odlična izbira/ perfect choice,"Super lokacija, zelo prijazno in ustrežljivo osebje, pripravljeni vedno pomagati, po želji naredijo tudi veganski zajtrk, v sredini je prijeten prostor za druženje in zelo radi počastijo odličen čaj vsem gostom. Great location, very nice and helpful stuff, they can make vegan breakfast, in the middle is cozy place for hanging out and they are always happy to serve very good tea.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Riad,"Divno mjesto...predobra ekipa...ako ste u Fes, to je to...momci su odlični... šta god treba, oni su tu :) Ako ste vegan bice i doručak vegan... just saying ;) Perfect location, awesome staff, fantastic food and all-round fab hospitality....",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Best Riad in town,"Absolutely brilliant riad, incredibly attentive and obliging in every detail. Ahmed, the on site manager, is quite simply superb. Best stay I’ve had at a place in years, would give it 6 stars if I could.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Great place and location,The free breakfast is the star with the hospitality being a close second. They are attentive to you needs and are willing to make adjustments if something isn’t right. The location is great and I would recommend staying if you also like to be social.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,A Jewel in Fes,"You've found it - THE place to stay in Fes! Not only is the riad crazy beautiful, the atmosphere immediately puts you at ease. The team here can't do enough to make you feel welcome, and the common area is a relaxing haven away from the bustling streets of the medina. The 'family meals' bring you together, which is fantastic if you are traveling solo, and the rooms are warm and comfy. Location is also excellent - I will be back :)",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Best hostel in town,"One word; amazing!!! The hostel is very nice and beautiful. Clean, good beds, good food and best of all kindly and helpfull staff. Me and my friends had a great stay here. People treat you like family. Really recommended! Defently have to go back.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Great hostel,Stayed for 2 nights at Riad Verus. Perfect rooms with comfortabel beds. The breakfast is good and the hosts are really nice guys. The location is also perfect when you want to visit the old Medina. Definitely will visit Riad Verus again when we are travelling to Fez.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Kind people,Kind people in the hostel and a good breakfast included. They guys from the hostel were also helpful. I would recommend it. The common area looks very nice like in the pictures. If you need anything just ask and they will be happy to advice.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Must be the greatest riad in Fez,The staff in this place is the best we have met in Marokko jet. Rooms are gust fine. Breakfest is out of this world. And the place is so pretty and cousy and woarm! Just go there og you get the chance!!,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,"Cozy, Friendly and Terribly Accommodating would be a sweeping understatement","Let me start by saying after arriving from Casablanca and a brief stop in Rabat I was ready to unwind. I booked Funky Fes on a whim based on the review's. Imagine my surprise when phoned the hostel too inquire about where I might park my car for the evening.... The reception said I have no idea I'll have to find out. Que 5 minutes later and I had already driven in circles and sorted it out myself. I brought my bag up to check in and was underwhelmed by the lobby, staff the fact that they're was no mention of the doors locking at 1 AM. For many other reasons I won't list, I was frazzled on the verge of booking a hotel. I remembered googling best welcoming hostel in Medina, Fez. Hostel Verus got raving reviews on several blog posts. I phoned the number on their site. Not…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Best hostel so far,"We found this hostel by accident, after passing the blue gate. When we arrived we were first invited for a tea and to relax. The common room is as pretty as the images show and there are heaters all day when it is cold. The dormitories are really nice as well, with really comfortable beds and nice shower and toilet. The breakfast is included and one of the best ones we had so far. Plus, the WiFi works really well. Achmed, who works at the hostel, gave us a lot of local tips and tricks where to go and how to go there.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Lovely!,"Didn't have a hostel booked and spontaniously came across the Verus. They took us in with open arms and were extremely hospitable. Their motto: hospitality first, buisness later. We had an extremely relaxing time after many hectic nights in Marroco :)",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Most comfortable Hostel I’ve Stayed In,"This is a fantastic location located within steps of the beautiful Blue Gate of Fes. Our check-in was very smooth, and the staff helped us navigate the busy medina. They met us at the Batha station nearby, the drop-off from our desert trip, within 2 minutes notice (our driver gave them a call to make sure he can drop us off close). The beds were very comfortable, the main area is quiet, cozy, and has a great atmosphere. Breakfast was plentiful and delicious. Washing and drying service available and also very quick and effective. Great wifi signal if needed. Heating in the winter and AC in the summer. We’re very happy with our stay!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Best hostel in our trip,"I traveled for 3 weeks, probably 7 hostels, and this was the best one by far. Beautiful Riad-style architecture, awesome rooms, and the other travelers were great. Free breakfast and an amazing one (you'll agree with me once you try it). The people from there were really helpful, I recommend it greatly, you won't regret staying here.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,A gem in Fes!,"I found this place by sheer luck from a couple of other travelers (so glad I did) after spending three days on a Sahara Desert excursion. Firstly, they welcomed us with a great feeling of catharsis (after spending 6 hours in a van) and tea. I truly appreciated the moments to just collect myself from the hustle and bustle of traveling and gaining my bearings. Secondly, the place itself is artwork and so warm. The fountain on the first floor provides a natural sound that aims to ease anyone's stresses, worries, and the alike. In the evenings, they bring out heaters to further provide a more comfortable experience. I certainly felt I was in a state of lux and relaxation. Thirdly, the staff were equally helpful and warm for any questions you have. They provided a map with…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Lively and comfortable riad,"This riad is more like a dormitory/hostel style. And the environment, decoration are really nice. The rooftop is a great place to see the old medina cityscape and of course the sunrise and sunset. I ordered dinner from here since I was tired to walk around, and I did not regret my decision. The lamb tajine is really delicious. Breakfast was so-so for me but it was still nice. (My great breakfast is always with eggs - there was not any eggs. but the bread are sufficient to start the day). The hosts - nuur, ahmed and the rest of the crew were really friendly and welcoming. They made us feel like at home.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Incredible stay,"We stayed in that nice little guest house with my friend in our trip to Fes. It looks so beautiful inside, like in the eastern dream that you can see in the movies about Morocco. Just in the heart of Medina, and we felt like a locals. And the hosts were really gentle, helping us with luggage, they even served the breakfast at 5 in the morning, because we left early. They also advised the local hammam. Usually tourists pay a lot for hammam, but our hosts made it just 12€ and that was super nice. Я очень рекомендую этот гест хаус, уже много где побывала но никогда ещё не получала такой сервис всего за 800 руб за ночь! Отель прямо как с открыток, внутри есть фонтан и что очень важно отопление и горячая вода! В других местах это встречается здесь не часто. Ожидала простой хостел, а…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Amazing hostel in Fès,"I really relax myself in this amazing hostel. Guys are really kind, they give me immediately a mint té and let me feel like home. They give me a lot of advise about the city, the activities and the next stops of my trip. The view from the terrace is really cool, especially during the sunset. The atmosphere and the price are unique in Fès. Really recommend.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Very cosy place !,"I stayed two nights in Riad Verus and I loved it. Very clean, comfortable beds and warm rooms. Staff has been very kind and helpful with every requests. Good food and very rich free breakfast included in the price. Thanks to the guys create this beautiful environment for travellers.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,great hostel in a good location,"This riad has awesome location very easy to get every where in the medina a taxi can drive to almost the door, staff are very kind and helpful shout out to Ahmed and the rest of the team they help me a lot and all in all great people to hangout with. Thank you for the wonderful stay. 😊",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,SUPER B EXPERIENCE!!!!!,WHAT A BEAUTIFUL HOSTEL! Just passing through Fes as a solo female traveller and decided to go to RIAD VERUS. The rooms were comfortable and super chill staff. Breakfast was the best sooo much food! With all my hostel experiences I have never met such kind and helpful staff. Definitely will come back :),Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 January 2020,5,Perfect for solo travelers.,This pace great if you like to socialize and meet other travelers. The whole setting is kept warm with heaters in the winter. And the common areas are beautifully decorated in keeping Moroccan style. I will be coming back for sure!,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Pretty Location,"We really liked this Riad. It was such BEAUTIFUL cool and cozy place with a great view over The Medina. Amazing location with nice place to eat and drink. The staff were nothing but helpful and incredibly nice, Breakfast is absolute a treat. The check in was super easy, and perfect location within walking distance from the center of the city. Definitely coming back!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Memorable,We spent an incredible time at this cost the Riad was really good value for money. The staff were kind and helpful they gave a royal welcome and even organized a birthday party for my friend. They also speak many languages and are very funny! So thank you guys for the incredible time!,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Great hostel!!,"One of the best hostels I’ve ever stayed in! This is a great place to meet people. The staf is super friendly and helpful. They organize a free dinner which is amazing. Other reviews saying that the boss of the hostel is disrespectful towards women is absolutely not true. He was always helpful, never came into the rooms and tried to make everyone feel welcome. As a woman I had an amazing time in this hostel and never felt uncomfortable.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 November 2019,5,Family vacation,This place is one of the kind the staff was awesome breakfast is testy the roof Terrace is beautiful with great View and I with like to thank you guys Ahmad and Noor so much for your help planning day trips in Fes including an great walking tour of the medina I am looking forward to coming back again and booking a Sahara tour with the riads booking service,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Thank you for the nice time!,"I stayed with a friend and can absolutely recommend Riad Verus. The hostel is run by a lovely family that reads every wish from your lips. The breakfast is included and they also offer homemade dishes. Try the Tajine and pastry! The location is great (quite and central) and only minutes away from various POI and shops. Visited Marokko several times and having seen the differences, I’m very thankful for the rich service and unforgettable hospitality.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Already booked tout comme back!,"I booked to stay in this hostel far in advance, they had a super customer service before and after I checked in, and great attention to details, you may not notice it but it works to make your overall stay great, I really appreciated the welcoming mint tea and Moroccan sweets were delicious. It's a family business and the guys who run the place and the owner were extremely kind and helpful on my part unlike what some other reviews mentioned which later I found out that they were written out revenge and despise and they all have the same story, I can confirm that this place is safe for female solo travelers like me and that nobody pushed me to partake in any tour I didn't want. On a positive note if you're lucky enough once a week they riad organizes a family dinner which…",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,4,Beautiful hostel!,The central room of the hostel was beautiful with all the traditional Moroccan decor. Great for photos!! The hostel provided free breakfast which was nice to save some money and had a variety to choose from. There was live music and the rooftop terrace would be amazing in the warmer months. It was conveniently located in the Medina and easy to find. Definitely more of a lively hostel with a party vibe.,Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,3,Great Hostel But staff are intense,"This hostel is aesthetically quite beautiful, and close to the blue gate and medinas. It’s clean and the rooftop terrace offers a great view but the staff, particular the owner is very intense. We felt like they were quite pushy, wanting us to stay and eat at their hostel rather than go out and explore Fes which just seemed odd. They were constantly reminding us to leave a review and checking in on us to ensure that we’d given them 5 stars on TripAdvisor. Aside from the staff being a bit over the top it is a good hostel, would be better if they eased up on the guests more.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Awesome Hostel,"Hospitable staff, beautiful riad and central location in the Médina! There was a show on in the common area at night, food and drinks for purchase and very helpful and friendly staff who assisted us in many ways. There was also free breakfast which helps for saving some dollars on shopping!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,1,Beware the owner - Not for solo travelers,"The hostel is beautiful but there are some problems: water leaks and sometimes bugs. But to be frank the worst problem is the owner. Known as Noor he will try to sell you overpriced trips. He is really pushy and if you don’t book it he turn to be agressivo. The desert trip is not what he show you. You will not go to the places he told, or will just be it the entrance of the town, take a photo and need to go, cause the driver won’t wait for more. We paid 250€. Some people booked the same trip in other hostels and paid 125€ We also noticed - and some girls in the hostel told us - that the owner frequently harass girls. Specially lone travelers. All these information can be verified in other reviews.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Riad Verus: A Home Away from Home,"Riad Verus was an amazing place to stay for our time in Fes. They welcome you with refreshing mint tea in a beautifully decorated lobby. They have a kitchen as well that serves delicious Moroccan cuisine. The best part about this Riad is that it is family run, so they make you feel like family and are always making sure to keep you comfortable. 10/10 would recommend!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,Amazing stay!,"I absolutely loved my time at Riad Verus! The moment I walked in the door, Noor welcomed me to the family style dinner in one of the most picturesque places in Fes! I came in December, and I was worried the place would be cold, but on the contrary, the common room, the bathrooms, and the room itself was very warm! The water pressure was great and the water was pleasingly warm. The place is also great because you can be social if you’d like or you can enjoy time to yourself! Overall, the staff and the accommodation deserve a huge kudos for their friendliness, and comfort! I’ll be staying in Riad Verus soon! Thank you!!",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
 December 2019,5,The Perfect Riad in your Budget! It exists!,"I fell in love with Riad Verus! Honestly the best hostel or best Riad in Fes, or anywhere...it’s so nice. For a budget traveler, this completely exceeds all other options. The Riad is beautifully designed - I couldn’t help but take some photos each time I passed a view of the common area. There’s also a lovely terrace with an amazing view. The free breakfast is huge! Location perfect and the staff was so kind and accommodating. They presented a huge group dinner for us all on Christmas Eve (which of course is not celebrated in Morocco so what a kind thing to do). Hot showers, comfortable dorms...I will stay here again and recommend to everyone.",Riad_Verus-Fes_Fes_Meknes,Riad_Verus,Fes_Fes_Meknes
