 August 2022,4,Good choice,Sofitel is our favorite hotel to stay in Essaouira. We love that it is away from the city in yet still close. The grounds are breathtaking. You can get rooms with views on the Atlantic. However Corona has left the hotel in a bad shape. We heard there are new owners so looking forward to the new changes. The pool has no pool tiles and they are quite sharp. My kid had a bad cut from those tiles,hotelName,city
 August 2015,5,Outstanding hotel with great staff and beautiful surroundings!,"We stayed at Sofitel Essaouira for 10 days, and though we felt there wasn't much to do in Essaouira itself and we had done everything more or less in 2-3 days, the hotel was fantastic and obviously I base my review on the hotel alone. We were worried having read some negative reviews over the last few months however these are really unfounded from our experience. Yes there is the odd scuff on a wall or damage to a bit of paint...but you really need to be pedantic to let this annoy you, not many hotels are 100% perfect unless brand new. We flew into Marrakech airport and had a lovely 4x4 waiting to take us to the hotel with a friendly driver (approx. 2.5hrs drive to hotel). On check in everything was swiftly taken care of from our luggage to food delivered to the room (we got…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Chilled hotel - did not want to leave!,"Spent a week here in June. We had a lovely room with its own terrace leading to beautiful gardens. My husband rated the bed as the best ever and he travels for work a lot so he has tried a few hotel beds! The rainfall shower was brilliant, with lovely Argan oil toiletries. Large TV and iPod speaker base so you can listen to own music. We had half board and the breakfast choice was outstanding,kept us going all day. In the evening we ate Moroccan food every night but if you wanted there was Italian or Chinese wok food. There was loads of food - we had the equivalent of a four course meal! The wine we purchased at a reasonable price. There are two excellent swimming pools. One is ""ecological"" so no chlorine and some friendly frogs. In June the weather was pleasant mid 20s with…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Visit made exceptional by Abdel Kader on reception,"I went into this hotel to enquire about the spa and the kids club; I was staying in a villa close to the property. I spoke to a chap called AbdelKader on reception and, literally, nothing was too much for him. he took me on a tour, arranged everything for me and was hugely responsive. the hotel is stunning, kids club leaves quite a bit to be desired if your kids don't speak French but generally a great experience.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Great relaxation out of season,"We stayed here in late June early July just before the summer holidays began our first week was wonderful but the second started to be impacted by the children arriving having broken up for the school holidays. There is nothing to do except relax and if you want play golf but the hotel is very caring and although the staff English is restricted they work hard to make your stay pleasant. A number of people to mention, the helpful and intelligent Rachid by the pool, attentive and delightful to chat with, the gentle giant Louis at the golf club who couldn't have been nicer and the brilliant Claude the Samuel L Jackson look a like who was charming itself. We had a great time booked through voyage prive we had upgrades to a wonderful suite with wide screen TV and Bose sound electric…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,3,Not as good as it should be!,"We were really looking forward to our stay in Essaouira as Sofitels are one of our favourite hotel chains. First impression of the hotel was excellent. Foyer and reception is stunning. In general the hotel is beautifully done, but starting to look like some maintenance would not go amiss - just silly things like the door handle in the main restaurant toilet being broken the whole week we were there but people were getting stuck everyday! Pool area was nice and sun loungers were lovely but there were not enough to go round which made it a race to the pool every morning. My main gripe was probably the service. A couple of the pool servers and receptionists were lovely but we found as a whole the service was poor and not particularly friendly anywhere in the hotel. I was really…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,A real escape,"My partner and I had a great 5 days on our own. A break without the children which felt like 10 days. Truly relaxing. Beautiful spa, great views of the sea and the town in the distance. The rooms were very luxurious and clean with incredibly attentive staff who couldn't do enough to help. Can't wait to go back...",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,6 days of happy staff,"The outstanding part of our July 2015 visit were the staff. From the Hotel welcome to the pool to the Dining room all were so helpful and pleasant. They made our stay. The food looked wonderful, beautifully laid out, the main courses not always to our taste....but life is an adventure! You can always get them to reserve a table if the place gets crowded.The evening bar area has the slowest service in the world! The hotel itself has been, in it's day, luxurious, and to some extent still is. However certain areas are beginning to look tired and in need of care. Perhaps Sofitel should now be considering a refurbishment. There were 2 couples in our party, One couple had to move due to drain smells, but their new room had a leak in the ceiling. Our hot water failed on the first day…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2015,5,Relaxing holiday,"Lovely hotel. Staff were very friendly and helpful. Rooms were a good size and the pool was nice and big! Food was delicious. Spa was excellent. Only disappointment was the gym. Gym is small and lacks equipment. The beach is about 2.5km walk away from the main hotel buildings. The walk is pleasant as you cut through the golf course. However, there are no sun loungers or a permanent structures set-up at the beach. There is security to check who is coming and going which makes you feel safe.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Summer break,We spent 4 days in essaouira and we had a really great time. We received a warm welcome and were offered some tea with traditional sweets as well as tour of the hotel. Staff was always around and quick to help with a good level of French or English. Food is quite nice even at the pool bar. A special thanks to adrien who give us some good advice on a walk and town. And the pool boy (cap and red shirt) who was still smiling and ready to help after a long shift under the sun.,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,"Great Hotel, Great Food, Great Staff - Relaxing week in Essaouira","We stayed between 24/07-31/07 and were half board. Quick tip - we flew from Luton straight into Essaouira airport which is only around 15 mins transfer. If you fly into Marrakesh, it is a much longer transfer. Arrival - The currency is only traded in Morocco so you cannot bring more than 1000 MAD into the country (£75) - so exchange when you get there (although they do not take cards at the airport so bring sterling). There is a cash machine at the hotel so you can wait to use this if you have no cash on arrival. Location - The hotel is set away from the town and if you are expecting to be able to walk anywhere for sights or supermarkets then you will be disappointed. You can walk through the golf course which leads to the sand dunes but no beach to sit on as such. Check In -…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2015,5,Summer break,"The site is simply wonderful with amazing golf greenery and sea view. We've come as 4 families and spent amazing time. We had adjacent rooms on a shared garden and terraces with direct view on the golf and sea. Staff is very friendly. To make the 5 star feel even better, I would recommend some simple adds like boiler with tea and coffee bags to offer the guest a memorable tea break in front of sunset. I will definitely recommend the hotel to my friends and thanks to all the team for your care",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Relaxing holiday,I'd like to say that we thought the hotel and the staff were excellent. Really friendly vibe and relaxed atmosphere. From the moment we arrived the staff were extremely helpful and couldn't do enough for you. They spent time to get to know their guests and were very pleasant. The food was varied and tasted good. The shuttle into town was convenient and we enjoyed exploring the town for a couple of afternoons. We also booked quad-biking through the hotel and thoroughly enjoyed it - I'd go so far as to say it was the best experience of the holiday. The spa was stunning and the treatments were worth every dirham. The golf course was equally beautiful and my partner enjoyed playing the course and the driving range. The only thing that could be improved upon is the decor in our room…,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Beautiful hotel with excellent food and friendly staff,"My boyfriend and I got an excelent deal for a week's half board stay in a superior room, and we travelled during Ramadan in July 2015. On arrival we were welcomed in the impressive lobby with fresh mint tea, hot towels and a French macaron! These were nice touches. Margo (spelling?) was a French intern who showed us around and to our room, and she was exceptionally friendly and helpful. ROOM Our room was beautiful and spacious, with a huge bed, and was decorated colourfully and stylishly. Patio doors opened on to our own private terrace which was set in a grassy area with the gold course and sea in the distance. It felt really private and secluded. It was hard to believe it was only a superior room (the lowest level they offer!) Argan oil toiletries, rainfall shower, a…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,Beautiful Hotel - Great getaway destination!,"We upgraded ourselves from a superior room to a villa and were not disappointed as the villas came with a private pool. If you can opt up and are with family its a good way to go! This meant we didn't use the main pool much but when we did go there service and attention was on top form - a special mention to Rachid for going the extra mile and reuniting me with my sunhat which blew away in the notorious Essaouiran breeze - he literally hurled himself down the side of a building on a rescue mission! Great hotel, charming friendly staff who went out of their way to make you comfortable. Fabulous kids club, only downside for my little one was the lack of English speaking kids during our stay (although thats proso he couldn't communicate as the rest were all French. However they…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Wonderful Hotel in a Fantastic location...4 star hotel that so easily could be 5 Stars,"I wont bore you with all the positives ....although special mention has to be made regarding the Golf course and the Golf club.....make use of both facilities, the course is in magnificent condition and the catering and staff at the Golf club were wonderful. Tips to future guests and improvements that would make the establishment 5 stars include: - 1. If travelling from Marrakesh make certain you have a few Dirhams with you as the driver on the way to the hotel stopped off for a break/meal 2. Book a villa - especially if you are in group of 3 or more... 3. Please can the Turndown service in the evening be done whilst guests are having their dinner rather than when they are getting changed for dinner 4. Make use of the free shuttle service from the hotel to Essaouira 5. Visit…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,Well Pleased - A Relaxing Getaway,"Perhaps the Sofitel Mogador's greatest asset is it's staff - exceptionally friendly and obliging. Rooms are spacious, the beds superbly comfortable, the meals abundant, the surroundings tranquil and attractive. Essaouira itself is a fascinating old city, easily reached on the hotel's complimentary hourly shuttle. It is also, surprisingly and inexplicably, free of the pestilence of touts that infest other cities. Recommended.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,"7 nights, perfect","We have just got back home after spending 7 nights at this amazing hotel. I travel a lot for work and stay in hotels frequently, but never any with such a perfect mix of luxury and friendly staff. The hotel is clean, well kept, and the staff are all very helpful, with nothing being too much trouble. Our rooms were perfectly prepared each day. The hotel is set on large grounds, with beautiful views. It's about 10 minutes drive from the medina and there are regular shuttle services laid on by the hotel. The pool area is second to none, with a great atmosphere and again very helpful staff. Only complaint was a lack of English breakfast tea, Irish isn't quite the same! But not a show stopper. Thanks for making our summer holiday perfect. We'll be back",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,Maybe it's just me...,"Maybe it's just me and my wife, but having read some of the less than complimentary comments on previous posts, I wonder if we stayed in the same hotel! I would whole heartedly recommend this hotel to anyone, be they a couple, a family or just an individual looking for a short, quiet break (all of which we met on holiday). The rooms (we had a Superior Room) were large and airy with a huge, comfortable bed and French doors leading to a grassy veranda, The Café Kasbah restaurant, where breakfast and dinner is served, was lovely and clean with a very good selection of food for both meals. Each evening there were a few different dishes being served up fresh, but always a selection of Moroccan tagines, all of which were wonderfully tasty. We, like most people, were on half board, so…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,Good but......,"Although this was a lovely hotel with wonderful facilities and made a great first impression, some of the design features and service let it down. They have tried hard to design a luxury hotel and our upgraded room was large and well equipped with a great view of the pool, golf course and sea beyond. The bed was large and comfortable, however although the double bath was a great feature it took ages to fill particularly as the funky taps just kept turning themselves off. The opaque glass toilet door again looked good but did not provide a lot of privacy. There was also a Bose sound system but despite having the correct fitting my iphone 4 would not connect with it so it was wasted. Service was very friendly and generally very helpful but again there were a couple of problems:…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,4,Holiday,We had a lovely stay. The food and location was beautiful The staff excellent and attentive. Sofitel has done well but would be better if there were deals on full board. The rooms are a little worn but comfortable. The pools were well kept but the service was slow though. The wind however was the outstanding feature of Essaouria.,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2014,2,Substandard. Definitely not 5*.,"My partner and I booked a week here as a last minute trip through a very reputable travel company who we have had excellent service and holidays with previously. We were expecting a relaxing holiday with good food in a beautiful hotel. First impressiosn were good although thats where it stopped. The hotel is quite new and there has been a lot of thought put into the architecture of the place but not the comfort or practicality. And everything seems to have been done on the cheap and is already looking tired and worn. The shower was OK although not having a door or curtain meant that water went everywhere. The bath was tiled very roughly and although we didn't use it to bathe in, looked vary uncomfortable although it was good for washing our sandals! And due to the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,A peaceful and relaxing stay,"I travelled to Essaouira with a friend to indulge in a relaxing break after a hectic year of teaching. We had been recommended this quaint town by several friends who had been seduced by its eclectic, sleepy charms and acting on one of their suggestions opted to stay in the Sofitel Mogador Golf and Spa resort. Arriving from our transfer from Essaouira Airport (a 15 minute drive) we were impressed by the luxurious, polished style that is the signature of Sofitel. Interior designer Didier Gomez, who has worked with the likes of Yves Saint-Laurent, Louis Vuitton and Christian Dior, drew his inspiration from the location, combining rich Atlantic-blue tiles with spice-infused furnishings and traditional Moroccan detail like mashrabiya windows. The results, the hotel blends…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,4,Unbelievable hotel in the middle of nowhere,"From the moment you enter the lobby, you enter into another dimension. It's almost as if it doesn't belong in Essaouira. The staff is extremely professional and there are luxurious touches and refinements everywhere you look. The rooms are spectacular, and the views from the balcony even more. Overall it is without a doubt a 5-star property, the only reason I am giving it 4 is because the food options are not on par with the level of the hotel, the buffet is expensive for what it is, and the onsite fine dining restaurant's price/quality ratio is disappointing to say the least. You can get much better food in Essaouira for less money. But otherwise, the hotel is fantastic.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,4,Weekend away In june,"Beautiful hotel,lovely staff ,very clean. Room was gorgeous and the bed was sooooooo comfy.restaurant served a variety of foods ,all prepared /cooked perfectly. Only criticism is overpriced drinks and price for coffee and tea.no kettle provided in the room so you are extremely limited -either pay well over the odds for your morning cuppa or go wothout!!! If I were to stay here again I would bring s travel kettle and stop in the duty free shop en route.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Best Hotel in Essaouira,"Hotel is head and shoulders above any other hotel in Essaouira and probably even Agadir. The hotel is spacious inside and its outside premises are immensely vast. The hotel has character and a beautiful garden adjacent to the hotel's golf course. Staff are always friends, helpful, polite, attentive and warm, in particular Az El from the lobby bar who would served us drinks in the evenings, Naima who would brought us fresh pastries in the morning and Abdulatif from the lobby who poured tea to new arrivals. Overall, the hotel's staff offers great service that really makes the hotel stand out from other 5 star hotels. You get a real 5 star treatment from staff at the hotel. I would recommend everyone to visit the hotel even if you planning to stay further away in Marrakech or…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Relaxing hotel in beautiful surroundings,"Stayed here in early June. We were met on arrival and for Morroco dealt with speedily, professionally and in a relaxing manner. First impressions were good. There were a number of different hiccups that day and the hotel managed them well . The staff are all helpful and try there best at all times, this was our experience through out the week. I was impressed that I had not been able to book in for the first nights stay via my travel agent , but on contacting the hotel they had realised the problem and it had organised a room for my first night, for which I am very grateful. Again that was there attention to detail. We were in garden rooms on the lower floor to the left which was extremely quiet and had lovely views. Loved that we could lie out in front of the room. The…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Amazing relaxing holiday,"Just returned from a weeks stay at the sofitel this is an honest review from a frequent 5 star traveller. Beautiful intimate and modern establishment , rooms were spotless and the beds were unbelievable the most comfortable bed I have ever slept in in my life, miss that bed really badly,,, The pool service by Rachid was first class bringing you cushions , towels, drinks very attentive, and the comfiest and biggest sunbeds to relax on . Beautiful restaurant and all food displayed attractively and replenished quickly,my only negative was for dinner in the evening a little more choice of main courses would have been helpful, but saying that all the food was beautiful, great service. Lovely bar to sit in for pre dinner drinks and the lunch time menu was fab too either having the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Marvellous hotel,My husband daughter and I stayed in this hotel and had the pleasure of meeting LAURENT the General Manager who went out of his way to ensure our holiday was to our complete satisfaction. The hotel has a marvellous buffet & beautiful bedrooms.,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2015,5,Super and highly recommended! I come back soon,"What can I say? I have been so impressed with the staff and their handling of any issues and queries. Nothing was a bother and the stay was exceptionally beautiful. We loved the villa kid with different things n games for kids to play in and the kid pool. We loved the staff, especially Nouh in kasbah , who was a sweetheart and his service and attentive was so nature , and speaking good english ! as well as naima in the breakfast service! she was nice with a smile upon her face every morning thx We also were very grateful to margeu, the lady in charge of guest relations who helped with one or two issues. She was superb in her customer service. We loved the comfortable bed, the pools and the lovely hotel over all. It was a very restful stay which is why we will be going…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 April 2015,5,Excellent Hotel,The sofitel is lovely...not in the old part of Essaouira but close enough. One can walk...however this is more than a ten minute walk and more like 40 mins...or take a taxi or the shuttle from the hotel. The service is impeccable and the food of excellent quality. The room was lovely and spacious with a big terrace overlooking the ocean from far...The hammam and the pool outside are lovely too.. All in all it was an excellent and lovely experience!,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,3,Second visit not as good as last,"We returned to Sofitel. The airport is close so we're there by lunch time. Room is good proportion but just those small details are frustrating; one cupboard door won't close because the mini bar fridge is in the way so the cupboard light is always on, several times they cleaned the room but not our terrace outside the bedroom. Breakfast was always excellent, lunch at L'Atlantique also really good but the main restaurant for dinner was always disappointing. The gourmet restaurant definitely slipped in quality of food although the service was excellent. This is still very good value for money and generally staff were willing polite & helpful but it lacked detail here & there that made it miss higher rating",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Superb and highly recommended,"We just got back from an amazing week at Sofitel in Essaouria. We were in a garden room on the bottom floor which was extremely quiet and well equipped. We couldn't have asked for a more relaxed week which was achieved by the superb staff (our particular thanks to Rashid who worked at the pool for being so attentive, friendly and kind); quality facilities (spa and golf are well worth the money - make the most of the free golf lesson!) and excellent food (the morning croissants was like waking up in a French boulangerie, the salads at dinner time were inventive and varied and the deserts were out of this world). We didn't have any gripes like some of the reviews on here. Our only advice to the management would be to buy some new music for the bars and restaurant areas. The…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Beautiful week in Essaouria,"Spent a week in this fantastic hotel. Flew from Bristol into Marrakesh, booked via Fleetway for a very cheap price. So.... Good things about the hotel- so quiet! I think this is due to being slightly out of season. Hourly mini bus to town, about 15 mins. Stunning room. Free wifi. Lovely food. Attentive staff. Pools great. To be honest, you would have to be very picky, and really have to look, for anything wrong with the hotel. Breakfast outside on the sun, surrounded by sparrows and lovely food! We stayed a week and we are quite active, so did lots of things. There's not much going on in the hotel itself, which is fine as you can use it as a recluse. We used tripadvisor sites to book hose riding, a personal tour, amongst other things. All was great! Then there is the town…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Awesome Design! ! Great Service! Superb Food!,"Ok we happened to get a silly cheap deal as its Ramadan but even so this hotel is impressive. It's a jumbo design hotel built back from the dunes outside Moroccos boho coastal port of Essaouira. We love the no compromise hi design of Didier Gomez in the common parts and the spaces rooms. Pigment paints, polished tinted concrete floors, the great TVs and Bose Waves, the deluge showers and the mosaic baths. Wifi is free a without the constant sign on, the buffet breakfast excellent inc French patisserie and freshly squeezed juices and proper coffee. The half board supplement was a bargain too with masses is choice and as much or little as you wanted to eat. Sure some parts are getting a little tired around the edges but the design details are worth the odd scratch or scrape. I…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Title put! Sofitel the best one in morocco!,"we were not disappointed. The staff were extremely helpful and very friendly, especially Nouh! Thx for ur best service the hotel itself is spotlessly clean and the rooms are fantastic. We ate in both restaurants included in the half board deal in cafe kashbah and found that the moroccan food is awesome and cooked fresh! the quality overall was good. It would however be good to have a choice to pay a supplement towards the a la carte menus. In atelier. The whole hotel has a chilled out feel which is different to our previous experiences of Morocco. We would highly recommend this hotel and we are already considering when we can come back again!",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,4,Lovely hotel,"The entrance hall is fantastic, especially at night when you can see the lovely pool. The food I could not fault. A good range of food especially in the mornings, with lots of food cooked to order so is as fresh as it gets. The rooms are really good and kept spotllessly clean, with maids coming in more than one a day. The grounds are huge and go on forever - a walk around the golf course might use up a good part of any stay. The beach is a 20-25 min walk but is lovely and when you get there its mainly deserted. For energetic folk the town is an hours walk along the beach and is highly recommended unless its very windy. The gym is one of the best hotel gyms I've visited with a fair variety of equipment and kept clean, but I would recommend opening all the doors on arrival as…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 April 2015,5,"Excellent, again","Our second stay here, returned after a previous positive experience last year as we needed a quick break. We booked the Mogador suite, which was exceptional. We had a large balcony with amazing views and a jacuzzi bath - there was also a hammam shower however this was not working - the hotel offered to move us to a new suite when one was available or give us free spa access - we opted for free spa access instead! The staff make you feel very welcome; as I have commented before they can sometimes become slightly lost in translation though this didn't seem to be a massive problem for us - though by some of the conversations we overheard some of the British tourists were having problems. Extra points to Medhi in the bar who served me extra large Gin and Tonics - thanks! …",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,"Lovely stay, great hotel and staff","Sofitel Essaouira mogador golf and spa really did live up to my expectations, luxury design, spacious, pampered, relaxing We had a Great big room that did not disappoint, view of the golf course and sea. Room service and housekeeping were not exceptional, could ask everytime for something with impatience because of the delay service ! Disappointed! The various restaurants were really good too. We were on a half board (part of an upgrade). And in KASBAH restaurant The food is just as good (with lot of choices) served as a buffet former with a real stroke of genius waiter and loved one who take care of us and give attention to each details during my stay! professional service by Nouh as we keep calling him Noah, thank you very much ! The buffet presented was excellent and it…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,4,French Oasis on the edge of Africa,"Built only 4 years ago in a 1970s campus architectural style, it is not aging well so it seems much older and the 175 rooms feel a bit lost in the huge 600 hectares site. This overly ambitious project has not quite worked, it doesn’t deliver the 5* Sofitel experience, nor does it capture the magic of Essaouira. Under occupancy is a problem, the long empty corridors could be a set for a post apocalypse disaster movie and meeting a fellow guest during the day is so rare that you say “Bonjour” to each other. Many of the facilities are closed or have restricted opening: • L’ Atlantique restaurant – closed evenings • L’ Ateliers Aux Aromes – closed one evening every week on a moving basis (see weekly newsletter to find out which evening!) and operates a reduced menu – we were the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,"Oasis of Peace and comfort.Great design,excellent service and good food","Just in the middle of a one week stay and couldn't be better pleased! Yes-the three hour journey by road from Marrakech is dreary, but the pay'off is the best- value holiday we've had in years.Thank you Fleetway Travel! The quality of the architectural and interior design is awesome. Our room, with it's size, designer bathroom, big balcony and panoramic views over the golf course to the sea is one of the smartest and most comfortable we've had anywhere. The air is exceptionally pure and we've enjoyed excellent sleeps. Place spotless, oodles of staff_service personable and efficient. The food is very good indeed, a very wide choice, all excellent, with epic puddings. Nice main pool, but for some reason the smaller pool's tiles are covered in algae. OK there is the odd scuff on…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,"Good hotel, great staff.","Travelling with Fleetway for first time and no problems. Private taxi transfer took around 2 hrs 30mins. The passport check at the airport was hellish, it took over 2hrs ! Hotel is very nice, great bedrooms and golf course/sea views. I note previous reviews and there are areas where better maintenance is required but I don't spend my holiday looking for small detail that makes no difference to the stay. We did have a small incident early in the holiday but this was dealt with professionally. We were half board and the food was very good, the buffet changed regularly and there was always a good choice which included cooked as you wait, grilled fish or various wok meals. There is a free shuttle bus to Essaouira, last run home at 6.30 but plenty of taxis if you stay later. It is…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,French style in the heart of Morocco,"We had a week to spare and happened upon this great deal to go to Essaouira in Morocco. 5* hotel at a ridiculous price! I initially thought that this offer was far too good to be true, so I checked the company very carefully! The booking system was very straightforward, and we received all the paperwork immediately by email. Everything worked like clockwork, we were picked up at the airport and taken on the 2 1/2 hour journey by taxi. The driver even stopped to buy us water on the way. Courtesy mint tea an pastries on arrival. We had booked the basic room but it was huge, with a large balcony overlooking the golf course and the sea. Breakfasts had a wonderful variety of fruits, fresh and dried, yoghurt, pancakes waffles, Morrocan breads, cakes, cereal, pastries, cooked breakfast…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Staying at hotel at the moment,Arrived late Monday night.Restaurant was closed but meal was brought to our room by smiling man(we had not even mentioned food when we checked in).this is our third visit here.Which must say a lot.We really feel that the previous reviewers must have stayed somewhere else.Yes perhaps the room is a little worn but this is Morocco and surely adds to the experience.We have always found the food good and the service excellent and extremely friendly.OK the drinks are on the expensive side but so are they everywhere.We are here for ten nights and so far can find no reason to complain.No doubt we will return again.,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2015,5,Lovely stay,"My friend and I have just returned from a 3 night stay in this hotel and we were so sad to leave. The hotel its self is very pleasant, the pool is great and there is a lovely walk down to the beach. The rooms are big, they have a great balcony to enjoy a glass of wine on in the evening and the bed was very comfortable - we had some excellent afternoon naps. I think the thing that made our stay so good was the friendliness and service of the staff, in particular Nicolas, who was lovely and gave us some great tips on where to go and what to do in Essaouira and who also fixed our bathroom blind really quickly. We also loved the man who served us macaroons on arrival and bought some over on our final day, which made setting off home far more palatable! We really hope to come…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 April 2015,4,"Great hotel. Spotless, clean and lovely staff.","Stayed here in April 2015 for one week. Got an amazing deal, so we were really very pleased indeed. Travelled with my sister and she has a disability but found she could get around the hotel easily. Located a couple of miles out of Essaouira, this is a very safe and secure hotel so is more than suitable for anyone nervous about visiting Morocco. The decor and layout of the hotel were excellent, spotlessly clean. We had breakfast and dinner included and enjoyed the food very much...and I'm a very fussy eater. The desserts were to die for - real French patisserie and you could go up as many times as you wanted! Breakfast included freshly squeezed juices and proper coffee, everything from latte to cappuccino to different teas. Every type of juice - cucumber, carrot, beetroot and…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2015,5,Oasis of peace and relax,"I disagree with the most recent bad comments on this Hotel. We spent there the last week of May 2015 and we had a great time. We are talking about a 5L hotel but let's not forget we are in Marocco, I am sure a 5L hotel in Paris or London certainly has a more precise service and unpeccable staff, but after 3 days in Marrakesh the last week spent at the Sofitel in Essaouira was heaven. We had a splendid and spacious room with a private garden and see view, at the same level of the external swimming pools. When we arrived they gave us another room, but it was very humid so we asked to changed and they changed us immediately in another one where we spent our week. The golf is magnificent and we always found tee times available. Extremely well kept and with a lovely club house…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2015,4,Excellent staff and service EVERYWHERE!,"The rooms and corridors ARE a little jaded, but really, really clean; probably a re-coating of the floors would completely alter that perception. The reception, restaurants, pool and surroundings, and the general grounds and golf course were excellent and the management (very visible) and staff everywhere could not have been more pleasant, polite or helpful. The food both at breakfast and dinner was excellent and varied and service again was excellent.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2015,3,Shocking Service,"First impressions are really good. All the budget is spent on the lobby ,look beyond this and the cracks are showing. My room was not ready in spite being a platinum member. As you walk to your room you notice plates left in the corridor ,rubbish on roofs and a general lack of cleaning.For one week i have had to go past the same rubbish on the roof. One has to wonder what the manager is actually doing!Does he or she actually do the rounds. Every day I have had to ask for an additional towel , we are three and we get two towels every day. In spite of requesting the 3rd towel I get two towels.On one occasion they did not even bother bringing the towel. The staff are pleasant and the bus to town are good. The group should really market this hotel as a 4 star hotel.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2015,5,A beautiful hotel in a stunning location,"Desperately in need of some R&R, my wife and I spent a week here in May, guided a since before by Fleetway Travel who delivered once again. This hotel is hidden away in the south west of Morocco, hours from any major cities. The first impression is amazing; porters in traditional clothing, mint tea and macaroons on arrival and that reception atrium, wow! The pool is beautiful and leads out onto an immaculate golf course with the Coast in the distance. The rooms are big with tiled bath tub and an authentic feeling shower, the toiletries smell incredible btw. The spa is lovely as well. Yes there are some signs of wear and tear, some cracks and marks on the floor, a patio door that had a broken handle etc. arguably the pool bar is a rip off as well. But what stuck with us is…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2015,5,Most friendly and polite staff you could wish to meet,"First time in Morocco for us, so we weren't sure what to expect. Just a 15 min bus ride from Essarioura airport to the hotel - great. We found the greeting upon arrival exceptionally friendly. Our room overlooked the fabulous gardens and golf course, with the Atlantic ocean behind - really nice. We were surprised by the size of the room and especially the size of the bed - it was enormous. The room was very clean and everything worked. The staff in general were extremely polite, friendly and efficient. A special mention goes to Noorh in the Kasbah restaurant and Rasheed (who ran the pool bar) as exceptional members of staff. We would definitely go back. Only down side for us was the windy conditions for three days but the hotel could do nothing about that!",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
