 November 2022,5,Excellent accomodation,"Wonderful time here, clean - bright and fresh interiors - gorgeous airy room with fabulous views out to the sea. Very well placed for easy access to all of Essaouira Staff were pleasant and friendly. Food available on the roof. Highly recommended.",hotelName,city
 November 2015,5,Best hostel experience in Morocco,"So chill, amazing staff, great traditional dinners cooked every night where you can meet others. The chef is amazing and such a great guy. They organised surf for us, performed traditional drums music, and there's a terrace with great view. Lots of backpackers and travellers of various ages. Highly recommended.",Atlantic_Hostel,Essaouira
 March 2016,5,Cool spot to meet new people,"Atlantic is the perfect spot for young travellers who would like to share story with new people. The rooftop scenery is amazing and the place is very nice and cheap. It's close to the beach, restaurants & the fish market. I would recommend anyone to go there without any doubt.",Atlantic_Hostel,Essaouira
 January 2016,4,Great atmosphere but a bit dirty.,"Great location just few steps from market. Staff is really friendly and positive. Diners served by Couscous in hostel are really good. Atmosphere is fantastic both during evenings with drums in saloon and during lazy breakfasts on terrace. Only con is fact that is a bit dirty so if you are ""sterile person"" you may be disgusted, but for me it was fine :)",Atlantic_Hostel,Essaouira
 March 2016,5,Awesome Stay,"Just a great, great hostel with an even better roof terrace to hang out! So friendly and lovely Staff, doing anything to make you enjoy your stay. Delicious homemade local food and always good live music afterwards. If you Plan to go to Essouira stay at this place - you won't regret it :))",Atlantic_Hostel,Essaouira
 February 2016,1,disgusting BEDBUGS,first we want to inform everyone that in atlantic hostel you get BEDBUGS!! we met a lot of people who had after and during a stay in this place several bites. its very dirty and the staff doesnt change the sheets. its not clean. the staff also in our opinion is unprofessionell and bothers you with dodgy questions and weird looks. girls do not feel comfortable.,Atlantic_Hostel,Essaouira
 January 2016,4,Great stay,Had a great stay recently at Atlantic-extremely welcoming hostel where you can meet tons of people. The room and bathrooms were fine (it's a hostel and it's cheap) but the terrace is amazing and super relaxing. Staff are extremely welcoming and helpful to arrange anything we needed. We had a delicious dinner at the hostel with everyone followed by music. Couscous goes out of his way to make sure everyone feels included. You will definitely feel at home here.,Atlantic_Hostel,Essaouira
 January 2016,5,"Buy cancellation insurance for your flight home, because you won't wanna leave this place.","Where to begin? The communal dinners -- cooked by a guy whose name is Couscous (actually). The drumming and music in the downstairs lounge. The rooftop bar and terrace with an incredible view and a laidback vibe. The incredible array of people who stay here: from all over the world and, like me, wishing we could stay longer. When you stay at Atlantic Hostel, make sure your return flight home comes with cancellation insurance. You're going to need it.",Atlantic_Hostel,Essaouira
 December 2015,4,Great hippie hostel with such a good vibe!,"The vibe at the atlantic hostel is very chilled. People go surfing, play guitar, walk around town or make day trips and gather back at the hostel for evening drinks together. No problem meeting great people here and even when there are a lot of beds in the dorms, the prize makes it more than alright! Thanks for the great week Anas, Couscous, Canadian beauty, and others!",Atlantic_Hostel,Essaouira
 December 2015,5,Das beste Hostel in Essaouira!,Had a fantastic time at Atlantic Hostel. The rooftop terrace is a great place to hangout and meet fellow travellers and enjoy some live music. All staff are very welcoming and friendly and make sure you have everything you need. Highly recommend! Thanks for the hospitality Atlantic Hostel!,Atlantic_Hostel,Essaouira
 December 2015,2,"Overcrowded, yet 2 permanently clogged showers, too noisy, not very neat","This hostel is very popular and I can recommend it to all those, who want to meet many people and don´t care too much about how they sleep and wash - basically all whose priority is socializing above anyting else. It´s not the cheaest one around, so I would definitely expect more. The worst experience was showering - just two showers for quite a big number of guests, both usually clogged or rather dirty. Still someone waiting outside, since there are just two toilets, too, in the same rooms as the showers. Usually out of toilet paper and almost no privacy. In the morning, suddenly there was no warm water, which can really piss you off, when you have just put shampoo all over your hair. Rooms are nicely decorated, but could be definitely much cleaner. Compared to other places,…",Atlantic_Hostel,Essaouira
 November 2015,4,Great dinners at Atlantic Hostel,"Yassine was a wonderfult host. On most of the evenings I was there, he cooked an excellent dinner for everyone. The fixed price was reasonable, and we all ate there without question when he cooked. In addition to the food, the conviviality and chance to get to know fellow hostelers was great. The only negative for me was that another employee promised that they could wash some laundry for me in three hours. It took 36, and then it was still wet, and they would not let me dry it in the sun and wind on the roof terrace. Nevertheless, I would definitely recommend staying at Atlantic Hostel. The hostel was just off Ave. Mohammed Zerktouini, and was easy to find. Suggestion: Have your bus/tax/shuttle drop you off at the gate ""Bab Doukkala"".",Atlantic_Hostel,Essaouira
 November 2015,5,This is the best hostel!,"This hostel is the absolute best, it's quirky, friendly, cheap and the manager 'Couscous' makes food every day for all those who want it. 3 courses for 60drh. Right in the middle of the medina, yet peaceful at night, an excellent roof terrace with an interesting food lift contraption. It is also aesthetically pleasing with some fantastic moroccan architecture. If you go to Essaioura, stay here, that's all I can say!",Atlantic_Hostel,Essaouira
 September 2015,5,Amazing,"It was my second time in this hostel... and it becomes more and more my favourite. Everythink is harmonious in this place. Form the atmosphere, to the people, the vibe, the food the rooms. The best is the terrase.... with it´s perfect view above Essouira...and the great get toghethers at night with drum sounds, gitarre and traditional songs. The price is very low... and the rooms where always very clean. The bathrooms are pretty ok. But the biggest plus for me are the people there, the staff is so nice...and they take really good care of you. With the time you really feel like home there... sometimes I felt so well that I was not willed to go outside ;-). Just enjoy and feel the positive energy of this place.....a place where you never want to leaf anymore.",Atlantic_Hostel,Essaouira
 November 2015,3,The same like many hostels in Morocco (they recently had bedbugs),"To be honest I am not an experienced hostel traveller so I am going to be mild. My experience is with NZ hostels and they are usually quite new etc. Breakfast is not included it the booking. Costs are 20 dirham. Be aware of that before you order breakfast. For 35dh you could also go to one of establishments in the Medina. Like: - Nice rooftop terrace with a view (don't mind the pillows etc that stay out there during the night) - They organised a bbq on the rooftop - Near busstops, in the Medina, near alcoholshop ;) Dislike/inconveniences: - One of my friends was bitten by bedbugs. So the next day we were moved to another room that was cleaned the day before (also due to bugs). But at least they are adequate in dealing things quickly - Sheets are, like many hostels here, a…",Atlantic_Hostel,Essaouira
 September 2015,5,perfect athmosphere,"there are many good things to say about this hostel (central location in essaouria, cheap and delicious breakfast, clean rooms, ...) but most importantly: the athmosphere there is great! guests and staff meet at the rooftop every evening, play music, chill, relax,... the employees are really great people (especially yonas!), always helpful and kind - and they are excellent musicians! all in all: you have to come here in case you visit essouria!",Atlantic_Hostel,Essaouira
 October 2015,5,Great stay and super social,"If you're a single traveller looking for a social place to stay then this place rocks. The big common area downstairs and the amazing roof top terrace are a great place to chill and chat and they do a lot to get guests together (bbq, drinks etc). The location is perfect, right in the middle of the medina and a 10 minute walk to the port and beach. The facilities are fine, though be prepared for the super high top bunks without safety barriers that are common over Morocco. Would stay again and recommend!",Atlantic_Hostel,Essaouira
 September 2015,5,The best stay in Morocco,"I spent 2 great nights here in Atlantic hostel, is very good location in the center of old town, 5-10 minutes walk distance to the beach and the port, the stuff in the hostel are all very kindly and make their guests feel like home, the rooftop is the brilliant that I'd like strongly recommend, where you can stay a whole day there, listening music, reading books, having drinks, talking with friends and enjoy the magnificent view of the city and ocean, you can go to jogging near the beach with the sunrise view in the morning and the stunning sunset is waiting for you when come back in the afternoon. I really enjoyed my last night there, we had a big dinner together and the music party was fantastic, I had my first lesson of playing Africa drum and dance, which will be my best…",Atlantic_Hostel,Essaouira
 October 2015,5,BEST HOSTEL IN MOROCCO!!!,"I would say no trip to Morocco is complete without a stay in Atlantic Hostel in Essaouira. Amazing place with a genuine backpacker vibe, the nicest and funniest staff you will ever meet. The best bits of Atlantic Hostel: -Hostel terrace, probably the highest roof in Essaouira with WiFi and phone charger points -The genuine Moroccan meals prepared every night by 'Cuscus' the hostels crazy animated Chef for only 60dirham - Live music jam sessions put on every night by the hostel staff. -Central location right in the Medina and close to the bus station -Cheap! I was paying less than $9AUD at the time Would recommend this hostel to anyone visiting Essaouira!",Atlantic_Hostel,Essaouira
 October 2015,5,These people are crazy !!!,I wrote a few good reviews about some hostels but this one is realy a 5 star hostel ! The staff is totaly crazy and the most friendly people I met for a long time. The rooftop is amazing you can see the whole city. Don't miss the great food. I'll defenetly come back. Thank you for the funny time :),Atlantic_Hostel,Essaouira
 October 2015,5,Made My Holiday,"After hiking in the Atlas, I ended up last minute visiting Essaouria and this hostel made it one of the best spontaneous decisions I've made while travelling. I've stayed in lots of hostels, and this is one of the most welcoming, friendly and attentive I've visited. It's colourful, fun, with a fantastic roof terrace for hanging out in the evening and amazing to wake up to. I was travelling alone, but didn't feel bored/lonely. I just grabbed a bunk bed in the dorms on the first floor, which was a really good price, and just what I needed. There are lockers which are free to use. People seem to make themselves at home, laundry was everywhere but that's what backpackers need. The facilities were good, the WiFi had a suprisingly good signal in the rooms and on the roof and the water…",Atlantic_Hostel,Essaouira
 September 2015,3,"Great rooftop, great staff, not the cleanest.","We stayed here for 3 nights in early September. The hostel is only a 10 minute walk from the Supra Tours bus station. It is situated within the walls of the medina. We chose this hostel as it had the best reviews on hostelworld and because the rooftop looked really cool. The man who runs the hostel and all of the staff working there were extremely nice and welcoming. The interior of the building looked like it would have been stunning in its day, however it is currently looking very tired, dirty and in need of some TLC. As it is an old, traditional Moroccan home the bedrooms are very narrow and dimly lit. There were 3 bunk beds in our little room with bedding that I'm not sure is changed after each guest. My mattress was hard and caved in, however I may have just been unlucky…",Atlantic_Hostel,Essaouira
 September 2015,4,Great chilled out Hostel with friendly staff,"I planned on staying here for 2 nights - I stayed a week and then went back again at the end of my trip. Atlantic hostel has a great relaxed vibe - the rooftop terrace is a great place spend hours relaxing and meeting great people and they play some great music and organise beach football etc. The staff are incredibly friendly - particularly Yassine who cooks an excellent dinner everyday but also Mohammed, Karim and all the others who are always helpful! The hostel, like Essaouira, has a shabby charm about it. It could do with a bit of maintenance etc and if you're an incredibly fussy traveller I probably wouldn't recommend it. However they were painting/replacing mattresses when I was there last so it will be even better. Overall I'd definitely recommend Atlantic Hostel -…",Atlantic_Hostel,Essaouira
 September 2015,5,"Great terrace, really nice people","Excellent staff, always willing to go the extra mile to help in anyway possible. The roof terrace is one of the best meeting point/chill out area's I've been to, far too easy to loose track of time up there. The only advice I would give to this hostel is work on the bathrooms, the showers are very temperamental. But keep up the good work Yassine, Mohammed etc.",Atlantic_Hostel,Essaouira
 August 2015,5,Our stay at atlantic,"Me and my friend arrived to stay for two days, but we ended up staying for as long as possible. We loved the atmosphere, the people, the terras upstairs, the sea, the live music at night, the breakfast and a lot more. We just felt super relaxed being there. We also became friends with Yonas, he was our favorite of the staff.",Atlantic_Hostel,Essaouira
 January 2015,5,The Atlantic Hostel is up there with the best.,"This is a well run hostel with a very warm and friendly welcome. Nothing is too much trouble. From the moment we arrived we were made to feel at home. The young men running the hostel have good English and will readily give directions, advice or help to organise trips or activities and make suggestions you may not have thought of. Tea, coffee etc are available throughout the day with cooked breakfast and evening meal available for a very reasonable additional charge. If I have any grumble it's that guests are not encouraged to use the kitchen. They would rather do it for you. This is a fun and lively hostel without being rowdy. The overall atmosphere is friendly and relaxed. Spontaneous music sessions with guests encouraged to join in are great fun whether you participate or…",Atlantic_Hostel,Essaouira
 July 2015,5,Amazing Terrasse-View,"The Hostel is very well situated in the center of the medina of Essaouira. It has nice big rooms and ,any different possibilieties to hang out. The rooftop is amazing. It is close to the beach ane the atmosphere is inreadiblt nice and inviting. The staff is really lovely and always happy when they can help you. And the rooftop is the perfect location to spend an harmful evening in Essaouira. I will surely come back.",Atlantic_Hostel,Essaouira
 July 2015,5,THE TREASURE OF MY HEART,"The atlantic is my favorite hostel all over the world. As a frequent traveller i m searching for special places and the incredibly nice Atlantic is one of the most precious! The wonderful Atlantic offers with its charming atmosphere anything you basicly desire for. The Atlantic is the most familiar, heart-friendly, clean & locally central best choice to sty in Essaouira. Here you may enjoy amazing companion, lots of music and the most breathtaking view all over the old town while having a nice drink gazing the sunset ! DOnt miss this ultimate enchanting moroccan hostel ever !!!!",Atlantic_Hostel,Essaouira
 June 2015,5,The best place to stay in Essaouira!,"A friend and I were only going to be there one day in the middle of June , 2015 , but it was such an indescribabl atmosphere, that we ended up being four or five days. The crew who work there are wonderful people who are incredibly outgoing and help with whatever it should be. Recommended highly. I know at least that I shall return as soon as I can. Greetings from Norway!",Atlantic_Hostel,Essaouira
 July 2015,5,Great hostel by the ocean!,"Welcoming, friendly staff can help arrange transportation to the hostel. Located near the ocean in beautiful Essaouira, they can also arrange trips to the desert or to any related hostels in Marrakech. Great way to meet other travellers and have a relaxing time!",Atlantic_Hostel,Essaouira
 June 2015,4,very good price & so lovely people,"such a good place to stay if you want to meet people, very cheap, great terrace, so lovely people working there, in the medina, everything is walkable from here, big and smaller dorms, toilet and shower on the hallway",Atlantic_Hostel,Essaouira
 June 2015,1,"Flea ridden, hash smoking hell hole!","I read some of the reviews of this hostel on line, and we laughed that it couldn't be that bad...... Oh really!!! From the beginning, we were put in a luxury room at the top (5th floor) of the building, accessed via a very narrow staircase, to the room which had pit together using fibreboard, with absolutely no regard for fire regulations or any though of escape in mind! Hostel reminded me of a starring role in midnight express! No hot water, dirty sheets, hash head staff... You name it, we got it! Managed 7 nights in morroco, in the mountains without being bitten, one night in the flea pit and I looked like a dalmatian! Foul showers, foul toilets, shocking state of repair..... Yup! Sleep in the street, it will be cleaner and you will get a better nights sleep!!!! AVOID…",Atlantic_Hostel,Essaouira
 April 2015,5,Nice stay!,"Good Hostel with good location. Everything it's perfect, Atlantic Hostel a good solution to spent your holiday on Essaouira. The room was clean you have a personal plug near your bed, really amazing, and breakfast it was a real plus.",Atlantic_Hostel,Essaouira
 February 2015,1,honestly the worst place I have ever stayed at (and I have stayed at many hostels around the world),"This hostel is really the most disgusting and disorganized place I have ever been to! We hadn't reserved a room in advance but wanted to stay at the hostel because of the good reviews. On arrival the staff seemed pretty chaotic and there were like four different people who approached us and told us to sit down and wait while they check. So we waited for like 15 minutes and after I asked again they seemed to be weirdly confused and told us again to wait. Finally five minutes later someone showed us two rooms, both not cleaned up yet but as it was around midday I thought this shouldn't be a big problem as I was sure they were going to clean it up. Since we were already at the hostel and even though I was a bit uncertain we took a room on the top floor, told them we would come back…",Atlantic_Hostel,Essaouira
 April 2015,5,Crazy hostel!,"It is a perfect hostel. The owner is a super nice person, who has treated us like family. always offering tea and other things. The atmosphere there is very good to know the life of Morocco. It is not a 5-star hotel, depends on're looking for. Also nice terrass with imazing view. good I will come back every year.",Atlantic_Hostel,Essaouira
 April 2015,5,The place to be at Essaouira.,"I highly recommend this place to people who wish to have a lovely time either alone or with friends. The service is great, and it's not that expensive. ...............................................visit the Atlantic hostel.",Atlantic_Hostel,Essaouira
 April 2015,4,Good hostel,"Cozy place where my boyfriend and I passed two nights. The rooms are clean and have the feeling of being at home (it's a pity that not all of them have enough light entering the room), there's a spacious terrace with a beautiful view, small kitchen for the guests, hot showers, possible to do the laundry by hand (they offer buckets) or pay to use the washing machine. Wifi access in the lounge. Recommended!",Atlantic_Hostel,Essaouira
 March 2015,3,A Mixed experience,The people running this hostel were friendly but the quality of the rooms and hostel is definitely below the normal standards even taking in to account the cost. I had paid for a two bed private room for my son and I and they had booked a double bed so we were first shown to a horrible damp dark bunk bed room on the top floor but I suspect that even the guy taking us to the room could see how it looked as he said we could still take the double bed to which I immediately agreed as it had to be better. The room when we were shown to it was a little better but the only window fell off when I tried to open it and it seemed damp in the room. Also the bed was not at all comfortable and I didn't even dare look at it too closely. The shower near the room had a missing head so was…,Atlantic_Hostel,Essaouira
 March 2015,4,good cheap hostel,"very hippie, friendly hostel. the staff were very helpful and nothing was a problem for them, The showers were hot and clean. Great rooftop and great food. evenings had general jamming / drums which was great",Atlantic_Hostel,Essaouira
 February 2015,5,"Great place, great rooftop","I liked staying here, it was very welcoming, the price is decent and the services on offer are exactly what you expect for the price. The guys that work here will help you with whatever information you may need and you'll always have fun whenever an impromptu party kicks off downstairs! :)",Atlantic_Hostel,Essaouira
 January 2015,2,You literally get your money's worth,"Well, what can you say, it's a cheap hostel. I mean, very cheap. So of course, it's not going to be great. My friend and I stayed two nights and it was very loud because people jam out all night till 4am. The staff don't remember anyone who stays in the hostel and don't really clean very well. The view from the rooftop is beautiful and the hostel has an amazing location, but that's the only nice thing I. Can say about the hostel.",Atlantic_Hostel,Essaouira
 April 2014,5,great hostel,"Excellent location, super vibe, very friendly hostel. Nothing is too much trouble. Enjoyed my stay Close to all activities and the most wonderful beach. You can cook for yourself for a small charge and take advantage of the wonderful fresh fish and vegetables every day",Atlantic_Hostel,Essaouira
 December 2014,5,Makes you stay forever...,"Fantastic place you will really miss. Colorful place, relaxed atmosphere, lot of interesting people to meet. Astounding double-deck terrace, good prices, and above all the best-ever staff, you can learn a few thing from, and have a little party with. They make the atmosphere unique!",Atlantic_Hostel,Essaouira
 November 2014,5,Woodstock is alive here,"We really like this hostel. We fill there like at home. Very calm place, but from time to time it is nice to be surprised with a improvised drums, and not only, jams session. The music is in their blood! It is in the perfect place in the calm street of the medina.",Atlantic_Hostel,Essaouira
 November 2014,4,Typical backpacker hostel,"If you are an experienced backpacker and your standards are accordingly–look no further–you found a nice little spot in Essaouira. Amazing people, good food and a nice terrace. Yes, the common area is a bit shabby and there are some weird folks hanging around, but all in all it is quite charming in its own way. We spent two nights in a private room and it was ok, but bring your own toilet paper and soap. The location is right in the bustling heart of the city and perfect for late night bargaining. We would check in again.",Atlantic_Hostel,Essaouira
 September 2014,5,"Great staff, beautifull terrasse and best place to relax in essaouira.",I stayed in 5 hostels in essouira so far and this is the best choice. I come to essaouira on a regular basis and last two times I stayed in atlantic. Next time I will again. If you need anything in town or you need help chalek will take care of it and make sure you you don't get riped off. Highly recommend.,Atlantic_Hostel,Essaouira
 November 2014,5,The best stay ever...,"We've spent 6 nights in a private room. It is on a great location, the room was comfortable, we always had hot water. You have the chance too use the kitchen, learn to cook a local dish and hang around in the relaxed atmosphere of the lounge or terrace. The staff was the warmest and friendliest ever. If you take a small step to know them they will be more than happy to give you information, and more than that, tell you about the culture, customs. We felt like we became members of their family. I would suggest everyone to step out of their shell, take an effort to know the hosts, every minute spent with them is worthy :)",Atlantic_Hostel,Essaouira
 November 2014,5,Beautiful stay with beautiful people,"We've stayed 6 nights in Atlantic in the private room, shared bathroom. The hostel has it's strong character. If you open your mind and get know the boys who keep the hostel you get your chance to have an amazing stay in Essaouira. One thing that I learned in Morocco, local people behave with you exactly how you behave with them. We felt very lucky that the Atlantic team treated us as their family. They give us useful information on the place and prices. We cooked together, eat together, learned about Morocco much and thanks to them we have the sweatiest memories about this place. Thank you Chalek, Jalile, Omar, Abdel, Hassan, Mohamed, Ismail and the silent friend of Chalek :) Hope to see you again!",Atlantic_Hostel,Essaouira
 September 2014,5,great terrace,"FANTASTIC STAY! The private room was very clean and tidy and comprised a double bed and a shower with a good stream of hot water. The toilette was situated only a step away. The dorms were also very clean, the beds immaculately made with warm blankets provided. Great roof terraces! But the best thing was the people. We had a great night making a traditional tagine and the hosts were so friendly and helpful organising transport and activities. They also make a mean breakfast! Recommend!!",Atlantic_Hostel,Essaouira
 September 2014,5,happy to be again with nice poeple and good location,"I am so happy my friends and I stumbled upon this hostel over spring break! When my friends came to visit me in Morocco, I also took them to stay here! If you never left the hostel you would have the time of your life... eating Moroccan food, being serenaded with guitars and singing in the lounge, swinging and relaxing on the hammocks, and enjoying the company of new friends! Loved Essaouria and would stay here again.",Atlantic_Hostel,Essaouira
 October 2014,5,nice poeple,"Friendly and hospitable atmosphere, great place to meet with other travellers. Rooms & bathrooms spacious and clean plus a handy fridge to store food in was a bonus. Nice roof terrace with panoramic views over the town, downstairs eating area was comfortable and a good size for mingling with a groups of friends. Rasheed and Jon were, welcoming, warm and attentive members of staff who helped made the stay memorable.This was one of the most chill places I have ever been! I felt like I had been there months in a matter of minutes!",Atlantic_Hostel,Essaouira
 August 2014,5,nice place to get fun,"had an absolutely amazing time at Atlantic hostel. Not only was it in a perfect location, but the staff (osho & Galilio) were so lovely and very helpful. It was a very relaxed vibe and was a great place to just chill out. I've stayed at a lot of hostels and this is one of the few that I have actually felt at home. The other guests were awesome too! Definitely recommend the Tagine cooking class!!! Definitely the best tagine I had in Morocco, without a doubt! I will be so sad to leave Atlantic hostel!!!",Atlantic_Hostel,Essaouira
 October 2014,5,My Home In Essouira,"the hostel is located in the centre medina,nice atmospher and good live music,playing guitar and drums every night ,nice to place to mazny people from many different contry,the staff are great,very nice and helpful,they makes you feel at home,shukran",Atlantic_Hostel,Essaouira
 October 2014,5,Great hostel in Essaouira,"I've spent two nights in this hostel with a friend of mine. It is very well located in a little street of the Old Medina, very close to the harbour, to the beach and to the main touristic attractions. The staff is very friendly and always ready to help. The hostel is always full of life, very well organised and with a beautifull terrace where is possible to have breakfast. The rooms are clean, very cheap and safe, it's a perfect place where to stay with a group of friends.",Atlantic_Hostel,Essaouira
 October 2014,4,"lovely staff, great roof terrace.",Great hostel in the middle of the medina ìn essaouria. Everything you need is within walking distance. Staff really friendly and will do anything for you. Stayed longer than planned and sad to leave. Roof terrace is really relaxing and really cosy. There was a cous cous party the first night I stayed lots of drumming on djembes and dancing around followed by tagines then to a local bar with all the staff from the hostel! Had a brilliant time would recommend to anyone to stay here. Thanks atlantic. X,Atlantic_Hostel,Essaouira
 September 2014,5,the best staf ever,Lovely atmosphere and staff. Full of art work and music. Lovely roof terrace over looking the city. Near beach and harbour and links to other destinations along the coast. Definitely will recommend to people wanting a cheap night in Essaouria. We stayed an extra night because it was so awesome! I will definitely return next time!,Atlantic_Hostel,Essaouira
 July 2014,4,the best hostel ever,I and my brother we spend 4 night in Atlantic hostel he located in town center we felt so welcomed peopole are so helpful and friendly in the evening we have so much fun with them each one have something special to show us magic game . musician and a lot of funny jokes haha if u want to spend great time don't hesitate to go there .,Atlantic_Hostel,Essaouira
 November 2013,5,Best hostel in Essaouira,"Very friendly and fun environment, the guys at the hostel are really cool and helpful. Great spot in the middle of Essaouira. I was meant to only stay for a day or two but the place was so good I ended up staying for over a week. Lovely rooftop that overlooks the whole town. Thanks Atlantic",Atlantic_Hostel,Essaouira
 February 2014,5,Feels like coming home,"If you like being welcomed very friendly and personally, if you like nice drumming sessions at nights, if you love hanging out on a nice roof terrace with other travelers from many different countries who just spontaneously share their food with each other... Go to Atlantic Hostel! I have been there with my 14 year old daughter who also loved the place and the people very much.",Atlantic_Hostel,Essaouira
 August 2014,4,A very nice place to stay in Essaouira,"I' ve been with my friend in this hostel and we really enjoyed the time there. The location of the hostel is perfect: in the middle of the medina - next to the Supratours busstop - also not far of the beach and easy to find. The prices of the rooms are cheap and you have all you need. The hostel has as well a very nice and big roof terrace and public room where it's always easy to meet fantastic and open-minded people. Also a good place for relaxing and enjoying holidays. I think, that's the best of the hostel - the nice ambiance, also supported from the polite, hospitable and very nice staff, who always make an effort for doing the best for their guests. We really felt like at home and in fact there was no evening we didn't spend with nice people playing games, listening music…",Atlantic_Hostel,Essaouira
 September 2014,5,the best experience with cool and friendly staff,l ben in so many hostels in my experience travling all over morocco and definitely Atlantic hostel in essouira its the best nice location in the heart of el madena very clean and must important the very nice people how is raining this business . l enjoyed my stay in this hostel no kidding ?l was going to stay just for couple days but l loved the place and l stayed 8 days witch is cool . thank you guys for taken care of me . lorida from califorina republic.,Atlantic_Hostel,Essaouira
 September 2014,5,the best hostel in essaouira,"Great location, very nearby Supratours busstop, in the heart of the ancient and beautiful medina of Essaouira. But the best about this hostel is the ambiance and positive vibe. The staff is not only very very friendly and kind. But a lot of fun too, very generous and they do everything they can to make your stay unforgetable. Was supposed to stay only one night, but felt home right away and stayed for 4. When you come to Essaouria, stay in this hostel. The rooms aren't expensive and the atmosphere is priceless.",Atlantic_Hostel,Essaouira
 August 2014,5,Fantastic hostel in an amazing Moroccan city!,"Atlantic Hostel became my home for two months after originally reserving only 3 nights! The town is lovely and lively and so is the hostel and its friendly staff. I can't say enough good things about the place- great location, cimfy rooms, good food, gorgeous views from the terrace, clean and safe. The best part is the wonderful Moroccan hospitality! It is a great place to use as a base for further exploration or for relaxing by the sea.",Atlantic_Hostel,Essaouira
 December 2013,1,One of the worst hostel experiences of my life!,"Well. This is certainly one of the only occasions I've ever found for Trip Advisor to be so WRONG and totally misleading! The reviews for this place on many different sites are excellent. The reality was a ridiculous excuse for hostel accommodation. The hostel is in a pretty decent location. A 10 minute walk from the bus drop off point outside the city walls, and a close walk to most things you'd want to see in Essaouira. Knocked on the door. Door opens. Man who appears to be completely stoned stands there smiling blankly. Had absolutely no idea what we were talking about and what we were doing there. Trying to check in was like a sketch on a comedy show. If we weren't so tired, this could've been hilarious. We showed him print offs of the booking we'd made through…",Atlantic_Hostel,Essaouira
 July 2014,2,Not impressed...,"We stayed in two rooms during our time at Atlantic hostel. On our first night we encountered bed bugs. To give the staff their due they did change our mattress and sheets immediately and gave us a new room the next day when it became available. The first room was in the main building and stank of damp. The bathrooms in this building also consistently had hair in them, blocking the drains. The second room was much better! It was in the building across the road which was not only more modern but much cleaner. I am not however convinced that the sheets in either room were clean... Also there is never any toilet paper. Despite this disappointing experience the staff are lovely and it is a vibrant hang out space for travellers.",Atlantic_Hostel,Essaouira
 June 2014,4,A perfect microcosm of Essaouira,"I stayed in June for 3 nights just before the Gnawa music Festival in the first floor 10 bed dorm. A beautiful Riad-style hostel with free hot water showers and clean toilets.Wifi was good. The location is about 10 minutes walk from the beach and Kasbah, conveniently tucked down a side alley off the main street of the Medina. The staff were friendly and offered to make dinner ( couscous and vegetables) for about 10 Dirham each. Fully functional kitchen. Large terrace area perfect for sun bathing or lounging. A beautiful Hostel, well located and great value for money.",Atlantic_Hostel,Essaouira
 January 2014,3,Would reconsider coming back,"Our stay began quite positively. As with other Moroccan hostels, we were checked in and given free mint tea before being shown our dorm. We booked into a 10 person mixed dorm which consisted of 5 bunk beds. We were given a little tour of the hostel, shown the showering facilities and taken to the rooftop terrace which gives an amazing panoramic view of Essaouira. The staff member who showed us around was very friendly. The people we shared with seemed to have been staying at the hostel a few days and raised no complaints. I was however hesitant of the quality and hygiene of the beds after reading a warning from a hostel we stayed at in Marrakech that the Atlantic Woodstock had bedbugs (we had already booked to stay at this hostel before reading this warning) Ahead of my…",Atlantic_Hostel,Essaouira
 April 2014,5,"Lots of fun! Great bunch of people! Wish I could have stayed longer. Helpful, friendly 😄","Helpful and friendly from the word go, lovely terrace to chill. Close to superb bars and restaurants. Live music in the communal areas courtesy of mustafa and his guys! Lovely atmosphere. Wished we could have stayed longer. Definitely good value for money! Thank-you Osho and the gang!! Hope to see you again soon!! X",Atlantic_Hostel,Essaouira
 May 2014,5,"Lovely staff, lovely hostel","This was a great hostel and I would highly recommend it if you are looking for somewhere to relax in Essaouira. The staff were very friendly, helpful and great to chat to - they even served us our breakfast up on the lovely roof terrace! Really good location, slightly tricky to find but if you have the address someone will point you in the right direction.",Atlantic_Hostel,Essaouira
 May 2014,5,Great hospitality!,We really enjoyed our time spent at the Atlantic hostel. Although only there for a few days we found the atmosphere really welcoming and the staff went out of there way to make us feel at home and kept us smiling. Rooms clean and comfortable with a great roof terrace overlooking the city where we enjoyed breakfast on our first morning (nice sheltered spot to relax in the sun away from the essaouira wind!). Great location in the centre of the Medina. All in all highly recommended.,Atlantic_Hostel,Essaouira
 March 2014,5,Everything you need!,"It is a very frindly and well-situated place to stay! With an relaxed and homly atmosphere, clean rooms, really nice people and a terrace with a great view :-)! So I think, all in all... what more could one want!",Atlantic_Hostel,Essaouira
 February 2014,5,place for take it eazy and relax,"Atlantic hostel is Very centrally located the personals are very nice helpful and very funny , rooms are clean and comfortable and delecious breakfast, on the terrace you have a overview of the old city .",Atlantic_Hostel,Essaouira
 March 2014,5,very nice poeple,"I loved this hostel, definitely one of the best I've ever stayed at. Very friendly and helpful staff. I stayed in an 8 person room and it was very clean and the bed was super comfortable. Also, it was a good atmosphere with nice hang out spots! Exceeded my expectations by far!",Atlantic_Hostel,Essaouira
