 November 2022,5,Hidden arabesque boutique cozy home,"Absolutely loved the Riad! Hidden gem inside the madina in Rabat. Quiet, beautiful interior, little boutique and cozy place with arebesque modern details, beautiful courtyard, and outdoor area garden with a pool. Staff very friendly and accommodating. Highly recommend for a unique and cozy traditional modern experience in Morocco!",hotelName,city
 February 2015,5,A fabulous place to relax in the Medina of Rabat,"Stayed at the Riad Kalaa for 5 nights at the end of Feb. 2015. We were overwhelmed by the kindness and attention of the staff, Aicha & Laetitia. Nothing was too much trouble, delicious food, very comfortable room, a great place.",Riad_Kalaa,Rabat
 March 2015,4,Nice room but small,"Stayed just the one night, and it can be hard to judge a place when you arrive late and leave early. The riad is well located in the old medina and appeared to have a French influence. Our room was up at roof level near the pool. A small room but nicely presented. Bathroom was reasonable,but hot water was scarce for the morning shower.( no rain shower as per Manhatzi review for us!) Also not too keen on just a curtain separating the bathroom from the small bedroom. There is a certain lack of privacy involved, if you know what I mean.! Breakfast was typical Moroccan, breads and spreads, but nicely done. The three shot glasses of different fresh juices, a nice touch. Help yourself jugs of hot coffee was a welcome change.The central courtyard was nicely presented and looked…",Riad_Kalaa,Rabat
 February 2015,5,Peace,"Though it took me a bit to find the Riad Kalaa, as soon as I stepped over the threshold I felt as if I had been whisked away to a desolate paradise. From our introduction the staff was friendly, hospitable, and made me feel like this was my home. I stayed in the sultan suite and fell in love with the lofted bed/bathroom; the bathroom is particularly roomy and allowed me to relax is a stepped into the rain shower. Breakfast was an absolute treat; each morning I knew I'd be starting out my day rate. The rooftop terrace was beautiful: it was too cold for me to sit up there but I would love to return in the summer to spend the day in the pool. The main courtyard was my favourite part of the place; I would love just going out there to sit and relax. Lastly, the staff went out of…",Riad_Kalaa,Rabat
 February 2015,5,very nice place,"Been to Kalaa 2 (Kalaa extension) in Feb 2015 and overall: - super friendly staff (special mention to Mehdi, he is so nice and helpful) - breakfast is really delicious - warm welcome from everybody (thx Iman for the tourist hints, even if I did not have time to visit), you really feel at home! - rooms are very nicely decorated, not super big but very nice - super quiet (so is the Medina at night I believe...)",Riad_Kalaa,Rabat
 February 2015,4,Hidden Treasure,We have just spent two magnificent nights at the Riad Kalaa. Having not been to Morocco before we could not have asked for a better welcome. The staff were incredibly courteous and helpful navigating us around the town and the region. The Riad was bright and inviting and a delicious Moroccan tea and biscuits were provided on arrival. The room was located on the roof terrace with distant views and noises from the city. The breakfast was fresh and healthy and a great way to start the day. We also had dinner their on one night and it was just delicious.,Riad_Kalaa,Rabat
 October 2014,5,"Beautiful, gracious home-like feeling","From the elegant rooms, to the rooftop pool and lounging area, this old home is a wonderful place to visit. Nestled inside the medina's maze of alleys, it is quiet and peaceful. Be aware that the doors to many rooms are stained glass and quite transparent though!",Riad_Kalaa,Rabat
 December 2014,3,Christmas in Rabat,"This is a beautiful and peaceful riad in Rabat. Stayed in the 1000 Parfums Double Room. The staff is young and multilingual. Aiyisha was very helpful. I arrived late in the morning and was given access to my room immediately. Upon arrival was served a delicious glass of tea as we did the paperwork. My room was cozy, had no television but, did have an open fire. Unfortunately, the wood was a little wet and my luggage ended up smelling like a campfire for the next 2 weeks. But, do not let that dissuade you from staying here. At one point there was no hot water but it was repaired immediately and I enjoyed the hottest most decadent shower.There was heating in the room, very important during these cooler winter months. The morning call to prayer seemed like it was next door so be…",Riad_Kalaa,Rabat
 January 2015,4,simple stle,This riad in Rabat is interesting because it has a simple style compared to the usually more elaborate architecture of these riads. There are some compromises like a curtain separating bath room to sleeping area but mostly the details are interesting. It is a bit of a walk from the main road but not too bad. Dinner there was good without being especially interesting.,Riad_Kalaa,Rabat
 January 2015,4,"An oasis, wish we could stay longer!","We were pleasantly surprised by this riad, and appreciated the special touches. After a 10-day rough and ready trip I was so appreciative of the bathtub, roses and special scents, not mention a very comfortable bed. Beautifully decorated, and I am sure the rooftop patio and pool would be wonderful in warmer weather. Breakfast was delicious too. Very close to the Kasbah, and we enjoyed a lovely dinner out at a nearby restaurant recommended by the hotel.",Riad_Kalaa,Rabat
 January 2015,2,"Wonderful, except for one deal-breaker: no bathroom privacy","Yes, it’s a lovely refurbished riad. Service was great. Etc. But in the Suite Etoilee the bathroom is separated from the rest of the room by a 3/4 length sheer curtain. If you are traveling by yourself or are OK lying in bed while listening to and watching your travel partner on the toilet, then no problem for you. For us, it was totally unacceptable. This is taking “en suite” much too far.",Riad_Kalaa,Rabat
 December 2014,4,A fine place in the heart of the Medina of Rabat,"Riad Kalaa has been carefully refurbished. Where ever you look, a keen eye for details was applied. Mosaics have been either mended or replaced. The bathroom of our room was a dream and invited for a soothing bath after day touring the city of Rabat. The room was most romantic and very clean. Staff is very friendly and welcoming. Shortly after our arrival they spoiled us with a mint tea and sweets. As not to get lost on our first tour through the Medina we received a map and a clear and detailed explanation where to go. Many thanks, we had a great time!!",Riad_Kalaa,Rabat
 November 2014,5,Very nice stay.,Very nice place and we would return with no issues. The staff was very professional and courteous. They helped us coordinate tours and transportation. They even had a nice breakfast the morning we departed ... At 5am! Nice touch.,Riad_Kalaa,Rabat
 December 2014,5,Riad Kalaa,We booked a three night stay at Riad Kalaa on our way to Marrakech during our first visit to Morocco. Once we arrived in Marrakech we realized we should have stayed longer at Riad Kalaa. It is a beautiful location with amazing staff that are willing to answer any questions and provided us with the kind of holiday environment that we had hoped to experience. Everything is within walking distance and we enjoyed all of our treks through the city. I would highly recommend it to all people travelling to Rabat. E. Moore,Riad_Kalaa,Rabat
 December 2014,4,Somewhat cool service and uncomfortable beds mar an otherwise lovely Riad.,"First the good: the Riad itself is very beautiful and the design over all is inspired. Gorgeous. And more importantly the food was FANTASTIC. We are both suppers here, something we have never done before. The food was that good. The rooms were fine but the beds were very hard, as were the pillows. And though I understand that the curtain separating the toilet from the room is a design choice, because the Riad is ancient, the drains smell a little funky. It would have been nice to have a door that closed. The service was fine. In any other country it would not have been worth a mention. But we have gotten used to a certain caliber of service here in morocco, friendly and lovely. The perfectly pleaant but cool people at this Riad were a contrast to the others where we stayed.",Riad_Kalaa,Rabat
 December 2014,4,Serenity in the Old Town Medina of Rabat,"A well run riad in a quiet part of the Medina if Rabat. Very personal service awaits, just ask. Authentic rooms with very high ceilings. Breakfast sets you up for the day. Serenity but only a minute from the raucous Sidi Fatah market lane which leads all the way through to the trams outside the southern walls off the Medina. Carry on straight (passed the Meditel shop for a SIM card and top up) and on to the square on rue Jeddah, which has exceptional coffee shops with excellent gateau.",Riad_Kalaa,Rabat
 November 2014,5,Wonderful Experience,"We arrived in Casablanca and continued to Rabat for a one-night stay. It was our first experience at walking along the narrow passageway of the medina to arrive at the large wooden door which opened to the spacious and very beautiful Riad Kalaa. The staff was charming and served us mint tea and Moroccan cookies when we arrived. Our room was luxurious and well appointed. The bathroom was amazing. The rooftop terrace and pool surrounded by white filigree woodwork was a very relaxing area. Breakfast was a great introduction to food in Morocco with freshly squeezed orange juice, good breads with honey and preserves, and a large variety of fruits with yogurt. We would love to return to Morocco one day and enjoy an extended stay at the Riad Kalaa.",Riad_Kalaa,Rabat
 July 2014,5,"Like being at a wealthy, tasteful, respectful relative's home","This review is long overdue, but the wonderful experience here lingers, and we are planning to bring our whole family here. The negative experiences of other travelers is likely due to their inability to adapt or perhaps their unrealistic expectations due to their own cultural limitations... so let's just address that first. Yes, if you have a room around the courtyard, it will not likely be peaceful and private. It's a courtyard, a common space around which ancillary spaces are situated, such as the guest rooms. It's an authentic luxury Riad in an authentic, not exactly luxurious Medina. If that's not the experience you desire, and it's so important to have the right light to put on your makeup, voluminous wasted space, television (seriously?), or a lift, stay somewhere…",Riad_Kalaa,Rabat
 November 2014,4,Beautiful!,"Hidden in the heart of the medina is this lovely, lovely place! Our room was breathtaking: huge sunken tub, fireplace, even a flat screen tv. Breakfast was the best we had anywhere in Morocco, wonderful--the home made yogurt was the best I've ever had. The reason I gave 4 stars instead of 5 was two reasons. First, the lighting in the room and bathroom was more ambient lighting. Beautiful--but a little tough to put on make up. Second, we were right off the court yard. Right. Off. The courtyard. The courtyard where people sat and visited and had drinks and maybe ate dinner? We heard every word. It still gets 4 stars because everything else was so awesome! I would stay there again in a heartbeat, though might request one of the upstairs rooms which are probably quieter.",Riad_Kalaa,Rabat
 April 2014,4,Truly an experience for all to have!,Let me preface my review with the fact that we normally stay at 4 or star hotels in suites. We did enjoy the experience and authenticity of staying in a riad and would recommend that anyone traveling to North Africa and Morocco experience staying in a medina for at least one night. Waking to the prayers at 5 am and on regular intervals and walking into the hear of the medina to our riad was a unique and authentic experience. The Riad Kalaa was quite charming and well maintained and adapted to modern times. One must realize that the age of the medina and the buildings will have certain structural and architectural limitations. Our room was spacious by these standards and was quite-well maintained and appointed. The charm of the old-world furnishings and the stone bathroom…,Riad_Kalaa,Rabat
 October 2014,5,Great little place in the middle of the medina,"We spent a very enjoyable weekend here. Most others guests only seemed to stay for one night as part of a tour, which is sad since both the hotel and the city are worth exploring. Neither is at the top of the must-see lists, but Rabat is a charming and gentle way into Moroccan culture without the hassle and bustle of the better known cities, and the hotel is a quiet haven with charming staff, unique decor and good food. In a boutique hotel it is often the staff who make the real difference, and here, together with the wonderful location of the riad, more than make up for the lack of facilities that a larger site could afford.",Riad_Kalaa,Rabat
 October 2014,4,the Jasmine room was great!,"We stayed in the Jasmine room. It was not overly spacious (the 360 degree view they have on their website makes it look even smaller), but it was beautiful. The bathroom was amazing, which totally made up for the fact that we had to wiggle around our luggage just a tad. The staff are great, and served us with mint tea and Moroccan cookies upon our arrival. The rooftop pool and terraces are very relaxing (I am posting one photo that doesn't do it justice). Also, we stayed in several different towns across Morocco, and Rabat was by far our favorite. The Rabat medina is cleaner and less intense than the other ones, and had wider streets. Enthusiastic thumbs up for this Riad.",Riad_Kalaa,Rabat
 September 2014,5,Getting off to a good start,"We arrived in Casablanca and after visiting the Mosque continued to Rabat for the night. The first room we were shown was on the courtyard; we asked to see another toom and were shown one in a corner just off the courtyard, which we preferred. As indicated in other reviews the Riad is in a nice, relatively quiet location on the North end of the Medina, conveniently close to a very good restaurant where we dined that evening. Breakfast was one of the best we had in Morocco with good breads (4 different types) and the other usual suspects: honey and preserves, but alos a large variety of fruits and good and plain yogurt. Both the room and the Riad itself were quite nice and the staff was friendly and helpful.",Riad_Kalaa,Rabat
 September 2014,4,Great Riad in the medina,"Rabat has a brillient medina and Kalaa sits in the Northern part away from the bustle and noise but still within striking distance. Good food and a small swimming pool on the roof along with really well decorated rooms and atrium made this a great place to stay. Service was good on the whole. And here is the but. The staff's mobile phones seemed to be a distraction at times taking their attention away from the guests, and, the pings and ringing from them did distract from my enjoyment. Otherwise great.",Riad_Kalaa,Rabat
 September 2014,4,Excellent Management,"I'm a student studying in Rabat, and I have chronic back pain, so at home, I go to a chiropractor. When I'm traveling and need a quick fix, though, I like to go get a massage. Today, I went to Riad Kalaa for the 1 hour massage. The front desk attendant easily scheduled me in for an appointment later that day. When I returned, I was greeted kindly and shown immediately to my room, though I was slightly earlier than planned. I arrived at 5:35 pm, and was laying down on the massage table in the beautiful downstairs spa area by 5:40 pm. My masseuse was good, and the beginning of my massage was wonderful! However, after what I approximated to be about 35-40 minutes of massage, my masseuse placed cool cotton on my eyes and towels over me. After that, I did not see her, hear from her,…",Riad_Kalaa,Rabat
 September 2014,5,Lovely property,"Our first Riad in Morocco and hopefully the rest will be as good as this one Lovely feeling as we walked in and Danielle checked us in efficiently Beautiful room, comfortable bed, nice roof top area for a rest, a swim and relax Availability of beer and wine at the riad was appreciated as well Dinner and breakfast were okay but nothing special Very quite and clean with nice amenities as well Would recommend",Riad_Kalaa,Rabat
 September 2014,5,Best Riad in Rabat,"This was our second stay in a Moroccan Riad, the first being in Marrakesh. We fell in love with these traditional and atmospheric houses and the Kalaa was no exception, a truly wonderful experience! Our stay was only for 3 nights and as our first night was a late arrival c/o hotel pickup taxi from the airport, we'd pre-ordered a Dinner and were not disappointed. Our room was on the top terrace overlooking the pool and the Rabat skyline. Although not the most expensive room in the hotel, we did prefer it to the more luxurious rooms, which we experienced, but preferred ours for one basic reason . . . we don't like air conditioning. So as the weather was warm our room had windows that opened on both sides, this provided a nice flow of air during the night providing a great nights…",Riad_Kalaa,Rabat
 September 2014,5,Wonderful find: a real experience on our business trip,"We needed a hotel for a two day visit to Rabat on business: decided to plump for something authentic in the Medina rather than a business travellers' hotel closer to our meeting venue. I am so glad we did: Kalaa is comfortable, welcoming and luxurious. The breakfast was generous and the supper fabulous. Service is charming and efficient. The bedrooms are a great balance between Moroccan vibe and modern luxury. Since we are working with the Moroccan Tourism office we will be back, and have every intention to stay at Kalaa again. Completely coincidentally a friend from the town in which our office is based had stayed at Kalaa the night before and was also pleased with it: and as he owns a hotel that's high praise indeed! The cat is nice, too.",Riad_Kalaa,Rabat
 September 2014,4,More modern riad,"Great location. Near medina, kasbah and beach. Welcoming staff. The offered train station transfer was 10x the taxi fare, so I wouldn't recommend it. The restaurant is recommended but I didn't have a chance to try. Basic Moroccan breakfast included.",Riad_Kalaa,Rabat
 December 2013,5,The best place where to stay in Rabat,"It's at 2 minutes walk from the Kasbah Oudaya and from Rue Ambassadeur. You can walk across the Souks inside the medina to get the center of the city. The Riad is very simple, very clean and warm. Only one knock for the owner, is to think to renew the Tadelakt that every guest will think that if a flood and not a moisture.",Riad_Kalaa,Rabat
 May 2014,4,Great Hotel like a Palace...,It is a great hotel like a palace and we really enjouyed it. The pool at the roof terace was great as the rooms. The room was nice and clean an big enough for 4 (we are are family with two children...). We would recommend staying here if you decide to travel to Rabat!,Riad_Kalaa,Rabat
 July 2014,5,Perfect accommodation in a perfect location,"The Riad Kalaa is a wonderful establishment located in the old medinah. It is within walking distance of the Casbah, ocean an souk. It is beautifully restored. The rooms are beautiful, clean and well equipped. Breakfast is excellent. The staff members are friendly and helpful. There is an atrium where one can sit in a peaceful environment reading the excellant books which are available for guests. This is a riad and not a hotel. I therefore do not agree with other reviews concerning poor service. The staff members are ready to assist if you request them to do so. They do not bother tourists in an effort to earn huge tips, unlike what happens in the rest of Morocco. I therefore welcomed their discreetness. The riad was a safe haven where I could relax after a challenging day.…",Riad_Kalaa,Rabat
 May 2014,5,Fantastic riad in the heart of the medina,This riad is great. The rooms are very clean. The staff is helpful and they speak near perfect English. They have maps and directions waiting upon arrival. I would definitely recommend staying here if you are in Rabat.,Riad_Kalaa,Rabat
 May 2014,5,Moroccan Hospitality,"Riad Kalaa very kindly arranged our private transfer from Casablanca Airport. Due to a very delayed flight from London, we arrived at the edge of the Medina at 1:30am. Our driver ushered us and our luggage thru a maze of alleyway streets to the Riad while staff awaited our very late check-in. My husband and I were extremely impressed by the warm welcome we received. We were escorted up a series of staircases to the Celestial Suite. Disoriented at first, we then collapsed into a very deep and peaceful sleep. We awoke to a beautiful morning in this exceptionally charming and traditional Riad and enjoyed a lovely breakfast. A full morning tour of Rabat had been arranged and ended with a delicious lunch overlooking the Atlantic Ocean. The late afternoon on the rooftop poolside…",Riad_Kalaa,Rabat
 July 2014,4,Great location ... Poor customer service,"This riad is in a great location. The riad is beautiful inside and it is extremely well decorated. The lights are amazing. The room we were in was beautiful with lots of exquisite touches. The pool area was also really nice and a lovely place to relax at the end of the day. Like other reviews the service was poor. We speak both English and French (native) and are both fluent in the other language. A nice welcome does not cost anything and would not go amiss! When asked directly the staff were helpful, when you could find them, and gave us good advice about Rabat. However it did not come naturally and had to be dragged from them. Breakfast was good though again the level of service was poor. There were three tables and we practically had to ask for every single thing. In…",Riad_Kalaa,Rabat
 July 2014,4,Simple and beautiful.,"We loved it here. We here with our children (21, 13, 13) This riad had a lovely old Morocco feel to it. It was a bit of a maze to find it down the narrow winding alleys inside the old Medina. It has much charm as does the medina. It was close enough to walk to the market which we did to buy some local wares. It is less expensive than Marrakesh for the same items, and more peaceful shopping here. The rooms were clean and nice, though a bit small. We enjoyed the roof top pool.",Riad_Kalaa,Rabat
 May 2014,4,Very nice,"A little bit of an oasis in the hustle and bustle of the medina although nowhere near as hectic as Fes or Marrakesh medinas. A traditional riad with nice staff and good food. Our room was basic without phone,TV or minibar but that didn't really matter.Very laid back atmosphere in the courtyard with dinner served at 6pm and was a fixed price.Would recommend this riad.",Riad_Kalaa,Rabat
 June 2014,5,Perfect in every way.,"Everything from the rooms themselves to the reception with mint tea and delicious home-made cookies to the plunge pool and lounging area on the roof to the helpful and courteous staff to the beautiful atrium to the relaxing little nooks here and there to the amazing selection of photography books to the Riad's central location to the breakfast, this place was a find and probably the best Riad experience we had during our 3 weeks in Morocco. We were only sorry to miss the home-cooked dinner from the Riad's kitchen (we were there on the one day the kitchen was closed). But there is nothing we could criticize about this place. We loved Rabat and wish we could have stayed at Riad Kalaa longer!",Riad_Kalaa,Rabat
 May 2014,3,Nice location unfriendly staff,The room on the ground floor was quiet humid the towel were wet due High humidity levels and damp in the room. If you dont smoke avoid the room in the patio because you will get the smell in your room. I will not stay again in this place no value for money.,Riad_Kalaa,Rabat
 July 2014,5,"The very definition of ""oasis""","Riad Kalaa is located rather deep within the baffling labyrinth of Rabat's medina. You would easily walk by it, never guessing from the stark exterior what lies within. What does lie within is a gorgeous, luxurious oasis and refuge from the somewhat maddening bustle of the streets and alleyways outside. The staff are kind and accommodating. The setting is at once both stimulating and relaxing. The people of Rabat (at least while we were there during Ramadan) are gentle and compassionate.",Riad_Kalaa,Rabat
 April 2014,5,Luxurious treat,This was a value for money little luxurious treat for us. Absolutely worth every cent. Room was gorgeous. Food was great. Staff were helpful. Cannot really ask for much more. A lovely haven from which to explore the charms of Rabat.,Riad_Kalaa,Rabat
 June 2014,5,Perfect,Idyllic peaceful and beautiful Riad in the atmospheric medina of Rabat... The restaurant is fantastic... We would emphatically recommend it to all and hope to visit in the future. Alice and Matt Sheffield England.,Riad_Kalaa,Rabat
 May 2014,5,Elegant old world,"The Riad is located in the middle of the old town just blocks from the sea and the monuments. It is truly an oasis with a pool and deck, patio bar and courtyard. Excellent breakfast too. The rooms are elegantly appointed and roomy. The staff is very helpful and it is a quiet place.",Riad_Kalaa,Rabat
 June 2014,5,Exquisite riad,"This beautiful Riad is situated in the old medina of Rabat. The rooms are clean, spacious and nicely decorated. Breakfast is excellent and the staff as really nice and welcoming. The riad is situated within walking distance of the sea and to the Kasbah of the Udayas. I highly recommend this riad if you are visiting Rabat",Riad_Kalaa,Rabat
 April 2014,2,Buyer beware,"The Riad advertises as having air conditioning, but, when you get there it turns out that not all suites have a/c. Mine did not and they could not give us a different suite. They gave us a floor fan, instead. You also expect to have hot water in your bathroom when you need it, even if it is early in the morning. We did not have hot water. There were light fixtures with burned out bulbs, and no replacement bulbs were available. The pluses were the décor, the pool, and the location. the Riad is pretty to look at, but I would not recommend it or stay there again.",Riad_Kalaa,Rabat
 June 2014,5,Only 1 night but beautiful,"Riad Kalaa was our first nights stay on a superb 2 week adventure with Around Morocco Tours. After an exhausting trip from NY to Casablanca, this place was a much welcomed destination. While we only spent 1 night here, the staff was very professional and the accommodations were beautiful. Our room was on the rooftop from which you could see the entire Medina of Rabat. I can't speak to the restaurant since we got in that evening and left the next morning. A brief mention: if you're looking for a soft bed to sleep on, they don't really exist here or anywhere else in Morocco for that mater. All mattresses are extremely firm, everywhere.",Riad_Kalaa,Rabat
 May 2014,5,Very good Riad in excellent location,"We had very good stay in this Riad.It's location in Rabat is first class.No more than 5 minutes from the Kasbah, beach and souks. The staff were very good.I note from some previous reviews that they felt that the staff were a little cold which I think is a little unfair.What you have to realise is that this part of Morocco is very much influenced by France and therefore French is spoken as a second language rather than English.Therefore a little Frenchnwill go a long way.Having said that the 3 receptionists that we dealt with all spoke excellent English. The provision of complimentary fresh fruit and soft drinks in the room was a lovely touch. The room was very comfortable albeit a little eccentric in that there was a lounge downstairs and the bedroom up some fairly steep stais…",Riad_Kalaa,Rabat
 June 2014,5,Favorite Riad during our 10 day Tour in Morocco,"Riad Kalaa was our favorite riad in Mococco. The grounds are beautiful, especially the pool and terrace upstairs. Our room was large and I loved the historical feel of the rooms while enjoying quality modern conveniences. The beds, sheets and down comforters were very luxurious and the comfortable rooms were so nice to come home to after a long day out exploring. The dinner was very good and very reasonably priced and the breakfasts were also delicious. Daniella, our hostess, was very accomodating and sweet.",Riad_Kalaa,Rabat
 September 2013,5,good,"boutique riad, elegant and modern with a touch of antiquity. well maintained rooms with narrow but well-appointed and stylish. beautiful riad in the medina of Rabat floor, comfortable and not touristy. maybe a little cold, but really a good solution. staff were polite but aloof. priced accordingly maybe a little high.",Riad_Kalaa,Rabat
 May 2014,3,Below expectation,"We have used Trip Advisor ratings as the basis for choosing our accommodations during our travels,however we were quite disappointed with this experience. While the concepts behind the Riads in Morocco seem seem admirable, in reality they disappoint guests used to professionally run hotels. In our case here, the room we had was very small, and hence not comfortable. The location of the Riad was not in a desirable area, and we were warned not to go outside after dark. The manager and the cook in restaurant were extremely hospitable, so they compensated to an extent the discomfort of the room.",Riad_Kalaa,Rabat
 May 2014,5,"Beautiful riad, fantastic host, luxurious accommodations","Had the most pleasant stay at Riad Kalaa. After staying in 5 riads during my 10-day tour, Riad Kalaa was by far the best from all angles. - Rooms were tasteful, luxurious, and comfortable. Plush beds, high threadcount sheets and comforter, with modern bathroom, air-con, and full in-room amenities. Every little thing was accounted for in the room. - Host - Daniela was the most welcoming and hospitable host, helping us with the local area, providing recommendations, and ensuring our rooms were of utmost comfort to us. - Food - our dinner at the riad was also phenomenal and one of our best meals in Morocco. All ingredients were fresh and Daniela even provided us insight into what was most fresh. - Property - the riad was very intimate and homey. The public spaces was…",Riad_Kalaa,Rabat
 May 2014,5,Wonderful riad in Rabat,"Our group stayed here for three nights. The staff were extremely friendly and helpful, even if their English was limited. They were very patient with our butchered French... The rooftop garden and pool were a special treat. Rooms were very nice, with dramatically high ceilings, large tubs, and wonderful Moroccan furnishings. We took a cooking class in the riad that was a lot of fun, and the traditional Moroccan meal we created was better than some that we had in restaurants! The riad is short walk to the main part of the medina in Rabat, and to the Kasbah on the waterfront.",Riad_Kalaa,Rabat
 May 2014,5,Amazing room and riad,We only stayed one night but this was one of our best riads we stayed in. Room is fantastic and terrace area great with lovely pool. Prefer to get room upstairs. Location in the Medina is easily reached. Staff were very helpful. Dinner was lovely however overpriced. True Moroccan experience.,Riad_Kalaa,Rabat
 September 2013,5,The most beautiful place I have ever been to!,"We spent two night during our honeymoon travel at the Riad Kalaa. It was the most beautiful place I have ever been to! We were given a wonderful room with immensely high ceilings, a huge bathroom sprinkled with roses and with a sunken bath tub and such beautiful furniture and decoration I wished I could have taken everything with me! The hotel staff was extremely friendly and sitting and dinner in the inner courtyard was as romantic as it gets. Simply amazing!",Riad_Kalaa,Rabat
 April 2014,5,A Great Experience,"We were doing a private tour through Morocco, organized from Australia with Ibertours.This Riad was chosen by our tour company and as such I don't know the price. We stayed for one night and included breakfast. Our driver had rung the Riad and we were met in the carpark and shown the way to the riad. We were warmly greeted and offered juice (which turned out to be freshly squeezed orange juice) and petit fours, while we perused the menu for dinner. This was the beginning of our love affair with Moroccan Oranges! Our room, Santal, was located upstairs (our bags had been taken up) on the pool level. Its a lovely room, beautifully decorated and very comfortable. The rain shower was wonderful and the toilettries provided were in recyclable glass jars. Big soft, fluffy towels…",Riad_Kalaa,Rabat
 April 2014,2,Riad looked nice but staff ruined experience,"I'll make this a short review as we stayed here for one night, but something was off about this place. The room ""looked"" nice but was damp and we kept coughing, something was in the air. But, what bothered us most, was the rude attitude of the staff. Does it hurt them to smile or be friendly? They weren't pleasant at all. I honestly can't think of one person who was pleasant. This obviously makes for an uncomfortable experience for the guest. The dinner, as far as taste goes, was good. Again, service gruff. Breakfast not good, meager. When she poured the coffee, she would fill the cup only part full and take the coffee pot with her. Glad we only stayed one night en route.",Riad_Kalaa,Rabat
 April 2014,4,Nice riad in Rabat,We arrived at Riad Kalaa in the early evening after a very long flight and then drive from Casablanca. Our driver parked at the nearest entrance to the medina and we were met by a friendly representative from the riad who helped us carry our luggage inside via a few narrow alleys. We were greeted at Riad Kalaa with refreshing atai or moroccan mint tea. The riad has a beautiful courtyard and our rooms were just off this courtyard on the ground floor. They were comfortable and the bathroom was a bit small but well fitted out.,Riad_Kalaa,Rabat
 April 2014,3,nice riad but lacks good service,"This was the third riad we stayed in Morocco. The previous two (in Fez and Essaouira) were so beautiful and the service so amazing that this one didn't seem particularly special. The location is great and the riad itself quite beautiful. However, when we first arrived, the man who came to answer the door to take us in was a bit rude. He told us to sit and fill out all the paper works but didn't offer us anything to drink, nor was he particularly friendly. Once we were done with the paperworks, he took us to our room and left. I had some questions to ask and when I went outside int the couryard/reception area, I couldn't find anyone. I had to knock on the kitchen door to get people's attention. Basically, there's no nice greetings like we've experienced in the other raids. The…",Riad_Kalaa,Rabat
 April 2014,5,First Riad experience,"Although we stayed only for a night, the property was excellent. Great staff support, the rooms were well maintained, the bathrooms clean and well stocked with all toiletries. The rooms were sufficient for 2 people. We had dinner at the property and our first experience of a Tajine was good. They allowed us to bring in our own bottle of single malt at the dinner table, without any corkage.",Riad_Kalaa,Rabat
 April 2014,4,rabat riad stay,"Decent place to stay in rabat . We stayed here for only one night before going to fes . Tried the dinner in hotel which was quite good . Good service by the riad team . Rooms are quite small but i guess this is how all riads are !! Also since the rooms are close to each other , one needs to be extra careful while talking so as to not disturb the other guests . would recommend this riad for people travelling to rabat .",Riad_Kalaa,Rabat
 March 2014,5,Excellent service and good location,"Great location Excellent service Nice rooms Clean and safe Everyone was very pleasant and they had nice tea and snacks available and breakfast was good and since I left early for the airport, they accommodated an early breakfast",Riad_Kalaa,Rabat
 April 2014,4,"comfortable, Cleam Riad in heart of Medina","A very nice small riad and a friendly atmosphere. Serves very good food if you let them know you want dinner ahead and also close to Dinarjatt another fine spot with Moroccan fare. Some great room layouts, if travelling with kids. We were able to put them in 2 comfortable beds downstairs, while the bed and bath were located in a loft above.",Riad_Kalaa,Rabat
 March 2014,4,A charming intro to Morocco,"We so enjoyed our 3-night stay at Riad Kalaa. The Riad is beautifully decorated in local style, with colorful upholstery, carved lanterns, comfortable modern bathrooms, and a quirky but charming layout. The bar and spa were two of our favorite areas-- both downstairs. The massage was the best I've ever had. The staff was mostly helpful, especially with helping us add a second room to accommodate our children, with dinner recommendations, and with confirming our riad in Marrakech. Two little suggestions-- first, the pool area was under renovation, so sitting out by the pool was only possible one day when the crew was not working. Perhaps the staff could have apologized for that and told us when the pool would be available. And second, the breakfast service was extremely…",Riad_Kalaa,Rabat
 March 2014,5,Excellent location in the Rabat medina,"The riad is well located in a quiet area but very close to the Kasbah and other interesting areas. The dinners are very good - better than Dinarjat, which is only a short block away. Breakfast was substantial and delicious. The room was large and the bathroom was really big. The terrace has a great view over the medina. The staff was very helpful but make you are very specific in your requests - we thought we had asked for an English speaking to drive us to Fez but what we got was a French speaking driver.",Riad_Kalaa,Rabat
 March 2014,4,Mixed feelings...,"This was our last night in Morocco after a ten day road trip! There are lots of really positive things about this riad! The interior decorating is absolutely perfect, with a very relaxing atmosphere. The evening dinner was excellent and very reasonable. The room was very confortable and so charming.It is ideally situated, easy to find and we had no problem finding parking a few minutes away by foot. Compared to the other places we stayed in Morocco, unfortunately we found the staff a bit unfriendly. The breakfast was also disappointing, the store bought cakes and jams were not great. They also sat us right next to the kitchen, and the noise was anything but relaxing. We could have asked to move away from the noise, but we saw the face the waitress made to another couple when…",Riad_Kalaa,Rabat
 February 2014,5,Stay in Riad Kalaa,"Riad Kalaa was a fantastic experience for us. Arriving late, we used the map provided by the management to find the hotel. This was more than useful. Thank you! Rooms, rooftop terrace, the whole atmosphere is great. Breakfast very good!",Riad_Kalaa,Rabat
